candidate_id,generator,status,production_family,derived_feature_id,expression,horizon,source_fields,source_field_families,transform,window_hours,availability_mask,cross_symbol_scope,feature_available_lag_bars,feature_timestamp_rule,execution_rule,requires_residual_baselines,required_negative_controls,paired_ablation_plan,decision,reject_reasons
a7v3_rolling_self_reproduction_12_ab195699af20,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_4h__agg_large_notional_ratio_100k_plus,"RollingMax(agg_large_notional_ratio_100k_plus,4)",12,agg_large_notional_ratio_100k_plus,large_trade,RollingMax,4,agg_features_available,same_symbol,4,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_a9bdd181706b,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_4h__agg_large_notional_share_100k_plus,"RollingMax(agg_large_notional_share_100k_plus,4)",12,agg_large_notional_share_100k_plus,large_trade,RollingMax,4,agg_features_available,same_symbol,4,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_b34b2844e9ca,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_4h__agg_large_trade_count_100k_plus,"RollingMax(agg_large_trade_count_100k_plus,4)",12,agg_large_trade_count_100k_plus,large_trade,RollingMax,4,agg_features_available,same_symbol,4,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_014349afe049,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_4h__agg_large_trade_count_ratio_100k_plus,"RollingMax(agg_large_trade_count_ratio_100k_plus,4)",12,agg_large_trade_count_ratio_100k_plus,large_trade,RollingMax,4,agg_features_available,same_symbol,4,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_78975ad3b352,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_8h__agg_large_count_share_100k_plus,"RollingMax(agg_large_count_share_100k_plus,8)",12,agg_large_count_share_100k_plus,large_trade,RollingMax,8,agg_features_available,same_symbol,8,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_2f6feea2d461,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_8h__agg_large_notional_100k_plus,"RollingMax(agg_large_notional_100k_plus,8)",12,agg_large_notional_100k_plus,large_trade,RollingMax,8,agg_features_available,same_symbol,8,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_85771f4d66db,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_8h__agg_large_notional_ratio_100k_plus,"RollingMax(agg_large_notional_ratio_100k_plus,8)",12,agg_large_notional_ratio_100k_plus,large_trade,RollingMax,8,agg_features_available,same_symbol,8,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_baa5ab1d371e,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_8h__agg_large_notional_share_100k_plus,"RollingMax(agg_large_notional_share_100k_plus,8)",12,agg_large_notional_share_100k_plus,large_trade,RollingMax,8,agg_features_available,same_symbol,8,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_81f2afe4e8d0,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_8h__agg_large_trade_count_100k_plus,"RollingMax(agg_large_trade_count_100k_plus,8)",12,agg_large_trade_count_100k_plus,large_trade,RollingMax,8,agg_features_available,same_symbol,8,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_1370a29769ef,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_8h__agg_large_trade_count_ratio_100k_plus,"RollingMax(agg_large_trade_count_ratio_100k_plus,8)",12,agg_large_trade_count_ratio_100k_plus,large_trade,RollingMax,8,agg_features_available,same_symbol,8,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_24_d71b91422b0d,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_12h__agg_large_count_share_100k_plus,"RollingMax(agg_large_count_share_100k_plus,12)",24,agg_large_count_share_100k_plus,large_trade,RollingMax,12,agg_features_available,same_symbol,12,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_24_62cb2b6ce84c,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_12h__agg_large_notional_100k_plus,"RollingMax(agg_large_notional_100k_plus,12)",24,agg_large_notional_100k_plus,large_trade,RollingMax,12,agg_features_available,same_symbol,12,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_24_cae43d1c9242,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_12h__agg_large_notional_ratio_100k_plus,"RollingMax(agg_large_notional_ratio_100k_plus,12)",24,agg_large_notional_ratio_100k_plus,large_trade,RollingMax,12,agg_features_available,same_symbol,12,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_24_dbb31c1c9d45,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_12h__agg_large_notional_share_100k_plus,"RollingMax(agg_large_notional_share_100k_plus,12)",24,agg_large_notional_share_100k_plus,large_trade,RollingMax,12,agg_features_available,same_symbol,12,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_8435013059a4,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_4h__agg_avg_underlying_trades_per_agg,"RollingMax(agg_avg_underlying_trades_per_agg,4)",12,agg_avg_underlying_trades_per_agg,other,RollingMax,4,agg_features_available,same_symbol,4,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_8db3de90a1bf,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_4h__agg_first_agg_trade_id,"RollingMax(agg_first_agg_trade_id,4)",12,agg_first_agg_trade_id,other,RollingMax,4,agg_features_available,same_symbol,4,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_44d6da587319,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_4h__agg_first_transact_time_ms,"RollingMax(agg_first_transact_time_ms,4)",12,agg_first_transact_time_ms,other,RollingMax,4,agg_features_available,same_symbol,4,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_11bc513f24d2,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_4h__agg_last_agg_trade_id,"RollingMax(agg_last_agg_trade_id,4)",12,agg_last_agg_trade_id,other,RollingMax,4,agg_features_available,same_symbol,4,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_a402ed8a84e6,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_4h__agg_last_transact_time_ms,"RollingMax(agg_last_transact_time_ms,4)",12,agg_last_transact_time_ms,other,RollingMax,4,agg_features_available,same_symbol,4,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_1de9a21b929b,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_8h__agg_avg_underlying_trades_per_agg,"RollingMax(agg_avg_underlying_trades_per_agg,8)",12,agg_avg_underlying_trades_per_agg,other,RollingMax,8,agg_features_available,same_symbol,8,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_6b4feb65e8d7,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_8h__agg_first_agg_trade_id,"RollingMax(agg_first_agg_trade_id,8)",12,agg_first_agg_trade_id,other,RollingMax,8,agg_features_available,same_symbol,8,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_e3cebe8120fb,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_8h__agg_first_transact_time_ms,"RollingMax(agg_first_transact_time_ms,8)",12,agg_first_transact_time_ms,other,RollingMax,8,agg_features_available,same_symbol,8,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_c25e2f8944ac,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_8h__agg_last_agg_trade_id,"RollingMax(agg_last_agg_trade_id,8)",12,agg_last_agg_trade_id,other,RollingMax,8,agg_features_available,same_symbol,8,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_7899bb18b18b,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_8h__agg_last_transact_time_ms,"RollingMax(agg_last_transact_time_ms,8)",12,agg_last_transact_time_ms,other,RollingMax,8,agg_features_available,same_symbol,8,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_24_38c87daaf6b9,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_12h__agg_avg_underlying_trades_per_agg,"RollingMax(agg_avg_underlying_trades_per_agg,12)",24,agg_avg_underlying_trades_per_agg,other,RollingMax,12,agg_features_available,same_symbol,12,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_24_1f2388553448,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_12h__agg_first_agg_trade_id,"RollingMax(agg_first_agg_trade_id,12)",24,agg_first_agg_trade_id,other,RollingMax,12,agg_features_available,same_symbol,12,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_24_0dcb85080371,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_12h__agg_first_transact_time_ms,"RollingMax(agg_first_transact_time_ms,12)",24,agg_first_transact_time_ms,other,RollingMax,12,agg_features_available,same_symbol,12,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_24_34491cd9b8b3,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_12h__agg_last_agg_trade_id,"RollingMax(agg_last_agg_trade_id,12)",24,agg_last_agg_trade_id,other,RollingMax,12,agg_features_available,same_symbol,12,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_24_97a4b399e852,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_12h__agg_last_transact_time_ms,"RollingMax(agg_last_transact_time_ms,12)",24,agg_last_transact_time_ms,other,RollingMax,12,agg_features_available,same_symbol,12,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_24_b3f0b06459f1,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_24h__agg_avg_underlying_trades_per_agg,"RollingMax(agg_avg_underlying_trades_per_agg,24)",24,agg_avg_underlying_trades_per_agg,other,RollingMax,24,agg_features_available,same_symbol,24,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_24_9bd60784a8b0,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_24h__agg_first_agg_trade_id,"RollingMax(agg_first_agg_trade_id,24)",24,agg_first_agg_trade_id,other,RollingMax,24,agg_features_available,same_symbol,24,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_24_8e0a8eed461b,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_24h__agg_first_transact_time_ms,"RollingMax(agg_first_transact_time_ms,24)",24,agg_first_transact_time_ms,other,RollingMax,24,agg_features_available,same_symbol,24,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_24_6826426e6d0e,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_24h__agg_last_agg_trade_id,"RollingMax(agg_last_agg_trade_id,24)",24,agg_last_agg_trade_id,other,RollingMax,24,agg_features_available,same_symbol,24,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_24_e5713b8e5304,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMax_24h__agg_last_transact_time_ms,"RollingMax(agg_last_transact_time_ms,24)",24,agg_last_transact_time_ms,other,RollingMax,24,agg_features_available,same_symbol,24,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_3e7ba5fe568e,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMin_4h__agg_avg_underlying_trades_per_agg,"RollingMin(agg_avg_underlying_trades_per_agg,4)",12,agg_avg_underlying_trades_per_agg,other,RollingMin,4,agg_features_available,same_symbol,4,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_3b6fbfc6f7ef,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMin_4h__agg_first_agg_trade_id,"RollingMin(agg_first_agg_trade_id,4)",12,agg_first_agg_trade_id,other,RollingMin,4,agg_features_available,same_symbol,4,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_efc2fe5455b1,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMin_4h__agg_buy_sell_vwap_spread_bps,"RollingMin(agg_buy_sell_vwap_spread_bps,4)",12,agg_buy_sell_vwap_spread_bps,price_microstructure,RollingMin,4,agg_features_available,same_symbol,4,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_ff8102addd5c,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMin_4h__agg_buy_vwap,"RollingMin(agg_buy_vwap,4)",12,agg_buy_vwap,price_microstructure,RollingMin,4,agg_features_available,same_symbol,4,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_4edbee772775,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMin_4h__agg_close_price,"RollingMin(agg_close_price,4)",12,agg_close_price,price_microstructure,RollingMin,4,agg_features_available,same_symbol,4,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_055680ec9ff6,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMin_4h__agg_close_to_open_bps,"RollingMin(agg_close_to_open_bps,4)",12,agg_close_to_open_bps,price_microstructure,RollingMin,4,agg_features_available,same_symbol,4,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_d5a45074a36f,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMin_4h__agg_high_price,"RollingMin(agg_high_price,4)",12,agg_high_price,price_microstructure,RollingMin,4,agg_features_available,same_symbol,4,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_ebba4f1d5669,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMin_4h__agg_low_price,"RollingMin(agg_low_price,4)",12,agg_low_price,price_microstructure,RollingMin,4,agg_features_available,same_symbol,4,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_rolling_self_reproduction_12_2464783c8d03,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,rolling_self_reproduction,RollingMin_4h__agg_open_price,"RollingMin(agg_open_price,4)",12,agg_open_price,price_microstructure,RollingMin,4,agg_features_available,same_symbol,4,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
