candidate_id,original_validation_spread,original_test_spread,original_recent_spread,original_may_stress_spread,one_bar_lag_recent_spread,control_dominance_ratio_premay_max,sign_stable_pre_may,lag_ok,min_abs_premay_spread,decision,family,field_families,fields,operators,windows,a7al2g_policy
crypto_fg2_3cbd1218eef4d5c7,-0.0005241066870691,0.0005177009062832,-0.0003435493250897,0.0039996690416441,-0.0001912294870522,84.78212383380566,False,True,0.0003435493250897,HOLD_A7AL2I_UNSTABLE_PRE_MAY,oi_price_interaction,open_interest|price,open_interest_value_mean|trade_close,Add|ZScore|Delta|ZScore|Delta,8|72,regime_state_or_neutralizer_only
crypto_fg2_ab5daaf2d4bb1b38,-0.001050849633733,3.498388221716965e-05,0.0019948218562087,0.0043041063678429,0.0019920818028116,202.6430417648499,False,True,3.498388221716965e-05,HOLD_A7AL2I_UNSTABLE_PRE_MAY,oi_price_interaction,open_interest|price,index_close|open_interest_value_last,Sub|Rank|Delta|Rank|Delta,48|168,regime_state_or_neutralizer_only
crypto_fg2_115383654a40dc95,-0.0008625843628897,0.0011601667985635,0.001125772970222,0.0013647093846007,0.0010386982413733,3.2677437486939844,False,True,0.0008625843628897,HOLD_A7AL2I_UNSTABLE_PRE_MAY,liquidity_volatility_guarded,liquidity|volatility,mark_low|trade_volume,Mul|Rank|Mean|ZScore|Delta,24|336,mutation_source_only_control_required
crypto_fg2_2b9c738ec11bacea,-0.0007263051058025,0.0004558977114548,-0.000855150755374,-0.0022836980227039,-0.0007582116333847,2.123469293682186,False,True,0.0004558977114548,HOLD_A7AL2I_UNSTABLE_PRE_MAY,oi_price_interaction,open_interest|price,mark_close|open_interest_value_last,Mul|ZScore|Delta|ZScore|Delta,8|48,regime_state_or_neutralizer_only
crypto_fg2_18f056370a194b1f,-0.0006682481486081,0.000453408502169,0.0006682349027225,0.001435455201909,0.0007551162804463,26.834130330715837,False,True,0.000453408502169,HOLD_A7AL2I_UNSTABLE_PRE_MAY,price_volatility_structure,price|volatility,index_close|mark_low,Mul|Rank|Mean|Sign|Delta,4|168,mutation_source_only_control_required
crypto_fg2_19a3f95b8076131b,-0.0009695537137882,0.0001570178008206,0.0006420588422842,0.0013388375593983,0.0008005655224348,55.78979929798717,False,True,0.0001570178008206,HOLD_A7AL2I_UNSTABLE_PRE_MAY,oi_price_interaction,open_interest|price,open_interest_value_mean|trade_close,Mul|Sign|Delta|Rank|Mean,4|168,regime_state_or_neutralizer_only
crypto_fg2_949d47bb2314fba0,0.0004217948401392,-0.0012611836115077,-0.0050381198029595,-0.001531851145525,-0.0050335827398954,31.877899969057697,False,True,0.0004217948401392,HOLD_A7AL2I_UNSTABLE_PRE_MAY,price_volatility_structure,price|volatility,index_close|trade_low,Mul|Sign|Delta|Abs|ZScore|Mean,72|336,mutation_source_only_control_required
crypto_fg2_f3ffa3b8cccb6ae4,-0.0013806050960471,-0.0014865682219653,-0.0002630746373055,-0.0017580376932753,-0.00024041042883,4.441506315422265,True,True,0.0002630746373055,HOLD_A7AL2I_CONTROL_DOMINATED,price_volatility_structure,price|volatility,index_close|mark_high,Sub|Abs|ZScore|Delta|Rank|Mean,48|720,mutation_source_only_control_required
crypto_fg2_63b89c2c6cfee9d5,0.0012794942903374,-0.0008940914267142,-0.0023485595181193,-0.0008059042438182,-0.0023894171810854,1.8393964488416905,False,True,0.0008940914267142,HOLD_A7AL2I_UNSTABLE_PRE_MAY,price_volatility_structure,price|volatility,index_close|mark_low,Add|Rank|Delta|Neg|Rank|Delta,8|96,mutation_source_only_control_required
crypto_fg2_80f9ad40dcfdd668,0.0004015481078279,0.0007121780220251,-1.642028366705171e-05,-0.0013818545090636,0.0001345949593089,991.190138601285,False,False,1.642028366705171e-05,HOLD_A7AL2I_UNSTABLE_PRE_MAY,price_volatility_structure,price|volatility,mark_close|trade_high,Sub|ZScore|Delta|ZScore|Delta,12|24,mutation_source_only_control_required
