candidate_id,variant,split,n_dates,avg_n_obs,valid_rows,valid_row_share,mean_spread_24h,spread_tstat,positive_spread_rate
crypto_fg2_3cbd1218eef4d5c7,original,train_2024,8668,180.49780802953396,3762619,0.9898211459622362,-0.0014111764565675,-6.504492963530358,0.466889709275496
crypto_fg2_3cbd1218eef4d5c7,original,validation_2025H1,4320,181.0,3762619,0.9898211459622362,-0.0005241066870691,-2.093271614677281,0.4993055555555555
crypto_fg2_3cbd1218eef4d5c7,original,test_2025H2,4392,181.0,3762619,0.9898211459622362,0.0005177009062832,1.7759707683491377,0.5036429872495446
crypto_fg2_3cbd1218eef4d5c7,original,recent_oos_2026JanApr,2856,181.0,3762619,0.9898211459622362,-0.0003435493250897,-1.0579872349872774,0.4859943977591036
crypto_fg2_3cbd1218eef4d5c7,original,known_may2026_stress,576,181.0,3762619,0.9898211459622362,0.0039996690416441,7.5573851400345795,0.6041666666666666
crypto_fg2_3cbd1218eef4d5c7,one_bar_lag,train_2024,8667,180.49775008653512,3762438,0.9897735308230422,-0.0013183034484994,-6.077856776871847,0.468443521403023
crypto_fg2_3cbd1218eef4d5c7,one_bar_lag,validation_2025H1,4320,181.0,3762438,0.9897735308230422,-0.0004079190256357,-1.6325611437058989,0.4988425925925926
crypto_fg2_3cbd1218eef4d5c7,one_bar_lag,test_2025H2,4392,181.0,3762438,0.9897735308230422,0.0005996557891647,2.0701866528445114,0.5093351548269581
crypto_fg2_3cbd1218eef4d5c7,one_bar_lag,recent_oos_2026JanApr,2856,181.0,3762438,0.9897735308230422,-0.0001912294870522,-0.592968747804603,0.4915966386554621
crypto_fg2_3cbd1218eef4d5c7,one_bar_lag,known_may2026_stress,576,181.0,3762438,0.9897735308230422,0.0040766135909031,7.587576922357478,0.6371527777777778
crypto_fg2_3cbd1218eef4d5c7,time_shuffle,train_2024,8760,179.70719178082192,3762537,0.9897995744627118,0.0002936300541871,2.132919950196841,0.5115296803652968
crypto_fg2_3cbd1218eef4d5c7,time_shuffle,validation_2025H1,4320,180.18425925925925,3762537,0.9897995744627118,0.0002023611424454,1.2667040950951527,0.5217592592592593
crypto_fg2_3cbd1218eef4d5c7,time_shuffle,test_2025H2,4392,180.20537340619308,3762537,0.9897995744627118,0.0002060951252176,1.2010008685679483,0.5104735883424408
crypto_fg2_3cbd1218eef4d5c7,time_shuffle,recent_oos_2026JanApr,2856,180.2002801120448,3762537,0.9897995744627118,0.0001855434315701,0.8302831353126411,0.5143557422969187
crypto_fg2_3cbd1218eef4d5c7,time_shuffle,known_may2026_stress,576,180.19444444444449,3762537,0.9897995744627118,-0.0002586032420136,-0.5925314085275232,0.5260416666666666
crypto_fg2_3cbd1218eef4d5c7,symbol_shuffle,train_2024,8668,180.49780802953396,3762619,0.9898211459622362,0.0001000310121819,0.734053320287446,0.5057683433317951
