a7ls20_rank,a7ls19_rank,blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,non_l7_bonus,score_no_may,skeleton_key,finite_share,nonzero_share,shard_id,lag_ok_bool,robust_ok_bool,premay_all_positive_bool,is_l7,is_placebo,is_low_prior,contains_basis_premium,contains_basis_premium_like,contains_price_like,contains_liquidity_like,contains_volatility_like,contains_positioning_like,contains_open_interest_like,contains_taker_flow_like,contains_funding_state_like,contains_listing_age_like,contains_regime_state,strict_non_l7,strong_non_l7,arbitration_score,a7ls19_reject_reason,a7ls19_decision,is_l5,split_mean_floor,split_mean_median,split_tstat_floor,split_tstat_median,split_nonoverlap_floor,split_positive_rate_floor,split_positive_rate_median,cost_floor,control_margin,non_l5_bonus,non_basis_bonus,a7ls20_deep_score,a7ls20_decision
25,71,a7ls15_cb5e75b242622860,"Mul(TSRank(mark_index_basis_bps,96),Sign(CSRank(log1p_listing_age_days)))",basis_premium_like|listing_age_like,gated_sign,L5_vol_adjusted_return,1,-1.0,3,True,0.3279773937949953,0.0427490447688628,True,6.785881196198102,6.785881196198102,True,0.1435815449822744,0.1429815449822744,0.1419815449822744,95.86666666666666,A7LS18a7ls18_s013_NUMERIC_CLUE,686,-0.0309968306626755,-2.889098046053788,-2.889098046053788,-2.889098046053788,0.434402332361516,716,-0.0698624903520991,-6.785881196198102,-6.785881196198102,-6.785881196198102,0.3547486033519553,719,-0.1145462742669974,-8.38330799803483,-8.38330799803483,-8.38330799803483,0.3407510431154381,719,-0.1439815449822744,-7.1280345610229965,-7.1280345610229965,-7.1280345610229965,0.3810848400556328,1.0,149.6535675884794,skel_069f2015163fa7ef,0.820741166331514,1.0,a7ls18_s013,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,279.9749239607797,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,-0.1439815449822744,-0.0922043823095482,-8.38330799803483,-6.956957878610549,-8.38330799803483,0.3407510431154381,0.3679167217037941,0.1419815449822744,0.6720226062050048,0.0,0.0,483.7587961598286,A7LS20_MARGINAL_QUEUE
26,31,a7ls15_530252b40793410f,"SafeDiv(Delta(mark_trade_basis_bps,168),Abs(Abs(ZScore(Mean(trade_quote_volume,24)))))",basis_premium_like|liquidity_like,safe_div_abs,L5_vol_adjusted_return,8,1.0,3,True,0.5136299161420836,0.1133267100216598,True,1.6334233217983638,-0.5452926559801891,True,0.2498370636846145,0.2492370636846145,0.2482370636846145,94.93333333333334,A7LS18a7ls18_s010_NUMERIC_CLUE,544,0.0126595929952625,0.4438023356023824,0.1550054396758873,-2.078456601404449,0.4724264705882353,712,0.1033339011271814,3.719825214831885,1.6334233217983638,-0.5452926559801891,0.5603932584269663,712,0.2117519924743046,5.215151331296181,1.8982741894709687,0.6185458825671873,0.5969101123595506,712,0.2502370636846145,4.564313295744649,1.9771559788373685,0.1504341082817528,0.5660112359550562,1.0,255.72343376847243,skel_437d739eeb4ca960,0.9514507325481184,0.8895902526167472,a7ls18_s010,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,374.9056387999474,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,0.0126595929952625,0.157542946800743,0.4438023356023824,4.142069255288266,-2.078456601404449,0.4724264705882353,0.5632022471910112,0.2482370636846145,0.4863700838579163,0.0,0.0,472.2043886802276,A7LS20_MARGINAL_QUEUE
27,33,a7ls15_2c7b31909d6612ec,"Mul(TSRank(mark_trade_basis_bps,36),Sign(Mean(index_close,2)))",basis_premium_like|price_like,gated_sign,L5_vol_adjusted_return,8,1.0,3,True,0.5218197986778011,0.0638973849926837,True,1.2672780845885314,-0.4836949551981744,True,0.2487027119529156,0.2481027119529156,0.2471027119529156,94.93333333333334,A7LS18a7ls18_s024_NUMERIC_CLUE,654,0.0237909049011637,0.8612333256723431,0.2330508674628033,-0.4624708703426277,0.5259938837920489,698,0.0883996977217583,3.1039425320480967,1.2672780845885314,-0.4836949551981744,0.5730659025787965,699,0.1635129988808992,4.279063072225616,1.3095352056627512,0.3085137044741805,0.5665236051502146,701,0.2491027119529156,4.327475348589802,1.6728534152506889,0.4309550859375914,0.5748930099857347,1.0,254.58089215423783,skel_3afee12eb6a9078f,0.993105429474289,1.0,a7ls18_s024,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,373.2717042335698,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,0.0237909049011637,0.1259563483013287,0.8612333256723431,3.691502802136856,-0.4836949551981744,0.5259938837920489,0.5697947538645056,0.2471027119529156,0.4781802013221988,0.0,0.0,454.6830877871646,A7LS20_MARGINAL_QUEUE
28,37,a7ls15_d90c7d57fdf5069b,"Sub(Delta(top_long_short_position_ratio_mean,3),TSRank(mark_index_basis_bps,24))",positioning_like|basis_premium_like,sub,L5_vol_adjusted_return,8,1.0,3,True,0.7196379705131711,0.1457479916598126,True,0.4187604779468035,-0.1158958654909348,True,0.2472294956240655,0.2466294956240655,0.2456294956240655,94.93333333333334,A7LS18a7ls18_s126_NUMERIC_CLUE,689,0.0627917224030145,2.2775662989132743,0.4836638806703285,0.0365484918071588,0.5442670537010159,712,0.0439563717492397,1.575274999846609,0.4187604779468035,-0.1158958654909348,0.5294943820224719,712,0.1685761948149032,4.29100577632599,1.739560059062755,0.0292666900181244,0.5702247191011236,712,0.2476294956240655,4.685709718941887,1.648438371851428,0.2374763190084156,0.5702247191011236,1.0,252.9098576535524,skel_8727d93aac220fc6,0.993105429474289,1.0,a7ls18_s126,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,359.73157942276214,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,0.0439563717492397,0.1156839586089588,1.575274999846609,3.284286037619633,-0.1158958654909348,0.5294943820224719,0.5572458864010698,0.2456294956240655,0.2803620294868288,0.0,0.0,453.0924465019484,A7LS20_MARGINAL_QUEUE
29,67,a7ls15_982c459fa90224ed,"Sub(CSRank(top_long_short_account_ratio_last),CSRank(mark_index_basis_bps))",positioning_like|basis_premium_like,spread_rank,L5_vol_adjusted_return,1,1.0,3,True,0.2033391946802019,0.0474320911695814,True,5.006929760786114,5.006929760786114,True,0.1399610462996418,0.1393610462996418,0.1383610462996418,95.86666666666666,A7LS18a7ls18_s125_NUMERIC_CLUE,719,0.0091676222205545,0.8593095094623353,0.8593095094623353,0.8593095094623353,0.502086230876217,719,0.0554418492023954,5.006929760786114,5.006929760786114,5.006929760786114,0.6036161335187761,719,0.096262731640251,7.285688778390593,7.285688778390593,7.285688778390593,0.6300417246175244,719,0.1403610462996418,6.871677088298678,6.871677088298678,6.871677088298678,0.6022253129346314,1.0,146.1577071049616,skel_293cae94cfd91548,0.9997127262280954,0.9872665229885056,a7ls18_s125,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,283.95735542414945,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,0.0091676222205545,0.0758522904213232,0.8593095094623353,5.939303424542396,0.8593095094623353,0.502086230876217,0.6029207232267038,0.1383610462996418,0.7966608053197981,0.0,0.0,450.3403982636855,A7LS20_MARGINAL_QUEUE
30,55,a7ls15_04d0fe57519a6e45,"Mean(Mul(Decay(open_interest_mean,16),Delta(top_long_short_position_ratio_mean,4)),4)",open_interest_like|positioning_like,smooth_mul,L5_vol_adjusted_return,4,-1.0,3,True,0.5950037053759302,0.1159489168352802,True,1.6048622390296354,2.281597745218804,True,0.1349483296900074,0.1343483296900074,0.1333483296900074,95.46666666666668,A7LS18a7ls18_s114_NUMERIC_CLUE,698,-0.0301904286106192,-1.503485475730549,-0.7396199106127815,-1.8239901451294664,0.4713467048710602,716,-0.0781395969196069,-3.925397244165514,-1.795370588867775,-3.92463082629932,0.414804469273743,716,-0.0694689078711258,-2.9785660756972585,-1.6048622390296354,-2.281597745218804,0.4399441340782123,716,-0.1353483296900074,-4.180181814126521,-1.9801055380210504,-2.8656645433681653,0.4664804469273743,1.0,140.7533259846315,skel_8a80c8785bbf365b,0.9948290721057168,1.0,a7ls18_s114,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,310.05310366207567,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,-0.1353483296900074,-0.0738042523953663,-4.180181814126521,-3.451981659931386,-3.92463082629932,0.414804469273743,0.4532122905027933,0.1333483296900074,0.4049962946240698,0.0,1.0,402.8516648655777,A7LS20_MARGINAL_QUEUE
31,42,a7ls15_78478a819e0cd255,"Mean(Mul(Abs(ZScore(Mean(open_interest_value_mean,120))),Abs(ZScore(Mean(kline_taker_buy_quote_share,96)))),4)",open_interest_like|taker_flow_like,smooth_mul,L5_vol_adjusted_return,4,1.0,3,True,0.7675018000522847,0.1433237205410778,True,0.9978565741472244,0.8112624471505744,True,0.1651317680044279,0.1645317680044279,0.1635317680044279,95.46666666666668,A7LS18a7ls18_s070_NUMERIC_CLUE,690,0.0183157584731803,1.174031123314066,0.5644177211795153,0.1143694896340166,0.5101449275362319,716,0.0649004463947867,3.706196159492308,1.898137772703728,1.2651491720339036,0.5586592178770949,716,0.0490545389316264,2.1820198825906774,0.9978565741472244,0.8112624471505744,0.4902234636871508,716,0.1655317680044279,5.867649924840408,2.937976253807542,2.4437184814973243,0.5824022346368715,1.0,170.7642662043757,skel_2462e8a79b04eae3,0.9925308819304798,1.0,a7ls18_s070,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,329.7141582012386,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,0.0183157584731803,0.0569774926632065,1.174031123314066,2.944108021041493,0.1143694896340166,0.4902234636871508,0.5344020727066634,0.1635317680044279,0.2324981999477152,0.0,1.0,398.7086115414032,A7LS20_MARGINAL_QUEUE
32,43,a7ls15_4382d4990e40e198,"Sub(CSRank(Delta(index_close,1)),CSRank(CSRank(trade_return_1h)))",price_like,spread_rank,L5_vol_adjusted_return,8,1.0,3,True,0.6765586185041822,0.1043245653567704,True,0.5982472535726149,-0.4279756289393207,True,0.1556716737451139,0.1550716737451139,0.1540716737451139,94.93333333333334,A7LS18a7ls18_s078_NUMERIC_CLUE,711,0.0424007450281361,1.4252937450312173,0.4936541649533625,-0.6499213864749628,0.5203938115330521,712,0.0776539967769301,2.3336079356389456,0.5982472535726149,-0.0177310088875209,0.550561797752809,712,0.0690945668181922,1.7541181126398395,0.733541943136373,-0.4279756289393207,0.5337078651685393,712,0.1560716737451139,3.247558848946051,0.8054878147908269,-0.0998873760463619,0.5828651685393258,1.0,161.39511512660974,skel_9505754fb4b5368b,0.999138178684286,0.9777560139927162,a7ls18_s078,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,325.80159801635887,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,0.0424007450281361,0.0733742817975611,1.4252937450312173,2.0438630241393927,-0.6499213864749628,0.5203938115330521,0.5421348314606742,0.1540716737451139,0.3234413814958178,0.0,1.0,363.5412873856959,A7LS20_MARGINAL_QUEUE
33,114,a7ls15_15e77eac9947540d,"Mul(Decay(funding_state_x_basis_delta,96),Mean(median_quote_volume_168h,96))",funding_state_like|liquidity_like,mul,L3_liquidity_tier_relative_return,24,-1.0,3,True,0.8106816262312354,0.0096369960516441,True,0.7972674954693797,2.07092658586622,True,0.0094892711966218,0.0088892711966218,0.0078892711966218,92.8,A7LS18a7ls18_s054_NUMERIC_CLUE,673,-0.0003207951832899,-0.4249793338270842,0.0038546631267842,-0.8806416147564718,0.4442793462109955,696,-0.0030835264144557,-5.819356611921524,-1.1824952047010917,-2.1987997221093,0.4195402298850574,696,-0.0024271065422723,-4.019710747301274,-0.7972674954693797,-2.07092658586622,0.425287356321839,696,-0.0098892711966218,-11.605937491100072,-2.519793722398024,-3.403972604035049,0.3017241379310345,1.0,15.078589570390609,skel_8727d93aac220fc6,0.841424877908647,0.9343774894730852,a7ls18_s054,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,66.43769199651648,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,False,-0.0098892711966218,-0.002755316478364,-11.605937491100072,-4.9195336796114,-3.403972604035049,0.3017241379310345,0.4224137931034482,0.0078892711966218,0.1893183737687646,1.0,1.0,221.405693483102,A7LS20_MARGINAL_QUEUE
34,104,a7ls15_2969ccd90f67db23,"Sub(Abs(ZScore(Mean(taker_buy_sell_volume_ratio_mean,16))),Delta(kline_taker_buy_quote_share,48))",taker_flow_like,sub,L0_raw_forward_return,24,-1.0,3,True,0.752182790170816,0.0037033443806277,True,0.8026793153017843,1.9903998590611016,True,0.0034600529480779,0.0028600529480779,0.0018600529480779,92.8,A7LS18a7ls18_s088_NUMERIC_CLUE,648,-0.000964613014257,-1.6287490015039237,-0.2773483243428041,-1.987317110880999,0.4799382716049383,696,-0.001723476825878,-3.833373698677415,-1.066617204479357,-2.013989494454424,0.4597701149425287,696,-0.0023814193848307,-4.517400037567311,-0.8026793153017843,-1.9903998590611016,0.4511494252873563,696,-0.0038600529480779,-4.952223195277733,-1.1694986698321814,-3.088605701968919,0.4008620689655172,1.0,9.107870157907117,skel_977fab637a7d4823,0.9859235851766732,1.0,a7ls18_s088,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,213.97690274765813,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,False,-0.0038600529480779,-0.0020524481053543,-4.952223195277733,-4.175386868122363,-3.088605701968919,0.4008620689655172,0.4554597701149425,0.0018600529480779,0.2478172098291839,1.0,1.0,215.646961602164,A7LS20_MARGINAL_QUEUE
