n,mean,std,annualized_mean_1h,hit_rate,min,max,q001,q01,q05,median,q95,q99,q999,additive_total,additive_max_dd,compounded_total,compounded_max_dd,bars_le_minus_1pct,bars_le_minus_5pct,bars_le_minus_10pct,bars_le_minus_50pct,bars_le_minus_100pct,split,mean_gross_exposure,max_gross_exposure,mean_abs_net_exposure,mean_turnover,fee_drag_total,funding_drag_total
8784,0.00017539682660731208,0.012230044791780845,1.536476201080054,0.5080828779599271,-0.08476380409377796,0.08141929909530017,-0.05029174946978185,-0.03106909601217838,-0.0193881127668891,0.0001836003575409,0.019030814301166984,0.03361171631613625,0.0646267676514544,1.5406857249186294,-2.8566316656283495,1.422554450824046,-0.9460384457786868,1409,10,0,0,0,train_2024,1.9287340619307833,2.0,8.335520090394931e-18,0.38038858530661807,1.6706666666666665,0.10195502166666673
4344,0.0004828741368689824,0.011655877663152398,4.229977438972286,0.5474217311233885,-0.1700686712884519,0.05149825666504098,-0.05878823035439133,-0.03088890127890699,-0.017775221352615923,0.00110332641707019,0.017201017278312185,0.027652149948344182,0.04203428351284667,2.0976052505588596,-2.6730316431705363,5.036755562430971,-0.9412610527928154,611,7,2,0,0,validation_2025H1,2.0,2.0,7.424488689079374e-18,0.362914364640884,0.78825,-0.09534110499999998
7296,0.0004504732353445098,0.008559823631458541,3.9461455416179056,0.5167214912280702,-0.04219017628241076,0.09812173567846286,-0.035633344186426184,-0.022093176588894467,-0.012407306127818624,0.0002104565068736737,0.01314702722875348,0.02361866549719981,0.059391598325022714,3.2866527250735436,-2.6662760155284078,19.497543662500064,-0.9334305342227951,584,0,0,0,0,recent_oos_2025H2_2026,1.9899259868421053,2.0,5.462857262067313e-18,0.3788719846491228,1.382125,-0.0359022425
