source_blueprint_id,blueprint_id,horizon_h,variant,split,formula,n_obs,net_mean,net_median,sharpe,sortino,nonoverlap_median_sortino,nonoverlap_floor_sortino,nonoverlap_median_sharpe,nonoverlap_floor_sharpe,max_drawdown,positive_rate,avg_cost,avg_turnover,ic_mean,rankic_mean,capacity_proxy_median_quote_volume,source_lag_hours,orientation,train_orientation_pos_net_mean_24h,train_orientation_neg_net_mean_24h
a7search6_afa93f504b4c29d0,a7search6_vp_a7search6_afa93f504b4c29d0_canonical,4,original,blind_june2026_20260601_20260611,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",264,0.0003613881649370003,0.0002897436303712433,8.909522767996698,14.49653606346939,14.566881391704218,13.860917169314126,8.953013844935246,8.553021390752932,-0.04291771748923734,0.571969696969697,5.520268561533524e-05,0.11040537123067048,0.03274247048619525,0.04081678693593982,10595217.140214812,0,-1.0,-0.0005165101917440652,0.00044228179281233915
a7search6_afa93f504b4c29d0,a7search6_vp_a7search6_afa93f504b4c29d0_canonical,4,source_lag_1h,blind_june2026_20260601_20260611,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",264,0.0002878314433392679,0.00023744432567916477,7.168846855734694,11.025773704069673,10.389336438911904,8.182573440896292,6.754701155133095,5.543474112533005,-0.04615053561216409,0.5795454545454546,5.519471899489771e-05,0.11038943798979542,0.027415725988640206,0.032848773785063234,10741753.7386536,1,-1.0,-0.0005165101917440652,0.00044228179281233915
a7search6_afa93f504b4c29d0,a7search6_vp_a7search6_afa93f504b4c29d0_canonical,4,source_lag_2h,blind_june2026_20260601_20260611,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",264,0.00023289935962561938,0.0002608669291523085,5.839078108322363,8.820969164095542,8.609694231675807,6.222511439908078,5.74552018316675,4.157892936612268,-0.04687498571609716,0.5416666666666666,5.5187425733157975e-05,0.11037485146631594,0.023325574341439673,0.027709316507457223,10363306.411067553,2,-1.0,-0.0005165101917440652,0.00044228179281233915
a7search6_afa93f504b4c29d0,a7search6_vp_a7search6_afa93f504b4c29d0_canonical,4,source_lag_4h,blind_june2026_20260601_20260611,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",264,0.00012139377070858772,0.0001402026168790096,3.084916363567164,4.524200955014642,3.9343446321336017,2.7025082993735623,2.665540325340071,1.9115627338139305,-0.046347055296485085,0.5340909090909091,5.517677442284742e-05,0.11035354884569483,0.015767989103214055,0.019670497577401306,10561804.655815866,4,-1.0,-0.0005165101917440652,0.00044228179281233915
a7search6_afa93f504b4c29d0,a7search6_vp_a7search6_afa93f504b4c29d0_canonical,4,control_one_bar_lag,blind_june2026_20260601_20260611,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",264,0.0002878314433392679,0.00023744432567916477,7.168846855734694,11.025773704069673,10.389336438911904,8.182573440896292,6.754701155133095,5.543474112533005,-0.04615053561216409,0.5795454545454546,5.519471899489771e-05,0.11038943798979542,0.027415725988640206,0.032848773785063234,10741753.7386536,1,-1.0,,
a7search6_2e796ac0b2a688c4,a7search6_vp_a7search6_2e796ac0b2a688c4_canonical,24,original,blind_june2026_20260601_20260611,"Mul(open_interest_last,Mean(premium_close_bps,504))",264,0.0003875699473966776,0.0007188653810816549,1.8286902038479587,2.4883050761747656,2.8251669655747853,0.47141294321128424,1.8405719708606416,0.3734527925473569,-0.25951417333194327,0.5643939393939394,1.2398544957554867e-06,0.0024797089915109733,0.01798749616320053,0.0023725126912161184,16731880.122240022,0,1.0,0.0001619201518120526,-0.00016582178746046627
a7search6_2e796ac0b2a688c4,a7search6_vp_a7search6_2e796ac0b2a688c4_canonical,24,source_lag_1h,blind_june2026_20260601_20260611,"Mul(open_interest_last,Mean(premium_close_bps,504))",264,0.0003858191918337795,0.0006948126017276958,1.8183694935164492,2.473323447011782,2.65059193460208,0.40999089809726247,1.8511894056291025,0.3259441386104057,-0.25986222949370663,0.5606060606060606,1.2431076053084627e-06,0.0024862152106169253,0.017959911687957155,0.0023958547318988833,16725445.715794696,1,1.0,0.0001619201518120526,-0.00016582178746046627
a7search6_2e796ac0b2a688c4,a7search6_vp_a7search6_2e796ac0b2a688c4_canonical,24,source_lag_2h,blind_june2026_20260601_20260611,"Mul(open_interest_last,Mean(premium_close_bps,504))",264,0.00038592424006629687,0.0006835427209788225,1.8179694276833676,2.472384894709772,2.654952589871153,0.4258373880412867,1.7622764780291982,0.3386258458172887,-0.25997952897649,0.5606060606060606,1.2446816905760324e-06,0.002489363381152065,0.01795389655697146,0.0024566141085347938,16725636.895479778,2,1.0,0.0001619201518120526,-0.00016582178746046627
a7search6_2e796ac0b2a688c4,a7search6_vp_a7search6_2e796ac0b2a688c4_canonical,24,source_lag_4h,blind_june2026_20260601_20260611,"Mul(open_interest_last,Mean(premium_close_bps,504))",264,0.00038404085734574295,0.0006502059963525501,1.8078848885736467,2.458035798507888,2.461840161970825,0.44047879420213454,1.6343434168131514,0.3504822614241875,-0.2602906745797299,0.5606060606060606,1.242058215130084e-06,0.002484116430260168,0.017928058880304985,0.0025781328985575096,16728053.13670158,4,1.0,0.0001619201518120526,-0.00016582178746046627
a7search6_2e796ac0b2a688c4,a7search6_vp_a7search6_2e796ac0b2a688c4_canonical,24,control_one_bar_lag,blind_june2026_20260601_20260611,"Mul(open_interest_last,Mean(premium_close_bps,504))",264,0.0003858191918337795,0.0006948126017276958,1.8183694935164492,2.473323447011782,2.65059193460208,0.40999089809726247,1.8511894056291025,0.3259441386104057,-0.25986222949370663,0.5606060606060606,1.2431076053084627e-06,0.0024862152106169253,0.017959911687957155,0.0023958547318988833,16725445.715794696,1,1.0,,
