venue,instrument,month_utc,expected_events,matched_events,missed_events,coverage_ratio
BINANCE_UM,BTCUSDT,2025-06,90,90,0,1.0
BINANCE_UM,BTCUSDT,2025-07,93,93,0,1.0
BINANCE_UM,BTCUSDT,2025-08,93,93,0,1.0
BINANCE_UM,BTCUSDT,2025-09,90,90,0,1.0
BINANCE_UM,BTCUSDT,2025-10,93,93,0,1.0
BINANCE_UM,BTCUSDT,2025-11,90,90,0,1.0
BINANCE_UM,BTCUSDT,2025-12,93,93,0,1.0
BINANCE_UM,BTCUSDT,2026-01,93,93,0,1.0
BINANCE_UM,BTCUSDT,2026-02,84,84,0,1.0
BINANCE_UM,BTCUSDT,2026-03,93,93,0,1.0
BINANCE_UM,BTCUSDT,2026-04,90,90,0,1.0
BINANCE_UM,DOGEUSDT,2024-01,93,93,0,1.0
BINANCE_UM,DOGEUSDT,2024-02,87,87,0,1.0
BINANCE_UM,DOGEUSDT,2024-03,93,93,0,1.0
BINANCE_UM,DOGEUSDT,2024-04,90,90,0,1.0
BINANCE_UM,DOGEUSDT,2024-05,93,93,0,1.0
BINANCE_UM,DOGEUSDT,2024-06,90,90,0,1.0
BINANCE_UM,DOGEUSDT,2024-07,93,93,0,1.0
BINANCE_UM,DOGEUSDT,2024-08,93,93,0,1.0
BINANCE_UM,DOGEUSDT,2024-09,90,90,0,1.0
BINANCE_UM,DOGEUSDT,2024-10,93,93,0,1.0
BINANCE_UM,DOGEUSDT,2024-11,90,90,0,1.0
BINANCE_UM,DOGEUSDT,2024-12,93,93,0,1.0
BINANCE_UM,DOGEUSDT,2025-01,93,93,0,1.0
BINANCE_UM,DOGEUSDT,2025-02,84,84,0,1.0
BINANCE_UM,DOGEUSDT,2025-03,93,93,0,1.0
BINANCE_UM,DOGEUSDT,2025-04,90,90,0,1.0
BINANCE_UM,DOGEUSDT,2025-05,93,93,0,1.0
BINANCE_UM,DOGEUSDT,2025-06,90,90,0,1.0
BINANCE_UM,DOGEUSDT,2025-07,93,93,0,1.0
BINANCE_UM,DOGEUSDT,2025-08,93,93,0,1.0
BINANCE_UM,DOGEUSDT,2025-09,90,90,0,1.0
BINANCE_UM,DOGEUSDT,2025-10,93,93,0,1.0
BINANCE_UM,DOGEUSDT,2025-11,90,90,0,1.0
BINANCE_UM,DOGEUSDT,2025-12,93,93,0,1.0
BINANCE_UM,DOGEUSDT,2026-01,93,93,0,1.0
BINANCE_UM,DOGEUSDT,2026-02,84,84,0,1.0
BINANCE_UM,DOGEUSDT,2026-03,93,93,0,1.0
BINANCE_UM,DOGEUSDT,2026-04,90,90,0,1.0
BINANCE_UM,ETHUSDT,2024-01,93,93,0,1.0
BINANCE_UM,ETHUSDT,2024-02,87,87,0,1.0
BINANCE_UM,ETHUSDT,2024-03,93,93,0,1.0
BINANCE_UM,ETHUSDT,2024-04,90,90,0,1.0
BINANCE_UM,ETHUSDT,2024-05,93,93,0,1.0
BINANCE_UM,ETHUSDT,2024-06,90,90,0,1.0
BINANCE_UM,ETHUSDT,2024-07,93,93,0,1.0
BINANCE_UM,ETHUSDT,2024-08,93,93,0,1.0
BINANCE_UM,ETHUSDT,2024-09,90,90,0,1.0
BINANCE_UM,ETHUSDT,2024-10,93,93,0,1.0
BINANCE_UM,ETHUSDT,2024-11,90,90,0,1.0
BINANCE_UM,ETHUSDT,2024-12,93,93,0,1.0
BINANCE_UM,ETHUSDT,2025-01,93,93,0,1.0
BINANCE_UM,ETHUSDT,2025-02,84,84,0,1.0
BINANCE_UM,ETHUSDT,2025-03,93,93,0,1.0
BINANCE_UM,ETHUSDT,2025-04,90,90,0,1.0
BINANCE_UM,ETHUSDT,2025-05,93,93,0,1.0
BINANCE_UM,ETHUSDT,2025-06,90,90,0,1.0
BINANCE_UM,ETHUSDT,2025-07,93,93,0,1.0
BINANCE_UM,ETHUSDT,2025-08,93,93,0,1.0
BINANCE_UM,ETHUSDT,2025-09,90,90,0,1.0
BINANCE_UM,ETHUSDT,2025-10,93,93,0,1.0
BINANCE_UM,ETHUSDT,2025-11,90,90,0,1.0
BINANCE_UM,ETHUSDT,2025-12,93,93,0,1.0
BINANCE_UM,ETHUSDT,2026-01,93,93,0,1.0
BINANCE_UM,ETHUSDT,2026-02,84,84,0,1.0
BINANCE_UM,ETHUSDT,2026-03,93,93,0,1.0
BINANCE_UM,ETHUSDT,2026-04,90,90,0,1.0
BINANCE_UM,LINKUSDT,2024-01,93,93,0,1.0
BINANCE_UM,LINKUSDT,2024-02,87,87,0,1.0
BINANCE_UM,LINKUSDT,2024-03,93,93,0,1.0
BINANCE_UM,LINKUSDT,2024-04,90,90,0,1.0
BINANCE_UM,LINKUSDT,2024-05,93,93,0,1.0
BINANCE_UM,LINKUSDT,2024-06,90,90,0,1.0
BINANCE_UM,LINKUSDT,2024-07,93,93,0,1.0
BINANCE_UM,LINKUSDT,2024-08,93,93,0,1.0
BINANCE_UM,LINKUSDT,2024-09,90,90,0,1.0
BINANCE_UM,LINKUSDT,2024-10,93,93,0,1.0
BINANCE_UM,LINKUSDT,2024-11,90,90,0,1.0
BINANCE_UM,LINKUSDT,2024-12,93,93,0,1.0
BINANCE_UM,LINKUSDT,2025-01,93,93,0,1.0
BINANCE_UM,LINKUSDT,2025-02,84,84,0,1.0
BINANCE_UM,LINKUSDT,2025-03,93,93,0,1.0
BINANCE_UM,LINKUSDT,2025-04,90,90,0,1.0
BINANCE_UM,LINKUSDT,2025-05,93,93,0,1.0
BINANCE_UM,LINKUSDT,2025-06,90,90,0,1.0
BINANCE_UM,LINKUSDT,2025-07,93,93,0,1.0
BINANCE_UM,LINKUSDT,2025-08,93,93,0,1.0
BINANCE_UM,LINKUSDT,2025-09,90,90,0,1.0
BINANCE_UM,LINKUSDT,2025-10,93,93,0,1.0
BINANCE_UM,LINKUSDT,2025-11,90,90,0,1.0
BINANCE_UM,LINKUSDT,2025-12,93,93,0,1.0
BINANCE_UM,LINKUSDT,2026-01,93,93,0,1.0
BINANCE_UM,LINKUSDT,2026-02,84,84,0,1.0
BINANCE_UM,LINKUSDT,2026-03,93,93,0,1.0
BINANCE_UM,LINKUSDT,2026-04,90,90,0,1.0
BINANCE_UM,LTCUSDT,2024-01,93,93,0,1.0
BINANCE_UM,LTCUSDT,2024-02,87,87,0,1.0
BINANCE_UM,LTCUSDT,2024-03,93,93,0,1.0
BINANCE_UM,LTCUSDT,2024-04,90,90,0,1.0
BINANCE_UM,LTCUSDT,2024-05,93,93,0,1.0
BINANCE_UM,LTCUSDT,2024-06,90,90,0,1.0
BINANCE_UM,LTCUSDT,2024-07,93,93,0,1.0
BINANCE_UM,LTCUSDT,2024-08,93,93,0,1.0
BINANCE_UM,LTCUSDT,2024-09,90,90,0,1.0
BINANCE_UM,LTCUSDT,2024-10,93,93,0,1.0
BINANCE_UM,LTCUSDT,2024-11,90,90,0,1.0
BINANCE_UM,LTCUSDT,2024-12,93,93,0,1.0
BINANCE_UM,LTCUSDT,2025-01,93,93,0,1.0
BINANCE_UM,LTCUSDT,2025-02,84,84,0,1.0
BINANCE_UM,LTCUSDT,2025-03,93,93,0,1.0
BINANCE_UM,LTCUSDT,2025-04,90,90,0,1.0
BINANCE_UM,LTCUSDT,2025-05,93,93,0,1.0
BINANCE_UM,LTCUSDT,2025-06,90,90,0,1.0
BINANCE_UM,LTCUSDT,2025-07,93,93,0,1.0
BINANCE_UM,LTCUSDT,2025-08,93,93,0,1.0
BINANCE_UM,LTCUSDT,2025-09,90,90,0,1.0
BINANCE_UM,LTCUSDT,2025-10,93,93,0,1.0
BINANCE_UM,LTCUSDT,2025-11,90,90,0,1.0
BINANCE_UM,LTCUSDT,2025-12,93,93,0,1.0
BINANCE_UM,LTCUSDT,2026-01,93,93,0,1.0
BINANCE_UM,LTCUSDT,2026-02,84,84,0,1.0
BINANCE_UM,LTCUSDT,2026-03,93,93,0,1.0
BINANCE_UM,LTCUSDT,2026-04,90,90,0,1.0
BINANCE_UM,SOLUSDT,2024-01,93,93,0,1.0
BINANCE_UM,SOLUSDT,2024-02,87,87,0,1.0
BINANCE_UM,SOLUSDT,2024-03,93,93,0,1.0
BINANCE_UM,SOLUSDT,2024-04,90,90,0,1.0
BINANCE_UM,SOLUSDT,2024-05,93,93,0,1.0
BINANCE_UM,SOLUSDT,2024-06,90,90,0,1.0
BINANCE_UM,SOLUSDT,2024-07,93,93,0,1.0
BINANCE_UM,SOLUSDT,2024-08,93,93,0,1.0
BINANCE_UM,SOLUSDT,2024-09,90,90,0,1.0
BINANCE_UM,SOLUSDT,2024-10,93,93,0,1.0
BINANCE_UM,SOLUSDT,2024-11,90,90,0,1.0
BINANCE_UM,SOLUSDT,2024-12,93,93,0,1.0
BINANCE_UM,SOLUSDT,2025-01,93,93,0,1.0
BINANCE_UM,SOLUSDT,2025-02,84,84,0,1.0
BINANCE_UM,SOLUSDT,2025-03,93,93,0,1.0
BINANCE_UM,SOLUSDT,2025-04,90,90,0,1.0
BINANCE_UM,SOLUSDT,2025-05,93,93,0,1.0
BINANCE_UM,SOLUSDT,2025-06,90,90,0,1.0
BINANCE_UM,SOLUSDT,2025-07,93,93,0,1.0
BINANCE_UM,SOLUSDT,2025-08,93,93,0,1.0
BINANCE_UM,SOLUSDT,2025-09,90,90,0,1.0
BINANCE_UM,SOLUSDT,2025-10,93,93,0,1.0
BINANCE_UM,SOLUSDT,2025-11,90,90,0,1.0
BINANCE_UM,SOLUSDT,2025-12,93,93,0,1.0
BINANCE_UM,SOLUSDT,2026-01,93,93,0,1.0
BINANCE_UM,SOLUSDT,2026-02,84,84,0,1.0
BINANCE_UM,SOLUSDT,2026-03,93,93,0,1.0
BINANCE_UM,SOLUSDT,2026-04,90,90,0,1.0
BINANCE_UM,SUIUSDT,2024-01,93,93,0,1.0
BINANCE_UM,SUIUSDT,2024-02,87,87,0,1.0
BINANCE_UM,SUIUSDT,2024-03,93,93,0,1.0
BINANCE_UM,SUIUSDT,2024-04,90,90,0,1.0
BINANCE_UM,SUIUSDT,2024-05,93,93,0,1.0
BINANCE_UM,SUIUSDT,2024-06,90,90,0,1.0
BINANCE_UM,SUIUSDT,2024-07,93,93,0,1.0
BINANCE_UM,SUIUSDT,2024-08,93,93,0,1.0
BINANCE_UM,SUIUSDT,2024-09,90,90,0,1.0
BINANCE_UM,SUIUSDT,2024-10,93,93,0,1.0
BINANCE_UM,SUIUSDT,2024-11,90,90,0,1.0
BINANCE_UM,SUIUSDT,2024-12,93,93,0,1.0
BINANCE_UM,SUIUSDT,2025-01,93,93,0,1.0
BINANCE_UM,SUIUSDT,2025-02,84,84,0,1.0
BINANCE_UM,SUIUSDT,2025-03,93,93,0,1.0
BINANCE_UM,SUIUSDT,2025-04,90,90,0,1.0
BINANCE_UM,SUIUSDT,2025-05,93,93,0,1.0
BINANCE_UM,SUIUSDT,2025-06,90,90,0,1.0
BINANCE_UM,SUIUSDT,2025-07,93,93,0,1.0
BINANCE_UM,SUIUSDT,2025-08,93,93,0,1.0
BINANCE_UM,SUIUSDT,2025-09,90,90,0,1.0
BINANCE_UM,SUIUSDT,2025-10,93,93,0,1.0
BINANCE_UM,SUIUSDT,2025-11,90,90,0,1.0
BINANCE_UM,SUIUSDT,2025-12,93,93,0,1.0
BINANCE_UM,SUIUSDT,2026-01,93,93,0,1.0
BINANCE_UM,SUIUSDT,2026-02,84,84,0,1.0
BINANCE_UM,SUIUSDT,2026-03,93,93,0,1.0
BINANCE_UM,SUIUSDT,2026-04,90,90,0,1.0
BINANCE_UM,XRPUSDT,2024-01,93,93,0,1.0
BINANCE_UM,XRPUSDT,2024-02,87,87,0,1.0
BINANCE_UM,XRPUSDT,2024-03,93,93,0,1.0
BINANCE_UM,XRPUSDT,2024-04,90,90,0,1.0
BINANCE_UM,XRPUSDT,2024-05,93,93,0,1.0
BINANCE_UM,XRPUSDT,2024-06,90,90,0,1.0
BINANCE_UM,XRPUSDT,2024-07,93,93,0,1.0
BINANCE_UM,XRPUSDT,2024-08,93,93,0,1.0
BINANCE_UM,XRPUSDT,2024-09,90,90,0,1.0
BINANCE_UM,XRPUSDT,2024-10,93,93,0,1.0
BINANCE_UM,XRPUSDT,2024-11,90,90,0,1.0
BINANCE_UM,XRPUSDT,2024-12,93,93,0,1.0
BINANCE_UM,XRPUSDT,2025-01,93,93,0,1.0
BINANCE_UM,XRPUSDT,2025-02,84,84,0,1.0
BINANCE_UM,XRPUSDT,2025-03,93,93,0,1.0
BINANCE_UM,XRPUSDT,2025-04,90,90,0,1.0
BINANCE_UM,XRPUSDT,2025-05,93,93,0,1.0
BINANCE_UM,XRPUSDT,2025-06,90,90,0,1.0
BINANCE_UM,XRPUSDT,2025-07,93,93,0,1.0
BINANCE_UM,XRPUSDT,2025-08,93,93,0,1.0
BINANCE_UM,XRPUSDT,2025-09,90,90,0,1.0
BINANCE_UM,XRPUSDT,2025-10,93,93,0,1.0
BINANCE_UM,XRPUSDT,2025-11,90,90,0,1.0
BINANCE_UM,XRPUSDT,2025-12,93,93,0,1.0
BINANCE_UM,XRPUSDT,2026-01,93,93,0,1.0
BINANCE_UM,XRPUSDT,2026-02,84,84,0,1.0
BINANCE_UM,XRPUSDT,2026-03,93,93,0,1.0
BINANCE_UM,XRPUSDT,2026-04,90,90,0,1.0
