event_id,venue,instrument,funding_time_utc,observable_time_utc,funding_rate,payer_side,receiver_side,source_record_id
funding-b8d3b8a875e5774530b1,BINANCE_UM,ETHUSDT,2024-08-25 08:00:00+00:00,2024-08-25 09:00:00+00:00,3.311e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:712
funding-49c557f7a0f88637b4fa,BINANCE_UM,ETHUSDT,2024-08-25 16:00:00+00:00,2024-08-25 17:00:00+00:00,2.579e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:713
funding-6b953bb54ba39dea7047,BINANCE_UM,ETHUSDT,2024-08-26 00:00:00+00:00,2024-08-26 01:00:00+00:00,2.145e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:714
funding-38a3f559d77a6a3a81d6,BINANCE_UM,ETHUSDT,2024-08-26 08:00:00.001000+00:00,2024-08-26 09:00:00.001000+00:00,5.677e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:715
funding-f3b16e80a49828ac5120,BINANCE_UM,ETHUSDT,2024-08-26 16:00:00+00:00,2024-08-26 17:00:00+00:00,6.339e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:716
funding-555af625ec766c279cdb,BINANCE_UM,ETHUSDT,2024-08-27 00:00:00.001000+00:00,2024-08-27 01:00:00.001000+00:00,9.438e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:717
funding-4ef636ffe82f44a51e75,BINANCE_UM,ETHUSDT,2024-08-27 08:00:00+00:00,2024-08-27 09:00:00+00:00,5.093e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:718
funding-4ca5569bfbd3d78c2290,BINANCE_UM,ETHUSDT,2024-08-27 16:00:00+00:00,2024-08-27 17:00:00+00:00,7.429e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:719
funding-d6c75d11f638648c128d,BINANCE_UM,ETHUSDT,2024-08-28 00:00:00+00:00,2024-08-28 01:00:00+00:00,-6.098e-05,SHORT,LONG,ETHUSDT_fundingRate.csv:720
funding-ea37c58f742428e81247,BINANCE_UM,ETHUSDT,2024-08-28 08:00:00+00:00,2024-08-28 09:00:00+00:00,-7.62e-06,SHORT,LONG,ETHUSDT_fundingRate.csv:721
funding-2b9d855c76b9df58dcc9,BINANCE_UM,ETHUSDT,2024-08-28 16:00:00.001000+00:00,2024-08-28 17:00:00.001000+00:00,1.459e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:722
funding-f52aff4661c4954cf581,BINANCE_UM,ETHUSDT,2024-08-29 00:00:00+00:00,2024-08-29 01:00:00+00:00,1.16e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:723
funding-430036cf26e94f7c293e,BINANCE_UM,ETHUSDT,2024-08-29 08:00:00.001000+00:00,2024-08-29 09:00:00.001000+00:00,2.12e-06,LONG,SHORT,ETHUSDT_fundingRate.csv:724
funding-17670cd975f4421718d5,BINANCE_UM,ETHUSDT,2024-08-29 16:00:00+00:00,2024-08-29 17:00:00+00:00,-4.09e-06,SHORT,LONG,ETHUSDT_fundingRate.csv:725
funding-9d93331d40d3c607a136,BINANCE_UM,ETHUSDT,2024-08-30 00:00:00+00:00,2024-08-30 01:00:00+00:00,5.49e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:726
funding-13dbf18e32890045f87f,BINANCE_UM,ETHUSDT,2024-08-30 08:00:00+00:00,2024-08-30 09:00:00+00:00,3.483e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:727
funding-1ac456cfcf21143a66ea,BINANCE_UM,ETHUSDT,2024-08-30 16:00:00+00:00,2024-08-30 17:00:00+00:00,1.032e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:728
funding-02743894126514fae411,BINANCE_UM,ETHUSDT,2024-08-31 00:00:00+00:00,2024-08-31 01:00:00+00:00,7.976e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:729
funding-1f7dd19400e6125740aa,BINANCE_UM,ETHUSDT,2024-08-31 08:00:00+00:00,2024-08-31 09:00:00+00:00,7.237e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:730
funding-4a1064f6b9be54c1bfe0,BINANCE_UM,ETHUSDT,2024-08-31 16:00:00+00:00,2024-08-31 17:00:00+00:00,7.811e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:731
funding-55bbcf9592ee0d48d8dd,BINANCE_UM,ETHUSDT,2024-09-01 00:00:00+00:00,2024-09-01 01:00:00+00:00,4.499e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:732
funding-d4b17966ae2e04fea66a,BINANCE_UM,ETHUSDT,2024-09-01 08:00:00.001000+00:00,2024-09-01 09:00:00.001000+00:00,5.272e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:733
funding-0ba18019f180927a6871,BINANCE_UM,ETHUSDT,2024-09-01 16:00:00+00:00,2024-09-01 17:00:00+00:00,4.183e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:734
funding-6ad15d55a8a4801d7d56,BINANCE_UM,ETHUSDT,2024-09-02 00:00:00.001000+00:00,2024-09-02 01:00:00.001000+00:00,-2.406e-05,SHORT,LONG,ETHUSDT_fundingRate.csv:735
funding-78927337c04549b15a5c,BINANCE_UM,ETHUSDT,2024-09-02 08:00:00.001000+00:00,2024-09-02 09:00:00.001000+00:00,3.904e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:736
funding-e36068773238d00fc52b,BINANCE_UM,ETHUSDT,2024-09-02 16:00:00+00:00,2024-09-02 17:00:00+00:00,7.064e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:737
funding-33c4f14ee4e472e498cd,BINANCE_UM,ETHUSDT,2024-09-03 00:00:00+00:00,2024-09-03 01:00:00+00:00,5.67e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:738
funding-bc24aa999b3406e05b92,BINANCE_UM,ETHUSDT,2024-09-03 08:00:00.001000+00:00,2024-09-03 09:00:00.001000+00:00,4.883e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:739
funding-31aab2e2675ce0b32473,BINANCE_UM,ETHUSDT,2024-09-03 16:00:00+00:00,2024-09-03 17:00:00+00:00,5.216e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:740
funding-f8c271729c63f41fe0a4,BINANCE_UM,ETHUSDT,2024-09-04 00:00:00+00:00,2024-09-04 01:00:00+00:00,8.054e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:741
funding-8871ed27c79c7fa823bc,BINANCE_UM,ETHUSDT,2024-09-04 08:00:00+00:00,2024-09-04 09:00:00+00:00,-1.109e-05,SHORT,LONG,ETHUSDT_fundingRate.csv:742
funding-5a731d6e8a86b040970c,BINANCE_UM,ETHUSDT,2024-09-04 16:00:00+00:00,2024-09-04 17:00:00+00:00,5.833e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:743
funding-9d9ae3711d903f33966e,BINANCE_UM,ETHUSDT,2024-09-05 00:00:00+00:00,2024-09-05 01:00:00+00:00,4.539e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:744
funding-a82c7097d44c524b1610,BINANCE_UM,ETHUSDT,2024-09-05 08:00:00+00:00,2024-09-05 09:00:00+00:00,2.41e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:745
funding-82d6f2df43bc7e1e3caf,BINANCE_UM,ETHUSDT,2024-09-05 16:00:00.005000+00:00,2024-09-05 17:00:00.005000+00:00,3.166e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:746
funding-b600ab844a3567fa0acb,BINANCE_UM,ETHUSDT,2024-09-06 00:00:00+00:00,2024-09-06 01:00:00+00:00,3.662e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:747
funding-05e3fc81392568d3ca18,BINANCE_UM,ETHUSDT,2024-09-06 08:00:00.001000+00:00,2024-09-06 09:00:00.001000+00:00,4.871e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:748
funding-52b563e1cb73e4636d95,BINANCE_UM,ETHUSDT,2024-09-06 16:00:00+00:00,2024-09-06 17:00:00+00:00,4.007e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:749
funding-9eb104a22f94b8eccaff,BINANCE_UM,ETHUSDT,2024-09-07 00:00:00+00:00,2024-09-07 01:00:00+00:00,2.41e-06,LONG,SHORT,ETHUSDT_fundingRate.csv:750
funding-8fc02307da2155cbc6d7,BINANCE_UM,ETHUSDT,2024-09-07 08:00:00+00:00,2024-09-07 09:00:00+00:00,-5.37e-06,SHORT,LONG,ETHUSDT_fundingRate.csv:751
funding-3f395aa15e05568ff497,BINANCE_UM,ETHUSDT,2024-09-07 16:00:00+00:00,2024-09-07 17:00:00+00:00,2.652e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:752
funding-56e2bc239df877724df5,BINANCE_UM,ETHUSDT,2024-09-08 00:00:00+00:00,2024-09-08 01:00:00+00:00,5.363e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:753
funding-a79f4b321b42b2f6f1d2,BINANCE_UM,ETHUSDT,2024-09-08 08:00:00+00:00,2024-09-08 09:00:00+00:00,3.089e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:754
funding-7f17a514be7f3f2e88c5,BINANCE_UM,ETHUSDT,2024-09-08 16:00:00+00:00,2024-09-08 17:00:00+00:00,1.827e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:755
funding-44838e37457d9bdcc75b,BINANCE_UM,ETHUSDT,2024-09-09 00:00:00+00:00,2024-09-09 01:00:00+00:00,7.67e-06,LONG,SHORT,ETHUSDT_fundingRate.csv:756
funding-7af8f65d1aa0b70f75ca,BINANCE_UM,ETHUSDT,2024-09-09 08:00:00+00:00,2024-09-09 09:00:00+00:00,3.085e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:757
funding-57b4fe359c9312740ba7,BINANCE_UM,ETHUSDT,2024-09-09 16:00:00.001000+00:00,2024-09-09 17:00:00.001000+00:00,-1.156e-05,SHORT,LONG,ETHUSDT_fundingRate.csv:758
funding-64b9d325f5ca7a8a0962,BINANCE_UM,ETHUSDT,2024-09-10 00:00:00+00:00,2024-09-10 01:00:00+00:00,1.082e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:759
funding-91b0879e4c9ea540d0a6,BINANCE_UM,ETHUSDT,2024-09-10 08:00:00+00:00,2024-09-10 09:00:00+00:00,-3.453e-05,SHORT,LONG,ETHUSDT_fundingRate.csv:760
funding-7ad34d07085b47a3a1b6,BINANCE_UM,ETHUSDT,2024-09-10 16:00:00+00:00,2024-09-10 17:00:00+00:00,2.28e-06,LONG,SHORT,ETHUSDT_fundingRate.csv:761
funding-1c3705a3af878950499e,BINANCE_UM,ETHUSDT,2024-09-11 00:00:00+00:00,2024-09-11 01:00:00+00:00,2.484e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:762
funding-aac3f88bd8c2b5f0033d,BINANCE_UM,ETHUSDT,2024-09-11 08:00:00+00:00,2024-09-11 09:00:00+00:00,1.804e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:763
funding-a61ab160698cdffe05c7,BINANCE_UM,ETHUSDT,2024-09-11 16:00:00+00:00,2024-09-11 17:00:00+00:00,-1.796e-05,SHORT,LONG,ETHUSDT_fundingRate.csv:764
funding-464f26278d4a497a173b,BINANCE_UM,ETHUSDT,2024-09-12 00:00:00+00:00,2024-09-12 01:00:00+00:00,2.592e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:765
funding-a0a357f4c02d300bce2f,BINANCE_UM,ETHUSDT,2024-09-12 08:00:00+00:00,2024-09-12 09:00:00+00:00,2.496e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:766
funding-d689efc5ca4b4f4be2b4,BINANCE_UM,ETHUSDT,2024-09-12 16:00:00+00:00,2024-09-12 17:00:00+00:00,1.134e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:767
funding-a34380ba5573c3b5d71d,BINANCE_UM,ETHUSDT,2024-09-13 00:00:00+00:00,2024-09-13 01:00:00+00:00,4.291e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:768
funding-c1ebd4fb15ab679251e9,BINANCE_UM,ETHUSDT,2024-09-13 08:00:00.001000+00:00,2024-09-13 09:00:00.001000+00:00,5.003e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:769
funding-439f6b05ad065ee42a4d,BINANCE_UM,ETHUSDT,2024-09-13 16:00:00.001000+00:00,2024-09-13 17:00:00.001000+00:00,5.073e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:770
funding-5c8be1953f5f458bf388,BINANCE_UM,ETHUSDT,2024-09-14 00:00:00+00:00,2024-09-14 01:00:00+00:00,8.45e-06,LONG,SHORT,ETHUSDT_fundingRate.csv:771
funding-4936441d9cb5332ff919,BINANCE_UM,ETHUSDT,2024-09-14 08:00:00+00:00,2024-09-14 09:00:00+00:00,-4.15e-06,SHORT,LONG,ETHUSDT_fundingRate.csv:772
funding-37e54f6976aaab495667,BINANCE_UM,ETHUSDT,2024-09-14 16:00:00.001000+00:00,2024-09-14 17:00:00.001000+00:00,1.35e-06,LONG,SHORT,ETHUSDT_fundingRate.csv:773
funding-1dff38a8f85a17e7eda0,BINANCE_UM,ETHUSDT,2024-09-15 00:00:00+00:00,2024-09-15 01:00:00+00:00,-2.67e-06,SHORT,LONG,ETHUSDT_fundingRate.csv:774
funding-9c99ecf621b3377b5cb2,BINANCE_UM,ETHUSDT,2024-09-15 08:00:00+00:00,2024-09-15 09:00:00+00:00,1.355e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:775
funding-23492dbb509b2993ac49,BINANCE_UM,ETHUSDT,2024-09-15 16:00:00+00:00,2024-09-15 17:00:00+00:00,2.131e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:776
funding-0ec436aa3811890f667f,BINANCE_UM,ETHUSDT,2024-09-16 00:00:00+00:00,2024-09-16 01:00:00+00:00,3.228e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:777
funding-f44232565dc95988e8c9,BINANCE_UM,ETHUSDT,2024-09-16 08:00:00.001000+00:00,2024-09-16 09:00:00.001000+00:00,-6.942e-05,SHORT,LONG,ETHUSDT_fundingRate.csv:778
funding-d7fd71b09ac2a159945c,BINANCE_UM,ETHUSDT,2024-09-16 16:00:00+00:00,2024-09-16 17:00:00+00:00,-1.149e-05,SHORT,LONG,ETHUSDT_fundingRate.csv:779
funding-8019aad1716894a7fbf2,BINANCE_UM,ETHUSDT,2024-09-17 00:00:00.001000+00:00,2024-09-17 01:00:00.001000+00:00,7.742e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:780
funding-9c1af613b5f1912875fe,BINANCE_UM,ETHUSDT,2024-09-17 08:00:00+00:00,2024-09-17 09:00:00+00:00,2.423e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:781
funding-9e280b6e623cdf0cb0ca,BINANCE_UM,ETHUSDT,2024-09-17 16:00:00+00:00,2024-09-17 17:00:00+00:00,5.73e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:782
funding-aec7bb56ad73076417f6,BINANCE_UM,ETHUSDT,2024-09-18 00:00:00+00:00,2024-09-18 01:00:00+00:00,4.792e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:783
funding-cc6cf805dc0c844f6f9f,BINANCE_UM,ETHUSDT,2024-09-18 08:00:00+00:00,2024-09-18 09:00:00+00:00,3.074e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:784
funding-0e40068c2735a1c1d39f,BINANCE_UM,ETHUSDT,2024-09-18 16:00:00.004000+00:00,2024-09-18 17:00:00.004000+00:00,2.329e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:785
funding-1c85ea5bc71d52ac5339,BINANCE_UM,ETHUSDT,2024-09-19 00:00:00+00:00,2024-09-19 01:00:00+00:00,7.727e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:786
funding-18016bd9f577fbd33910,BINANCE_UM,ETHUSDT,2024-09-19 08:00:00+00:00,2024-09-19 09:00:00+00:00,8.266e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:787
funding-6edf92df54dfbbc5819a,BINANCE_UM,ETHUSDT,2024-09-19 16:00:00.001000+00:00,2024-09-19 17:00:00.001000+00:00,2.391e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:788
funding-d8b9b2d145886da6e719,BINANCE_UM,ETHUSDT,2024-09-20 00:00:00+00:00,2024-09-20 01:00:00+00:00,0.0001,LONG,SHORT,ETHUSDT_fundingRate.csv:789
funding-9c16d7f32dfb64140b8a,BINANCE_UM,ETHUSDT,2024-09-20 08:00:00.001000+00:00,2024-09-20 09:00:00.001000+00:00,9.734e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:790
funding-5f4820910277f501b012,BINANCE_UM,ETHUSDT,2024-09-20 16:00:00+00:00,2024-09-20 17:00:00+00:00,0.0001,LONG,SHORT,ETHUSDT_fundingRate.csv:791
funding-909ee9159653a9a35cb3,BINANCE_UM,ETHUSDT,2024-09-21 00:00:00.001000+00:00,2024-09-21 01:00:00.001000+00:00,6.668e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:792
funding-91727969b306ed429c38,BINANCE_UM,ETHUSDT,2024-09-21 08:00:00+00:00,2024-09-21 09:00:00+00:00,6.665e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:793
funding-c81665741a3b2d394850,BINANCE_UM,ETHUSDT,2024-09-21 16:00:00+00:00,2024-09-21 17:00:00+00:00,4.536e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:794
funding-52484b6dc845b37164fb,BINANCE_UM,ETHUSDT,2024-09-22 00:00:00+00:00,2024-09-22 01:00:00+00:00,4.896e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:795
funding-a28c7784dcde64bafb83,BINANCE_UM,ETHUSDT,2024-09-22 08:00:00+00:00,2024-09-22 09:00:00+00:00,5.198e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:796
funding-7eb55932a71c7a26bb95,BINANCE_UM,ETHUSDT,2024-09-22 16:00:00+00:00,2024-09-22 17:00:00+00:00,0.0001,LONG,SHORT,ETHUSDT_fundingRate.csv:797
funding-29de9f1234308dcc7c81,BINANCE_UM,ETHUSDT,2024-09-23 00:00:00+00:00,2024-09-23 01:00:00+00:00,2.548e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:798
funding-725fae6ef513d2af45c7,BINANCE_UM,ETHUSDT,2024-09-23 08:00:00+00:00,2024-09-23 09:00:00+00:00,6.821e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:799
funding-0a17d1ac031b9e5912dc,BINANCE_UM,ETHUSDT,2024-09-23 16:00:00+00:00,2024-09-23 17:00:00+00:00,6.476e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:800
funding-7fd966f3afa95e15f614,BINANCE_UM,ETHUSDT,2024-09-24 00:00:00+00:00,2024-09-24 01:00:00+00:00,3.85e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:801
funding-fb7fc6e1a95c2ea67024,BINANCE_UM,ETHUSDT,2024-09-24 08:00:00+00:00,2024-09-24 09:00:00+00:00,4.791e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:802
funding-2e99b12a225ea4e25c1a,BINANCE_UM,ETHUSDT,2024-09-24 16:00:00.001000+00:00,2024-09-24 17:00:00.001000+00:00,4.739e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:803
funding-db2503fad19d97080fa8,BINANCE_UM,ETHUSDT,2024-09-25 00:00:00+00:00,2024-09-25 01:00:00+00:00,2.445e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:804
funding-50e47f98174d2110e58b,BINANCE_UM,ETHUSDT,2024-09-25 08:00:00.003000+00:00,2024-09-25 09:00:00.003000+00:00,5.722e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:805
funding-a98a97f95d0d72e71534,BINANCE_UM,ETHUSDT,2024-09-25 16:00:00+00:00,2024-09-25 17:00:00+00:00,3.538e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:806
funding-541db1ad7fa0886baea4,BINANCE_UM,ETHUSDT,2024-09-26 00:00:00.005000+00:00,2024-09-26 01:00:00.005000+00:00,7.493e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:807
funding-f1c3217f0149b70ca33c,BINANCE_UM,ETHUSDT,2024-09-26 08:00:00+00:00,2024-09-26 09:00:00+00:00,8.119e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:808
funding-e5e50036a56ba7c56d00,BINANCE_UM,ETHUSDT,2024-09-26 16:00:00+00:00,2024-09-26 17:00:00+00:00,0.0001,LONG,SHORT,ETHUSDT_fundingRate.csv:809
funding-6a7d30e9cffa16c32e6c,BINANCE_UM,ETHUSDT,2024-09-27 00:00:00+00:00,2024-09-27 01:00:00+00:00,9.625e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:810
funding-e26ce3bc3e909b01fbc3,BINANCE_UM,ETHUSDT,2024-09-27 08:00:00+00:00,2024-09-27 09:00:00+00:00,7.694e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:811
funding-4c905f28ebc36486bc3c,BINANCE_UM,ETHUSDT,2024-09-27 16:00:00+00:00,2024-09-27 17:00:00+00:00,6.276e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:812
funding-a5aecf704e9415e780ce,BINANCE_UM,ETHUSDT,2024-09-28 00:00:00+00:00,2024-09-28 01:00:00+00:00,0.0001,LONG,SHORT,ETHUSDT_fundingRate.csv:813
funding-c661c6134e8d92c9b93d,BINANCE_UM,ETHUSDT,2024-09-28 08:00:00.001000+00:00,2024-09-28 09:00:00.001000+00:00,6.231e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:814
funding-8909d8afc004dba0f425,BINANCE_UM,ETHUSDT,2024-09-28 16:00:00+00:00,2024-09-28 17:00:00+00:00,7.162e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:815
funding-4a05f05e7f8221f082b6,BINANCE_UM,ETHUSDT,2024-09-29 00:00:00.001000+00:00,2024-09-29 01:00:00.001000+00:00,3.315e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:816
funding-6639dc502ef9f16a30da,BINANCE_UM,ETHUSDT,2024-09-29 08:00:00+00:00,2024-09-29 09:00:00+00:00,6.785e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:817
funding-3305d246cddaf86c39dd,BINANCE_UM,ETHUSDT,2024-09-29 16:00:00+00:00,2024-09-29 17:00:00+00:00,8.854e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:818
funding-69a4b00acd041cbe03e5,BINANCE_UM,ETHUSDT,2024-09-30 00:00:00+00:00,2024-09-30 01:00:00+00:00,6.161e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:819
funding-0877002e852d3a4337e2,BINANCE_UM,ETHUSDT,2024-09-30 08:00:00.001000+00:00,2024-09-30 09:00:00.001000+00:00,8.62e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:820
funding-8fa65d83902592b39ea0,BINANCE_UM,ETHUSDT,2024-09-30 16:00:00+00:00,2024-09-30 17:00:00+00:00,0.0001,LONG,SHORT,ETHUSDT_fundingRate.csv:821
funding-46110704ececb93a165e,BINANCE_UM,ETHUSDT,2024-10-01 00:00:00+00:00,2024-10-01 01:00:00+00:00,0.0001,LONG,SHORT,ETHUSDT_fundingRate.csv:822
funding-a8ad151a5e07a4543c7b,BINANCE_UM,ETHUSDT,2024-10-01 08:00:00+00:00,2024-10-01 09:00:00+00:00,0.0001,LONG,SHORT,ETHUSDT_fundingRate.csv:823
funding-d701e15e83f8e47efb7a,BINANCE_UM,ETHUSDT,2024-10-01 16:00:00.001000+00:00,2024-10-01 17:00:00.001000+00:00,8.397e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:824
funding-88d553ffb9d5375c42aa,BINANCE_UM,ETHUSDT,2024-10-02 00:00:00+00:00,2024-10-02 01:00:00+00:00,0.0001,LONG,SHORT,ETHUSDT_fundingRate.csv:825
funding-cecaaa476f707d35531e,BINANCE_UM,ETHUSDT,2024-10-02 08:00:00+00:00,2024-10-02 09:00:00+00:00,6.859e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:826
funding-f790134a1b57894bcf5b,BINANCE_UM,ETHUSDT,2024-10-02 16:00:00+00:00,2024-10-02 17:00:00+00:00,0.0001,LONG,SHORT,ETHUSDT_fundingRate.csv:827
funding-437e249a405b7612deab,BINANCE_UM,ETHUSDT,2024-10-03 00:00:00+00:00,2024-10-03 01:00:00+00:00,2.418e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:828
funding-1ae425a13042cfeec043,BINANCE_UM,ETHUSDT,2024-10-03 08:00:00+00:00,2024-10-03 09:00:00+00:00,4.124e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:829
funding-f336dace84576d6bac78,BINANCE_UM,ETHUSDT,2024-10-03 16:00:00+00:00,2024-10-03 17:00:00+00:00,4.621e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:830
funding-ae6dccfb4899d0fc5ac7,BINANCE_UM,ETHUSDT,2024-10-04 00:00:00+00:00,2024-10-04 01:00:00+00:00,5.138e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:831
funding-0add8338c4f6a8ce3a6a,BINANCE_UM,ETHUSDT,2024-10-04 08:00:00+00:00,2024-10-04 09:00:00+00:00,3.739e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:832
funding-0d00f6f3397f018c9741,BINANCE_UM,ETHUSDT,2024-10-04 16:00:00.001000+00:00,2024-10-04 17:00:00.001000+00:00,3.9e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:833
funding-d2948fd0a5e4acd74746,BINANCE_UM,ETHUSDT,2024-10-05 00:00:00+00:00,2024-10-05 01:00:00+00:00,0.0001,LONG,SHORT,ETHUSDT_fundingRate.csv:834
funding-5e3a9596ea22c2666fd7,BINANCE_UM,ETHUSDT,2024-10-05 08:00:00+00:00,2024-10-05 09:00:00+00:00,7.909e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:835
funding-d0fd685cd642e46a1fe6,BINANCE_UM,ETHUSDT,2024-10-05 16:00:00+00:00,2024-10-05 17:00:00+00:00,5.458e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:836
funding-0f90c2aaf42b5f583414,BINANCE_UM,ETHUSDT,2024-10-06 00:00:00+00:00,2024-10-06 01:00:00+00:00,9.056e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:837
funding-f473ff0cce82a49cbc90,BINANCE_UM,ETHUSDT,2024-10-06 08:00:00.001000+00:00,2024-10-06 09:00:00.001000+00:00,5.234e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:838
funding-274fda2c7532c7f3bc29,BINANCE_UM,ETHUSDT,2024-10-06 16:00:00+00:00,2024-10-06 17:00:00+00:00,3.309e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:839
funding-bb08732fb11398145b36,BINANCE_UM,ETHUSDT,2024-10-07 00:00:00+00:00,2024-10-07 01:00:00+00:00,3.36e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:840
funding-7c14df9e49535df0e6ea,BINANCE_UM,ETHUSDT,2024-10-07 08:00:00+00:00,2024-10-07 09:00:00+00:00,9.258e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:841
funding-854f4d90d4db5c3f1a3f,BINANCE_UM,ETHUSDT,2024-10-07 16:00:00.001000+00:00,2024-10-07 17:00:00.001000+00:00,2.612e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:842
funding-9fb5f531b705ccef3242,BINANCE_UM,ETHUSDT,2024-10-08 00:00:00+00:00,2024-10-08 01:00:00+00:00,6.592e-05,LONG,SHORT,ETHUSDT_fundingRate.csv:843
funding-5360f89c45185755ac97,BINANCE_UM,ETHUSDT,2024-10-08 08:00:00+00:00,2024-10-08 09:00:00+00:00,0.0001,LONG,SHORT,ETHUSDT_fundingRate.csv:844
