candidate_id,expression,objective_family,source_stage,field_families,fields,operator_signature,window_signature,skeleton_key,production_key,historical_source_ok,field_lineage_ok,pit_policy_ok,negative_control_attached,selected_for_family_balanced_preflight,preflight_decision,shared_pool_stage,control_modes
a7al2x3_cecf88663c93cd7a,"Mul(Rank(Delta(open_interest_last,96)),Abs(ZScore(Mean(mark_index_basis_bps,336))))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_index_basis_bps,Abs|Delta|Mean|Mul|Rank|ZScore,96|336,skeleton-5efd121098fbebb2,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_index_basis_bps::Abs|Delta|Mean|Mul|Rank|ZScore::96|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_b8904d327cee11a5,"Mul(Sign(Delta(open_interest_last,96)),Rank(Mean(mark_index_basis_bps,336)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_index_basis_bps,Delta|Mean|Mul|Rank|Sign,96|336,skeleton-7470f7edcb033b50,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_index_basis_bps::Delta|Mean|Mul|Rank|Sign::96|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_a771d5989150a5d0,"Add(ZScore(Delta(open_interest_last,168)),Neg(Rank(Mean(mark_trade_basis_bps,168))))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Add|Delta|Mean|Neg|Rank|ZScore,168,skeleton-0f63c80be98e501f,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Add|Delta|Mean|Neg|Rank|ZScore::168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_ec5d663a97a6a9d9,"Mul(Clip(ZScore(Mean(mark_trade_basis_bps,168))),Sign(Delta(open_interest_last,168)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Clip|Delta|Mean|Mul|Sign|ZScore,168,skeleton-2f4edf4dd2dd7cdd,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Clip|Delta|Mean|Mul|Sign|ZScore::168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_f0c482a04ed56e67,"Sub(ZScore(Delta(open_interest_last,168)),ZScore(Mean(mark_trade_basis_bps,168)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Delta|Mean|Sub|ZScore,168,skeleton-30d3ba252910d42c,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Delta|Mean|Sub|ZScore::168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_4381b5986a336cba,"Sub(Rank(Mean(Delta(open_interest_last,168),168)),Rank(Mean(mark_trade_basis_bps,168)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Delta|Mean|Rank|Sub,168,skeleton-361d7cd1c0a8b369,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Delta|Mean|Rank|Sub::168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_2dba281059632e2c,"Mul(Rank(Delta(open_interest_last,168)),Abs(ZScore(Mean(mark_trade_basis_bps,168))))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Abs|Delta|Mean|Mul|Rank|ZScore,168,skeleton-5efd121098fbebb2,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Abs|Delta|Mean|Mul|Rank|ZScore::168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_be016cea0c6fec09,"Mul(Sign(Delta(open_interest_last,168)),Rank(Mean(mark_trade_basis_bps,168)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Delta|Mean|Mul|Rank|Sign,168,skeleton-7470f7edcb033b50,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Delta|Mean|Mul|Rank|Sign::168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_085172bf1b8d3c49,"Add(ZScore(Delta(open_interest_last,336)),Neg(Rank(Mean(mark_trade_basis_bps,168))))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Add|Delta|Mean|Neg|Rank|ZScore,168|336,skeleton-0f63c80be98e501f,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Add|Delta|Mean|Neg|Rank|ZScore::168|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_5ed41c75f61771a0,"Mul(Clip(ZScore(Mean(mark_trade_basis_bps,168))),Sign(Delta(open_interest_last,336)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Clip|Delta|Mean|Mul|Sign|ZScore,168|336,skeleton-2f4edf4dd2dd7cdd,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Clip|Delta|Mean|Mul|Sign|ZScore::168|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_4fb8f6f611a124c1,"Sub(ZScore(Delta(open_interest_last,336)),ZScore(Mean(mark_trade_basis_bps,168)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Delta|Mean|Sub|ZScore,168|336,skeleton-30d3ba252910d42c,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Delta|Mean|Sub|ZScore::168|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_301bdcb606e9dc62,"Sub(Rank(Mean(Delta(open_interest_last,336),168)),Rank(Mean(mark_trade_basis_bps,168)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Delta|Mean|Rank|Sub,168|336,skeleton-361d7cd1c0a8b369,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Delta|Mean|Rank|Sub::168|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_25267bfb9a9f3ca9,"Mul(Rank(Delta(open_interest_last,168)),Abs(ZScore(Mean(mark_trade_basis_bps,336))))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Abs|Delta|Mean|Mul|Rank|ZScore,168|336,skeleton-5efd121098fbebb2,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Abs|Delta|Mean|Mul|Rank|ZScore::168|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_0c08dce05ed2a508,"Mul(Sign(Delta(open_interest_last,168)),Rank(Mean(mark_trade_basis_bps,336)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Delta|Mean|Mul|Rank|Sign,168|336,skeleton-7470f7edcb033b50,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Delta|Mean|Mul|Rank|Sign::168|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_85a5a99f7167aeb6,"Add(ZScore(Delta(open_interest_last,168)),Neg(Rank(Mean(mark_trade_basis_bps,336))))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Add|Delta|Mean|Neg|Rank|ZScore,168|336,skeleton-0f63c80be98e501f,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Add|Delta|Mean|Neg|Rank|ZScore::168|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_a8249833039b3c4a,"Mul(Clip(ZScore(Mean(mark_trade_basis_bps,336))),Sign(Delta(open_interest_last,168)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Clip|Delta|Mean|Mul|Sign|ZScore,168|336,skeleton-2f4edf4dd2dd7cdd,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Clip|Delta|Mean|Mul|Sign|ZScore::168|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_c322a4622f7be9b5,"Sub(ZScore(Delta(open_interest_last,168)),ZScore(Mean(mark_trade_basis_bps,336)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Delta|Mean|Sub|ZScore,168|336,skeleton-30d3ba252910d42c,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Delta|Mean|Sub|ZScore::168|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_5e43368289815473,"Sub(Rank(Mean(Delta(open_interest_last,168),336)),Rank(Mean(mark_trade_basis_bps,336)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Delta|Mean|Rank|Sub,168|336,skeleton-361d7cd1c0a8b369,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Delta|Mean|Rank|Sub::168|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_f8475e2d33270570,"Mul(Rank(Delta(open_interest_last,336)),Abs(ZScore(Mean(mark_trade_basis_bps,168))))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Abs|Delta|Mean|Mul|Rank|ZScore,168|336,skeleton-5efd121098fbebb2,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Abs|Delta|Mean|Mul|Rank|ZScore::168|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_74eb46905bd182c8,"Mul(Sign(Delta(open_interest_last,336)),Rank(Mean(mark_trade_basis_bps,168)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Delta|Mean|Mul|Rank|Sign,168|336,skeleton-7470f7edcb033b50,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Delta|Mean|Mul|Rank|Sign::168|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_fd544626d9314ecb,"Add(ZScore(Delta(open_interest_last,24)),Neg(Rank(Mean(mark_trade_basis_bps,24))))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Add|Delta|Mean|Neg|Rank|ZScore,24,skeleton-0f63c80be98e501f,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Add|Delta|Mean|Neg|Rank|ZScore::24,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_5fb79eb73bdab5a1,"Mul(Clip(ZScore(Mean(mark_trade_basis_bps,24))),Sign(Delta(open_interest_last,24)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Clip|Delta|Mean|Mul|Sign|ZScore,24,skeleton-2f4edf4dd2dd7cdd,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Clip|Delta|Mean|Mul|Sign|ZScore::24,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_41132789c87ae0d2,"Sub(ZScore(Delta(open_interest_last,24)),ZScore(Mean(mark_trade_basis_bps,24)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Delta|Mean|Sub|ZScore,24,skeleton-30d3ba252910d42c,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Delta|Mean|Sub|ZScore::24,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_e3c725087952150b,"Sub(Rank(Mean(Delta(open_interest_last,24),24)),Rank(Mean(mark_trade_basis_bps,24)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Delta|Mean|Rank|Sub,24,skeleton-361d7cd1c0a8b369,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Delta|Mean|Rank|Sub::24,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_5793943c139beb88,"Mul(Rank(Delta(open_interest_last,24)),Abs(ZScore(Mean(mark_trade_basis_bps,24))))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Abs|Delta|Mean|Mul|Rank|ZScore,24,skeleton-5efd121098fbebb2,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Abs|Delta|Mean|Mul|Rank|ZScore::24,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_9139255aa261f4a0,"Mul(Sign(Delta(open_interest_last,24)),Rank(Mean(mark_trade_basis_bps,24)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Delta|Mean|Mul|Rank|Sign,24,skeleton-7470f7edcb033b50,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Delta|Mean|Mul|Rank|Sign::24,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_2ede4de7f2bb181d,"Add(ZScore(Delta(open_interest_last,24)),Neg(Rank(Mean(mark_trade_basis_bps,168))))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Add|Delta|Mean|Neg|Rank|ZScore,24|168,skeleton-0f63c80be98e501f,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Add|Delta|Mean|Neg|Rank|ZScore::24|168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_ed36818a14972742,"Mul(Clip(ZScore(Mean(mark_trade_basis_bps,24))),Sign(Delta(open_interest_last,168)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Clip|Delta|Mean|Mul|Sign|ZScore,24|168,skeleton-2f4edf4dd2dd7cdd,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Clip|Delta|Mean|Mul|Sign|ZScore::24|168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_2003239e96a7d84b,"Sub(ZScore(Delta(open_interest_last,168)),ZScore(Mean(mark_trade_basis_bps,24)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Delta|Mean|Sub|ZScore,24|168,skeleton-30d3ba252910d42c,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Delta|Mean|Sub|ZScore::24|168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_9742f59cf19cb080,"Sub(Rank(Mean(Delta(open_interest_last,24),168)),Rank(Mean(mark_trade_basis_bps,168)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Delta|Mean|Rank|Sub,24|168,skeleton-361d7cd1c0a8b369,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Delta|Mean|Rank|Sub::24|168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_58e5fddc431d8bcb,"Mul(Rank(Delta(open_interest_last,24)),Abs(ZScore(Mean(mark_trade_basis_bps,168))))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Abs|Delta|Mean|Mul|Rank|ZScore,24|168,skeleton-5efd121098fbebb2,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Abs|Delta|Mean|Mul|Rank|ZScore::24|168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_4b78ca3698e45888,"Mul(Sign(Delta(open_interest_last,168)),Rank(Mean(mark_trade_basis_bps,24)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Delta|Mean|Mul|Rank|Sign,24|168,skeleton-7470f7edcb033b50,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Delta|Mean|Mul|Rank|Sign::24|168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_a83a8d66401d1e71,"Add(ZScore(Delta(open_interest_last,168)),Neg(Rank(Mean(mark_trade_basis_bps,24))))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Add|Delta|Mean|Neg|Rank|ZScore,24|168,skeleton-0f63c80be98e501f,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Add|Delta|Mean|Neg|Rank|ZScore::24|168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_f4288d428c1f6674,"Mul(Clip(ZScore(Mean(mark_trade_basis_bps,168))),Sign(Delta(open_interest_last,24)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Clip|Delta|Mean|Mul|Sign|ZScore,24|168,skeleton-2f4edf4dd2dd7cdd,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Clip|Delta|Mean|Mul|Sign|ZScore::24|168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_8067cd9a76faf5c4,"Sub(ZScore(Delta(open_interest_last,24)),ZScore(Mean(mark_trade_basis_bps,168)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Delta|Mean|Sub|ZScore,24|168,skeleton-30d3ba252910d42c,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Delta|Mean|Sub|ZScore::24|168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_c476602fe912fd08,"Sub(Rank(Mean(Delta(open_interest_last,168),24)),Rank(Mean(mark_trade_basis_bps,24)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Delta|Mean|Rank|Sub,24|168,skeleton-361d7cd1c0a8b369,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Delta|Mean|Rank|Sub::24|168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_a94823c4b7fd9b7a,"Mul(Rank(Delta(open_interest_last,168)),Abs(ZScore(Mean(mark_trade_basis_bps,24))))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Abs|Delta|Mean|Mul|Rank|ZScore,24|168,skeleton-5efd121098fbebb2,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Abs|Delta|Mean|Mul|Rank|ZScore::24|168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_550fbf52a37be652,"Mul(Sign(Delta(open_interest_last,24)),Rank(Mean(mark_trade_basis_bps,168)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Delta|Mean|Mul|Rank|Sign,24|168,skeleton-7470f7edcb033b50,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Delta|Mean|Mul|Rank|Sign::24|168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_0904ccdd87e8e45b,"Add(ZScore(Delta(open_interest_last,336)),Neg(Rank(Mean(mark_trade_basis_bps,24))))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Add|Delta|Mean|Neg|Rank|ZScore,24|336,skeleton-0f63c80be98e501f,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Add|Delta|Mean|Neg|Rank|ZScore::24|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_c32655da00ca8971,"Mul(Clip(ZScore(Mean(mark_trade_basis_bps,336))),Sign(Delta(open_interest_last,24)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Clip|Delta|Mean|Mul|Sign|ZScore,24|336,skeleton-2f4edf4dd2dd7cdd,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Clip|Delta|Mean|Mul|Sign|ZScore::24|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_5091377bb0ee54ff,"Sub(ZScore(Delta(open_interest_last,336)),ZScore(Mean(mark_trade_basis_bps,24)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Delta|Mean|Sub|ZScore,24|336,skeleton-30d3ba252910d42c,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Delta|Mean|Sub|ZScore::24|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_69536dc5f32c9131,"Sub(Rank(Mean(Delta(open_interest_last,24),336)),Rank(Mean(mark_trade_basis_bps,336)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_trade_basis_bps,Delta|Mean|Rank|Sub,24|336,skeleton-361d7cd1c0a8b369,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_trade_basis_bps::Delta|Mean|Rank|Sub::24|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_dcf6359c32accfb4,"Mul(Clip(ZScore(Mean(funding_rate_abs_168h,168))),Sign(Delta(open_interest_last,168)))",F2_OI_funding_crowding_interaction,a7al2x3_family_balanced_dry_generation,funding|open_interest,open_interest_last|funding_rate_abs_168h,Clip|Delta|Mean|Mul|Sign|ZScore,168,skeleton-2f4edf4dd2dd7cdd,a7al2x3::F2_OI_funding_crowding_interaction::open_interest_last|funding_rate_abs_168h::Clip|Delta|Mean|Mul|Sign|ZScore::168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_0bd3d497403b3991,"Add(ZScore(Delta(open_interest_last,168)),Neg(ZScore(Mean(funding_rate_abs_168h,168))))",F2_OI_funding_crowding_interaction,a7al2x3_family_balanced_dry_generation,funding|open_interest,open_interest_last|funding_rate_abs_168h,Add|Delta|Mean|Neg|ZScore,168,skeleton-35edb41b49f7651a,a7al2x3::F2_OI_funding_crowding_interaction::open_interest_last|funding_rate_abs_168h::Add|Delta|Mean|Neg|ZScore::168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
