candidate_id,label_family,horizon_h,neutralization_mode,orientation_from_train,oriented_validation_spread,oriented_test_spread,oriented_recent_spread,one_bar_lag_recent_oriented,control_ratio_premay_max,min_oriented_nonoverlap_min_tstat,decision,blockers,warnings
a7ab3_6eb23cd8ce4aeef1,L0_raw_forward_return,1,global_rank,1.0,0.00017845310479217209,8.181585155335665e-05,0.00020847684024886728,0.00010150318010434717,9.325519468496728,0.8273070246069766,HOLD_A7AC3_LABEL_OR_NEUTRALIZATION_BLOCKED,control_ratio_ge_1,none
a7ab3_6eb23cd8ce4aeef1,L0_raw_forward_return,1,liquidity_tier_neutral,1.0,0.00012567144186675577,3.008972329043363e-05,5.7674516820097213e-05,2.3001342552532396e-05,13.663046443650742,0.5252307047386117,HOLD_A7AC3_LABEL_OR_NEUTRALIZATION_BLOCKED,control_ratio_ge_1,neutralized_mode
a7ab3_6eb23cd8ce4aeef1,L0_raw_forward_return,1,meme_multiplier_neutral,1.0,7.73069674784156e-05,3.0919953493674424e-05,8.666762254523085e-05,3.52888832148643e-05,12.296234512399801,0.5308661634486629,HOLD_A7AC3_LABEL_OR_NEUTRALIZATION_BLOCKED,control_ratio_ge_1,neutralized_mode
a7ab3_6eb23cd8ce4aeef1,L0_raw_forward_return,4,global_rank,1.0,0.0005538242861072751,0.00028896532145503996,0.0004072653832791296,0.000252485501513231,2.093967233688603,-0.054230036394989405,HOLD_A7AC3_LABEL_OR_NEUTRALIZATION_BLOCKED,nonoverlap_tstat_not_positive;control_ratio_ge_1,none
a7ab3_6eb23cd8ce4aeef1,L0_raw_forward_return,4,liquidity_tier_neutral,1.0,0.00038061562080834706,0.00012958671582611488,0.00011099395496821076,9.34025726991496e-05,3.2660279762083504,-0.2006733528617441,HOLD_A7AC3_LABEL_OR_NEUTRALIZATION_BLOCKED,nonoverlap_tstat_not_positive;control_ratio_ge_1,neutralized_mode
a7ab3_6eb23cd8ce4aeef1,L0_raw_forward_return,4,meme_multiplier_neutral,1.0,0.0002713862358269274,9.309163407761553e-05,0.0001527935501772706,9.657009985924257e-05,3.5670965812830917,-0.04985068303961834,HOLD_A7AC3_LABEL_OR_NEUTRALIZATION_BLOCKED,nonoverlap_tstat_not_positive;control_ratio_ge_1,neutralized_mode
a7ab3_6eb23cd8ce4aeef1,L1_cross_sectional_relative_return,1,global_rank,1.0,0.00017845310479217214,8.181585155335661e-05,0.00020847684024886712,0.00010150318010434713,9.325519468496731,0.8273070246069762,HOLD_A7AC3_LABEL_OR_NEUTRALIZATION_BLOCKED,control_ratio_ge_1,none
a7ab3_6eb23cd8ce4aeef1,L1_cross_sectional_relative_return,1,liquidity_tier_neutral,1.0,0.0001256714418667558,3.0089723290433622e-05,5.767451682009716e-05,2.3001342552532396e-05,13.663046443650746,0.5252307047386116,HOLD_A7AC3_LABEL_OR_NEUTRALIZATION_BLOCKED,control_ratio_ge_1,neutralized_mode
a7ab3_6eb23cd8ce4aeef1,L1_cross_sectional_relative_return,1,meme_multiplier_neutral,1.0,7.730696747841557e-05,3.091995349367439e-05,8.666762254523081e-05,3.5288883214864266e-05,12.296234512399815,0.5308661634486623,HOLD_A7AC3_LABEL_OR_NEUTRALIZATION_BLOCKED,control_ratio_ge_1,neutralized_mode
a7ab3_6eb23cd8ce4aeef1,L1_cross_sectional_relative_return,4,global_rank,1.0,0.0005538242861072751,0.0002889653214550399,0.00040726538327912954,0.00025248550151323084,2.0939672336886033,-0.054230036394989474,HOLD_A7AC3_LABEL_OR_NEUTRALIZATION_BLOCKED,nonoverlap_tstat_not_positive;control_ratio_ge_1,none
a7ab3_6eb23cd8ce4aeef1,L1_cross_sectional_relative_return,4,liquidity_tier_neutral,1.0,0.0003806156208083471,0.00012958671582611494,0.00011099395496821083,9.34025726991496e-05,3.266027976208349,-0.20067335286174387,HOLD_A7AC3_LABEL_OR_NEUTRALIZATION_BLOCKED,nonoverlap_tstat_not_positive;control_ratio_ge_1,neutralized_mode
a7ab3_6eb23cd8ce4aeef1,L1_cross_sectional_relative_return,4,meme_multiplier_neutral,1.0,0.0002713862358269274,9.309163407761553e-05,0.0001527935501772705,9.657009985924257e-05,3.5670965812830917,-0.04985068303961852,HOLD_A7AC3_LABEL_OR_NEUTRALIZATION_BLOCKED,nonoverlap_tstat_not_positive;control_ratio_ge_1,neutralized_mode
a7ab3_6eb23cd8ce4aeef1,L7_ranked_future_return,1,global_rank,1.0,0.014960043727240939,0.016389282119038628,0.017645739261317586,0.016468170693270553,0.32494930854578175,5.372665842920694,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,ranked_return_label
a7ab3_6eb23cd8ce4aeef1,L7_ranked_future_return,1,liquidity_tier_neutral,1.0,0.01190562417828317,0.010814675372752726,0.008569015894150487,0.00824298426752365,0.4715103586983306,4.033668130459165,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,ranked_return_label;neutralized_mode
a7ab3_6eb23cd8ce4aeef1,L7_ranked_future_return,1,meme_multiplier_neutral,1.0,0.009904333100318696,0.010967215862688348,0.010653318798284624,0.008744890125399083,0.4751553432701971,4.456569081283467,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,ranked_return_label;neutralized_mode
a7ab3_6eb23cd8ce4aeef1,L7_ranked_future_return,4,global_rank,1.0,0.020201012864823353,0.025806853572747722,0.031298855792510176,0.026875394387781384,0.8118180509017221,2.872288037987429,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,control_ratio_warning_ge_0_80;ranked_return_label
a7ab3_6eb23cd8ce4aeef1,L7_ranked_future_return,4,liquidity_tier_neutral,1.0,0.015715983875402482,0.015525824694780322,0.016843266886272197,0.016599483847591124,0.8133485734835847,3.2668009030463114,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,control_ratio_warning_ge_0_80;ranked_return_label;neutralized_mode
a7ab3_6eb23cd8ce4aeef1,L7_ranked_future_return,4,meme_multiplier_neutral,1.0,0.014169671564862502,0.016556937179399815,0.018476369212110745,0.01659064640962242,0.7381851692170895,3.0912550736967845,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,ranked_return_label;neutralized_mode
a7ab3_165c7d8966b27a17,L0_raw_forward_return,1,global_rank,-1.0,0.00013471213473683708,2.855134973786499e-05,0.0001735213709829621,6.738586848396043e-05,42.74844881125192,0.3032453635183515,HOLD_A7AC3_LABEL_OR_NEUTRALIZATION_BLOCKED,control_ratio_ge_1,none
