candidate_id,entry_label,split,original_abs_spread,max_control_abs_spread,control_ratio,gate
a7al2q_0a44f7b06019cff8,label_t1_to_t25,known_may2026_stress,0.0006613535250604398,0.0010884326986620682,1.645765324321207,HOLD_CONTROL_DOMINATED
a7al2q_0a44f7b06019cff8,label_t1_to_t25,recent_oos_2026JanApr,0.0014172391574642108,0.0024421310270355857,1.7231608470409174,HOLD_CONTROL_DOMINATED
a7al2q_0a44f7b06019cff8,label_t1_to_t25,test_2025H2,0.0005934044266988078,0.004314544796282059,7.270833519534862,HOLD_CONTROL_DOMINATED
a7al2q_0a44f7b06019cff8,label_t1_to_t25,train_2024,0.00028105186292303835,0.005708383266186911,20.31078252539483,HOLD_CONTROL_DOMINATED
a7al2q_0a44f7b06019cff8,label_t1_to_t25,validation_2025H1,0.00038098870385486373,0.0059651793294970825,15.657102872450244,HOLD_CONTROL_DOMINATED
a7al2q_0a44f7b06019cff8,label_t2_to_t26,known_may2026_stress,0.0006271887159874338,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0a44f7b06019cff8,label_t2_to_t26,recent_oos_2026JanApr,0.001442728748844162,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0a44f7b06019cff8,label_t2_to_t26,test_2025H2,0.0006882795601238003,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0a44f7b06019cff8,label_t2_to_t26,train_2024,0.0003587356007940117,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0a44f7b06019cff8,label_t2_to_t26,validation_2025H1,0.0003832859915161322,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0a44f7b06019cff8,label_t_to_t24,known_may2026_stress,0.0006027769243485848,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0a44f7b06019cff8,label_t_to_t24,recent_oos_2026JanApr,0.0014294239636096797,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0a44f7b06019cff8,label_t_to_t24,test_2025H2,0.0005366030510889783,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0a44f7b06019cff8,label_t_to_t24,train_2024,0.00022042792022989091,,,ELIGIBLE_DIAGNOSTIC
