base_family_key,blueprint_id,candidate_role,canonical_expression,canonical_key,canonical_skeleton,control_ratio_premay_max,cost10_recent_oriented,dedup_rank,dedup_reject_reasons,diagnostic_composite_score,dominance_count,dominates_count,expression,formula,gate_pass,hard_reject,hard_reject_reasons,horizon_h,label_family,label_horizon_h,may_stress_hours,median_oos_sortino,min_oos_floor_sortino,min_oos_sortino,motif,obj_min_oos_floor_sortino,obj_min_oos_sortino,obj_neg_oos_control_dominated_count,obj_neg_oos_lag_stale_dominated_count,obj_neg_recent_drawdown,obj_neg_recent_turnover,obj_neg_shuffle_control_ratio,obj_recent_rankic,obj_recent_sharpe,obj_recent_sortino,obj_stress_sortino,obj_train_oos_consistency,obj_train_sortino,objective_pass_count,oos_control_dominated_count,oos_lag_stale_dominated_count,oos_positive_split_count,oos_shuffle_dominated_count,orientation_extension_crash_like_hours,orientation_extension_hours,orientation_extension_requested_hours,orientation_train_hours,overall_reward,pareto_front,pareto_rank,production_key,recent_avg_turnover,recent_capacity_proxy,recent_control_ratio,recent_floor_sortino,recent_ic,recent_max_drawdown,recent_net_mean,recent_rankic,recent_sharpe,recent_shuffle_control_ratio,recent_sortino,robust_median_tstat_floor,score_no_may,semantic_pair,semantic_pair_key,shard_id,skeleton_key,source_file,source_id,source_kind,source_lag_gate,source_lag_policy_reject,source_lag_policy_status,source_lag_required,source_lag_required_families,source_lag_required_fields,source_lag_status,source_queue_shard_id,stress_floor_sortino,stress_n_obs,stress_sortino,test_floor_sortino,test_sortino,train_crash_like_hours,train_oos_consistency_penalty,train_oos_consistency_score,train_oos_sortino_gap,train_overfit_penalty,train_sortino,validation_floor_sortino,validation_sortino
open_interest,a7mech1_0026_oi_only_tsrank,,"tsrank(open_interest_mean,504)","tsrank(open_interest_mean,504)|h=24","tsrank(open_interest_mean,n)",,,1,,3.4464611669150806,0,13,"TSRank(open_interest_mean,504)",,True,False,,24,,,601,3.891615500928222,1.781994350944033,2.551076502062724,a7source5_source_lag_survivor,1.781994350944033,2.551076502062724,0,0,-0.7459212521153769,-0.04367579495536892,-0.1935362889521835,0.043062552933484974,2.8207960328055286,4.392425060799842,3.910717666582613,-0.3930555268054543,3.4985599741227675,13,0,0,3,0,0,0,0,8784,3.4464611669150806,True,1,,0.04367579495536892,8960566.898216903,0.9797937505527723,2.589763394894108,0.02923841198453578,-0.7459212521153769,0.0008051836455157117,0.043062552933484974,2.8207960328055286,0.1935362889521835,4.392425060799842,,,open_interest,open_interest,,"TSRank(open_interest_mean,N)",runtime/a7dedup1_canonical_reward_queue_20260703/a7dedup1_canonical_selected_queue.csv,A7DEDUP1_RECENT_CANONICAL,strict_reward_dedup,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,False,SOURCE_LAG_REQUIRED_PASS,True,open_interest,open_interest_mean,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,,0.13792916060062388,601.0,3.910717666582613,2.780665604250669,3.891615500928222,2312,0.09826388170136358,-0.3930555268054543,0.3930555268054543,0.0,3.4985599741227675,1.781994350944033,2.551076502062724
funding_state|open_interest,a7mech1_0002_base_safe_div_oi_funding,,"safediv(tsrank(open_interest_value_last,336),csrank(zscore(mean(funding_rate_delta_state_24h,72))))","safediv(tsrank(open_interest_value_last,336),csrank(zscore(mean(funding_rate_delta_state_24h,72))))|h=8","safediv(tsrank(open_interest_value_last,n),csrank(zscore(mean(funding_rate_delta_state_nh,n))))",,,2,,3.2383690214760708,0,4,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",,True,False,,8,,,601,3.249800166301023,0.2598951543447928,0.9630842884017243,a7source5_source_lag_survivor,0.2598951543447928,0.9630842884017243,0,0,-0.28084558342155286,-0.07159054369477262,-0.5864081316232166,0.042565355021100024,4.660299485672494,7.559932085877106,6.500043768773584,-0.8024949369973915,2.4473052293036317,13,0,0,3,0,0,0,0,8784,3.2383690214760708,True,1,,0.07159054369477262,7336984.743133908,0.9857890134707453,6.988765770649105,0.027885135903874606,-0.28084558342155286,0.0004870820023848773,0.042565355021100024,4.660299485672494,0.5864081316232166,7.559932085877106,,,open_interest|funding_state,open_interest|funding_state,,"SafeDiv(TSRank(open_interest_value_last,N),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",runtime/a7dedup1_canonical_reward_queue_20260703/a7dedup1_canonical_selected_queue.csv,A7DEDUP1_RECENT_CANONICAL,strict_reward_dedup,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,False,SOURCE_LAG_REQUIRED_PASS,True,funding_state|open_interest,funding_rate_delta_state_24h|open_interest_value_last,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,,1.2732180686016796,601.0,6.500043768773584,0.2598951543447928,0.9630842884017243,2312,0.20062373424934787,-0.8024949369973915,0.8024949369973915,0.0,2.4473052293036317,2.130078840856362,3.249800166301023
open_interest,a7mech1_0061_oi_only_cs_tsrank,,"csrank(tsrank(open_interest_mean,504))","csrank(tsrank(open_interest_mean,504))|h=24","csrank(tsrank(open_interest_mean,n))",,,3,,3.4464611669150806,2,10,"CSRank(TSRank(open_interest_mean,504))",,True,False,,24,,,601,3.891615500928222,1.781994350944033,2.551076502062724,a7source5_source_lag_survivor,1.781994350944033,2.551076502062724,0,0,-0.7459212521153769,-0.04367579495536892,-0.4429963629183748,0.043062552933484974,2.8207960328055286,4.392425060799842,3.910717666582613,-0.3930555268054543,3.4985599741227675,13,0,0,3,0,0,0,0,8784,3.4464611669150806,False,3,,0.04367579495536892,8960566.898216903,0.9797937505527723,2.589763394894108,0.02923841198453578,-0.7459212521153769,0.0008051836455157117,0.043062552933484974,2.8207960328055286,0.4429963629183748,4.392425060799842,,,open_interest,open_interest,,"CSRank(TSRank(open_interest_mean,N))",runtime/a7dedup1_canonical_reward_queue_20260703/a7dedup1_canonical_selected_queue.csv,A7DEDUP1_RECENT_CANONICAL,strict_reward_dedup,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,False,SOURCE_LAG_REQUIRED_PASS,True,open_interest,open_interest_mean,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,,0.13792916060062388,601.0,3.910717666582613,2.780665604250669,3.891615500928222,2312,0.09826388170136358,-0.3930555268054543,0.3930555268054543,0.0,3.4985599741227675,1.781994350944033,2.551076502062724
,a7mech1_0026_oi_only_tsrank,,"tsrank(open_interest_mean,504)","tsrank(open_interest_mean,504)|h=24","tsrank(open_interest_mean,n)",,,,,3.4464611669150806,0,13,"TSRank(open_interest_mean,504)",,True,False,,24,,,601,3.891615500928222,1.781994350944033,2.551076502062724,a7source5_source_lag_survivor,1.781994350944033,2.551076502062724,0,0,-0.7459212521153769,-0.04367579495536892,-0.1935362889521835,0.043062552933484974,2.8207960328055286,4.392425060799842,3.910717666582613,-0.3930555268054543,3.4985599741227675,13,0,0,3,0,0,0,0,8784,3.4464611669150806,True,1,,0.04367579495536892,8960566.898216903,0.9797937505527723,2.589763394894108,0.02923841198453578,-0.7459212521153769,0.0008051836455157117,0.043062552933484974,2.8207960328055286,0.1935362889521835,4.392425060799842,,,open_interest,,,"TSRank(open_interest_mean,N)",runtime/a7reward3_oi_funding_mechanism_strict_reward_20260703/a7reward1_accepted_for_next_search.csv,A7REWARD3_RECENT_MECH,strict_reward,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,False,SOURCE_LAG_REQUIRED_PASS,True,open_interest,open_interest_mean,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,,0.13792916060062388,601.0,3.910717666582613,2.780665604250669,3.891615500928222,2312,0.09826388170136358,-0.3930555268054543,0.3930555268054543,0.0,3.4985599741227675,1.781994350944033,2.551076502062724
,a7mech1_0002_base_safe_div_oi_funding,,"safediv(tsrank(open_interest_value_last,336),csrank(zscore(mean(funding_rate_delta_state_24h,72))))","safediv(tsrank(open_interest_value_last,336),csrank(zscore(mean(funding_rate_delta_state_24h,72))))|h=8","safediv(tsrank(open_interest_value_last,n),csrank(zscore(mean(funding_rate_delta_state_nh,n))))",,,,,3.2383690214760708,0,4,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",,True,False,,8,,,601,3.249800166301023,0.2598951543447928,0.9630842884017243,a7source5_source_lag_survivor,0.2598951543447928,0.9630842884017243,0,0,-0.28084558342155286,-0.07159054369477262,-0.5864081316232166,0.042565355021100024,4.660299485672494,7.559932085877106,6.500043768773584,-0.8024949369973915,2.4473052293036317,13,0,0,3,0,0,0,0,8784,3.2383690214760708,True,1,,0.07159054369477262,7336984.743133908,0.9857890134707453,6.988765770649105,0.027885135903874606,-0.28084558342155286,0.0004870820023848773,0.042565355021100024,4.660299485672494,0.5864081316232166,7.559932085877106,,,open_interest|funding_state,,,"SafeDiv(TSRank(open_interest_value_last,N),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",runtime/a7reward3_oi_funding_mechanism_strict_reward_20260703/a7reward1_accepted_for_next_search.csv,A7REWARD3_RECENT_MECH,strict_reward,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,False,SOURCE_LAG_REQUIRED_PASS,True,funding_state|open_interest,funding_rate_delta_state_24h|open_interest_value_last,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,,1.2732180686016796,601.0,6.500043768773584,0.2598951543447928,0.9630842884017243,2312,0.20062373424934787,-0.8024949369973915,0.8024949369973915,0.0,2.4473052293036317,2.130078840856362,3.249800166301023
,a7mech1_0094_oi_only_tsrank,,"tsrank(open_interest_mean,504)","tsrank(open_interest_mean,504)|h=24","tsrank(open_interest_mean,n)",,,,,3.4464611669150806,1,12,"TSRank(open_interest_mean,504)",,True,False,,24,,,601,3.891615500928222,1.781994350944033,2.551076502062724,a7source5_source_lag_survivor,1.781994350944033,2.551076502062724,0,0,-0.7459212521153769,-0.04367579495536892,-0.23784445673940133,0.043062552933484974,2.8207960328055286,4.392425060799842,3.910717666582613,-0.3930555268054543,3.4985599741227675,13,0,0,3,0,0,0,0,8784,3.4464611669150806,False,2,,0.04367579495536892,8960566.898216903,0.9797937505527723,2.589763394894108,0.02923841198453578,-0.7459212521153769,0.0008051836455157117,0.043062552933484974,2.8207960328055286,0.23784445673940133,4.392425060799842,,,open_interest,,,"TSRank(open_interest_mean,N)",runtime/a7reward3_oi_funding_mechanism_strict_reward_20260703/a7reward1_accepted_for_next_search.csv,A7REWARD3_RECENT_MECH,strict_reward,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,False,SOURCE_LAG_REQUIRED_PASS,True,open_interest,open_interest_mean,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,,0.13792916060062388,601.0,3.910717666582613,2.780665604250669,3.891615500928222,2312,0.09826388170136358,-0.3930555268054543,0.3930555268054543,0.0,3.4985599741227675,1.781994350944033,2.551076502062724
,a7mech1_0001_base_safe_div_oi_funding,,"safediv(tsrank(open_interest_value_last,336),csrank(zscore(mean(funding_rate_delta_state_24h,72))))","safediv(tsrank(open_interest_value_last,336),csrank(zscore(mean(funding_rate_delta_state_24h,72))))|h=8","safediv(tsrank(open_interest_value_last,n),csrank(zscore(mean(funding_rate_delta_state_nh,n))))",,,,,3.2383690214760708,1,3,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",,True,False,,8,,,601,3.249800166301023,0.2598951543447928,0.9630842884017243,a7source5_source_lag_survivor,0.2598951543447928,0.9630842884017243,0,0,-0.28084558342155286,-0.07159054369477262,-0.6543694142588596,0.042565355021100024,4.660299485672494,7.559932085877106,6.500043768773584,-0.8024949369973915,2.4473052293036317,13,0,0,3,0,0,0,0,8784,3.2383690214760708,False,2,,0.07159054369477262,7336984.743133908,0.9857890134707453,6.988765770649105,0.027885135903874606,-0.28084558342155286,0.0004870820023848773,0.042565355021100024,4.660299485672494,0.6543694142588596,7.559932085877106,,,open_interest|funding_state,,,"SafeDiv(TSRank(open_interest_value_last,N),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",runtime/a7reward3_oi_funding_mechanism_strict_reward_20260703/a7reward1_accepted_for_next_search.csv,A7REWARD3_RECENT_MECH,strict_reward,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,False,SOURCE_LAG_REQUIRED_PASS,True,funding_state|open_interest,funding_rate_delta_state_24h|open_interest_value_last,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,,1.2732180686016796,601.0,6.500043768773584,0.2598951543447928,0.9630842884017243,2312,0.20062373424934787,-0.8024949369973915,0.8024949369973915,0.0,2.4473052293036317,2.130078840856362,3.249800166301023
,a7mech1_0061_oi_only_cs_tsrank,,"csrank(tsrank(open_interest_mean,504))","csrank(tsrank(open_interest_mean,504))|h=24","csrank(tsrank(open_interest_mean,n))",,,,,3.4464611669150806,2,10,"CSRank(TSRank(open_interest_mean,504))",,True,False,,24,,,601,3.891615500928222,1.781994350944033,2.551076502062724,a7source5_source_lag_survivor,1.781994350944033,2.551076502062724,0,0,-0.7459212521153769,-0.04367579495536892,-0.4429963629183748,0.043062552933484974,2.8207960328055286,4.392425060799842,3.910717666582613,-0.3930555268054543,3.4985599741227675,13,0,0,3,0,0,0,0,8784,3.4464611669150806,False,3,,0.04367579495536892,8960566.898216903,0.9797937505527723,2.589763394894108,0.02923841198453578,-0.7459212521153769,0.0008051836455157117,0.043062552933484974,2.8207960328055286,0.4429963629183748,4.392425060799842,,,open_interest,,,"CSRank(TSRank(open_interest_mean,N))",runtime/a7reward3_oi_funding_mechanism_strict_reward_20260703/a7reward1_accepted_for_next_search.csv,A7REWARD3_RECENT_MECH,strict_reward,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,False,SOURCE_LAG_REQUIRED_PASS,True,open_interest,open_interest_mean,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,,0.13792916060062388,601.0,3.910717666582613,2.780665604250669,3.891615500928222,2312,0.09826388170136358,-0.3930555268054543,0.3930555268054543,0.0,3.4985599741227675,1.781994350944033,2.551076502062724
,a7mech1_0060_oi_only_tsrank,,"tsrank(open_interest_mean,504)","tsrank(open_interest_mean,504)|h=24","tsrank(open_interest_mean,n)",,,,,3.4464611669150806,3,9,"TSRank(open_interest_mean,504)",,True,False,,24,,,601,3.891615500928222,1.781994350944033,2.551076502062724,a7source5_source_lag_survivor,1.781994350944033,2.551076502062724,0,0,-0.7459212521153769,-0.04367579495536892,-0.47912254398920806,0.043062552933484974,2.8207960328055286,4.392425060799842,3.910717666582613,-0.3930555268054543,3.4985599741227675,13,0,0,3,0,0,0,0,8784,3.4464611669150806,False,4,,0.04367579495536892,8960566.898216903,0.9797937505527723,2.589763394894108,0.02923841198453578,-0.7459212521153769,0.0008051836455157117,0.043062552933484974,2.8207960328055286,0.47912254398920806,4.392425060799842,,,open_interest,,,"TSRank(open_interest_mean,N)",runtime/a7reward3_oi_funding_mechanism_strict_reward_20260703/a7reward1_accepted_for_next_search.csv,A7REWARD3_RECENT_MECH,strict_reward,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,False,SOURCE_LAG_REQUIRED_PASS,True,open_interest,open_interest_mean,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,,0.13792916060062388,601.0,3.910717666582613,2.780665604250669,3.891615500928222,2312,0.09826388170136358,-0.3930555268054543,0.3930555268054543,0.0,3.4985599741227675,1.781994350944033,2.551076502062724
,a7mech1_0027_oi_only_cs_tsrank,,"csrank(tsrank(open_interest_mean,504))","csrank(tsrank(open_interest_mean,504))|h=24","csrank(tsrank(open_interest_mean,n))",,,,,3.4464611669150806,4,8,"CSRank(TSRank(open_interest_mean,504))",,True,False,,24,,,601,3.891615500928222,1.781994350944033,2.551076502062724,a7source5_source_lag_survivor,1.781994350944033,2.551076502062724,0,0,-0.7459212521153769,-0.04367579495536892,-0.5172347295298957,0.043062552933484974,2.8207960328055286,4.392425060799842,3.910717666582613,-0.3930555268054543,3.4985599741227675,13,0,0,3,0,0,0,0,8784,3.4464611669150806,False,5,,0.04367579495536892,8960566.898216903,0.9797937505527723,2.589763394894108,0.02923841198453578,-0.7459212521153769,0.0008051836455157117,0.043062552933484974,2.8207960328055286,0.5172347295298957,4.392425060799842,,,open_interest,,,"CSRank(TSRank(open_interest_mean,N))",runtime/a7reward3_oi_funding_mechanism_strict_reward_20260703/a7reward1_accepted_for_next_search.csv,A7REWARD3_RECENT_MECH,strict_reward,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,False,SOURCE_LAG_REQUIRED_PASS,True,open_interest,open_interest_mean,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,,0.13792916060062388,601.0,3.910717666582613,2.780665604250669,3.891615500928222,2312,0.09826388170136358,-0.3930555268054543,0.3930555268054543,0.0,3.4985599741227675,1.781994350944033,2.551076502062724
