shadow_rank,consolidated_decision,decision_reasons,evidence_tier,source_count,source_ids,source_kinds,source_lag_status,source_lag_required,canonical_key,canonical_expression,canonical_skeleton,blueprint_id,semantic_pair,motif,horizon_h,expression,skeleton_key,train_sortino,validation_sortino,test_sortino,recent_sortino,min_oos_sortino,min_oos_floor_sortino,stress_floor_sortino,recent_sharpe,recent_rankic,recent_avg_turnover,recent_control_ratio,recent_shuffle_control_ratio,oos_control_dominated_count,oos_lag_stale_dominated_count,hard_reject,hard_reject_reasons,gate_pass,pareto_rank,source_file
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"mul(zscore(safediv(tsrank(mark_index_basis_bps,8),abs(decay(account_position_divergence,168)))),sign(decay(liquidity_cycle_state,24)))|h=4","mul(zscore(safediv(tsrank(mark_index_basis_bps,8),abs(decay(account_position_divergence,168)))),sign(decay(liquidity_cycle_state,24)))",basis_premium_like|positioning_like|safe_div_abs|af0be314d575,a7ls30_1baf7d2575d827fd,basis_premium_like|positioning_like,safe_div_abs,4,"Mul(ZScore(SafeDiv(TSRank(mark_index_basis_bps,8),Abs(Decay(account_position_divergence,168)))),Sign(Decay(liquidity_cycle_state,24)))",basis_premium_like|positioning_like|safe_div_abs|af0be314d575,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"neg(zscore(safediv(tsrank(mark_index_basis_bps,8),abs(decay(account_position_divergence,168)))))|h=4","neg(zscore(safediv(tsrank(mark_index_basis_bps,8),abs(decay(account_position_divergence,168)))))",basis_premium_like|positioning_like|safe_div_abs|44929b99c86c,a7ls30_8cd8dc230e1a1ce2,basis_premium_like|positioning_like,safe_div_abs,4,"Neg(ZScore(SafeDiv(TSRank(mark_index_basis_bps,8),Abs(Decay(account_position_divergence,168)))))",basis_premium_like|positioning_like|safe_div_abs|44929b99c86c,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(neg(safediv(tsrank(mark_index_basis_bps,8),abs(decay(account_position_divergence,168)))))|h=4","zscore(neg(safediv(tsrank(mark_index_basis_bps,8),abs(decay(account_position_divergence,168)))))",basis_premium_like|positioning_like|safe_div_abs|376a113a8e3a,a7ls30_e4ac31d375b5aaf5,basis_premium_like|positioning_like,safe_div_abs,4,"ZScore(Neg(SafeDiv(TSRank(mark_index_basis_bps,8),Abs(Decay(account_position_divergence,168)))))",basis_premium_like|positioning_like|safe_div_abs|376a113a8e3a,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(neg(safediv(tsrank(mark_index_basis_bps,8),abs(decay(account_position_divergence,168)))))|h=4","csrank(neg(safediv(tsrank(mark_index_basis_bps,8),abs(decay(account_position_divergence,168)))))",basis_premium_like|positioning_like|safe_div_abs|ba770b03f0f7,a7ls30_71edbb63eaab0e46,basis_premium_like|positioning_like,safe_div_abs,4,"CSRank(Neg(SafeDiv(TSRank(mark_index_basis_bps,8),Abs(Decay(account_position_divergence,168)))))",basis_premium_like|positioning_like|safe_div_abs|ba770b03f0f7,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(top_long_short_account_ratio_last,16))))|h=1","zscore(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(top_long_short_account_ratio_last,16))))",basis_premium_like|positioning_like|spread_rank|b4eb27fc06b1,a7ls30_9be00e8bc4ab2120,basis_premium_like|positioning_like,spread_rank,1,"ZScore(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(Decay(top_long_short_account_ratio_last,16))))",basis_premium_like|positioning_like|spread_rank|b4eb27fc06b1,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"clip(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(top_long_short_account_ratio_last,16))),-3,3)|h=1","clip(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(top_long_short_account_ratio_last,16))),-3,3)",basis_premium_like|positioning_like|spread_rank|81332a577e66,a7ls30_62111349e5381f72,basis_premium_like|positioning_like,spread_rank,1,"Clip(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(Decay(top_long_short_account_ratio_last,16))),-3,3)",basis_premium_like|positioning_like|spread_rank|81332a577e66,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(top_long_short_account_ratio_last,16))))|h=1","csrank(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(top_long_short_account_ratio_last,16))))",basis_premium_like|positioning_like|spread_rank|6f5d8679b602,a7ls30_9e917ed7e0f525f6,basis_premium_like|positioning_like,spread_rank,1,"CSRank(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(Decay(top_long_short_account_ratio_last,16))))",basis_premium_like|positioning_like|spread_rank|6f5d8679b602,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(sub(csrank(delta(mark_index_basis_bps,168)),csrank(global_long_short_account_ratio_mean)))|h=1","zscore(sub(csrank(delta(mark_index_basis_bps,168)),csrank(global_long_short_account_ratio_mean)))",basis_premium_like|positioning_like|spread_rank|34e08c702bd3,a7ls30_f4d480d731b8b65f,basis_premium_like|positioning_like,spread_rank,1,"ZScore(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(global_long_short_account_ratio_mean)))",basis_premium_like|positioning_like|spread_rank|34e08c702bd3,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"clip(sub(csrank(delta(mark_index_basis_bps,168)),csrank(zscore(mean(global_long_short_account_ratio_mean,3)))),-3,3)|h=1","clip(sub(csrank(delta(mark_index_basis_bps,168)),csrank(zscore(mean(global_long_short_account_ratio_mean,3)))),-3,3)",basis_premium_like|positioning_like|spread_rank|97621f21b878,a7ls30_02878f3248acdf98,basis_premium_like|positioning_like,spread_rank,1,"Clip(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(ZScore(Mean(global_long_short_account_ratio_mean,3)))),-3,3)",basis_premium_like|positioning_like|spread_rank|97621f21b878,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(sub(csrank(delta(mark_index_basis_bps,168)),csrank(zscore(mean(global_long_short_account_ratio_mean,3)))))|h=1","csrank(sub(csrank(delta(mark_index_basis_bps,168)),csrank(zscore(mean(global_long_short_account_ratio_mean,3)))))",basis_premium_like|positioning_like|spread_rank|0aff644bb835,a7ls30_3c235fd65f484465,basis_premium_like|positioning_like,spread_rank,1,"CSRank(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(ZScore(Mean(global_long_short_account_ratio_mean,3)))))",basis_premium_like|positioning_like|spread_rank|0aff644bb835,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"clip(sub(csrank(delta(mark_index_basis_bps,168)),csrank(global_long_short_account_ratio_mean)),-3,3)|h=1","clip(sub(csrank(delta(mark_index_basis_bps,168)),csrank(global_long_short_account_ratio_mean)),-3,3)",basis_premium_like|positioning_like|spread_rank|17f98957d3b6,a7ls30_0cbd6281a34d35e8,basis_premium_like|positioning_like,spread_rank,1,"Clip(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(global_long_short_account_ratio_mean)),-3,3)",basis_premium_like|positioning_like|spread_rank|17f98957d3b6,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(sub(csrank(delta(mark_index_basis_bps,168)),csrank(global_long_short_account_ratio_mean)))|h=1","csrank(sub(csrank(delta(mark_index_basis_bps,168)),csrank(global_long_short_account_ratio_mean)))",basis_premium_like|positioning_like|spread_rank|47d4aec0d9a7,a7ls30_06ee3bdbb39d6075,basis_premium_like|positioning_like,spread_rank,1,"CSRank(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(global_long_short_account_ratio_mean)))",basis_premium_like|positioning_like|spread_rank|47d4aec0d9a7,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"clip(mul(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(global_long_short_account_ratio_mean,8))),sign(decay(global_long_short_account_ratio_mean,6))),-3,3)|h=1","clip(mul(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(global_long_short_account_ratio_mean,8))),sign(decay(global_long_short_account_ratio_mean,6))),-3,3)",basis_premium_like|positioning_like|signed_spread|d8a4b8811704,a7ls30_98be1e01317d1d56,basis_premium_like|positioning_like,signed_spread,1,"Clip(Mul(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(Decay(global_long_short_account_ratio_mean,8))),Sign(Decay(global_long_short_account_ratio_mean,6))),-3,3)",basis_premium_like|positioning_like|signed_spread|d8a4b8811704,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(mul(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(global_long_short_account_ratio_mean,8))),sign(decay(global_long_short_account_ratio_mean,6))))|h=1","csrank(mul(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(global_long_short_account_ratio_mean,8))),sign(decay(global_long_short_account_ratio_mean,6))))",basis_premium_like|positioning_like|signed_spread|efbfa119cac1,a7ls30_732a3475fd0304d9,basis_premium_like|positioning_like,signed_spread,1,"CSRank(Mul(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(Decay(global_long_short_account_ratio_mean,8))),Sign(Decay(global_long_short_account_ratio_mean,6))))",basis_premium_like|positioning_like|signed_spread|efbfa119cac1,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(mul(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(global_long_short_account_ratio_mean,8))),sign(decay(global_long_short_account_ratio_mean,6))))|h=1","zscore(mul(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(global_long_short_account_ratio_mean,8))),sign(decay(global_long_short_account_ratio_mean,6))))",basis_premium_like|positioning_like|signed_spread|5ac72a6cc73f,a7ls30_fe4ee47f75c7b6bf,basis_premium_like|positioning_like,signed_spread,1,"ZScore(Mul(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(Decay(global_long_short_account_ratio_mean,8))),Sign(Decay(global_long_short_account_ratio_mean,6))))",basis_premium_like|positioning_like|signed_spread|5ac72a6cc73f,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(sub(csrank(delta(mark_index_basis_bps,48)),csrank(mean(global_long_short_account_ratio_mean,72))))|h=1","csrank(sub(csrank(delta(mark_index_basis_bps,48)),csrank(mean(global_long_short_account_ratio_mean,72))))",basis_premium_like|positioning_like|spread_rank|a26a0c79fdd7,a7ls30_e47bddc6038799cb,basis_premium_like|positioning_like,spread_rank,1,"CSRank(Sub(CSRank(Delta(mark_index_basis_bps,48)),CSRank(Mean(global_long_short_account_ratio_mean,72))))",basis_premium_like|positioning_like|spread_rank|a26a0c79fdd7,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"clip(sub(csrank(delta(mark_index_basis_bps,48)),csrank(mean(global_long_short_account_ratio_mean,72))),-3,3)|h=1","clip(sub(csrank(delta(mark_index_basis_bps,48)),csrank(mean(global_long_short_account_ratio_mean,72))),-3,3)",basis_premium_like|positioning_like|spread_rank|5e7d4146f221,a7ls30_abd27b0ac27a53c8,basis_premium_like|positioning_like,spread_rank,1,"Clip(Sub(CSRank(Delta(mark_index_basis_bps,48)),CSRank(Mean(global_long_short_account_ratio_mean,72))),-3,3)",basis_premium_like|positioning_like|spread_rank|5e7d4146f221,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"mul(neg(safediv(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence))),abs(zscore(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence))))))),sign(decay(liquidity_cycle_state,24)))|h=1","mul(neg(safediv(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence))),abs(zscore(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence))))))),sign(decay(liquidity_cycle_state,24)))",basis_premium_like|positioning_like|safe_div_abs|9422094bf772,a7ls30_c698070a569086dc,basis_premium_like|positioning_like,safe_div_abs,1,"Mul(Neg(SafeDiv(SafeDiv(Clip(ZScore(mark_index_basis_bps),-3,3),Abs(CSRank(top_global_account_divergence))),Abs(ZScore(SafeDiv(Clip(ZScore(mark_index_basis_bps),-3,3),Abs(CSRank(top_global_account_divergence))))))),Sign(Decay(liquidity_cycle_state,24)))",basis_premium_like|positioning_like|safe_div_abs|9422094bf772,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"neg(neg(safediv(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence))),abs(zscore(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence))))))))|h=1","neg(neg(safediv(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence))),abs(zscore(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence))))))))",basis_premium_like|positioning_like|safe_div_abs|5f192534082b,a7ls30_257938fa2533b88a,basis_premium_like|positioning_like,safe_div_abs,1,"Neg(Neg(SafeDiv(SafeDiv(Clip(ZScore(mark_index_basis_bps),-3,3),Abs(CSRank(top_global_account_divergence))),Abs(ZScore(SafeDiv(Clip(ZScore(mark_index_basis_bps),-3,3),Abs(CSRank(top_global_account_divergence))))))))",basis_premium_like|positioning_like|safe_div_abs|5f192534082b,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"safediv(csrank(mean(mul(mean(open_interest_mean,336),delta(top_long_short_position_ratio_last,4)),4)),abs(zscore(mean(open_interest_last,168))))|h=8","safediv(csrank(mean(mul(mean(open_interest_mean,336),delta(top_long_short_position_ratio_last,4)),4)),abs(zscore(mean(open_interest_last,168))))",open_interest_like|positioning_like|smooth_mul|d0ba8ec5f1ac,a7ls30_643bc7814a73106e,open_interest_like|positioning_like,smooth_mul,8,"SafeDiv(CSRank(Mean(Mul(Mean(open_interest_mean,336),Delta(top_long_short_position_ratio_last,4)),4)),Abs(ZScore(Mean(open_interest_last,168))))",open_interest_like|positioning_like|smooth_mul|d0ba8ec5f1ac,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(sub(csrank(delta(mark_index_basis_bps,48)),csrank(mean(global_long_short_account_ratio_mean,72))))|h=1","zscore(sub(csrank(delta(mark_index_basis_bps,48)),csrank(mean(global_long_short_account_ratio_mean,72))))",basis_premium_like|positioning_like|spread_rank|19e517383a3a,a7ls30_dfbac338d4aa7bc1,basis_premium_like|positioning_like,spread_rank,1,"ZScore(Sub(CSRank(Delta(mark_index_basis_bps,48)),CSRank(Mean(global_long_short_account_ratio_mean,72))))",basis_premium_like|positioning_like|spread_rank|19e517383a3a,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(sub(csrank(delta(mark_index_basis_bps,168)),csrank(zscore(mean(global_long_short_account_ratio_mean,3)))))|h=1","zscore(sub(csrank(delta(mark_index_basis_bps,168)),csrank(zscore(mean(global_long_short_account_ratio_mean,3)))))",basis_premium_like|positioning_like|spread_rank|6ae61991d3dc,a7ls30_41a24e067611e930,basis_premium_like|positioning_like,spread_rank,1,"ZScore(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(ZScore(Mean(global_long_short_account_ratio_mean,3)))))",basis_premium_like|positioning_like|spread_rank|6ae61991d3dc,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"mul(zscore(safediv(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence))),abs(zscore(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence))))))),sign(decay(liquidity_cycle_state,24)))|h=1","mul(zscore(safediv(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence))),abs(zscore(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence))))))),sign(decay(liquidity_cycle_state,24)))",basis_premium_like|positioning_like|safe_div_abs|70dafb484ebe,a7ls30_0ba55306d8d11b1d,basis_premium_like|positioning_like,safe_div_abs,1,"Mul(ZScore(SafeDiv(SafeDiv(Clip(ZScore(mark_index_basis_bps),-3,3),Abs(CSRank(top_global_account_divergence))),Abs(ZScore(SafeDiv(Clip(ZScore(mark_index_basis_bps),-3,3),Abs(CSRank(top_global_account_divergence))))))),Sign(Decay(liquidity_cycle_state,24)))",basis_premium_like|positioning_like|safe_div_abs|70dafb484ebe,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"mul(safediv(safediv(clip(zscore(mark_index_basis_bps),-3,96),abs(csrank(top_global_account_divergence))),abs(zscore(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence)))))),sign(decay(liquidity_cycle_state,24)))|h=1","mul(safediv(safediv(clip(zscore(mark_index_basis_bps),-3,96),abs(csrank(top_global_account_divergence))),abs(zscore(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence)))))),sign(decay(liquidity_cycle_state,24)))",basis_premium_like|positioning_like|safe_div_abs|f2421950d449,a7ls30_03479abbc0194b4d,basis_premium_like|positioning_like,safe_div_abs,1,"Mul(SafeDiv(SafeDiv(Clip(ZScore(mark_index_basis_bps),-3,96),Abs(CSRank(top_global_account_divergence))),Abs(ZScore(SafeDiv(Clip(ZScore(mark_index_basis_bps),-3,3),Abs(CSRank(top_global_account_divergence)))))),Sign(Decay(liquidity_cycle_state,24)))",basis_premium_like|positioning_like|safe_div_abs|f2421950d449,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"neg(safediv(safediv(clip(zscore(mark_index_basis_bps),-3,12),abs(csrank(top_global_account_divergence))),abs(zscore(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence)))))))|h=1","neg(safediv(safediv(clip(zscore(mark_index_basis_bps),-3,12),abs(csrank(top_global_account_divergence))),abs(zscore(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence)))))))",basis_premium_like|positioning_like|safe_div_abs|e4c038293a2a,a7ls30_0c6965d715ada1f9,basis_premium_like|positioning_like,safe_div_abs,1,"Neg(SafeDiv(SafeDiv(Clip(ZScore(mark_index_basis_bps),-3,12),Abs(CSRank(top_global_account_divergence))),Abs(ZScore(SafeDiv(Clip(ZScore(mark_index_basis_bps),-3,3),Abs(CSRank(top_global_account_divergence)))))))",basis_premium_like|positioning_like|safe_div_abs|e4c038293a2a,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"neg(safediv(safediv(clip(zscore(mark_index_basis_bps),-3,720),abs(csrank(top_global_account_divergence))),abs(zscore(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence)))))))|h=1","neg(safediv(safediv(clip(zscore(mark_index_basis_bps),-3,720),abs(csrank(top_global_account_divergence))),abs(zscore(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence)))))))",basis_premium_like|positioning_like|safe_div_abs|e4c038293a2a,a7ls30_53e12bd56fa544c4,basis_premium_like|positioning_like,safe_div_abs,1,"Neg(SafeDiv(SafeDiv(Clip(ZScore(mark_index_basis_bps),-3,720),Abs(CSRank(top_global_account_divergence))),Abs(ZScore(SafeDiv(Clip(ZScore(mark_index_basis_bps),-3,3),Abs(CSRank(top_global_account_divergence)))))))",basis_premium_like|positioning_like|safe_div_abs|e4c038293a2a,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
