shadow_rank,consolidated_decision,decision_reasons,evidence_tier,source_count,source_ids,source_kinds,source_lag_status,source_lag_required,canonical_key,canonical_expression,canonical_skeleton,blueprint_id,semantic_pair,motif,horizon_h,expression,skeleton_key,train_sortino,validation_sortino,test_sortino,recent_sortino,min_oos_sortino,min_oos_floor_sortino,stress_floor_sortino,recent_sharpe,recent_rankic,recent_avg_turnover,recent_control_ratio,recent_shuffle_control_ratio,oos_control_dominated_count,oos_lag_stale_dominated_count,hard_reject,hard_reject_reasons,gate_pass,pareto_rank,source_file
1,SHADOW_READINESS_REVIEW_CANDIDATE,strict_reward_gate_passed,TIER1_REPEATED_STRICT_EVIDENCE,5,A7DEDUP1_RECENT_CANONICAL|A7REWARD2_SOURCE_LAG_SURVIVOR|A7REWARD3_RECENT_MECH|A7SEARCH6_SELECTED_R1|A7SEARCH6_VALIDATION_R2,strict_reward|strict_reward_dedup,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,True,"safediv(tsrank(open_interest_value_last,336),csrank(zscore(mean(funding_rate_delta_state_24h,72))))|h=8","safediv(tsrank(open_interest_value_last,336),csrank(zscore(mean(funding_rate_delta_state_24h,72))))","safediv(tsrank(open_interest_value_last,n),csrank(zscore(mean(funding_rate_delta_state_nh,n))))",a7mech1_0002_base_safe_div_oi_funding,open_interest|funding_state,a7source5_source_lag_survivor,8,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))","SafeDiv(TSRank(open_interest_value_last,N),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",2.4473052293036317,3.249800166301023,0.9630842884017243,7.559932085877106,0.9630842884017243,0.2598951543447928,1.2732180686016796,4.660299485672494,0.042565355021100024,0.07159054369477262,0.9857890134707453,0.5864081316232166,0,0,False,,True,1,runtime/a7dedup1_canonical_reward_queue_20260703/a7dedup1_canonical_selected_queue.csv
2,SHADOW_READINESS_REVIEW_CANDIDATE,strict_reward_gate_passed,TIER1_SOURCE_LAG_STRICT,2,A7SEARCH6_SELECTED_R1|A7SEARCH6_VALIDATION_R2,strict_reward,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,True,"mul(csrank(mean(open_interest_mean,8)),sign(mean(premium_close_bps,48)))|h=24","mul(csrank(mean(open_interest_mean,8)),sign(mean(premium_close_bps,48)))",canonical,a7search6_vp_a7search6_229924c832dd5901_canonical,open_interest|premium,adjacent_signed_rank_validation,24,"Mul(CSRank(Mean(open_interest_mean,8)),Sign(Mean(premium_close_bps,48)))",canonical,2.702454234750805,7.716974209683252,2.9251446047230125,5.964498019940686,2.9251446047230125,1.9038409869878905,3.8769944978553337,2.4692281885288194,0.016127625060535,0.004416534047068,1.016206796785675,0.4279005821548342,0,0,False,,True,1,runtime/a7search6_validation_pack_reward_r2_aggregate_20260702/a7v3s0_reward_accepted_enriched.csv
3,SHADOW_READINESS_REVIEW_CANDIDATE,strict_reward_gate_passed,TIER1_SOURCE_LAG_STRICT,2,A7DEDUP1_RECENT_CANONICAL|A7REWARD3_RECENT_MECH,strict_reward|strict_reward_dedup,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,True,"tsrank(open_interest_mean,504)|h=24","tsrank(open_interest_mean,504)","tsrank(open_interest_mean,n)",a7mech1_0026_oi_only_tsrank,open_interest,a7source5_source_lag_survivor,24,"TSRank(open_interest_mean,504)","TSRank(open_interest_mean,N)",3.4985599741227675,2.551076502062724,3.891615500928222,4.392425060799842,2.551076502062724,1.781994350944033,0.13792916060062388,2.8207960328055286,0.043062552933484974,0.04367579495536892,0.9797937505527723,0.1935362889521835,0,0,False,,True,1,runtime/a7dedup1_canonical_reward_queue_20260703/a7dedup1_canonical_selected_queue.csv
4,SHADOW_READINESS_REVIEW_CANDIDATE,strict_reward_gate_passed,TIER1_SOURCE_LAG_STRICT,2,A7DEDUP1_RECENT_CANONICAL|A7REWARD3_RECENT_MECH,strict_reward|strict_reward_dedup,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,True,"csrank(tsrank(open_interest_mean,504))|h=24","csrank(tsrank(open_interest_mean,504))","csrank(tsrank(open_interest_mean,n))",a7mech1_0061_oi_only_cs_tsrank,open_interest,a7source5_source_lag_survivor,24,"CSRank(TSRank(open_interest_mean,504))","CSRank(TSRank(open_interest_mean,N))",3.4985599741227675,2.551076502062724,3.891615500928222,4.392425060799842,2.551076502062724,1.781994350944033,0.13792916060062388,2.8207960328055286,0.043062552933484974,0.04367579495536892,0.9797937505527723,0.4429963629183748,0,0,False,,True,3,runtime/a7dedup1_canonical_reward_queue_20260703/a7dedup1_canonical_selected_queue.csv
5,SHADOW_READINESS_REVIEW_CANDIDATE,strict_reward_gate_passed,TIER1_SOURCE_LAG_STRICT,2,A7SEARCH6_SELECTED_R1|A7SEARCH6_VALIDATION_R2,strict_reward,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,True,"mul(csrank(mean(open_interest_mean,12)),sign(mean(premium_close_bps,48)))|h=24","mul(csrank(mean(open_interest_mean,12)),sign(mean(premium_close_bps,48)))",canonical,a7search6_vp_a7search6_5a7a41644c28a05a_canonical,open_interest|premium,adjacent_signed_rank_validation,24,"Mul(CSRank(Mean(open_interest_mean,12)),Sign(Mean(premium_close_bps,48)))",canonical,2.686465423009736,7.659977926659238,3.1015925816130734,5.808610213843688,3.1015925816130734,1.7382108706045547,3.874363020584573,2.454774222882602,0.0159359328964791,0.0042929566936729,1.013939491167646,0.1883981614580211,0,0,False,,True,1,runtime/a7search6_validation_pack_reward_r2_aggregate_20260702/a7v3s0_reward_accepted_enriched.csv
6,SHADOW_READINESS_REVIEW_CANDIDATE,strict_reward_gate_passed,TIER1_SOURCE_LAG_STRICT,2,A7SEARCH6_SELECTED_R1|A7SEARCH6_VALIDATION_R2,strict_reward,PASS_SOURCE_LAG_DIAGNOSTIC,True,"mul(open_interest_last,mean(premium_close_bps,504))|h=24","mul(open_interest_last,mean(premium_close_bps,504))",canonical,a7search6_vp_a7search6_2e796ac0b2a688c4_canonical,open_interest|premium,adjacent_mul_validation,24,"Mul(open_interest_last,Mean(premium_close_bps,504))",canonical,0.7344125210610865,6.946148085453986,2.5037565195685585,2.4416335512125498,2.4416335512125498,1.3646549978752314,6.105075206711021,1.2722631496644614,0.018504262060719,0.0026674623842593,0.9765418403911926,0.8456876757540451,0,0,False,,True,1,runtime/a7search6_validation_pack_reward_r2_aggregate_20260702/a7v3s0_reward_accepted_enriched.csv
7,SHADOW_READINESS_REVIEW_CANDIDATE,strict_reward_gate_passed,TIER1_SOURCE_LAG_STRICT,2,A7SEARCH6_SELECTED_R1|A7SEARCH6_VALIDATION_R2,strict_reward,PASS_SOURCE_LAG_DIAGNOSTIC,True,"safediv(tsrank(open_interest_value_last,336),csrank(zscore(mean(funding_rate_delta_state_24h,72))))|h=4","safediv(tsrank(open_interest_value_last,336),csrank(zscore(mean(funding_rate_delta_state_24h,72))))",canonical,a7search6_vp_a7search6_afa93f504b4c29d0_canonical,funding_dense|open_interest,adjacent_safe_div_csrank_validation,4,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",canonical,2.1779643196323804,10.163919317822558,10.216245843420882,13.542655057984913,10.163919317822558,8.633900693694594,2.390686280165006,8.564829900661312,0.0468810701121015,0.0638846918159872,0.9902763327053048,0.7686056032219472,0,0,False,,True,1,runtime/a7search6_validation_pack_reward_r2_aggregate_20260702/a7v3s0_reward_accepted_enriched.csv
8,SHADOW_READINESS_REVIEW_CANDIDATE,strict_reward_gate_passed,TIER1_SOURCE_LAG_STRICT,1,A7SEARCH6_SELECTED_R1,strict_reward,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,True,"mul(csrank(open_interest_mean),decay(premium_close_bps,168))|h=8","mul(csrank(open_interest_mean),decay(premium_close_bps,168))","mul(csrank(field),decay(field,w))",a7search6_0bc40820e0608f51,open_interest|premium,adjacent_mul,8,"Mul(CSRank(open_interest_mean),Decay(premium_close_bps,168))","Mul(CSRank(FIELD),Decay(FIELD,W))",1.6738290056815706,3.26076368248325,1.5093742087075606,8.624545933433998,1.5093742087075606,0.0306556339170487,5.9974362789799525,4.864450751257155,0.0364850305068216,0.0102948977623458,1.0208496724751597,0.2746614255550159,0,0,False,,True,1,runtime/a7search6_selected_full_reward_r1_aggregate_20260702/a7v3s0_reward_accepted_enriched.csv
9,SHADOW_READINESS_REVIEW_CANDIDATE,strict_reward_gate_passed,TIER2_STRICT_CONTROLLED_FIELD,1,A7V3S9_ACCEPTED,strict_reward,NOT_REQUIRED_OR_CONTROLLED_FIELD,False,"mul(decay(premium_abs_state,336),abs(zscore(mean(mark_trade_basis_bps,168))))|h=24","mul(decay(premium_abs_state,336),abs(zscore(mean(mark_trade_basis_bps,168))))",basis|premium|smooth_mul|75c12e3de14a,a7v3s0_37b921db0b74a15a,basis|premium,smooth_mul,24,"Mul(Decay(premium_abs_state,336),Abs(ZScore(Mean(mark_trade_basis_bps,168))))",basis|premium|smooth_mul|75c12e3de14a,1.200553313309487,6.330483749690659,5.510858270897706,1.8147482368255796,1.8147482368255796,0.8522200631450245,6.497715977476842,1.2575733163227458,0.0391216649684784,0.0348717206790123,0.9814668328005476,0.3563163175560782,0,0,False,,True,1,runtime/a7v3s9_selected_full_reward_aggregate_20260614/a7v3s0_reward_accepted_enriched.csv
