machine,venue,market_type,data_family,dataset_root,files,known_size_bytes,size_known_files,known_rows_in_metadata_samples,symbols,symbol_count,months,month_count,start,end,fields,sealed_files,row_data_read,qualification
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\1000000MOGUSDT\1h,17,0,0,0,1000000MOGUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\1000BONKUSDT\1h,17,0,0,0,1000BONKUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\1000CATUSDT\1h,17,0,0,0,1000CATUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\1000CHEEMSUSDT\1h,17,0,0,0,1000CHEEMSUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\1000FLOKIUSDT\1h,17,0,0,0,1000FLOKIUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\1000LUNCUSDT\1h,17,0,0,0,1000LUNCUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\1000PEPEUSDT\1h,17,0,0,0,1000PEPEUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\1000RATSUSDT\1h,17,0,0,0,1000RATSUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\1000SATSUSDT\1h,17,0,0,0,1000SATSUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\1000SHIBUSDT\1h,17,0,0,0,1000SHIBUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\1000XECUSDT\1h,17,0,0,0,1000XECUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\1INCHUSDT\1h,17,0,0,0,1INCHUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\1MBABYDOGEUSDT\1h,17,0,0,0,1MBABYDOGEUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\2ZUSDT\1h,17,0,0,0,2ZUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\4USDT\1h,17,0,0,0,,0,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\AAVEUSDT\1h,17,0,0,0,AAVEUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\ACEUSDT\1h,17,0,0,0,ACEUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\ACHUSDT\1h,17,0,0,0,ACHUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\ACTUSDT\1h,17,0,0,0,ACTUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\ACUUSDT\1h,17,0,0,0,ACUUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\ACXUSDT\1h,17,0,0,0,ACXUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\ADAUSDT\1h,17,0,0,0,ADAUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\AERGOUSDT\1h,17,0,0,0,AERGOUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\AEROUSDT\1h,17,0,0,0,AEROUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\AEVOUSDT\1h,17,0,0,0,AEVOUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\AGLDUSDT\1h,17,0,0,0,AGLDUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\AGTUSDT\1h,17,0,0,0,AGTUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\AIAUSDT\1h,17,0,0,0,AIAUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\AINUSDT\1h,17,0,0,0,AINUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\AIOTUSDT\1h,17,0,0,0,AIOTUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\AIOUSDT\1h,17,0,0,0,AIOUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\AIXBTUSDT\1h,17,0,0,0,AIXBTUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\AKEUSDT\1h,17,0,0,0,AKEUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\AKTUSDT\1h,17,0,0,0,AKTUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\ALCHUSDT\1h,17,0,0,0,ALCHUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\ALGOUSDT\1h,17,0,0,0,ALGOUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\ALICEUSDT\1h,17,0,0,0,ALICEUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\ALLOUSDT\1h,17,0,0,0,ALLOUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\ALLUSDT\1h,17,0,0,0,ALLUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\ALPINEUSDT\1h,17,0,0,0,ALPINEUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\ALTUSDT\1h,17,0,0,0,ALTUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\ANIMEUSDT\1h,17,0,0,0,ANIMEUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\ANKRUSDT\1h,17,0,0,0,ANKRUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\APEUSDT\1h,17,0,0,0,APEUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\API3USDT\1h,17,0,0,0,API3USDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\APRUSDT\1h,17,0,0,0,APRUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-SR4PA0E,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,G:\AlphaFactory_CryptoData\raw\binance_vision\binance_universe498_recent_patch_1h_v1_20260612\daily\premiumIndexKlines\APTUSDT\1h,17,0,0,0,APTUSDT,1,2026-06,1,2026-06-01,,,17,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
