machine,venue,data_family,symbol,month,files,known_size_bytes,size_known_files,known_rows_in_metadata_samples,sealed_files
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,AAVEUSDT,2024-01,93,101531,9,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,ADAUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,ALGOUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,ATOMUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,AVAXUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,AXSUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,BANDUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,BATUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,BCHUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,BELUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,BNBUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,BTCUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,COMPUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,CRVUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,DASHUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,DOGEUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,DOTUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,EGLDUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,ENJUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,ETCUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,ETHUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,FILUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,ICXUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,IOSTUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,IOTAUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,KAVAUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,KNCUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,KSMUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,LINKUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,LTCUSDT,2024-01,90,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,NEARUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,NEOUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,ONTUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,QTUMUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,RLCUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,RSRUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,RUNEUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,SNXUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,SOLUSDT,2024-01,90,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,STORJUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,SUSHIUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,THETAUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,TRBUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,TRXUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,UNIUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,VETUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,XLMUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,XMRUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,XRPUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,BOOKTICKER_BBO,XTZUSDT,2024-01,93,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,AGG_TRADES,ADAUSDT,2024-01,4,778976,2,1488,2
DESKTOP-SR4PA0E,UNKNOWN,AGG_TRADES,ADAUSDT,2024-02,2,761634,2,1392,0
DESKTOP-SR4PA0E,UNKNOWN,AGG_TRADES,ADAUSDT,2024-03,2,797214,2,1488,0
DESKTOP-SR4PA0E,UNKNOWN,AGG_TRADES,ADAUSDT,2024-04,2,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,AGG_TRADES,ADAUSDT,2024-05,2,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,AGG_TRADES,ADAUSDT,2024-06,2,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,AGG_TRADES,ADAUSDT,2024-07,2,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,AGG_TRADES,ADAUSDT,2024-08,2,0,0,0,0
DESKTOP-SR4PA0E,UNKNOWN,AGG_TRADES,ADAUSDT,2024-09,2,0,0,0,0
