cell_id,candidate_decision,count
C0320,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
C0320,A7O_PILOT_PRE_MAY_NEAR_MISS,1
C0321,A7O_PILOT_REJECTED,2
C0321,A7O_PILOT_RESEARCH_CANDIDATE,1
C0322,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
C0323,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
C0324,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
C0325,NEGATIVE_CONTROL,3
C0326,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
C0326,A7O_PILOT_PRE_MAY_NEAR_MISS,2
C0327,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
C0327,A7O_PILOT_PRE_MAY_NEAR_MISS,2
C0328,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
C0328,A7O_PILOT_PRE_MAY_NEAR_MISS,1
C0329,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
C0330,A7O_PILOT_PRE_MAY_NEAR_MISS,1
C0330,A7O_PILOT_REJECTED,1
C0330,A7O_PILOT_RESEARCH_CANDIDATE,1
C0331,A7O_PILOT_PRE_MAY_NEAR_MISS,1
C0331,A7O_PILOT_REJECTED,2
C0332,NEGATIVE_CONTROL,3
C0333,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
C0334,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
C0334,A7O_PILOT_PRE_MAY_NEAR_MISS,2
C0335,A7O_PILOT_REJECTED,3
C0336,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
C0336,A7O_PILOT_PRE_MAY_NEAR_MISS,1
C0337,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
C0337,A7O_PILOT_PRE_MAY_NEAR_MISS,1
C0338,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
C0339,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
C0340,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
C0340,A7O_PILOT_REJECTED,2
C0341,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
C0341,A7O_PILOT_PRE_MAY_NEAR_MISS,2
C0342,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
C0342,A7O_PILOT_RESEARCH_CANDIDATE,1
C0343,A7O_PILOT_MAY_VETOED_NEAR_MISS,4
C0343,A7O_PILOT_PRE_MAY_NEAR_MISS,1
C0343,A7O_PILOT_RESEARCH_CANDIDATE,1
C0344,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
C0344,A7O_PILOT_PRE_MAY_NEAR_MISS,3
C0345,A7O_PILOT_REJECTED,3
C0346,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
C0346,A7O_PILOT_REJECTED,2
C0347,A7O_PILOT_RESEARCH_CANDIDATE,4
C0348,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
C0348,A7O_PILOT_PRE_MAY_NEAR_MISS,2
C0349,A7O_PILOT_REJECTED,3
C0350,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
C0351,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
C0351,A7O_PILOT_REJECTED,1
C0352,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
C0353,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
C0354,A7O_PILOT_PRE_MAY_NEAR_MISS,2
C0354,A7O_PILOT_REJECTED,1
C0355,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
C0355,A7O_PILOT_RESEARCH_CANDIDATE,1
C0356,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
C0356,A7O_PILOT_REJECTED,1
C0357,NEGATIVE_CONTROL,1
C0358,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
C0358,A7O_PILOT_REJECTED,1
C0358,A7O_PILOT_RESEARCH_CANDIDATE,1
C0359,A7O_PILOT_REJECTED,3
C0360,A7O_PILOT_MAY_VETOED_NEAR_MISS,7
C0360,A7O_PILOT_PRE_MAY_NEAR_MISS,2
C0361,A7O_PILOT_MAY_VETOED_NEAR_MISS,4
C0361,A7O_PILOT_PRE_MAY_NEAR_MISS,1
C0362,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
C0362,A7O_PILOT_REJECTED,2
C0363,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
C0364,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
C0367,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
C0367,A7O_PILOT_PRE_MAY_NEAR_MISS,2
C0368,A7O_PILOT_MAY_VETOED_NEAR_MISS,6
C0368,A7O_PILOT_PRE_MAY_NEAR_MISS,1
C0368,A7O_PILOT_RESEARCH_CANDIDATE,1
C0369,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
C0370,A7O_PILOT_MAY_VETOED_NEAR_MISS,5
C0371,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
C0371,A7O_PILOT_PRE_MAY_NEAR_MISS,1
C0372,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
C0372,A7O_PILOT_PRE_MAY_NEAR_MISS,1
C0372,A7O_PILOT_RESEARCH_CANDIDATE,1
