candidate_id,return_corr_cluster,max_corr_to_prior,cluster_size
a7o_l1_C0372_0387,rc_129,0.0,1
a7o_l1_C0373_0373,rc_130,0.0,2
a7o_l1_C0373_0949,rc_130,0.9261944086511786,2
a7o_l1_C0373_0677,rc_131,0.0,1
a7o_l1_C0374_0564,rc_132,0.0,1
a7o_l1_C0374_0944,rc_133,0.0,1
a7o_l1_C0374_0752,rc_134,0.0,1
a7o_l1_C0375_0386,rc_135,0.0,1
a7o_l1_C0375_1163,rc_136,0.0,1
a7o_l1_C0375_0372,rc_137,0.0,1
a7o_l1_C0380_0968,rc_138,0.0,1
a7o_l1_C0380_1356,rc_139,0.0,1
a7o_l1_C0380_0872,rc_140,0.0,1
a7o_l1_C0381_1842,rc_141,0.0,1
a7o_l1_C0381_0774,rc_142,0.0,1
a7o_l1_C0381_0757,rc_143,0.0,1
a7o_l1_C0382_0373,rc_144,0.0,1
a7o_l1_C0382_0678,rc_145,0.0,1
a7o_l1_C0382_0372,rc_146,0.0,1
a7o_l1_C0383_0289,rc_147,0.0,1
a7o_l1_C0383_1550,rc_148,0.0,1
a7o_l1_C0383_1163,rc_149,0.0,1
a7o_l1_C0368_0387,rc_008,0.8358657041525819,11
a7o_l1_C0368_0096,rc_007,0.9383428393376787,8
a7o_l1_C0370_1842,rc_008,0.8120349282407655,11
a7o_l1_C0370_1329,rc_150,0.0,1
a7o_l1_C0343_0372,rc_151,0.0,1
a7o_l1_C0368_1357,rc_008,0.814330152997432,11
a7o_l1_C0361_0387,rc_008,0.8609867804245147,11
a7o_l1_C0368_0775,rc_152,0.0,1
a7o_l1_C0360_1648,rc_153,0.0,3
a7o_l1_C0343_0579,rc_008,0.8370080110614461,11
a7o_l1_C0360_1163,rc_153,0.8924269794180335,3
a7o_l1_C0360_1745,rc_153,0.8518939174174593,3
a7o_l1_C0368_2036,rc_154,0.0,1
a7o_l1_C0347_0565,rc_155,0.0,1
a7o_l1_C0361_0775,rc_156,0.0,1
a7o_l1_C0360_0193,rc_157,0.0,3
a7o_l1_C0343_2035,rc_008,0.9170326194178556,11
a7o_l1_C0360_0192,rc_157,0.8984406933313803,3
a7o_l1_C0360_0581,rc_157,0.8594601841542431,3
a7o_l1_C0344_1842,rc_158,0.0,1
