variant,IC,ICIR,Rank_IC,Rank_ICIR,net_excess_mean,net_excess_std,net_excess_annualized_return,net_excess_information_ratio,net_excess_max_drawdown
FULL_ALPHA158,,,,,-0.0010425175158727696,0.016550208119392295,-0.24811916877771917,-0.9717809463551993,-0.12766022752673423
FIRST_13_CONTROL,,,,,-0.0010425175158727696,0.016550208119392295,-0.24811916877771917,-0.9717809463551993,-0.12766022752673423
