candidate_id,semantic_bucket,motif_bucket,generation_mode,clue_rows,label_count,horizon_count,best_abs_corr,best_original_score,min_control_ratio,median_control_ratio,median_spread,proposed_subgraph_id,expression,raw_inputs,outside_old_packet,repair_score
a7ffcore11e_2e9ceddde79416ef0f,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,5,3,3,0.0552398466718965,0.2016498009068806,0.6828784875727522,0.7280321826994004,-0.0003769799949513,sgx_98a71c5079d41b3ae3,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,32))",mark_index_basis_bps;taker_buy_quote_volume,False,15.667239042992108
a7ffcore11e_620048b49bc3dfd43f,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,5,3,3,0.0520420992223774,0.2000347857769908,0.7297369274012059,0.7549042833586476,-0.0005085774234214,sgx_2059848c42a40203e3,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),4)),Delta(mark_index_basis_bps,32))",mark_index_basis_bps;taker_buy_quote_volume,False,15.541221860737405
a7ffcore11e_b42a7e3dcfc5ad4c16,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,7,3,4,0.0081150609514687,0.0439859299108796,0.5011736796237178,0.6278878679614354,0.0006372664829066,sgx_8353036bec807c25fe,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),4)),Delta(global_long_short_account_ratio_mean,12))",global_long_short_account_ratio_mean;open_interest_last,False,15.377371238970158
a7ffcore11e_0645e71850908e893a,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,7,3,4,0.0098178514025717,0.0268616178662614,0.3372521577869478,0.6258694250282844,0.0010113471373775,sgx_876800bb2cf05ff2d2,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),2)),Delta(global_long_short_account_ratio_mean,24))",global_long_short_account_ratio_mean;open_interest_last,False,15.362728041751332
a7ffcore11e_b7855a480a99f124c1,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,6,3,3,0.0164243725038402,0.1361926518396926,0.4415819132112544,0.5432610168535963,0.00042481437136875,sgx_065bb57b1d33f478ee,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),3)),Delta(open_interest_last,24))",open_interest_last;top_long_short_account_ratio_last,False,15.340689210371343
a7ffcore11e_4831794c3f43dcc5d1,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,7,3,4,0.0082607895025499,0.0443420066395371,0.5298340063817427,0.5944376010061216,0.0006233412686236,sgx_5733646d338a678862,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),3)),Delta(global_long_short_account_ratio_mean,12))",global_long_short_account_ratio_mean;open_interest_last,False,15.327172120027257
a7ffcore11e_7b72349fd51af1e863,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,5,3,3,0.0079828975814745,0.1456751352623335,0.330453230688708,0.4908368740008039,-0.0139917069865147,sgx_36a41d223c0ce96a0a,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24)),2)),Delta(open_interest_mean,48))",open_interest_mean;taker_buy_quote_volume,False,15.252596243869256
a7ffcore11e_b7574831145f932936,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,5,3,3,0.0163781622963211,0.1177527021821081,0.18076401816513,0.5228200792414469,0.0005630970619292,sgx_cf5475b29526c26e30,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),2)),Delta(open_interest_last,16))",open_interest_last;top_long_short_account_ratio_last,False,14.993526007311903
a7ffcore11e_1a890ab9e1ac037f7e,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,2,1,2,0.0047912673204712,0.3514964099650609,0.3185776712895504,0.4236220866156368,0.11967981912082068,sgx_3a0848a2e5f3f2681a,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),2)),Delta(trade_count,12))",trade_count;trade_high,True,14.892772856722116
a7ffcore11e_317c3a2eaa7e3a189f,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,4,3,3,0.0049245292663896,0.1575258603829493,0.4106615925269858,0.5825561788373057,0.0005034603402383499,sgx_5c81b5c58626ddbf3b,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,4)))),2)),Delta(trade_count,8))",trade_count;trade_high,False,14.829194022605014
a7ffcore11e_7d56c9ecbc9ab9d958,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,4,3,3,0.0071407301308535,0.1506611894166529,0.3889698060275464,0.5043307152466018,-0.01602686354647545,sgx_4f47d799f8fe57797b,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24)),4)),Delta(open_interest_mean,6))",open_interest_mean;taker_buy_quote_volume,False,14.735284176277965
a7ffcore11e_af83cce5829bc7c751,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,5,3,3,0.0161380536977661,0.1127471445063661,0.2749554933662737,0.5842896777615249,0.0003988933352572,sgx_51beb2621b71554317,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),3)),Delta(open_interest_last,16))",open_interest_last;top_long_short_account_ratio_last,False,14.705031903394774
a7ffcore11e_291f1e0b6c4a8e9909,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,3,2,3,0.0040172041715033,0.2769189466228506,0.4184882052412538,0.6677324180199846,0.1862831639638466,sgx_c38a040c54c504d859,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,6))",trade_count;trade_low,False,14.701402521974503
a7ffcore11e_8e9f45a5dc22a8ab8f,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,6,3,4,0.0083158548344278,0.0313617885573749,0.4822605645509981,0.6326037603434567,0.00062000425689605,sgx_d30a0b6e461c83e4d1,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),2)),Delta(global_long_short_account_ratio_mean,12))",global_long_short_account_ratio_mean;open_interest_last,False,14.662714642045502
a7ffcore11e_0ba480ce00fc18d6d2,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,5,3,4,0.0098728344201007,0.040720475648745,0.4125404350312515,0.611676846871163,0.0003400713783845,sgx_5b2934dc7851c26f16,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,3))",trade_count;trade_high,False,14.489328642912396
a7ffcore11e_39a12c5e1a821ba4d7,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,4,2,3,0.0054003513172067,0.2615392809120639,0.6216561192437898,0.6709711526754412,-6.060967810789838e-05,sgx_82045e2195a1a4a52e,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,3))",trade_count;trade_low,False,14.487473379753698
a7ffcore11e_927921c104d8413250,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,4,2,3,0.0046905826983644,0.1981527154797455,0.3688490247203926,0.5657416546287839,-0.1269481399302114,sgx_9daeb62d0a7576ea4a,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_last,4),24)),2)),Delta(open_interest_last,6))",open_interest_last;taker_buy_quote_volume,False,13.725356260154124
a7ffcore11e_557114329870cf4f2d,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,8,2,4,0.0144266850757726,0.0144266850757726,0.3228183053986088,0.5556569714868899,0.00017337701962460002,sgx_e6b886a4f663cdcae2,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),2)),Delta(trade_count,32))",trade_count;trade_high,False,13.642897090718234
a7ffcore11e_40f891be37b850af13,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,4,2,3,0.0059357153326053,0.1905236900365285,0.3993670738676485,0.6674748323063198,0.09985370119063644,sgx_f54e63f04f5fcd9e55,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,48))",trade_count;trade_high,False,13.511739652995272
a7ffcore11e_11882b391b74beae55,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,7,2,4,0.0194351446713061,0.0194351446713061,0.1985064751767487,0.6182027442718611,0.0001897014118997,sgx_65999d840e67f37a0e,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,32))",trade_count;trade_high,False,13.491689943072625
a7ffcore11e_2414f8e2f51a8e9e85,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,7,2,4,0.0173290852888569,0.0173290852888569,0.205876562467889,0.4999404420250187,0.0001844279609101,sgx_d90ec5c0e408805818,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),4)),Delta(trade_count,32))",trade_count;trade_high,False,13.43482858084136
a7ffcore11e_a8d20b6bdd9fb53e86,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,4,3,3,0.044484485035908,0.0868757242744581,0.5492273336606582,0.6594868639652065,-8.832462093989999e-05,sgx_71059c4607df6a947f,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2)),Delta(mark_index_basis_bps,72))",mark_index_basis_bps;taker_buy_quote_volume,False,13.139059818167846
a7ffcore11e_01b7a408bae766f6b9,open_interest_like,single,seed_field_mul_delta,5,3,3,0.010479410389978,0.0456033415031406,0.4520624282623037,0.6549780814053152,-0.0001467840083631,sgx_a9275b60132863bf8e,"Mul(ZScore(Mean(open_interest_change_24h,3)),Delta(open_interest_change_24h,12))",open_interest_change_24h,False,13.007941973538205
a7ffcore11e_1aec87731a157bc5be,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,4,3,2,0.0069170088235982,0.1422214356698059,0.4183843817825277,0.626551326310554,-0.00019151437343475,sgx_e5e5d799da6cc496d5,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),3)),Delta(trade_count,6))",trade_count;trade_low,False,13.007659949831062
a7ffcore11e_6d0ecabcabd36f16e1,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,4,2,3,0.0056510706971643,0.1435429966799427,0.3168829661642073,0.6356199267244068,-0.037171773854076,sgx_c62064d28a20bc00be,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_last,4),24)),2)),Delta(open_interest_last,12))",open_interest_last;taker_buy_quote_volume,False,12.73709400127044
a7ffcore11e_3da94ac56d8fd1b291,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,3,3,2,0.0086635815022976,0.1469443525474926,0.4391095611806612,0.684085636769748,-0.0005147890972613,sgx_f1f2c7832b00d1d330,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,32))",trade_count;trade_low,False,12.56066792858853
a7ffcore11e_117db61a4c24d455a6,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,3,3,2,0.0101499540321828,0.1283682401261909,0.3104009983157864,0.3202689786518716,-0.000221787549004,sgx_064bd5a3bd94be4e35,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,8)))),2)),Delta(trade_count,32))",trade_count;trade_high,False,12.446562805892247
a7ffcore11e_649733921153c9d703,liquidity_like,single,seed_field_mul_delta,1,1,1,0.0020290571981665,0.364961297196941,0.6831402032687296,0.6831402032687296,-0.364961297196941,sgx_28fca3f2e1ece3bdaa,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,8))",trade_volume,True,12.432945537401359
a7ffcore11e_08612111456ef74614,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,3,3,3,0.0062953157319649,0.0645173415710785,0.4379762221465282,0.5000709969432,-0.0001955223419907,sgx_e5305d582e8e987620,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),2)),Delta(trade_count,3))",trade_count;trade_high,False,12.414394387128514
a7ffcore11e_e1c2883b278209d9b5,liquidity_like,single,seed_field_mul_delta,1,1,1,0.002071150976158,0.3667773789498854,0.7304990169221981,0.7304990169221981,-0.3667773789498854,sgx_0c5bf250ce6fb83226,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,8))",trade_volume,True,12.374549545153313
a7ffcore11e_5c55acbd5042b16e79,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,3,2,3,0.006808929266321,0.1511755033795956,0.4216828090147848,0.5176994778544576,-0.0345230979466547,sgx_701be48241f5e90c11,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24)),3)),Delta(open_interest_mean,6))",open_interest_mean;taker_buy_quote_volume,False,12.180144449562343
a7ffcore11e_9f7d56ec455eafc3b3,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,1,1,1,0.0011463099531211,0.3244153328035333,0.4226632305057762,0.4226632305057762,-0.3244153328035333,sgx_d9a84904d10940636d,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2)),Delta(mark_index_basis_bps,8))",mark_index_basis_bps;taker_buy_quote_volume,True,12.142980195059113
a7ffcore11e_301ad66263f3276961,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,5,2,4,0.0161293086540685,0.0161293086540685,0.3607152882451414,0.5788379730932485,1.426062909684313e-05,sgx_9fce670c92ae44ba44,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,8))",trade_count;trade_high,False,12.101155596591088
a7ffcore11e_64a42c6a53db48773f,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,4,3,2,0.0118595091550387,0.0905747939504516,0.3601536212023872,0.45163480180985727,-0.010585882718465509,sgx_ebc1d074c307ead600,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24)),2)),Delta(open_interest_mean,16))",open_interest_mean;taker_buy_quote_volume,False,12.091188636604258
a7ffcore11e_553515a1d566ce712b,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,3,3,2,0.0104152745838647,0.1088994200887053,0.3038808058679588,0.6495401313031911,-0.0001808278943147,sgx_5d81018a7697c49223,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),4)),Delta(trade_count,72))",trade_count;trade_high,False,12.07022679003819
a7ffcore11e_c21abf533e137c4adb,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,6,2,3,0.0535246867092134,0.0535246867092134,0.2598253641580449,0.41878626779956346,-0.0002994753710926,sgx_3c1471b0d42deb58d9,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,6))",mark_index_basis_bps;taker_buy_quote_volume,False,12.050843005868177
a7ffcore11e_b22e934b8b01b76133,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,6,2,3,0.0499790037165038,0.0499790037165038,0.2270860538029096,0.3938495416841593,-0.0002845986239714,sgx_3deb2d4567f406c3b3,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),4)),Delta(mark_index_basis_bps,6))",mark_index_basis_bps;taker_buy_quote_volume,False,12.045407966724257
a7ffcore11e_e75225abf06a144055,liquidity_like,single,seed_field_mul_delta,1,1,1,0.0019992688112449,0.3488167081884513,0.7346321118721786,0.7346321118721786,-0.3488167081884513,sgx_c04ccceba7b7766b49,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,8))",trade_volume,True,12.007069940024667
a7ffcore11e_1ca2fdf47a1754478f,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,3,2,3,0.0061957863657537,0.0061957863657537,0.4769884819064131,0.4978035579858323,-0.0001480135956915,sgx_245a58f7ce977f79d8,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),2)),Delta(trade_count,2))",trade_count;trade_high,True,11.669938763502248
a7ffcore11e_75b0b94e2607e97c77,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,3,3,2,0.0108943190987668,0.0977683220519721,0.4078721304391147,0.5319052690620898,-0.000563968272483,sgx_79743dd3aa90285aa8,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24)),2)),Delta(open_interest_mean,96))",open_interest_mean;taker_buy_quote_volume,False,11.639622180161211
a7ffcore11e_3a24520d5c00abc2a3,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,5,3,2,0.0097357925545906,0.0396357910415961,0.3838161232496818,0.606786519623422,0.0007196485591347,sgx_ac752b1cb86017b252,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),4)),Delta(global_long_short_account_ratio_mean,24))",global_long_short_account_ratio_mean;open_interest_last,False,11.525083574332559
a7ffcore11e_5ba23f43a8b1fe6632,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,6,2,3,0.0424770735526936,0.0424770735526936,0.4336467235530571,0.5249576286127773,0.00014506201504576075,sgx_16acb619e04bbb247b,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),4)),Delta(mark_index_basis_bps,4))",mark_index_basis_bps;taker_buy_quote_volume,False,11.482248023947758
a7ffcore11e_7f4ddd6ba1891e3a2c,liquidity_like,single,seed_field_mul_delta,3,2,3,0.0124193100539067,0.1093366270246046,0.3816577689764729,0.5251102092242327,-0.001849230546808,sgx_90ef35bd370bf56c29,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,16))",trade_volume,False,11.423417002539145
a7ffcore11e_0dd21d80949fec5fb7,liquidity_like,single,seed_field_mul_delta,3,2,3,0.0124414884001383,0.1081345182230059,0.3791012956707527,0.5195988833041247,-0.0019487418827797,sgx_6d38c3f41175d91973,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,16))",trade_volume,False,11.404487773118614
a7ffcore11e_123c59e7517b7ef3c6,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,5,2,3,0.0526015623299985,0.0526015623299985,0.3354163528644105,0.4398977257325818,-0.0003897844412386,sgx_31928ce583ba1db258,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2)),Delta(mark_index_basis_bps,6))",mark_index_basis_bps;taker_buy_quote_volume,False,11.38119854087115
a7ffcore11e_7036d028e1478c3480,liquidity_like,single,seed_field_mul_delta,3,2,3,0.0124688443956682,0.1035265044708179,0.3781119353763701,0.605860754621168,-0.0017157231558971,sgx_87fa9f70a8fc2edbe9,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,16))",trade_volume,False,11.314306218663619
a7ffcore11e_3133e9ebd2783af2e9,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,5,3,2,0.0066478072318998,0.0151478671268488,0.2453555602813596,0.6528870104001843,0.0001700424826774,sgx_a0575a87429fe53ff5,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,48))",trade_count;trade_high,False,11.312246221974256
a7ffcore11e_0dc6c3e8b869e22675,liquidity_like,single,seed_field_rank_spread,1,1,1,0.0253648732830968,0.2554192507265264,0.2066673797987886,0.2066673797987886,0.2554192507265264,sgx_b92c399568e84347d5,"Sub(TSRank(Mean(trade_volume,4),2),TSRank(trade_volume,2))",trade_volume,True,11.195050254932951
a7ffcore11e_0e0f0e07398f95176c,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,5,2,3,0.0465748680968588,0.0465748680968588,0.4339637322084959,0.5100930863297866,-7.34569070431155e-05,sgx_5025e56f93f0c5fd74,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,4))",mark_index_basis_bps;taker_buy_quote_volume,False,11.063569897520184
a7ffcore11e_2589c8bd01327ba35c,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,6,2,3,0.0131061423269913,0.0131061423269913,0.3880190612136893,0.6777609757844534,0.00020843868279245,sgx_81743b7bfce3a03c8a,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),3)),Delta(open_interest_last,48))",open_interest_last;top_long_short_account_ratio_last,False,10.986084724112448
a7ffcore11e_cfcfbc2592d847facd,liquidity_like,single,seed_field_mul_delta,5,2,3,0.0183586681932651,0.0183586681932651,0.2168543848021346,0.4153749416416809,-0.0001226789166128,sgx_def5be8772255d3598,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,24))",trade_volume,False,10.933464594261032
a7ffcore11e_94fc8621dfeb133185,liquidity_like,single,seed_field_mul_delta,5,2,3,0.0180613177131051,0.0180613177131051,0.2254105922137263,0.4268197377713871,-6.712801783375212e-05,sgx_34c36cb33fc007173c,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,24))",trade_volume,False,10.91040516983465
