candidate_id,semantic_bucket,motif_bucket,generation_mode,label_id,horizon,sample_rows,corr,spread,original_score,max_control_score,control_ratio,numeric_clue,wrong_lag_future_corr,wrong_lag_future_spread,wrong_lag_stale_corr,wrong_lag_stale_spread,time_shuffle_corr,time_shuffle_spread,symbol_shuffle_corr,symbol_shuffle_spread,same_family_placebo_corr,same_family_placebo_spread,sign_flip_diagnostic_corr,sign_flip_diagnostic_spread
a7ffcore11e_08873be32daaf18f8f,liquidity_like,single,seed_field_mul_delta,L1_cross_sectional_relative_return,4,167823,-0.011375582972091342,0.0002318336107646474,0.011375582972091342,0.003340589301971286,0.29366313007140205,True,0.003340589301971286,-0.0017491833070222475,0.0013800972942272804,0.00047750754414908805,0.00210427765934286,-0.0003964396014112092,-0.0008421501667359183,-0.00011762422704194534,0.002865469471557704,0.0003557124878719202,0.011375582972091342,-0.0002318336107646474
a7ffcore11e_08873be32daaf18f8f,liquidity_like,single,seed_field_mul_delta,L1_cross_sectional_relative_return,8,167823,-0.010757426819238263,0.00038234356197133096,0.010757426819238263,0.002602202793037146,0.241898256596405,True,-0.002602202793037146,-0.001532440237667477,0.0010021860845550617,0.0006295465694823322,0.00016320260830071128,-0.0002761800195607855,-0.0007805309261667734,-0.0004446058002167665,0.0013885822954445295,0.0005124031338784222,0.010757426819238263,-0.00038234356197133096
a7ffcore11e_08873be32daaf18f8f,liquidity_like,single,seed_field_mul_delta,L1_cross_sectional_relative_return,24,167823,-0.007735175889152571,0.0018751294467297026,0.007735175889152571,0.005571068045842041,0.720225128125998,True,-0.005571068045842041,3.404022664901888e-05,0.00036116631619373304,0.0005242372929824034,-0.0024269000092165035,-0.0003596012747904156,-0.001285620798331684,-0.001550791477579847,-0.0013991070055692433,0.00031015366138808576,0.007735175889152571,-0.0018751294467297026
a7ffcore11e_0dd21d80949fec5fb7,liquidity_like,single,seed_field_mul_delta,L1_cross_sectional_relative_return,8,168439,-0.012441488400138341,-0.0012323171276077106,0.012441488400138341,0.004716584372565085,0.3791012956707527,True,0.0020138473610915083,-0.002705156506272592,0.004716584372565085,0.00046342592144350033,2.273918529538238e-05,-0.00039156484034687553,-0.0020621460347921864,-0.000394054291413265,0.0011157907467383963,-5.918183461345773e-05,0.012441488400138341,0.0012323171276077106
a7ffcore11e_0dd21d80949fec5fb7,liquidity_like,single,seed_field_mul_delta,L1_cross_sectional_relative_return,24,168439,-0.007380829950140448,-0.001948741882779779,0.007380829950140448,0.0038350709999506157,0.5195988833041247,True,-0.0004927360477947016,-0.0029532901362629605,0.0038350709999506157,3.510758702348507e-05,-0.0011514162085143097,3.5648628389236176e-05,-0.001602225283234884,-0.0010359578297085828,0.0014104762975644025,-0.00037721863416044526,0.007380829950140448,0.001948741882779779
a7ffcore11e_0dd21d80949fec5fb7,liquidity_like,single,seed_field_mul_delta,L5_vol_adjusted_return,1,160953,0.009909118093554636,-0.10813451822300599,0.10813451822300599,0.08137568501714502,0.7525412454265882,True,0.025164550591139118,-0.08137568501714502,0.002444905519669916,0.028635204597464978,6.339937607587824e-05,0.02392215462815235,0.0003497740964142659,0.005123056741695348,0.0018844058234219743,0.01578546890404026,-0.009909118093554636,0.10813451822300599
a7ffcore11e_182f68b6ba2a032d4a,liquidity_like,single,seed_field_mul_delta,L1_cross_sectional_relative_return,4,167823,-0.011421681697895524,0.0003202419601175699,0.011421681697895524,0.0031934411718178607,0.27959465657375665,True,0.0031934411718178607,-0.001789032412447587,0.0013682641345252055,0.0005780936354973033,0.002082914508110432,-0.0005486623724444645,0.00234019847102026,0.00037664906338707896,-0.002374922157147001,-0.0006739061553321303,0.011421681697895524,-0.0003202419601175699
a7ffcore11e_182f68b6ba2a032d4a,liquidity_like,single,seed_field_mul_delta,L1_cross_sectional_relative_return,8,167823,-0.010615087352736727,0.000419877492133226,0.010615087352736727,0.0025384714029636404,0.23913806063114354,True,-0.0025384714029636404,-0.0015466811365741303,0.0010192613442613237,0.0007886627911729716,0.00016465683560855262,-0.00043662110292269645,0.00178516188201873,0.0007323189706268159,0.002516278849941105,-0.0004889677778676963,0.010615087352736727,-0.000419877492133226
a7ffcore11e_182f68b6ba2a032d4a,liquidity_like,single,seed_field_mul_delta,L1_cross_sectional_relative_return,24,167823,-0.007650975885365691,0.0016272936389681776,0.007650975885365691,0.005508738758930456,0.7200047211581502,True,-0.005508738758930456,0.0001231482696903674,0.00038081884660072187,0.0005911343118975995,-0.0024135374736523585,-0.000540296803029542,5.6290035284779e-05,0.00043882517966871415,-0.00016534925625735363,-0.0011540780239920278,0.007650975885365691,-0.0016272936389681776
a7ffcore11e_1c0ea6a158e2272181,liquidity_like,single,seed_field_mul_delta,L1_cross_sectional_relative_return,8,168316,-0.009669267027253254,-0.00043803693059078286,0.009669267027253254,0.0046886346842738525,0.484900734570545,True,-0.00042635611599849084,-0.0017822384638431607,-0.004138393666495694,0.0009444789601710922,0.0005047202591289225,0.00027359473168270005,-0.0032850270592547533,-0.00035864105788794285,0.0046886346842738525,0.000770183936431602,0.009669267027253254,0.00043803693059078286
a7ffcore11e_1c0ea6a158e2272181,liquidity_like,single,seed_field_mul_delta,L1_cross_sectional_relative_return,24,168316,-0.007633262471466236,8.986233158502752e-05,0.007633262471466236,0.004133096070556648,0.5414586601740085,True,-0.004133096070556648,-0.0015055229509036206,0.0006788120211153991,0.0002687171742438931,-0.002398175947500287,0.0008021480940750117,-0.0037956417607262257,-0.0009595672966480546,0.000502873155934317,0.00018042286657828072,0.007633262471466236,-8.986233158502752e-05
a7ffcore11e_1c294ee13a07d9e36a,liquidity_like,single,seed_field_mul_delta,L1_cross_sectional_relative_return,4,168383,-0.017732192126138167,-4.5817242572589265e-05,0.017732192126138167,0.011856951425164686,0.6686681116931351,True,0.011856951425164686,-0.0017722252665595864,0.0004436628466002823,0.0003799568919892664,0.0018586431437254262,8.087827777243523e-05,0.003938980095473849,-0.0003577325773753868,0.00047654596616418765,0.000200541368133304,0.017732192126138167,4.5817242572589265e-05
a7ffcore11e_1c294ee13a07d9e36a,liquidity_like,single,seed_field_mul_delta,L1_cross_sectional_relative_return,8,168383,-0.016263521515501263,-0.0003635130195212444,0.016263521515501263,0.003974764665558702,0.24439754094894098,True,-0.00018076845045942707,-0.0022333382659098875,0.003974764665558702,0.000413276469150137,7.214268395506967e-05,5.4800163592415036e-05,-0.0005254612771276449,-0.0006073979246379387,-0.0007309014342851107,-2.0105771014333377e-05,0.016263521515501263,0.0003635130195212444
a7ffcore11e_1c294ee13a07d9e36a,liquidity_like,single,seed_field_mul_delta,L1_cross_sectional_relative_return,24,168383,-0.01347294904886531,0.0009649255052417967,0.01347294904886531,0.0031550094960485255,0.23417363819944378,True,-0.0031550094960485255,-0.0009556334136528958,0.0002535529780385202,0.0004179176432848519,-0.003026038336190746,0.0003757811754730023,0.0002877796603990813,0.00015315311071591734,0.0018828202359560734,0.0002388847904494938,0.01347294904886531,-0.0009649255052417967
a7ffcore11e_1c294ee13a07d9e36a,liquidity_like,single,seed_field_mul_delta,L3_liquidity_tier_relative_return,8,161411,-0.010926961136294404,-0.000394526648046969,0.010926961136294404,0.007880901541249721,0.7212345173511183,True,0.007880901541249721,-0.0020887478783951268,0.0002799408971865903,0.0005915569601057888,1.835483484112036e-05,5.904399474717401e-06,-0.000498267347949846,-0.0006382456189313123,-0.000401582781071892,5.355891685656744e-05,0.010926961136294404,0.000394526648046969
a7ffcore11e_1c294ee13a07d9e36a,liquidity_like,single,seed_field_mul_delta,L3_liquidity_tier_relative_return,24,161411,-0.008857252908537188,0.0008676690049445481,0.008857252908537188,0.003888977164784279,0.4390726114454555,True,0.003223814069902002,-0.0009333000816090244,-0.002084834561870981,0.0007840973214604456,-0.003888977164784279,0.00029704057152585674,0.00023075653375345827,0.0001088221728257262,0.0020621958003898848,0.00033264461145304206,0.008857252908537188,-0.0008676690049445481
