candidate_id,semantic_bucket,motif_bucket,clue_rows,label_count,horizon_count,best_abs_corr,best_original_score,min_control_ratio,preflight_rank,root_subgraph_id,expression,raw_inputs,candidate_roles,semantic_pairs,motifs,formula_gen_gate,gate_mode,gate_allowed,uses_may,ordinary_alpha_allowed,authorizes_replay,authorizes_search,materialization_status,missing_field_count,label_or_may_token,non_null_ratio,active_ratio,std,clue_rows_from_detail,clue_label_count,clue_horizon_count,min_detail_control_ratio,max_abs_detail_corr,best_detail_score,packet_ready
a7ffcore5_fdc24ebd7772041b83,open_interest_like|price_like,mean_reversion_gate,6,3,3,0.0083905479193651,0.4219122682496605,0.4909868407198404,11,sg_07d7e04a8c21c3fb,"Mul(Neg(ZScore(Delta(open_interest_last,8))),Sign(trade_return_24h))",open_interest_last;trade_return_24h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.954115,0.950762,0.9891865962,6,3,3,0.4909868407198404,0.0083905479193651,0.4219122682496605,True
a7ffcore5_e8b09c1c628442bb96,liquidity_like|volatility_like,safe_div_abs,6,3,3,0.0033904675284135,0.1703323529236546,0.516391659843859,12,sg_5440c170f9bc1566,"SafeDiv(trade_count,Abs(ZScore(Mean(trade_high,8))))",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,safe_div_abs,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.999427,0.998787,401171040.80535465,6,3,3,0.516391659843859,0.0033904675284135,0.1703323529236546,True
a7ffcore5_c5ecfea1d2af189266,open_interest_like|price_like,mean_reversion_gate,6,3,3,0.0070279099971703,0.6974343466508008,0.5567633692111014,13,sg_1daf724ee18d296c,"Mul(Neg(ZScore(Delta(open_interest_last,24))),Sign(Delta(trade_close,24)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.997025,0.993464,0.9897897506,6,3,3,0.5567633692111014,0.0070279099971703,0.6974343466508008,True
a7ffcore5_f12228440913b31bb1,liquidity_like|volatility_like,liquidity_shock,6,2,4,0.0058414805624981,0.0058414805624981,0.5786489106087191,14,sg_54a86d91fa0e9aac,"Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8))))",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.99656,0.995991,73326.5244350399,6,2,4,0.5786489106087191,0.0058414805624981,0.0058414805624981,True
a7ffcore5_e49456a170f19eb240,liquidity_like|volatility_like,liquidity_shock,6,2,3,0.0084988330728883,0.0084988330728883,0.239752650253877,15,sg_37b2e0fe97983e42,"Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,4))))",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.997994,0.997994,2.0295791897,6,2,3,0.239752650253877,0.0084988330728883,0.0084988330728883,True
a7ffcore5_4a1f7c7ea34e49f970,liquidity_like|volatility_like,liquidity_shock,6,2,3,0.009658269749572,0.009658269749572,0.2862324011615796,16,sg_b3c0b7cf47c7e04a,"Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_high,4))))",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.99656,0.99656,1.4905170822,6,2,3,0.2862324011615796,0.009658269749572,0.009658269749572,True
a7ffcore5_0d36019628d9445207,liquidity_like|volatility_like,safe_div_abs,6,2,3,0.0101760357187751,0.0101760357187751,0.2939244402031717,17,sg_13b16893097df297,"SafeDiv(Mean(trade_count,24),Abs(Delta(age_x_volatility,8)))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,safe_div_abs,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.952378,0.952378,76740252172.97705,6,2,3,0.2939244402031717,0.0101760357187751,0.0101760357187751,True
a7ffcore5_0460706c8101b16f2f,liquidity_like|volatility_like,liquidity_shock,6,2,3,0.0093236738745036,0.0093236738745036,0.3373761991136754,18,sg_c97ffc30de4e2834,"Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_high,4))))",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.997994,0.997331,120749.2975300962,6,2,3,0.3373761991136754,0.0093236738745036,0.0093236738745036,True
a7ffcore5_6f285061a4d5fa2922,liquidity_like|volatility_like,liquidity_shock,6,2,3,0.0088007880725204,0.0088007880725204,0.3443975364085868,19,sg_c609645831a12210,"Mul(Delta(ZScore(Mean(trade_count,8)),24),Abs(ZScore(Delta(trade_low,24))))",trade_count;trade_low,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.997707,0.997707,1.8711289812,6,2,3,0.3443975364085868,0.0088007880725204,0.0088007880725204,True
a7ffcore5_11903004dcea88bab8,liquidity_like|volatility_like,liquidity_shock,6,2,3,0.0069309799032963,0.0069309799032963,0.3573961911545207,20,sg_6bf2535e92572822,"Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,8))))",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.997994,0.997994,2.0252051163,6,2,3,0.3573961911545207,0.0069309799032963,0.0069309799032963,True
a7ffcore5_134c181d2d0d0a7a0d,liquidity_like|volatility_like,liquidity_shock,6,2,3,0.0068801074422032,0.0068801074422032,0.3743228694359157,21,sg_a3166a50f2ce5926,"Mul(Delta(ZScore(Mean(trade_count,8)),24),Abs(ZScore(Delta(trade_high,8))))",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.997707,0.997707,1.8610835624,6,2,3,0.3743228694359157,0.0068801074422032,0.0068801074422032,True
a7ffcore5_056264aa1859f3ac7b,liquidity_like|volatility_like,liquidity_shock,6,2,3,0.0072177761297734,0.0072177761297734,0.3983264376632149,22,sg_236b5f76f268b79c,"Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4))))",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.99656,0.995991,73274.1296031039,6,2,3,0.3983264376632149,0.0072177761297734,0.0072177761297734,True
a7ffcore5_347cfd7114f3a1ae41,liquidity_like|volatility_like,liquidity_shock,6,2,3,0.0071799044697795,0.0071799044697795,0.4532172906393606,23,sg_faa3cac64daaf94a,"Mul(Delta(Mean(trade_count,8),24),Abs(ZScore(Delta(trade_high,8))))",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.997707,0.997096,102345.1000729077,6,2,3,0.4532172906393606,0.0071799044697795,0.0071799044697795,True
a7ffcore5_155172eb90a4ffee4e,liquidity_like|volatility_like,liquidity_shock,6,2,3,0.0092243030426367,0.0092243030426367,0.4987331406349438,24,sg_bb43985e01d27de6,"Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24))))",trade_count;trade_low,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.997994,0.997331,120831.711174353,6,2,3,0.4987331406349438,0.0092243030426367,0.0092243030426367,True
a7ffcore5_74192e756c0281059e,liquidity_like|volatility_like,safe_div_abs,5,3,3,0.006736636000491,0.2176099396182628,0.2507369576413195,25,sg_1ebd94f96dda6fa9,"SafeDiv(trade_count,Abs(ZScore(Mean(trade_low,4))))",trade_count;trade_low,role_mixed_allowed,liquidity_like|volatility_like,safe_div_abs,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.999713,0.999068,106089669.5844264,5,3,3,0.2507369576413195,0.006736636000491,0.2176099396182628,True
a7ffcore5_7f1edcbee2c722cdf1,liquidity_like|volatility_like,safe_div_abs,5,3,3,0.0088835367028045,0.0841855343073199,0.2584689471362035,26,sg_e71f77642a8faa3c,"SafeDiv(trade_count,Abs(Delta(age_x_volatility,8)))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,safe_div_abs,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.952378,0.952344,51318137844.30346,5,3,3,0.2584689471362035,0.0088835367028045,0.0841855343073199,True
a7ffcore5_c3c0979a0680ff0e0b,liquidity_like|volatility_like,safe_div_abs,5,3,3,0.0050381334823799,0.1477961521991742,0.4105838502034789,27,sg_97a10bbff8f2702f,"SafeDiv(Mean(trade_count,4),Abs(Delta(realized_vol_168h,4)))",realized_vol_168h;trade_count,role_mixed_allowed,liquidity_like|volatility_like,safe_div_abs,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.952623,0.952623,1071134002278.1729,5,3,3,0.4105838502034789,0.0050381334823799,0.1477961521991742,True
a7ffcore5_bfdcfe65197b45a109,liquidity_like|volatility_like,safe_div_abs,5,3,3,0.0049154555181129,0.1292482073281524,0.4868491451416151,28,sg_533e6275c6d2814c,"SafeDiv(trade_count,Abs(Delta(realized_vol_168h,4)))",realized_vol_168h;trade_count,role_mixed_allowed,liquidity_like|volatility_like,safe_div_abs,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.952623,0.952588,1284056209884.191,5,3,3,0.4868491451416151,0.0049154555181129,0.1292482073281524,True
a7ffcore5_b39e253ad9a5084d9a,taker_flow_like|open_interest_like,flow_x_leverage,5,2,4,0.0168126520859192,0.0168126520859192,0.3689904158610574,29,sg_6e778d2560c95f54,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Delta(Delta(open_interest_last,4),24))",open_interest_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.996521,0.99652,399021158.97109455,5,2,4,0.3689904158610574,0.0168126520859192,0.0168126520859192,True
a7ffcore5_2545209b43e8b162b7,taker_flow_like|open_interest_like,flow_x_leverage,5,2,3,0.0152396906245097,0.0152396906245097,0.2547191784576678,30,sg_ba7aabe0bc548b37,"Mul(ZScore(taker_buy_quote_volume),Delta(Delta(open_interest_last,4),24))",open_interest_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.996487,0.996486,466699686.4498407,5,2,3,0.2547191784576678,0.0152396906245097,0.0152396906245097,True
a7ffcore5_25b2704821ce1d532b,taker_flow_like|basis_premium_like,gated_sign,5,2,3,0.0074704494606035,0.0074704494606035,0.3570020067350471,31,sg_2306604e22ef60e4,"Mul(Delta(taker_buy_quote_volume,8),Sign(mark_index_basis_bps))",mark_index_basis_bps;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.997631,0.984467,32981927.170297693,5,2,3,0.3570020067350471,0.0074704494606035,0.0074704494606035,True
a7ffcore5_a3af6b68eb21e4cf8a,open_interest_like|price_like,mean_reversion_gate,5,2,3,0.0071903039922973,0.0071903039922973,0.3572969334880905,32,sg_ef381a61895664e0,"Mul(Neg(ZScore(Delta(open_interest_mean,8))),Sign(Delta(trade_close,24)))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.99711,0.993549,0.9893243809,5,2,3,0.3572969334880905,0.0071903039922973,0.0071903039922973,True
a7ffcore5_f705fad1a710ad28f0,taker_flow_like,single,4,3,3,0.0058362389303321,0.394925338434581,0.5897223599553452,33,sg_5354a2a056ccb156,"Mean(taker_buy_sell_volume_ratio_last,4)",taker_buy_sell_volume_ratio_last,exploratory_signal_probe,taker_flow_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.998804,0.998803,519.8603841175,4,3,3,0.5897223599553452,0.0058362389303321,0.394925338434581,True
a7ffcore5_1caefe1090deb89fed,open_interest_like|price_like,mean_reversion_gate,4,3,2,0.0031991207963981,0.2856107458974497,0.4979269270187556,34,sg_e40eea05dfb24036,"Mul(Neg(ZScore(Delta(open_interest_last,8))),Sign(Mean(trade_close,4)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.998236,0.998236,0.9984855203,4,3,2,0.4979269270187556,0.0031991207963981,0.2856107458974497,True
a7ffcore5_1366945af1d14e8e7b,open_interest_like|price_like,mean_reversion_gate,4,3,2,0.0031991207963981,0.2856107458974497,0.5120874624278294,35,sg_e81a62a8148494a8,"Mul(Neg(ZScore(Delta(open_interest_last,8))),Sign(trade_close))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.998236,0.998236,0.9984855203,4,3,2,0.5120874624278294,0.0031991207963981,0.2856107458974497,True
a7ffcore5_63939f40a439f34abb,taker_flow_like|open_interest_like,flow_x_leverage,4,2,3,0.0164626661797098,0.0164626661797098,0.3063889559192614,36,sg_08bc418028b5f398,"Mul(ZScore(taker_buy_quote_volume),Delta(Delta(open_interest_last,8),24))",open_interest_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.995983,0.995983,608498337.914784,4,2,3,0.3063889559192614,0.0164626661797098,0.0164626661797098,True
a7ffcore5_1f43d8b7466f67685b,taker_flow_like|open_interest_like,flow_x_leverage,4,2,3,0.0172684907198786,0.0172684907198786,0.4341505953331633,37,sg_86f04fe29f41a099,"Mul(ZScore(Mean(taker_buy_quote_volume,8)),Delta(Delta(open_interest_last,4),24))",open_interest_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.996521,0.99652,288531746.32639086,4,2,3,0.4341505953331633,0.0172684907198786,0.0172684907198786,True
a7ffcore5_7bbbc611697574863a,open_interest_like|price_like,mean_reversion_gate,4,2,2,0.0091823453677151,0.0091823453677151,0.3854870143195407,38,sg_53b0eb3c45987f95,"Mul(Neg(ZScore(open_interest_last)),Sign(Delta(trade_return_1h,24)))",open_interest_last;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.997127,0.995334,0.9825963727,4,2,2,0.3854870143195407,0.0091823453677151,0.0091823453677151,True
a7ffcore5_3d1036bce80ff6e4e8,taker_flow_like|open_interest_like,flow_x_leverage,3,3,3,0.0100537620690101,0.0274714680233756,0.3304622297760989,39,sg_2a293282e1fde8e5,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Delta(Delta(open_interest_last,24),24))",open_interest_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.995021,0.995021,774215617.7581699,3,3,3,0.3304622297760989,0.0100537620690101,0.0274714680233756,True
a7ffcore5_b594b57d1ee90136c4,volatility_like,single,3,3,2,0.0293408086985528,0.6357931301857476,0.5660958898744259,40,sg_51d15e6fd2e3ada2,"Delta(realized_vol_24h,4)",realized_vol_24h,exploratory_signal_probe,volatility_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.955786,0.955148,0.003367197,3,3,2,0.5660958898744259,0.0293408086985528,0.6357931301857476,True
a7ffcore5_74463938d5563b479a,taker_flow_like|open_interest_like,flow_x_leverage,3,2,3,0.0106457807587551,0.0106457807587551,0.1753512589892883,41,sg_7758bf84246f05f4,"Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24))",open_interest_mean;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.996521,0.996521,1010724179.8900266,3,2,3,0.1753512589892883,0.0106457807587551,0.0106457807587551,True
a7ffcore5_94147d9c33bfe08943,taker_flow_like,single,3,2,3,0.0059900536690326,0.5628592896318069,0.5469137817770081,42,sg_beb9726aaf883648,"Delta(taker_buy_volume,72)",taker_buy_volume,exploratory_signal_probe,taker_flow_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.994769,0.994246,2130491753.5050464,3,2,3,0.5469137817770081,0.0059900536690326,0.5628592896318069,True
a7ffcore5_cd7c08a204b1d4b10e,taker_flow_like|open_interest_like,flow_x_leverage,3,2,2,0.011415703029132,0.011415703029132,0.2170230987032408,43,sg_cd41f5878ba83e28,"Mul(ZScore(Mean(taker_buy_quote_volume,24)),Delta(Delta(open_interest_last,4),24))",open_interest_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.996521,0.99652,196817292.3432852,3,2,2,0.2170230987032408,0.011415703029132,0.011415703029132,True
a7ffcore5_1c5baae90be2044d1c,taker_flow_like|open_interest_like,flow_x_leverage,3,2,2,0.016245968294298,0.016245968294298,0.3204490323468938,44,sg_c8fb1074d22131d6,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24))",open_interest_mean;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.996521,0.996521,377608524.10610944,3,2,2,0.3204490323468938,0.016245968294298,0.016245968294298,True
a7ffcore5_6b18f6829a657421cc,open_interest_like|price_like,mean_reversion_gate,3,2,2,0.008959588592136,0.008959588592136,0.3497412843552176,45,sg_929baeffe8843d91,"Mul(Neg(ZScore(open_interest_mean)),Sign(Delta(trade_return_1h,24)))",open_interest_mean;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.997127,0.995334,0.9825985346,3,2,2,0.3497412843552176,0.008959588592136,0.008959588592136,True
a7ffcore5_93ba861b3b4f99be53,liquidity_like,single,3,2,2,0.0058195833140268,0.5973426053081765,0.378730542434872,46,sg_785dde49c7d4c9f8,"Delta(trade_volume,72)",trade_volume,exploratory_signal_probe,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.994769,0.994247,4333542697.871182,3,2,2,0.378730542434872,0.0058195833140268,0.5973426053081765,True
a7ffcore5_3bebbf951fb4027ab4,open_interest_like|price_like,mean_reversion_gate,3,2,2,0.0052473299292684,0.0052473299292684,0.5103428182086022,47,sg_17c21720867cf37a,"Mul(Neg(ZScore(Delta(open_interest_last,24))),Sign(Mean(trade_close,4)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.997025,0.997025,0.9984849803,3,2,2,0.5103428182086022,0.0052473299292684,0.0052473299292684,True
a7ffcore5_e7f5d8fab7b8470b71,open_interest_like|price_like,mean_reversion_gate,3,2,2,0.0074869887007635,0.0074869887007635,0.5611779528062011,48,sg_93bdc2e2201995ed,"Mul(Neg(ZScore(Delta(open_interest_mean,4))),Sign(trade_return_1h))",open_interest_mean;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.998561,0.978611,0.9548561993,3,2,2,0.5611779528062011,0.0074869887007635,0.0074869887007635,True
a7ffcore5_390ea2e8b9236b3198,open_interest_like|price_like,mean_reversion_gate,3,2,2,0.0052473299292684,0.0052473299292684,0.6072852515176023,49,sg_c4e37586ba31b239,"Mul(Neg(ZScore(Delta(open_interest_last,24))),Sign(Mean(trade_close,8)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.997025,0.997025,0.9984849803,3,2,2,0.6072852515176023,0.0052473299292684,0.0052473299292684,True
a7ffcore5_f687ee1e9ed95c3b67,open_interest_like|price_like,mean_reversion_gate,3,2,2,0.0052473299292684,0.0052473299292684,0.6072852515176023,50,sg_bbf47d596fbc3709,"Mul(Neg(ZScore(Delta(open_interest_last,24))),Sign(Mean(trade_close,24)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.997025,0.997025,0.9984849803,3,2,2,0.6072852515176023,0.0052473299292684,0.0052473299292684,True
