motif,rows,unique_blueprints,mechanism_keep_probe,control_polluted_near_miss,recent_only_artifact,stress_fragile_artifact,control_dom_rate,lag_stale_dom_rate,shuffle_dom_rate,oos_floor_clean_rate,stress_floor_clean_rate,median_recent_sortino,median_min_oos_floor_sortino,median_stress_floor_sortino,median_prefilter_survival_score,prefilter_decision
safe_div_abs,504,126,0,8,197,28,0.9265873015873016,0.8988095238095238,0.6944444444444444,0.07142857142857142,0.30753968253968256,-0.39455742653637194,-6.016574118516727,-1.6488558314376758,2.0,REDESIGN_NOT_REWARD_AS_IS
spread_rank,272,68,0,2,120,4,0.8602941176470589,0.8198529411764706,0.7389705882352942,0.022058823529411766,0.31985294117647056,-0.5501427853369447,-7.0821657159512466,-3.620936534106647,3.0,REDESIGN_NOT_REWARD_AS_IS
state_conditioned_rank_mul,4,1,0,0,0,0,1.0,1.0,1.0,0.0,1.0,-1.4019821405071113,-5.901523679517525,5.516073061201439,3.0,LOW_PRIORITY_OR_INSUFFICIENT_EVIDENCE
smooth_mul,176,44,0,0,60,4,0.8863636363636364,0.8522727272727273,0.7670454545454546,0.022727272727272728,0.25,-2.123272528937422,-9.39182156679503,-5.563694877173594,2.0,HARD_BLOCK_CONTROL_STALE_PATTERN
signed_rank_gate,144,36,0,0,65,3,0.9305555555555556,0.9027777777777778,0.7638888888888888,0.020833333333333332,0.22916666666666666,-0.1166326704303263,-7.901855098522322,-5.225583360315939,2.0,HARD_BLOCK_CONTROL_STALE_PATTERN
oi_flow_scaled_spread,32,8,0,0,12,0,0.90625,0.875,0.8125,0.0,0.0625,-1.0000604377194846,-10.077431340195842,-8.499659949917769,2.0,HARD_BLOCK_CONTROL_STALE_PATTERN
state_conditioned_signed,20,5,0,0,2,0,0.55,0.55,0.5,0.0,0.2,-3.738870162987604,-10.285471537799634,-10.04674322696887,2.0,LOW_PRIORITY_OR_INSUFFICIENT_EVIDENCE
