signal_name,field_family,source_column,direction,label_horizon,valid_rows,valid_row_share,n_dates,avg_n_obs,mean_ic,ic_tstat,positive_ic_rate,mean_decile_spread,decile_spread_tstat,positive_spread_rate
mark_basis_okx_contract_unit_minus_binance,basis,mark_basis_bps_okx_contract_unit_minus_binance,1.0,1h,22319,0.9988364287312598,102,216.6764705882353,0.025434749799706474,3.046546572718942,0.5882352941176471,0.00048598758647593423,1.0943861354295752,0.5784313725490197
mark_basis_okx_contract_unit_minus_binance,basis,mark_basis_bps_okx_contract_unit_minus_binance,1.0,4h,22319,0.9988364287312598,99,216.63636363636363,0.0214260358932446,2.4287766217371924,0.5959595959595959,0.0006791677595351937,1.0587775895118539,0.5252525252525253
mark_basis_okx_contract_unit_minus_binance,basis,mark_basis_bps_okx_contract_unit_minus_binance,1.0,12h,22319,0.9988364287312598,91,216.5164835164835,0.002981372212156266,0.28417230897418183,0.4945054945054945,0.0011905531207401275,1.1053089533911034,0.5054945054945055
mark_basis_binance_minus_okx_contract_unit,basis,mark_basis_bps_okx_contract_unit_minus_binance,-1.0,1h,22319,0.9988364287312598,102,216.6764705882353,-0.025434749799706474,-3.046546572718942,0.4117647058823529,-0.00048598758647593423,-1.0943861354295752,0.4215686274509804
mark_basis_binance_minus_okx_contract_unit,basis,mark_basis_bps_okx_contract_unit_minus_binance,-1.0,4h,22319,0.9988364287312598,99,216.63636363636363,-0.0214260358932446,-2.4287766217371924,0.40404040404040403,-0.0006791677595351937,-1.0587775895118539,0.47474747474747475
mark_basis_binance_minus_okx_contract_unit,basis,mark_basis_bps_okx_contract_unit_minus_binance,-1.0,12h,22319,0.9988364287312598,91,216.5164835164835,-0.002981372212156266,-0.28417230897418183,0.5054945054945055,-0.0011905531207401275,-1.1053089533911034,0.4945054945054945
index_spread_okx_contract_unit_minus_binance,index_spread,index_spread_bps_okx_contract_unit_minus_binance,1.0,1h,22313,0.9985679122846274,102,216.61764705882354,0.003375495255549468,0.5080012903710678,0.5392156862745098,0.00022528921884153028,0.5662668526317327,0.5588235294117647
index_spread_okx_contract_unit_minus_binance,index_spread,index_spread_bps_okx_contract_unit_minus_binance,1.0,4h,22313,0.9985679122846274,99,216.57575757575756,0.004082589254368284,0.5611595934445128,0.5252525252525253,0.00045240773668134754,0.702719958902394,0.5454545454545454
index_spread_okx_contract_unit_minus_binance,index_spread,index_spread_bps_okx_contract_unit_minus_binance,1.0,12h,22313,0.9985679122846274,91,216.45054945054946,-0.008915060181028422,-1.2010321269192428,0.42857142857142855,-0.00013505622124810552,-0.130801640852591,0.5494505494505495
index_spread_binance_minus_okx_contract_unit,index_spread,index_spread_bps_okx_contract_unit_minus_binance,-1.0,1h,22313,0.9985679122846274,102,216.61764705882354,-0.003375495255549468,-0.5080012903710678,0.46078431372549017,-0.00022528921884153028,-0.5662668526317327,0.4411764705882353
index_spread_binance_minus_okx_contract_unit,index_spread,index_spread_bps_okx_contract_unit_minus_binance,-1.0,4h,22313,0.9985679122846274,99,216.57575757575756,-0.004082589254368284,-0.5611595934445128,0.47474747474747475,-0.00045240773668134754,-0.702719958902394,0.45454545454545453
index_spread_binance_minus_okx_contract_unit,index_spread,index_spread_bps_okx_contract_unit_minus_binance,-1.0,12h,22313,0.9985679122846274,91,216.45054945054946,0.008915060181028422,1.2010321269192428,0.5714285714285714,0.00013505622124810552,0.130801640852591,0.45054945054945056
