symbol,rows,contract_unit_multiplier,price_scale_repair_applied,pre_mark_extreme_rows,post_mark_extreme_rows,pre_index_extreme_rows,post_index_extreme_rows,pre_mark_min,pre_mark_max,post_mark_min,post_mark_max,pre_index_min,pre_index_max,post_index_min,post_index_max
PROVEUSDT,102,1,False,0,0,0,0,-10.147780030800302,10.401899840917217,-10.147780030800302,10.401899840917217,-9.87550350287747,2.36501088720642,-9.87550350287747,2.36501088720642
PUMPUSDT,102,1,False,0,0,0,0,-16.4473684210531,3.3457902586464527,-16.4473684210531,3.3457902586464527,-16.525932130486698,12.881064834693312,-16.525932130486698,12.881064834693312
PYTHUSDT,102,1,False,0,0,0,0,-21.307771164199572,7.963368504879664,-21.307771164199572,7.963368504879664,-7.510373984183083,10.057810023786917,-7.510373984183083,10.057810023786917
QTUMUSDT,102,1,False,0,0,0,0,-12.028430836522608,15.375424992567499,-12.028430836522608,15.375424992567499,-11.047187271345793,23.274946734828106,-11.047187271345793,23.274946734828106
RECALLUSDT,102,1,False,0,0,0,0,-20.728949030878184,81.09630475543916,-20.728949030878184,81.09630475543916,-24.79441694827611,48.37095207106845,-24.79441694827611,48.37095207106845
RENDERUSDT,102,1,False,0,0,0,0,-13.746873605745558,3.160904753853888,-13.746873605745558,3.160904753853888,-8.041372492604282,2.765322160032113,-8.041372492604282,2.765322160032113
RESOLVUSDT,102,1,False,0,0,0,0,-10.29611630492977,27.246614521792,-10.29611630492977,27.246614521792,-20.297699594046257,22.37743269817516,-20.297699594046257,22.37743269817516
RIVERUSDT,102,1,False,0,0,0,0,-11.637299391049627,21.225529739703486,-11.637299391049627,21.225529739703486,-10.955871449175314,14.71965188784674,-10.955871449175314,14.71965188784674
RSRUSDT,102,1,False,0,0,0,0,-30.011395977399545,6.045949214026347,-30.011395977399545,6.045949214026347,-15.163047712658528,13.208446829151566,-15.163047712658528,13.208446829151566
SAHARAUSDT,102,1,False,0,0,0,0,-2.107639657918936,16.26910320445152,-2.107639657918936,16.26910320445152,-9.695938801009829,18.26511881434678,-9.695938801009829,18.26511881434678
SANDUSDT,102,1,False,0,0,0,0,-11.171625039640976,12.57830149124839,-11.171625039640976,12.57830149124839,-7.868699917753519,9.269342241264855,-7.868699917753519,9.269342241264855
SAPIENUSDT,102,1,False,0,0,0,0,4.368242874304151,33.10227698720691,4.368242874304151,33.10227698720691,-9.733760916877943,3.8141450136408572,-9.733760916877943,3.8141450136408572
SEIUSDT,102,1,False,0,0,0,0,-9.759657775368913,0.0,-9.759657775368913,0.0,-5.814034940248014,4.2823208470954555,-5.814034940248014,4.2823208470954555
SENTUSDT,102,1,False,0,0,0,0,-19.7033421131243,5.8445353594382965,-19.7033421131243,5.8445353594382965,-18.652402460267446,9.9982769675111,-18.652402460267446,9.9982769675111
SHELLUSDT,102,1,False,0,0,0,0,-6.091989034419099,22.988505747127963,-6.091989034419099,22.988505747127963,-20.21092099407373,5.967023351580725,-20.21092099407373,5.967023351580725
SIGNUSDT,102,1,False,0,0,0,0,-9.624639076034613,25.82311168495721,-9.624639076034613,25.82311168495721,-22.867435515164793,4.233214962201526,-22.867435515164793,4.233214962201526
SKYUSDT,102,1,False,0,0,0,0,-4.9049662783562376,9.329896780323477,-4.9049662783562376,9.329896780323477,-6.780123845896435,8.483417342746158,-6.780123845896435,8.483417342746158
SOLUSDT,102,1,False,0,0,0,0,-4.101397833454756,2.9669601970083725,-4.101397833454756,2.9669601970083725,-3.777836731330142,3.980985513636348,-3.777836731330142,3.980985513636348
SOONUSDT,102,1,False,0,0,0,0,-20.539094197185026,12.247397428046813,-20.539094197185026,12.247397428046813,-17.380663548610677,14.840764327443967,-17.380663548610677,14.840764327443967
SOPHUSDT,102,1,False,0,0,0,0,1.1119759813205121,17.154620311070623,1.1119759813205121,17.154620311070623,-30.36170797769744,17.45776301797397,-30.36170797769744,17.45776301797397
SPACEUSDT,102,1,False,0,0,0,0,-36.41763603578041,0.8541944336348806,-36.41763603578041,0.8541944336348806,-21.016209531905528,14.969744249297978,-21.016209531905528,14.969744249297978
SPKUSDT,102,1,False,0,0,0,0,-2.770850651149237,22.592147576105948,-2.770850651149237,22.592147576105948,-11.441295107863514,8.159565043441841,-11.441295107863514,8.159565043441841
SPXUSDT,102,1,False,0,0,0,0,-13.273606326307252,9.225164681128106,-13.273606326307252,9.225164681128106,-17.250287007369856,32.35257365653999,-17.250287007369856,32.35257365653999
SSVUSDT,102,1,False,0,0,0,0,-18.42924883191932,5.166178749782535,-18.42924883191932,5.166178749782535,-31.30382036589774,14.378458454968879,-31.30382036589774,14.378458454968879
STABLEUSDT,102,1,False,0,0,0,0,-12.616608746168767,21.17015240960196,-12.616608746168767,21.17015240960196,-33.27956833557466,19.873112566499707,-33.27956833557466,19.873112566499707
STRKUSDT,102,1,False,0,0,0,0,-21.40602795198565,7.9858243050101585,-21.40602795198565,7.9858243050101585,-17.347413383221877,11.101754806095432,-17.347413383221877,11.101754806095432
STXUSDT,102,1,False,0,0,0,0,-16.668209854876494,0.0,-16.668209854876494,0.0,-8.230781474587445,4.096597309832806,-8.230781474587445,4.096597309832806
SUIUSDT,102,1,False,0,0,0,0,-6.106410076239799,1.0816657652790163,-6.106410076239799,1.0816657652790163,-4.800642298179447,4.875547205944741,-4.800642298179447,4.875547205944741
SUSDT,102,1,False,0,0,0,0,-11.008366358432609,8.526966531656743,-11.008366358432609,8.526966531656743,-16.470671768881175,11.704765567155384,-16.470671768881175,11.704765567155384
SUSHIUSDT,102,1,False,0,0,0,0,-18.363875583284894,9.647853352627855,-18.363875583284894,9.647853352627855,-21.075433015042,7.358710096887489,-21.075433015042,7.358710096887489
SYRUPUSDT,102,1,False,0,0,0,0,-3.2182798294311254,17.09116678477729,-3.2182798294311254,17.09116678477729,-16.32775787357876,4.45839067706455,-16.32775787357876,4.45839067706455
TAOUSDT,102,1,False,0,0,0,0,-14.485250261693228,1.599616092138323,-14.485250261693228,1.599616092138323,-5.978058667598374,5.603157192535235,-5.978058667598374,5.603157192535235
THETAUSDT,102,1,False,0,0,0,0,-22.20753722059321,3.28390633288711,-22.20753722059321,3.28390633288711,-17.456208992956412,12.304447178765887,-17.456208992956412,12.304447178765887
TONUSDT,102,1,False,0,0,0,0,-18.19008640291053,2.317139105583177,-18.19008640291053,2.317139105583177,-12.779050989011331,3.2123392732907874,-12.779050989011331,3.2123392732907874
TRBUSDT,102,1,False,0,0,0,0,-8.839554117483495,11.29700360428254,-8.839554117483495,11.29700360428254,-23.96386839204956,9.36330187723211,-23.96386839204956,9.36330187723211
TRUMPUSDT,102,1,False,0,0,0,0,-8.599846108017228,4.224757076467522,-8.599846108017228,4.224757076467522,-7.617178272947278,2.9583388024456703,-7.617178272947278,2.9583388024456703
TRUSTUSDT,102,1,False,0,0,0,0,-24.481714522696095,30.100628507729876,-24.481714522696095,30.100628507729876,-27.013225270663412,25.149117030007773,-27.013225270663412,25.149117030007773
TRUTHUSDT,102,1,False,0,0,0,0,-36.37919965760683,2.0089505157039333,-36.37919965760683,2.0089505157039333,-20.230510812698775,26.465636471573184,-20.230510812698775,26.465636471573184
TRXUSDT,102,1,False,0,0,0,0,-6.593173358381277,2.165640565541249,-6.593173358381277,2.165640565541249,-1.6321223380200145,2.0954899798475424,-1.6321223380200145,2.0954899798475424
TURBOUSDT,102,1,False,0,0,0,0,-6.762096412830099,11.446684863960499,-6.762096412830099,11.446684863960499,-11.832319134549296,10.350695601830662,-11.832319134549296,10.350695601830662
UMAUSDT,102,1,False,0,0,0,0,-11.095378078055385,24.175824175824978,-11.095378078055385,24.175824175824978,-28.884503654728057,27.810490459705406,-28.884503654728057,27.810490459705406
UNIUSDT,102,1,False,0,0,0,0,-11.903135523730901,0.0,-11.903135523730901,0.0,-4.6099550071943,1.7292766045096108,-4.6099550071943,1.7292766045096108
USDCUSDT,102,1,False,0,0,0,0,1.5830594988508473,9.176120472356164,1.5830594988508473,9.176120472356164,-0.45342819964377945,0.46333807023568596,-0.45342819964377945,0.46333807023568596
USELESSUSDT,102,1,False,0,0,0,0,-13.392225728203755,21.641717328639842,-13.392225728203755,21.641717328639842,-20.37857552442013,15.247359518044679,-20.37857552442013,15.247359518044679
VIRTUALUSDT,102,1,False,0,0,0,0,-5.35838377749398,5.758710048948679,-5.35838377749398,5.758710048948679,-3.87525409865197,2.7502111792676587,-3.87525409865197,2.7502111792676587
WALUSDT,102,1,False,0,0,0,0,-18.52075700294442,7.991905035336089,-18.52075700294442,7.991905035336089,-22.384503211061446,10.24797268366573,-22.384503211061446,10.24797268366573
WCTUSDT,102,1,False,0,0,0,0,-13.030395772662962,4.872502842294679,-13.030395772662962,4.872502842294679,-10.155265598164043,6.841887243838052,-10.155265598164043,6.841887243838052
WETUSDT,102,1,False,0,0,0,0,-25.109315805142973,11.543410001999543,-25.109315805142973,11.543410001999543,-17.173681534314866,27.837394049967656,-17.173681534314866,27.837394049967656
WLDUSDT,102,1,False,0,0,0,0,-11.659568250834695,0.0,-11.659568250834695,0.0,-8.829080127865652,4.770423601827556,-8.829080127865652,4.770423601827556
WLFIUSDT,102,1,False,0,0,0,0,-19.52612791583985,7.856033673825369,-19.52612791583985,7.856033673825369,-22.167195329972913,4.739086935916514,-22.167195329972913,4.739086935916514
WOOUSDT,102,1,False,0,0,0,0,-20.865936358893666,49.51234801007676,-20.865936358893666,49.51234801007676,-33.737181670213666,33.90447020261034,-33.737181670213666,33.90447020261034
WUSDT,102,1,False,0,0,0,0,-39.83301803004436,7.470778551901258,-39.83301803004436,7.470778551901258,-26.071347968772418,21.671065775994425,-26.071347968772418,21.671065775994425
XLMUSDT,102,1,False,0,0,0,0,-13.038811123069483,1.8671811788140147,-13.038811123069483,1.8671811788140147,-3.7760731413927218,3.780502091821347,-3.7760731413927218,3.780502091821347
XPLUSDT,102,1,False,0,0,0,0,-18.63021160201872,6.985008078488342,-18.63021160201872,6.985008078488342,-4.794583788967355,9.465990617245623,-4.794583788967355,9.465990617245623
XRPUSDT,102,1,False,0,0,0,0,-11.699327288680061,-0.7030961363563293,-11.699327288680061,-0.7030961363563293,-1.8163464219800307,1.8790103093113686,-1.8163464219800307,1.8790103093113686
XTZUSDT,102,1,False,0,0,0,0,-16.556291390728006,4.235350802319626,-16.556291390728006,4.235350802319626,-13.65779961897573,9.712528439309587,-13.65779961897573,9.712528439309587
YBUSDT,102,1,False,0,0,0,0,-25.97212833890916,12.285012285011554,-25.97212833890916,12.285012285011554,-17.87807483599968,8.441580033415885,-17.87807483599968,8.441580033415885
YFIUSDT,102,1,False,0,0,0,0,-15.500954193991001,9.344047841524095,-15.500954193991001,9.344047841524095,-17.315850939794153,19.0920003096684,-17.315850939794153,19.0920003096684
YGGUSDT,102,1,False,0,0,0,0,-5.013522701295958,10.378614191142166,-5.013522701295958,10.378614191142166,-22.994069950380556,12.486159210309822,-22.994069950380556,12.486159210309822
ZAMAUSDT,102,1,False,0,0,0,0,-11.131725417440341,15.020653398423178,-11.131725417440341,15.020653398423178,-15.853614260992188,6.668631531314695,-15.853614260992188,6.668631531314695
ZBTUSDT,102,1,False,0,0,0,0,-47.21139429478494,41.801440481563645,-47.21139429478494,41.801440481563645,-16.508943589462753,36.3480006712158,-16.508943589462753,36.3480006712158
ZECUSDT,102,1,False,0,0,0,0,-5.418508484243967,3.0322242743330285,-5.418508484243967,3.0322242743330285,-3.2688050987195183,4.528285252485276,-3.2688050987195183,4.528285252485276
ZENUSDT,102,1,False,0,0,0,0,-11.036536214702464,0.23884553142172749,-11.036536214702464,0.23884553142172749,-7.66858473234322,7.084474427163645,-7.66858473234322,7.084474427163645
ZETAUSDT,102,1,False,0,0,0,0,-12.565069107880467,7.401596194416271,-12.565069107880467,7.401596194416271,-17.97591227754691,16.274889161471684,-17.97591227754691,16.274889161471684
ZILUSDT,102,1,False,0,0,0,0,-24.289751489616762,21.84121168246289,-24.289751489616762,21.84121168246289,-22.183879714072763,10.190916529868588,-22.183879714072763,10.190916529868588
ZKPUSDT,102,1,False,0,0,0,0,-21.967049425860587,28.53227091787147,-21.967049425860587,28.53227091787147,-25.21754000202825,20.2200998955826,-25.21754000202825,20.2200998955826
ZORAUSDT,102,1,False,0,0,0,0,-25.961364230403518,9.162616524580613,-25.961364230403518,9.162616524580613,-13.059844818315014,9.288865317584882,-13.059844818315014,9.288865317584882
ZROUSDT,102,1,False,0,0,0,0,-12.48031600373789,5.558643690939391,-12.48031600373789,5.558643690939391,-14.072123651038826,5.879743766956658,-14.072123651038826,5.879743766956658
ZRXUSDT,102,1,False,0,0,0,0,-16.333938294010864,22.143489813994943,-16.333938294010864,22.143489813994943,-26.00916480923532,19.0352756504919,-26.00916480923532,19.0352756504919
