control_id,base_candidate_id,family,control_mode,raw_validation_2025H1_ann_10bps_lag0,raw_validation_2025H1_sharpe_10bps_lag0,raw_validation_2025H1_sum_10bps_lag0,raw_validation_2025H1_active_hours_10bps_lag0,raw_recent_2025H2_2026Apr_ann_10bps_lag0,raw_recent_2025H2_2026Apr_sharpe_10bps_lag0,raw_recent_2025H2_2026Apr_sum_10bps_lag0,raw_recent_2025H2_2026Apr_active_hours_10bps_lag0,raw_may_2026_stress_ann_10bps_lag0,raw_may_2026_stress_sharpe_10bps_lag0,raw_may_2026_stress_sum_10bps_lag0,raw_may_2026_stress_active_hours_10bps_lag0,control_research_like,expression,source_fields,horizon,decision,reject_reasons,raw_validation_2025H1_ann_10bps_lag0_base,raw_recent_2025H2_2026Apr_ann_10bps_lag0_base,raw_recent_2025H2_2026Apr_ann_20bps_lag0,raw_recent_2025H2_2026Apr_ann_10bps_lag1,raw_may_2026_stress_ann_10bps_lag0_base,residual_funding_recent_2025H2_2026Apr_ann_10bps_lag0,residual_funding_may_2026_stress_ann_10bps_lag0
a7af1_G2_oi_dynamic_x_basis_dynamic_48_044e7404996d__sign_flip,a7af1_G2_oi_dynamic_x_basis_dynamic_48_044e7404996d,G2_oi_dynamic_x_basis_dynamic,sign_flip,0.63765657089141,0.7959820186750554,0.3162077789899868,4344,0.7233845507814036,0.9103718219429864,0.6023249901141048,7294,-5.1515075121140255,-13.391463614003037,-0.2963881034366973,504,True,"Mul(ZScore(open_interest_change_24h),Rank(premium_index_change_24h))",open_interest_change_24h;premium_index_change_24h,48,A7AF1_REJECTED,cost20_recent_nonpositive;lag1_recent_nonpositive;negative_control_not_dominated;raw_recent_nonpositive;raw_validation_nonpositive;residual_funding_recent_nonpositive,-12.444192377407642,-12.031908882848318,-17.686171048881775,-11.838641902307886,-6.971820190655326,-11.9823135485742,-6.880968315726275
a7af1_G4_oi_change_x_context_48_105456a9a4c3__sign_flip,a7af1_G4_oi_change_x_context_48_105456a9a4c3,G4_oi_change_x_context,sign_flip,8.840044012368422,5.393970420575753,4.383693058188176,4344,4.39574555009922,3.5377226233000565,3.660110507125995,7294,-11.109726747478176,-10.137987647862811,-0.6391897580740867,504,True,"Mul(ZScore(open_interest_change_24h),Rank(ret_24))",open_interest_change_24h;ret_24,48,A7AF1_REJECTED,cost20_recent_nonpositive;lag1_recent_nonpositive;negative_control_not_dominated;raw_recent_nonpositive;raw_validation_nonpositive;residual_funding_recent_nonpositive,-14.297479349017092,-9.54815301018359,-12.124356740225776,-9.85673113603211,6.280247793166995,-8.340971669802759,-1.727012023618336
a7af1_G4_oi_change_x_context_48_044e7404996d__sign_flip,a7af1_G4_oi_change_x_context_48_044e7404996d,G4_oi_change_x_context,sign_flip,0.63765657089141,0.7959820186750554,0.3162077789899868,4344,0.7233845507814036,0.9103718219429864,0.6023249901141048,7294,-5.1515075121140255,-13.391463614003037,-0.2963881034366973,504,True,"Mul(ZScore(open_interest_change_24h),Rank(premium_index_change_24h))",open_interest_change_24h;premium_index_change_24h,48,A7AF1_REJECTED,cost20_recent_nonpositive;lag1_recent_nonpositive;negative_control_not_dominated;raw_recent_nonpositive;raw_validation_nonpositive;residual_funding_recent_nonpositive,-12.444192377407642,-12.031908882848318,-17.686171048881775,-11.838641902307886,-6.971820190655326,-11.9823135485742,-6.880968315726275
