decision,label_family,count
HOLD_A7FF24R3_CONTROL_DOMINATED,L0_raw_forward_return,28
HOLD_A7FF24R3_CONTROL_DOMINATED,L1_cross_sectional_relative_return,28
HOLD_A7FF24R3_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,21
HOLD_A7FF24R3_CONTROL_DOMINATED,L5_vol_adjusted_return,38
HOLD_A7FF24R3_CONTROL_DOMINATED,L7_ranked_future_return,47
HOLD_A7FF24R3_PRE_MAY_UNSTABLE,L0_raw_forward_return,284
HOLD_A7FF24R3_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,284
HOLD_A7FF24R3_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,291
HOLD_A7FF24R3_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,274
HOLD_A7FF24R3_PRE_MAY_UNSTABLE,L7_ranked_future_return,265
