second_pass_family,left_field,left_transform,operator,right_field,right_transform,blueprint_id,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,h2_repair_candidate,near_miss,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,avg_n_obs_recent,error
H2_I4_near_miss_repair,kline_taker_buy_quote_share,delta_2h,Mul,median_quote_volume_168h,delta_2h,core16ke_H2_kline_taker_buy_quote_share_delta_2h_Mul_median_quote_volume_168h_delta_2h,L0_raw_forward_return,1,-1.0,2,False,0.7787749291113801,-0.0003109213851595,False,False,False,HOLD_A7FFCORE16KE_PREMAY_UNSTABLE,68,-0.0015457396845865,-1.6365447342266275,-1.6365447342266275,-1.6365447342266275,0.5,130,-0.0003430160955512,-1.8193046962541235,-1.8193046962541235,-1.8193046962541235,0.4461538461538462,168,-0.0002004641483689,-0.8302486373143438,-0.8302486373143438,-0.8302486373143438,0.4821428571428571,117,0.0005351913078745,1.319969103451646,1.319969103451646,1.319969103451646,0.5811965811965812,95.86666666666666,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,delta_2h,Mul,median_quote_volume_168h,delta_2h,core16ke_H2_kline_taker_buy_quote_share_delta_2h_Mul_median_quote_volume_168h_delta_2h,L1_cross_sectional_relative_return,1,-1.0,2,False,0.7787749291113797,-0.0003109213851595,False,False,False,HOLD_A7FFCORE16KE_PREMAY_UNSTABLE,68,-0.0015457396845865,-1.6365447342266273,-1.6365447342266273,-1.6365447342266273,0.5,130,-0.0003430160955512,-1.819304696254124,-1.819304696254124,-1.819304696254124,0.4461538461538462,168,-0.0002004641483689,-0.8302486373143444,-0.8302486373143444,-0.8302486373143444,0.4821428571428571,117,0.0005351913078745,1.319969103451646,1.319969103451646,1.319969103451646,0.5811965811965812,95.86666666666666,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,delta_2h,Mul,median_quote_volume_168h,delta_2h,core16ke_H2_kline_taker_buy_quote_share_delta_2h_Mul_median_quote_volume_168h_delta_2h,L3_liquidity_tier_relative_return,1,-1.0,2,False,0.8921195036670077,-0.0004165814968144,False,False,False,HOLD_A7FFCORE16KE_PREMAY_UNSTABLE,68,-0.0017428812311771,-1.8492336211344325,-1.8492336211344325,-1.8492336211344325,0.5147058823529411,130,-0.0003830207971574,-2.027335050303261,-2.027335050303261,-2.027335050303261,0.4230769230769231,168,-0.0001740114189607,-0.7596359361535486,-0.7596359361535486,-0.7596359361535486,0.4523809523809524,117,0.0006078845556174,1.5453062988062551,1.5453062988062551,1.5453062988062551,0.6153846153846154,95.86666666666666,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,delta_2h,Mul,median_quote_volume_168h,delta_2h,core16ke_H2_kline_taker_buy_quote_share_delta_2h_Mul_median_quote_volume_168h_delta_2h,L5_vol_adjusted_return,1,-1.0,2,False,8.945079953856125,0.0066447085843858,True,False,False,HOLD_A7FFCORE16KE_PREMAY_UNSTABLE,68,-0.0577218096285775,-0.9975019061210728,-0.9975019061210728,-0.9975019061210728,0.4852941176470588,130,-0.0184842794430856,-0.9574365919648123,-0.9574365919648123,-0.9574365919648123,0.4692307692307692,168,-0.004188936890989,-0.1833995526841346,-0.1833995526841346,-0.1833995526841346,0.4702380952380952,117,0.0244106276869057,0.6900077002760435,0.6900077002760435,0.6900077002760435,0.5299145299145299,95.86666666666666,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,delta_2h,Mul,median_quote_volume_168h,delta_2h,core16ke_H2_kline_taker_buy_quote_share_delta_2h_Mul_median_quote_volume_168h_delta_2h,L0_raw_forward_return,4,-1.0,1,False,4.647713479329036,0.0001750606064563,True,False,False,HOLD_A7FFCORE16KE_PREMAY_UNSTABLE,68,-0.0025338554648218,-1.270063456874944,-0.7123241660055857,-0.9046294253113362,0.4558823529411764,129,-0.0005029926162604,-1.0665304709256769,-0.7265382255649695,-1.929901611304973,0.4263565891472868,168,0.0002108197808216,0.5000421309297307,0.3578201923469668,-0.8589194515681433,0.5297619047619048,117,0.0001443037265377,0.2559495662920493,0.3215174460588276,-0.6463452899739585,0.5128205128205128,95.46666666666668,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,delta_2h,Mul,median_quote_volume_168h,delta_2h,core16ke_H2_kline_taker_buy_quote_share_delta_2h_Mul_median_quote_volume_168h_delta_2h,L1_cross_sectional_relative_return,4,-1.0,1,False,4.647713479329028,0.0001750606064563,True,False,False,HOLD_A7FFCORE16KE_PREMAY_UNSTABLE,68,-0.0025338554648218,-1.2700634568749436,-0.7123241660055857,-0.9046294253113358,0.4558823529411764,129,-0.0005029926162604,-1.0665304709256769,-0.7265382255649695,-1.9299016113049725,0.4263565891472868,168,0.0002108197808216,0.5000421309297304,0.3578201923469666,-0.8589194515681432,0.5297619047619048,117,0.0001443037265377,0.2559495662920499,0.3215174460588276,-0.646345289973958,0.5128205128205128,95.46666666666668,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,delta_2h,Mul,median_quote_volume_168h,delta_2h,core16ke_H2_kline_taker_buy_quote_share_delta_2h_Mul_median_quote_volume_168h_delta_2h,L3_liquidity_tier_relative_return,4,-1.0,1,False,4.165876690191945,0.0001926403303744,True,False,False,HOLD_A7FFCORE16KE_PREMAY_UNSTABLE,68,-0.0024350873681583,-1.2665377657211143,-0.616793297332207,-1.0638323727942312,0.4558823529411764,129,-0.0005493385480364,-1.1624099657179323,-0.6935006190165388,-1.780668194132199,0.4263565891472868,168,0.0002044171314889,0.5042719586478598,0.2667421325856383,-0.8522793711345382,0.5059523809523809,117,0.0001809162140555,0.3240508193642478,0.3834596087028099,-0.8418301196485728,0.4871794871794871,95.46666666666668,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,delta_2h,Mul,median_quote_volume_168h,delta_2h,core16ke_H2_kline_taker_buy_quote_share_delta_2h_Mul_median_quote_volume_168h_delta_2h,L5_vol_adjusted_return,4,-1.0,1,False,5.0870003128620125,0.0053700921958002,True,False,False,HOLD_A7FFCORE16KE_PREMAY_UNSTABLE,68,-0.0920037592429322,-0.7979786737123312,-0.4235364655441473,-0.8295159691818204,0.4264705882352941,129,-0.0249583016592505,-0.5301030182621433,-0.1527698432996722,-1.4607248924665457,0.4573643410852713,168,0.0394123201102707,0.9521128828931622,0.3938759927355207,-0.5040494735853284,0.5178571428571429,117,0.0050199088092274,0.0957469764290777,0.1731702606935386,-1.069661355295404,0.4700854700854701,95.46666666666668,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,delta_2h,Mul,median_quote_volume_168h,delta_2h,core16ke_H2_kline_taker_buy_quote_share_delta_2h_Mul_median_quote_volume_168h_delta_2h,L0_raw_forward_return,8,-1.0,1,False,9.51303167762384,0.0002284364617239,True,False,False,HOLD_A7FFCORE16KE_PREMAY_UNSTABLE,67,-0.0019736173664608,-0.833042750792983,-0.4689504496851907,-1.8598190727148656,0.4776119402985074,127,-0.0008758467098656,-1.3095757607188965,0.0043812215246721,-5.493842745837492,0.4645669291338583,166,0.0003815093255387,0.5824971949202838,0.3647070309931554,-0.8306335289855067,0.5662650602409639,117,8.293284368139352e-05,0.0910591159219957,-0.2661637209930939,-1.2978669474666469,0.5299145299145299,94.93333333333334,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,delta_2h,Mul,median_quote_volume_168h,delta_2h,core16ke_H2_kline_taker_buy_quote_share_delta_2h_Mul_median_quote_volume_168h_delta_2h,L1_cross_sectional_relative_return,8,-1.0,1,False,9.51303167762385,0.0002284364617239,True,False,False,HOLD_A7FFCORE16KE_PREMAY_UNSTABLE,67,-0.0019736173664608,-0.833042750792983,-0.4689504496851906,-1.859819072714865,0.4776119402985074,127,-0.0008758467098656,-1.3095757607188965,0.004381221524672,-5.493842745837493,0.4645669291338583,166,0.0003815093255387,0.5824971949202841,0.3647070309931555,-0.8306335289855059,0.5662650602409639,117,8.293284368139342e-05,0.0910591159219956,-0.2661637209930939,-1.2978669474666469,0.5299145299145299,94.93333333333334,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,delta_2h,Mul,median_quote_volume_168h,delta_2h,core16ke_H2_kline_taker_buy_quote_share_delta_2h_Mul_median_quote_volume_168h_delta_2h,L3_liquidity_tier_relative_return,8,-1.0,2,False,31.5881877265488,0.0004357467600221,True,False,False,HOLD_A7FFCORE16KE_PREMAY_UNSTABLE,67,-0.00206521835294,-0.9287211274995376,-0.531820726041516,-1.673157182739592,0.4776119402985074,127,-0.0008580315870449,-1.2946656475725744,-0.0613562427474183,-5.739806785555017,0.4566929133858268,166,0.0003029335661194,0.4790915460315393,0.485913054315426,-0.75851227756182,0.5060240963855421,117,-2.4905324344535218e-05,-0.0280380589150079,-0.1559835201929029,-1.3312423240055893,0.5299145299145299,94.93333333333334,
