variant,gross_cap,cost_tier,split,n,annualized_mean,sharpe_proxy,hit_rate,additive_total,additive_max_dd,compounded_total,compounded_max_dd,min,q01,q05,month_count,positive_month_count,positive_month_rate,mean_multiplier,mean_gross_exposure,mean_turnover
gross_cap_0.50x,0.5,normal_5bp,train_2024,8784,0.36856374618946375,1.1771778961612132,0.5080828779599271,0.3695735098776541,-0.7315491190324024,0.37772117615895096,-0.5245343542298291,-0.02825460136459259,-0.008966005901647065,-0.0051928913690705535,12,8,0.6666666666666666,0.26195355191256836,0.5,0.09914728167375025
gross_cap_0.50x,0.5,normal_5bp,validation_2025H1,4344,1.0574943597430493,3.8774036731995296,0.5474217311233885,0.5244013126397039,-0.6682579107926351,0.6584306976202525,-0.492441571282197,-0.04251716782211297,-0.007722225319726735,-0.0044438053381539635,6,3,0.5,0.25,0.5,0.09072859116022099
gross_cap_0.50x,0.5,normal_5bp,recent_oos_2025H2_2026,7296,1.0072183479680221,4.996524155775054,0.5167214912280702,0.8388887062528185,-0.6723692877635479,1.2749273827562755,-0.4909084612253798,-0.010547544070602675,-0.005530807346259163,-0.0031231730991365483,10,8,0.8,0.251187865497076,0.4995202850877193,0.09531478435672514
gross_cap_0.50x,0.5,stress_10bp,train_2024,8784,-0.06570134754156215,-0.20978364364647095,0.4993169398907104,-0.06588135123345684,-0.7970144071279374,-0.10867957688041552,-0.5556233612695256,-0.028268490253481483,-0.009019050919052165,-0.005243701335448572,12,5,0.4166666666666667,0.26195355191256836,0.5,0.09914728167375025
gross_cap_0.50x,0.5,stress_10bp,validation_2025H1,4344,0.660103130461281,2.4199538795323017,0.5398250460405156,0.32733881263970377,-0.7403099941259671,0.3618188097953623,-0.5277416104980178,-0.04254841782211297,-0.007787739808042511,-0.004490668064022536,6,3,0.5,0.25,0.5,0.09072859116022099
gross_cap_0.50x,0.5,stress_10bp,recent_oos_2025H2_2026,7296,0.5897395924855663,2.923770535529975,0.5038377192982456,0.49118037291948535,-0.7166852599857712,0.6068077579622049,-0.512997523115906,-0.010578794070602675,-0.005605405179275793,-0.003184838621261654,10,7,0.7,0.251187865497076,0.4995202850877193,0.09531478435672514
gross_cap_0.50x,0.5,severe_20bp,train_2024,8784,-0.9342315350036146,-2.9804386666295555,0.48178506375227687,-0.9367910734556792,-1.5559493546919916,-0.6269730932827813,-0.7982060024261157,-0.02829626803125926,-0.009098411513996983,-0.005336227095561969,12,3,0.25,0.26195355191256836,0.5,0.09914728167375025
gross_cap_0.50x,0.5,severe_20bp,validation_2025H1,4344,-0.13467932810225428,-0.49339696320340337,0.5239410681399632,-0.06678618736029596,-0.9004669348087108,-0.08178241530473485,-0.598187920847494,-0.04261091782211297,-0.007919673330546328,-0.004591791430306237,6,3,0.5,0.25,0.5,0.09072859116022099
gross_cap_0.50x,0.5,severe_20bp,recent_oos_2025H2_2026,7296,-0.24521791847934588,-1.2133619843938874,0.47875548245614036,-0.20423629374718122,-0.8513401193507693,-0.19846201806688535,-0.5753200482705321,-0.010641294070602676,-0.00579891468119073,-0.003274771060099831,10,4,0.4,0.251187865497076,0.4995202850877193,0.09531478435672514
gross_cap_0.40x,0.4,normal_5bp,train_2024,8784,0.2948509969515711,1.1771778961612132,0.5080828779599271,0.29565880790212334,-0.5852392952259223,0.3023975683672966,-0.447255181088522,-0.022603681091674075,-0.007172804721317652,-0.004154313095256443,12,8,0.6666666666666666,0.2095628415300546,0.3999999999999999,0.0793178253390002
gross_cap_0.40x,0.4,normal_5bp,validation_2025H1,4344,0.8459954877944394,3.8774036731995296,0.5474217311233885,0.41952105011176316,-0.5346063286341066,0.5033108943959563,-0.41779039003812335,-0.03401373425769038,-0.006177780255781388,-0.003555044270523171,6,3,0.5,0.19999999999999996,0.3999999999999999,0.07258287292817679
gross_cap_0.40x,0.4,normal_5bp,recent_oos_2025H2_2026,7296,0.8057746783744177,4.996524155775053,0.5167214912280702,0.6711109650022548,-0.5378954302108385,0.9353060957232893,-0.4170535406824737,-0.008438035256482141,-0.004424645877007331,-0.002498538479309239,10,8,0.8,0.20095029239766085,0.3996162280701755,0.0762518274853801
gross_cap_0.40x,0.4,stress_10bp,train_2024,8784,-0.052561078033249935,-0.2097836436464718,0.4993169398907104,-0.052705080986765684,-0.6376115257023499,-0.08072857733956584,-0.47559408438076567,-0.022614792202785186,-0.0072152407352417324,-0.004194961068358858,12,5,0.4166666666666667,0.2095628415300546,0.3999999999999999,0.0793178253390002
