candidate_id,objective_family,label_horizon_h,orientation_from_train,oriented_validation_spread,oriented_test_spread,oriented_recent_spread,oriented_may_stress_spread,may_stress_n_dates,one_bar_lag_recent_oriented,cost10_recent_proxy,control_dominance_ratio_premay_max,pre_may_positive,lag_ok,may_stress_clean,decision
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,1,1.0,,,0.0002023995314370829,-0.0004604842356571443,72,0.00015852973594253293,-0.001797600468562917,2.8932092232839235,False,True,False,HOLD_A7AL2Z5_PRE_MAY_UNSTABLE
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,4,1.0,,,0.00040704630702156176,-0.002200816129187793,72,0.000350382632749562,-0.0015929536929784383,5.6574005836677,False,True,False,HOLD_A7AL2Z5_PRE_MAY_UNSTABLE
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,8,1.0,,,0.0011417171810510884,-0.00481821288653535,72,0.0011806049899920974,-0.0008582828189489116,3.4863087816129243,False,True,False,HOLD_A7AL2Z5_PRE_MAY_UNSTABLE
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,24,1.0,,,0.005652018879801983,-0.018277055407077154,72,0.005768105423745233,0.003652018879801983,2.031201768504538,False,True,False,HOLD_A7AL2Z5_PRE_MAY_UNSTABLE
a7al2z1_5d8b43fa29769147,Z0_funding_basis_premium_dislocation,1,1.0,-6.22067865303342e-05,-4.2491588127199885e-05,9.866445081660917e-06,0.00013345182615487322,240,-6.463662152987467e-05,-0.001990133554918339,15.39176904310909,False,False,True,HOLD_A7AL2Z5_PRE_MAY_UNSTABLE
a7al2z1_5d8b43fa29769147,Z0_funding_basis_premium_dislocation,4,1.0,-0.00012804317492274824,-0.00030725718627250135,-0.00024137686299775384,0.00019708396419564658,240,-0.00035552744395082127,-0.0022413768629977538,2.5061623657645424,False,False,True,HOLD_A7AL2Z5_PRE_MAY_UNSTABLE
a7al2z1_5d8b43fa29769147,Z0_funding_basis_premium_dislocation,8,1.0,-0.00013594665011832163,-0.0005877610978116829,-0.0005339787384257509,-0.00014839080639579392,240,-0.0006317788073908709,-0.002533978738425751,3.103102485506084,False,False,False,HOLD_A7AL2Z5_PRE_MAY_UNSTABLE
a7al2z1_5d8b43fa29769147,Z0_funding_basis_premium_dislocation,24,1.0,-0.00012177938532980241,-0.000924939477961667,-0.0010277715059407826,0.0075168555161230196,240,-0.0011575911892530153,-0.0030277715059407826,9.283850288899172,False,False,True,HOLD_A7AL2Z5_PRE_MAY_UNSTABLE
a7al2z1_902f31baa5005418,Z0_funding_basis_premium_dislocation,1,1.0,,,9.95853138555125e-05,-0.00015967822384881938,72,-5.3949807653499385e-05,-0.0019004146861444876,3.413158260767028,False,False,False,HOLD_A7AL2Z5_PRE_MAY_UNSTABLE
a7al2z1_902f31baa5005418,Z0_funding_basis_premium_dislocation,4,1.0,,,3.989754855465467e-05,-0.0007058646521713417,72,-2.1686174525117755e-05,-0.0019601024514453455,26.25855503823351,False,False,False,HOLD_A7AL2Z5_PRE_MAY_UNSTABLE
