family_id,clue_count,cluster_count,median_control_ratio,median_ic,max_ic
F1a_aggtrades_flow_microstructure,56,56,0.27954135812316105,0.01863086217142885,0.0386704293464102
F1b_taker_flow_market_panel,28,28,0.4057934668728116,0.01196054173275015,0.0434872709633974
F2a_basis_funding_independent,29,29,0.4041078463283059,0.00789750761398,0.0164739008648513
