numeric_probe_id,label_family,horizon_h,max_abs_ic,median_control_ratio,clean_rows,eval_rows
a7ffcore30_0000,L0,4,0.0089804343537229,0.1877432985450061,1,8886
a7ffcore30_0000,L0,8,0.0066694194056917,0.8178131991120023,1,8886
a7ffcore30_0000,L0,24,0.0016481745539294,1.6022842472382317,0,8886
a7ffcore30_0000,L1,4,0.0089804343537229,0.1877432985450061,1,8886
a7ffcore30_0000,L1,8,0.0066694194056917,0.8178131991120023,1,8886
a7ffcore30_0000,L1,24,0.0016481745539294,1.6022842472382317,0,8886
a7ffcore30_0000,L5,4,0.0089474964660468,0.1884344267294928,1,8886
a7ffcore30_0000,L5,8,0.0066176501321483,0.8242108762283751,1,8886
a7ffcore30_0000,L5,24,0.0015350094332922,1.7204089753841325,0,8886
a7ffcore30_0002,L0,4,0.0083789498186231,1.1514335682632917,0,9030
a7ffcore30_0002,L0,8,0.0147580785176403,0.2388749138768399,1,9030
a7ffcore30_0002,L0,24,0.0074456464244728,0.5988248051148986,1,9030
a7ffcore30_0002,L1,4,0.0083789498186231,1.1514335682632917,0,9030
a7ffcore30_0002,L1,8,0.0147580785176403,0.2388749138768399,1,9030
a7ffcore30_0002,L1,24,0.0074456464244728,0.5988248051148986,1,9030
a7ffcore30_0002,L5,4,0.0084093798169627,1.1472670163692755,0,9030
a7ffcore30_0002,L5,8,0.0147584212281772,0.2388693668780671,1,9030
a7ffcore30_0002,L5,24,0.0074835868044826,0.5957888761916427,1,9030
a7ffcore30_0006,L0,4,0.0119731208518708,0.650769894737521,1,8874
a7ffcore30_0006,L0,8,0.0172890235142785,1.1225931431317884,0,8874
a7ffcore30_0006,L0,24,0.0089165881565629,6.134786550137429,0,8874
a7ffcore30_0006,L1,4,0.0119731208518708,0.650769894737521,1,8874
a7ffcore30_0006,L1,8,0.0172890235142785,1.1225931431317884,0,8874
a7ffcore30_0006,L1,24,0.0089165881565629,6.134786550137429,0,8874
a7ffcore30_0006,L5,4,0.0118929044527979,0.6551592693767155,1,8874
a7ffcore30_0006,L5,8,0.0171759843703103,1.129981189010281,0,8874
a7ffcore30_0006,L5,24,0.0088889622121224,6.153852808861179,0,8874
a7ffcore30_0008,L0,4,0.0188204720593286,0.68046355900576,1,9030
a7ffcore30_0008,L0,8,0.0070571053669596,0.4793883491449723,1,9030
a7ffcore30_0008,L0,24,0.0224851944211825,0.0548475189042261,1,9030
a7ffcore30_0008,L1,4,0.0188204720593286,0.68046355900576,1,9030
a7ffcore30_0008,L1,8,0.0070571053669596,0.4793883491449723,1,9030
a7ffcore30_0008,L1,24,0.0224851944211825,0.0548475189042261,1,9030
a7ffcore30_0008,L5,4,0.018913575998569,0.6771139103455537,1,9030
a7ffcore30_0008,L5,8,0.0070665578961169,0.4787470989389599,1,9030
a7ffcore30_0008,L5,24,0.0221526112933115,0.0556709594606538,1,9030
a7ffcore30_0009,L0,4,0.0178916286484783,0.5787342840711407,1,9030
a7ffcore30_0009,L0,8,0.0002301062972102,11.836285864524127,0,9030
a7ffcore30_0009,L0,24,0.0032488473824735,0.6982420263791421,1,9030
a7ffcore30_0009,L1,4,0.0178916286484783,0.5787342840711407,1,9030
a7ffcore30_0009,L1,8,0.0002301062972102,11.836285864524127,0,9030
a7ffcore30_0009,L1,24,0.0032488473824735,0.6982420263791421,1,9030
a7ffcore30_0009,L5,4,0.0178546822157969,0.5799318503907691,1,9030
a7ffcore30_0009,L5,8,0.0003183538138479,8.555283698630248,0,9030
a7ffcore30_0009,L5,24,0.0031794425425338,0.713484119981918,1,9030
a7ffcore30_0010,L0,4,0.0092203778152779,0.2751524791252302,1,7428
a7ffcore30_0010,L0,8,0.0113762358404918,2.097056513518997,0,7428
a7ffcore30_0010,L0,24,0.0270941049127915,0.3764487544003718,1,7428
a7ffcore30_0010,L1,4,0.0092203778152779,0.2751524791252302,1,7428
a7ffcore30_0010,L1,8,0.0113762358404918,2.097056513518997,0,7428
a7ffcore30_0010,L1,24,0.0270941049127915,0.3764487544003718,1,7428
a7ffcore30_0010,L5,4,0.0093002085592849,0.2727906369555553,1,7428
a7ffcore30_0010,L5,8,0.011387943024974,2.09490066981098,0,7428
a7ffcore30_0010,L5,24,0.0268291940029151,0.3801658015215834,1,7428
a7ffcore30_0011,L0,4,0.0160803839973203,0.1298347719447443,1,9030
a7ffcore30_0011,L0,8,0.0067919498888177,0.3080119783197609,1,9030
a7ffcore30_0011,L0,24,0.022062135563196,0.0605304002310376,1,9030
a7ffcore30_0011,L1,4,0.0160803839973203,0.1298347719447443,1,9030
a7ffcore30_0011,L1,8,0.0067919498888177,0.3080119783197609,1,9030
a7ffcore30_0011,L1,24,0.022062135563196,0.0605304002310376,1,9030
a7ffcore30_0011,L5,4,0.0160573493476706,0.1300210230023188,1,9030
a7ffcore30_0011,L5,8,0.0068478395095802,0.3054980949087049,1,9030
a7ffcore30_0011,L5,24,0.0220546396662727,0.0605509732092023,1,9030
a7ffcore30_0014,L0,4,0.0217792734289363,0.038479868923185,1,9030
a7ffcore30_0014,L0,8,0.0104009416460206,0.0770035867027843,1,9030
a7ffcore30_0014,L0,24,0.0176552086847612,0.4754766456175115,1,9030
a7ffcore30_0014,L1,4,0.0217792734289363,0.038479868923185,1,9030
a7ffcore30_0014,L1,8,0.0104009416460206,0.0770035867027843,1,9030
a7ffcore30_0014,L1,24,0.0176552086847612,0.4754766456175115,1,9030
a7ffcore30_0014,L5,4,0.0216773523410275,0.0386607909223581,1,9030
a7ffcore30_0014,L5,8,0.0104197604751934,0.0768645127568686,1,9030
a7ffcore30_0014,L5,24,0.0176798667383546,0.4748134998981212,1,9030
a7ffcore30_0015,L0,4,0.0226983348192634,0.3683575179133336,1,9006
a7ffcore30_0015,L0,8,0.0114480198403753,1.017525514454658,0,9006
a7ffcore30_0015,L0,24,0.0007006162926625,19.04556342155752,0,9006
a7ffcore30_0015,L1,4,0.0226983348192634,0.3683575179133336,1,9006
a7ffcore30_0015,L1,8,0.0114480198403753,1.017525514454658,0,9006
a7ffcore30_0015,L1,24,0.0007006162926625,19.04556342155752,0,9006
a7ffcore30_0015,L5,4,0.0227032557073595,0.3682776771156734,1,9006
a7ffcore30_0015,L5,8,0.0113272123037436,1.0283776761969003,0,9006
a7ffcore30_0015,L5,24,0.0004445402169312,30.01667915915468,0,9006
a7ffcore30_0016,L0,4,0.0039735966200234,0.6172787499721923,1,7428
a7ffcore30_0016,L0,8,0.0040300677447317,1.73522990332836,0,7428
a7ffcore30_0016,L0,24,0.0168077772726293,0.2565730757702717,1,7428
a7ffcore30_0016,L1,4,0.0039735966200234,0.6172787499721923,1,7428
a7ffcore30_0016,L1,8,0.0040300677447317,1.73522990332836,0,7428
a7ffcore30_0016,L1,24,0.0168077772726293,0.2565730757702717,1,7428
a7ffcore30_0016,L5,4,0.0039058864132124,0.6279795376291232,1,7428
a7ffcore30_0016,L5,8,0.0039172361022409,1.7852112639102162,0,7428
a7ffcore30_0016,L5,24,0.0167303711497748,0.2577601579730127,1,7428
a7ffcore30_0017,L0,4,0.0095774992338019,0.0145547446038382,1,8967
a7ffcore30_0017,L0,8,0.0159942855553813,0.1357371680844853,1,8967
a7ffcore30_0017,L0,24,0.0213166637142424,1.4344195438452343,0,8967
a7ffcore30_0017,L1,4,0.0095774992338019,0.0145547446038382,1,8967
a7ffcore30_0017,L1,8,0.0159942855553813,0.1357371680844853,1,8967
a7ffcore30_0017,L1,24,0.0213166637142424,1.4344195438452343,0,8967
a7ffcore30_0017,L5,4,0.0094934249920387,0.0146836421290993,1,8967
a7ffcore30_0017,L5,8,0.0158824099754948,0.1366932996450545,1,8967
a7ffcore30_0017,L5,24,0.0211827657451843,1.4434866249309355,0,8967
a7ffcore30_0018,L0,4,0.0240846987341787,0.3652767987738649,1,8886
a7ffcore30_0018,L0,8,0.0172888994180769,1.2238220001288749,0,8886
a7ffcore30_0018,L0,24,0.0028672735392695,3.1569718549689925,0,8886
a7ffcore30_0018,L1,4,0.0240846987341787,0.3652767987738649,1,8886
a7ffcore30_0018,L1,8,0.0172888994180769,1.2238220001288749,0,8886
a7ffcore30_0018,L1,24,0.0028672735392695,3.1569718549689925,0,8886
a7ffcore30_0018,L5,4,0.0241652323667673,0.3640594686095285,1,8886
a7ffcore30_0018,L5,8,0.0172798662764348,1.2244617595260383,0,8886
a7ffcore30_0018,L5,24,0.0028108597848288,3.2203320313119943,0,8886
a7ffcore30_0019,L0,4,0.0338372476348253,0.4558666864753209,1,8886
a7ffcore30_0019,L0,8,0.027186948773401,0.390002705645414,1,8886
a7ffcore30_0019,L0,24,0.0093031276480029,0.4269401608338034,1,8886
a7ffcore30_0019,L1,4,0.0338372476348253,0.4558666864753209,1,8886
a7ffcore30_0019,L1,8,0.027186948773401,0.390002705645414,1,8886
a7ffcore30_0019,L1,24,0.0093031276480029,0.4269401608338034,1,8886
a7ffcore30_0019,L5,4,0.0338329263994939,0.4559249110329764,1,8886
a7ffcore30_0019,L5,8,0.0270742956032087,0.3916254640061737,1,8886
a7ffcore30_0019,L5,24,0.0092850126694424,0.4277731172661214,1,8886
a7ffcore30_0020,L0,4,0.0184302045453471,1.293750053552852,0,7428
a7ffcore30_0020,L0,8,0.0079717522493708,1.4396962300698497,0,7428
a7ffcore30_0020,L0,24,0.0084500508158015,0.4800677441894904,1,7428
a7ffcore30_0020,L1,4,0.0184302045453471,1.293750053552852,0,7428
a7ffcore30_0020,L1,8,0.0079717522493708,1.4396962300698497,0,7428
a7ffcore30_0020,L1,24,0.0084500508158015,0.4800677441894904,1,7428
a7ffcore30_0020,L5,4,0.0183514040536911,1.2993053851474474,0,7428
a7ffcore30_0020,L5,8,0.0079155046265423,1.4499267187280824,0,7428
