label_family,count,share
L5_vol_adjusted_return,122,0.3034825870646766
L1_cross_sectional_relative_return,97,0.24129353233830847
L0_raw_forward_return,92,0.22885572139303484
L3_liquidity_tier_relative_return,91,0.2263681592039801
