candidate_id,production_family,horizon,source_fields,availability_mask,feature_available_lag_bars,replay_control_modes,blocked_control_modes,has_all_replay_controls,has_all_blocked_controls,decision
a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71,cross_symbol_self_reproduction_core3,12,agg_notional_100_1k,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_e5d9f3dbda87,cross_symbol_self_reproduction_core3,12,agg_notional_100k_1m,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_4dc42d4c443e,cross_symbol_self_reproduction_core3,12,agg_notional_10k_100k,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_2122721cd54a,cross_symbol_self_reproduction_core3,12,agg_notional_1k_10k,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_203b97132bb6,cross_symbol_self_reproduction_core3,12,agg_notional_gt_1m,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_d2f1f4902210,cross_symbol_self_reproduction_core3,12,agg_notional_le_100,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_0a5a91f51920,cross_symbol_self_reproduction_core3,12,agg_buy_agg_trade_count,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_71f8ab9bd370,cross_symbol_self_reproduction_core3,12,agg_buy_notional,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_712a1916442a,cross_symbol_self_reproduction_core3,12,agg_buy_notional_share,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_d5d29666318d,cross_symbol_self_reproduction_core3,12,agg_buy_quantity,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_0735ef25c826,cross_symbol_self_reproduction_core3,12,agg_buy_sell_notional_ratio,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_373a953e63f8,cross_symbol_self_reproduction_core3,12,agg_buy_underlying_trade_count,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_1b37c7515823,cross_symbol_self_reproduction_core3,12,agg_buy_agg_trade_count,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_65b2cd082b51,cross_symbol_self_reproduction_core3,12,agg_buy_notional,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_6820502374c8,cross_symbol_self_reproduction_core3,12,agg_buy_notional_share,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_2aea791129d9,cross_symbol_self_reproduction_core3,12,agg_buy_quantity,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_45ba8318f11c,cross_symbol_self_reproduction_core3,12,agg_large_count_share_100k_plus,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_013c9843e826,cross_symbol_self_reproduction_core3,12,agg_large_notional_100k_plus,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_a6d203c5d02b,cross_symbol_self_reproduction_core3,12,agg_large_notional_ratio_100k_plus,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_c064bb0123c2,cross_symbol_self_reproduction_core3,12,agg_large_notional_share_100k_plus,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_31d1cba883e9,cross_symbol_self_reproduction_core3,12,agg_large_trade_count_100k_plus,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_e3ead75a8a1d,cross_symbol_self_reproduction_core3,12,agg_large_trade_count_ratio_100k_plus,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_1c29f8cb4d4f,cross_symbol_self_reproduction_core3,12,agg_large_count_share_100k_plus,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_862934a0beba,cross_symbol_self_reproduction_core3,12,agg_large_notional_100k_plus,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_1c78c0012d61,cross_symbol_self_reproduction_core3,12,agg_large_notional_ratio_100k_plus,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_4e29de057aea,cross_symbol_self_reproduction_core3,12,agg_large_notional_share_100k_plus,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_bb03b4af14df,cross_symbol_self_reproduction_core3,12,agg_buy_sell_vwap_spread_bps,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_7b8730912193,cross_symbol_self_reproduction_core3,12,agg_buy_vwap,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_2aa4897d206d,cross_symbol_self_reproduction_core3,12,agg_close_price,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_5b8e23e7a995,cross_symbol_self_reproduction_core3,12,agg_close_to_open_bps,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_b36df2c76f13,cross_symbol_self_reproduction_core3,12,agg_high_price,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_a1f97bdc2021,cross_symbol_self_reproduction_core3,12,agg_low_price,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_e6dc36be281c,cross_symbol_self_reproduction_core3,12,agg_buy_sell_vwap_spread_bps,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_047676507255,cross_symbol_self_reproduction_core3,12,agg_buy_vwap,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_6b5434b9d3e0,cross_symbol_self_reproduction_core3,12,agg_close_price,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_ebecddb3e2c2,cross_symbol_self_reproduction_core3,12,agg_close_to_open_bps,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_f4575b842c18,cross_symbol_self_reproduction_core3,12,agg_avg_trade_notional_24h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_47e5be39c3f5,cross_symbol_self_reproduction_core3,12,agg_avg_trade_notional_4h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_2f57b0dad5f5,cross_symbol_self_reproduction_core3,12,agg_close_to_open_bps_sum_24h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_8a60aed8aa75,cross_symbol_self_reproduction_core3,12,agg_close_to_open_bps_sum_4h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_ac87a29c8c22,cross_symbol_self_reproduction_core3,12,agg_flow_accel_4h_vs_24h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_94b161821cae,cross_symbol_self_reproduction_core3,12,agg_flow_imbalance_notional_24h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_5ed2e7b38f8f,cross_symbol_self_reproduction_core3,12,agg_flow_imbalance_notional_4h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_a68e5a3a66b2,cross_symbol_self_reproduction_core3,12,agg_large_notional_share_24h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_cd526ac82489,cross_symbol_self_reproduction_core3,12,agg_avg_trade_notional_24h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_b0a27477f34d,cross_symbol_self_reproduction_core3,12,agg_avg_trade_notional_4h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_348acc5c73ef,cross_symbol_self_reproduction_core3,12,agg_avg_trade_notional_24h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_3503e84c17b7,cross_symbol_self_reproduction_core3,12,agg_avg_trade_notional_4h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_95dce5561d2c,cross_symbol_self_reproduction_core3,12,agg_buy_sell_vwap_spread_bps,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_eefd269649dc,cross_symbol_self_reproduction_core3,12,agg_buy_vwap,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_958bfb8e2eba,cross_symbol_self_reproduction_core3,12,agg_close_price,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_5787d343b2f6,cross_symbol_self_reproduction_core3,12,agg_close_to_open_bps,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_19c1de6a9e12,cross_symbol_self_reproduction_core3,12,agg_close_to_open_bps_sum_24h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_eb6e2caaf923,cross_symbol_self_reproduction_core3,12,agg_close_to_open_bps_sum_4h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_3fec00f2fe7a,cross_symbol_self_reproduction_core3,12,agg_flow_accel_4h_vs_24h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_65f9012e3c79,cross_symbol_self_reproduction_core3,12,agg_flow_imbalance_notional,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_4434123b6bba,cross_symbol_self_reproduction_core3,12,agg_flow_imbalance_notional_24h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_816fcf888d5f,cross_symbol_self_reproduction_core3,12,agg_flow_imbalance_notional_4h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_126c21781b53,cross_symbol_self_reproduction_core3,12,agg_flow_imbalance_qty,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_65abfe4e3029,cross_symbol_self_reproduction_core3,12,agg_high_price,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_eb963d8bc263,cross_symbol_self_reproduction_core3,12,agg_large_count_share_100k_plus,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_4640948fedad,cross_symbol_self_reproduction_core3,12,agg_large_notional_100k_plus,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_a7cf6bab019b,cross_symbol_self_reproduction_core3,12,agg_large_notional_ratio_100k_plus,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_24ac85102251,cross_symbol_self_reproduction_core3,12,agg_large_notional_share_100k_plus,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_41bd05d69f9a,cross_symbol_self_reproduction_core3,12,agg_large_notional_share_24h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_9a2b70d5b711,cross_symbol_self_reproduction_core3,12,agg_large_notional_share_4h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_0c1b3ee592d3,cross_symbol_self_reproduction_core3,12,agg_large_notional_sum_24h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_9ef08df20722,cross_symbol_self_reproduction_core3,12,agg_large_notional_sum_4h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_c6d44bd8abff,cross_symbol_self_reproduction_core3,12,agg_large_trade_count_100k_plus,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_8c0634f60b77,cross_symbol_self_reproduction_core3,12,agg_large_trade_count_ratio_100k_plus,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_a9c07bc5f9bb,cross_symbol_self_reproduction_core3,12,agg_low_price,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_1b6942972286,cross_symbol_self_reproduction_core3,12,agg_notional_accel_4h_vs_24h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_a20dea3fb7e4,cross_symbol_self_reproduction_core3,12,agg_notional_shock_24h_mad,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_d489d440274e,cross_symbol_self_reproduction_core3,12,agg_notional_sum_24h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_d8ce2a436a45,cross_symbol_self_reproduction_core3,12,agg_notional_sum_4h,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_9f3101d4d23d,cross_symbol_self_reproduction_core3,12,agg_open_price,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_da1fb0a6931b,interaction_self_reproduction,12,agg_flow_imbalance_notional;latest_known_funding_rate,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_80756f54f387,interaction_self_reproduction,12,agg_flow_imbalance_notional;mark_index_ratio,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_e3a22b608336,interaction_self_reproduction,12,agg_flow_imbalance_notional;premium_index,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_05bb4df8e337,interaction_self_reproduction,12,agg_flow_imbalance_notional;realized_vol_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_26feffa1405b,interaction_self_reproduction,12,agg_flow_imbalance_notional;realized_vol_24,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_159dcd65ce28,interaction_self_reproduction,12,agg_flow_imbalance_notional;ret_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_7d5234f84051,interaction_self_reproduction,12,agg_flow_imbalance_notional;ret_6,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_f940a556c00c,interaction_self_reproduction,12,agg_large_notional_share_100k_plus;latest_known_funding_rate,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_9674cf6b3f78,interaction_self_reproduction,12,agg_large_notional_share_100k_plus;mark_index_ratio,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_807db9e119f3,interaction_self_reproduction,12,agg_large_notional_share_100k_plus;premium_index,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_28aec55269db,interaction_self_reproduction,12,agg_large_notional_share_100k_plus;realized_vol_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_51b74dc9feec,interaction_self_reproduction,12,agg_large_notional_share_100k_plus;realized_vol_24,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_dda7d21d0101,interaction_self_reproduction,12,agg_large_notional_share_100k_plus;ret_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_574af0aca9eb,interaction_self_reproduction,12,agg_large_notional_share_100k_plus;ret_6,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_7817ec02cf85,interaction_self_reproduction,12,agg_notional;latest_known_funding_rate,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_0979984cc839,interaction_self_reproduction,12,agg_notional;mark_index_ratio,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_bb8193113000,interaction_self_reproduction,12,agg_notional;premium_index,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_144cc168716a,interaction_self_reproduction,12,agg_notional;realized_vol_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_bf82f403a06d,interaction_self_reproduction,12,agg_notional;realized_vol_24,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_20e05d6d98bf,interaction_self_reproduction,12,agg_notional;ret_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_070b69edeb3b,interaction_self_reproduction,12,agg_notional;ret_6,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_3c48acd5d15b,interaction_self_reproduction,12,agg_price_range_bps;latest_known_funding_rate,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_7e52c7797575,interaction_self_reproduction,12,agg_price_range_bps;mark_index_ratio,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_bcd2cbdfa5d3,interaction_self_reproduction,12,agg_price_range_bps;premium_index,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_9426f6f5f7c8,interaction_self_reproduction,12,agg_price_range_bps;realized_vol_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_db5cfae4ca26,interaction_self_reproduction,12,agg_price_range_bps;realized_vol_24,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_8ce82461e156,interaction_self_reproduction,12,agg_price_range_bps;ret_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_e86c6d26244b,interaction_self_reproduction,12,agg_price_range_bps;ret_6,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_a29bceaba235,interaction_self_reproduction,12,agg_signed_flow_z_24h;latest_known_funding_rate,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_38e9d54d47cb,interaction_self_reproduction,12,agg_signed_flow_z_24h;mark_index_ratio,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_e5ac219f2ae2,interaction_self_reproduction,12,agg_signed_flow_z_24h;premium_index,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_97b91fbf15bc,interaction_self_reproduction,12,agg_signed_flow_z_24h;realized_vol_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_6907ef6f2ea7,interaction_self_reproduction,12,agg_signed_flow_z_24h;realized_vol_24,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_c44812f51a20,interaction_self_reproduction,12,agg_signed_flow_z_24h;ret_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_6847c88f896f,interaction_self_reproduction,12,agg_signed_flow_z_24h;ret_6,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_685cea0e5e3e,interaction_self_reproduction,12,agg_flow_imbalance_notional;latest_known_funding_rate,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_b0922aba22c4,interaction_self_reproduction,12,agg_flow_imbalance_notional;mark_index_ratio,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_0a81bd21e350,interaction_self_reproduction,12,agg_flow_imbalance_notional;premium_index,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_e04d7321cbd1,interaction_self_reproduction,12,agg_flow_imbalance_notional;realized_vol_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_4b150d44966f,interaction_self_reproduction,12,agg_flow_imbalance_notional;realized_vol_24,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_b5b5e0ec3996,interaction_self_reproduction,12,agg_flow_imbalance_notional;ret_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_8a51cf2771d8,interaction_self_reproduction,12,agg_flow_imbalance_notional;ret_6,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_312505ebd625,interaction_self_reproduction,12,agg_large_notional_share_100k_plus;latest_known_funding_rate,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_a36bbba6d062,interaction_self_reproduction,12,agg_large_notional_share_100k_plus;mark_index_ratio,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_07b5ee8cd960,interaction_self_reproduction,12,agg_large_notional_share_100k_plus;premium_index,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_2c1879e3078b,interaction_self_reproduction,12,agg_large_notional_share_100k_plus;realized_vol_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_aea2cd962ae1,interaction_self_reproduction,12,agg_large_notional_share_100k_plus;realized_vol_24,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_aa8deb2dad84,interaction_self_reproduction,12,agg_large_notional_share_100k_plus;ret_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_8d6e54842d98,interaction_self_reproduction,12,agg_large_notional_share_100k_plus;ret_6,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_e9d834ab5e13,interaction_self_reproduction,12,agg_notional;latest_known_funding_rate,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_3535d1187838,interaction_self_reproduction,12,agg_notional;mark_index_ratio,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_7ecea7b9c295,interaction_self_reproduction,12,agg_notional;premium_index,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_fd0cf4f84414,interaction_self_reproduction,12,agg_notional;realized_vol_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_e0efae87f760,interaction_self_reproduction,12,agg_notional;realized_vol_24,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_450eaf7db078,interaction_self_reproduction,12,agg_notional;ret_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_54f0b9f698ed,interaction_self_reproduction,12,agg_notional;ret_6,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_c90871a393ef,interaction_self_reproduction,12,agg_price_range_bps;latest_known_funding_rate,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_36702725c490,interaction_self_reproduction,12,agg_price_range_bps;mark_index_ratio,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_c6f66edd49e0,interaction_self_reproduction,12,agg_price_range_bps;premium_index,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_a479c30b3d21,interaction_self_reproduction,12,agg_price_range_bps;realized_vol_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_124c08441f56,interaction_self_reproduction,12,agg_price_range_bps;realized_vol_24,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_0fb2e15ab899,interaction_self_reproduction,12,agg_price_range_bps;ret_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_94a7dbae3002,interaction_self_reproduction,12,agg_price_range_bps;ret_6,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_df82b6771771,interaction_self_reproduction,12,agg_signed_flow_z_24h;latest_known_funding_rate,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_e5a8b394cc4b,interaction_self_reproduction,12,agg_signed_flow_z_24h;mark_index_ratio,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_b271afe5597d,interaction_self_reproduction,12,agg_signed_flow_z_24h;premium_index,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_3448c9802391,interaction_self_reproduction,12,agg_signed_flow_z_24h;realized_vol_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_c41613f604d8,interaction_self_reproduction,12,agg_signed_flow_z_24h;realized_vol_24,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_a25faae46265,interaction_self_reproduction,12,agg_signed_flow_z_24h;ret_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_558aeddf4333,interaction_self_reproduction,12,agg_signed_flow_z_24h;ret_6,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_90ffbb0b4896,interaction_self_reproduction,12,agg_flow_imbalance_notional;latest_known_funding_rate,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_e73075062394,interaction_self_reproduction,12,agg_flow_imbalance_notional;mark_index_ratio,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_cfb25fa762b7,interaction_self_reproduction,12,agg_flow_imbalance_notional;premium_index,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_694487ad371e,interaction_self_reproduction,12,agg_flow_imbalance_notional;realized_vol_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_581969db5efd,interaction_self_reproduction,12,agg_flow_imbalance_notional;realized_vol_24,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_7d1538fac47d,interaction_self_reproduction,12,agg_flow_imbalance_notional;ret_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_accb87624150,interaction_self_reproduction,12,agg_flow_imbalance_notional;ret_6,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_da7908422f69,interaction_self_reproduction,12,agg_large_notional_share_100k_plus;latest_known_funding_rate,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_1025a7d18a1f,interaction_self_reproduction,12,agg_large_notional_share_100k_plus;mark_index_ratio,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_82d2d1812714,interaction_self_reproduction,12,agg_large_notional_share_100k_plus;premium_index,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_7ecbf05a843e,interaction_self_reproduction,12,agg_large_notional_share_100k_plus;realized_vol_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_e50c43f96cd6,interaction_self_reproduction,12,agg_large_notional_share_100k_plus;realized_vol_24,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_b0318e4b40e3,interaction_self_reproduction,12,agg_large_notional_share_100k_plus;ret_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_3cdc2b2b7bd6,interaction_self_reproduction,12,agg_large_notional_share_100k_plus;ret_6,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_881f19648923,interaction_self_reproduction,12,agg_notional;latest_known_funding_rate,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_6bd5dc6b7fe6,interaction_self_reproduction,12,agg_notional;mark_index_ratio,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_d88c53e5349a,interaction_self_reproduction,12,agg_notional;premium_index,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_3116536eeb50,interaction_self_reproduction,12,agg_notional;realized_vol_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_3d4bdfbd4c79,interaction_self_reproduction,12,agg_notional;realized_vol_24,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_2ab1dcfc378d,interaction_self_reproduction,12,agg_notional;ret_12,agg_features_available,1,4,3,True,True,PASS
a7v3_interaction_self_reproduction_12_ba9a311b92e4,interaction_self_reproduction,12,agg_notional;ret_6,agg_features_available,1,4,3,True,True,PASS
