dataset,path,exists,rows,columns,symbols,providers,feature_groups,forward_only_rows,historical_backfill_rows,observable_time_non_null,event_time_blank_count,raw_sha256_non_null,decision
cross_exchange_forward_snapshot_20260522_core12_probe2,G:\AlphaFactory_CryptoData\silver\cross_exchange_forward_snapshot\cross_exchange_forward_snapshot_20260522_core12_probe2.parquet,True,153,44,12,"binance,bybit,okx","basis_recent,funding,liquidation_recent,open_interest,orderbook_depth,premium_funding,recent_history,ticker_oi_funding",96,0,153,24,153,PASS_FORWARD_SNAPSHOT_TELEMETRY_INPUT_NOT_HISTORICAL_PROOF
