expression,horizon,timestamp,net10,gross,fee,gross_exposure,hour_type
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2025-03-02 04:00:00+00:00,-0.12111571030705184,-0.12094904364038518,0.00016666666666666666,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2025-03-02 02:00:00+00:00,-0.11898054529786815,-0.11864721196453482,0.0003333333333333333,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2025-03-02 03:00:00+00:00,-0.11564275774948128,-0.11564275774948128,0.0,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2024-11-15 20:00:00+00:00,-0.08872516052365968,-0.08855849385699302,0.00016666666666666666,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2025-03-01 21:00:00+00:00,-0.08843961892760115,-0.08810628559426781,0.0003333333333333333,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2025-03-02 08:00:00+00:00,-0.08041084260592671,-0.08024417593926005,0.00016666666666666666,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2024-11-15 18:00:00+00:00,-0.07926715346261529,-0.07926715346261529,0.0,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2024-11-15 19:00:00+00:00,-0.07858024759324962,-0.07858024759324962,0.0,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2024-12-02 11:00:00+00:00,-0.07627778780777164,-0.07627778780777164,0.0,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2024-03-01 18:00:00+00:00,-0.07534727052544338,-0.07534727052544338,0.0,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2024-12-01 00:00:00+00:00,-0.07422875925528118,-0.07406209258861451,0.00016666666666666666,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2024-03-01 17:00:00+00:00,-0.07180054379924695,-0.07146721046591362,0.0003333333333333333,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2024-12-01 11:00:00+00:00,-0.07155884173991868,-0.07139217507325202,0.00016666666666666666,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2024-02-28 15:00:00+00:00,-0.07085351133399244,-0.07085351133399244,0.0,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2024-02-28 10:00:00+00:00,-0.06968051608541012,-0.06951384941874346,0.00016666666666666666,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2024-11-15 23:00:00+00:00,-0.06961198314793465,-0.06944531648126799,0.00016666666666666666,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2024-11-15 22:00:00+00:00,-0.06924633083626217,-0.0690796641695955,0.00016666666666666666,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2024-11-13 23:00:00+00:00,-0.06900732238494259,-0.06867398905160925,0.0003333333333333333,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2024-11-11 18:00:00+00:00,-0.06887262845673775,-0.06853929512340441,0.0003333333333333333,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2024-03-02 01:00:00+00:00,-0.0686163922457543,-0.06844972557908764,0.00016666666666666666,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2025-03-01 23:00:00+00:00,0.10515088778241209,0.10548422111574543,0.0003333333333333333,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2024-11-21 16:00:00+00:00,0.07862448652695278,0.07879115319361944,0.00016666666666666666,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2024-12-04 16:00:00+00:00,0.07203819779486441,0.07237153112819775,0.0003333333333333333,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2025-10-10 14:00:00+00:00,0.06894400103352215,0.06927733436685549,0.0003333333333333333,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2025-10-10 13:00:00+00:00,0.06554014753054077,0.06554014753054077,0.0,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2024-11-16 19:00:00+00:00,0.06481033779335117,0.06497700446001783,0.00016666666666666666,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2025-10-10 12:00:00+00:00,0.06454615959654458,0.06487949292987792,0.0003333333333333333,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2025-03-01 22:00:00+00:00,0.06282004451852763,0.06315337785186097,0.0003333333333333333,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2024-11-21 11:00:00+00:00,0.061786348339286,0.06195301500595267,0.00016666666666666666,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2024-11-16 20:00:00+00:00,0.05820688851770291,0.05820688851770291,0.0,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2024-11-21 13:00:00+00:00,0.05804353226709176,0.05837686560042509,0.0003333333333333333,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2025-10-10 04:00:00+00:00,0.05773233161418345,0.05806566494751678,0.0003333333333333333,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2025-10-10 10:00:00+00:00,0.0572960398144833,0.05746270648114997,0.00016666666666666666,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2025-03-02 01:00:00+00:00,0.05721786721415249,0.05738453388081916,0.00016666666666666666,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2025-10-10 20:00:00+00:00,0.05621039511794206,0.05637706178460873,0.00016666666666666666,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2024-11-21 14:00:00+00:00,0.05530001056687419,0.05546667723354086,0.00016666666666666666,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2025-10-10 18:00:00+00:00,0.05258463252919088,0.05275129919585755,0.00016666666666666666,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2026-05-09 19:00:00+00:00,0.05247218051127559,0.05247218051127559,0.0,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2026-05-09 18:00:00+00:00,0.052052135692875666,0.052052135692875666,0.0,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,2025-10-10 05:00:00+00:00,0.05174022128594145,0.051906887952608116,0.00016666666666666666,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-14 14:00:00+00:00,-0.1386951420858378,-0.13852847541917113,0.00016666666666666666,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-14 19:00:00+00:00,-0.13378081560945143,-0.13361414894278476,0.00016666666666666666,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-14 15:00:00+00:00,-0.12979073121912324,-0.12962406455245656,0.00016666666666666666,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-14 20:00:00+00:00,-0.12436233362341173,-0.12436233362341173,0.0,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-30 21:00:00+00:00,-0.11705781225183949,-0.11689114558517283,0.00016666666666666666,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-30 22:00:00+00:00,-0.1152024585176384,-0.11503579185097174,0.00016666666666666666,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-14 00:00:00+00:00,-0.10887850055648714,-0.10871183388982048,0.00016666666666666666,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-30 15:00:00+00:00,-0.10558822309082685,-0.10542155642416019,0.00016666666666666666,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-14 21:00:00+00:00,-0.10533393012241372,-0.10533393012241372,0.0,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-13 22:00:00+00:00,-0.10457045006343813,-0.10440378339677146,0.00016666666666666666,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-13 19:00:00+00:00,-0.10189037602562515,-0.10155704269229181,0.0003333333333333333,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-12-01 11:00:00+00:00,-0.10062255474687547,-0.1004558880802088,0.00016666666666666666,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-14 22:00:00+00:00,-0.10043029416659298,-0.10043029416659298,0.0,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-02-27 06:00:00+00:00,-0.09929179288819065,-0.09929179288819065,0.0,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-12-01 00:00:00+00:00,-0.09766654707309287,-0.09749988040642621,0.00016666666666666666,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-30 23:00:00+00:00,-0.09734552092793494,-0.09734552092793494,0.0,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-14 10:00:00+00:00,-0.09667969842108305,-0.09651303175441639,0.00016666666666666666,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-11 17:00:00+00:00,-0.09365171634551038,-0.09315171634551038,0.0005,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-14 23:00:00+00:00,-0.09345329110432112,-0.09328662443765445,0.00016666666666666666,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2025-03-01 08:00:00+00:00,-0.09315059523302252,-0.09281726189968918,0.0003333333333333333,0.9999999999999999,top_loss
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-02-29 23:00:00+00:00,0.1301433548971273,0.1301433548971273,0.0,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-03-01 00:00:00+00:00,0.10916353958196377,0.10933020624863043,0.00016666666666666666,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-09 03:00:00+00:00,0.10742318002746322,0.10758984669412988,0.00016666666666666666,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-09 04:00:00+00:00,0.1063762652244307,0.1063762652244307,0.0,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-03-01 01:00:00+00:00,0.10357006724827383,0.1037367339149405,0.00016666666666666666,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-09 02:00:00+00:00,0.10334752448197863,0.1035141911486453,0.00016666666666666666,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2025-10-10 14:00:00+00:00,0.10103207063622348,0.10136540396955682,0.0003333333333333333,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-02-29 22:00:00+00:00,0.09841773787219305,0.09858440453885971,0.00016666666666666666,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-09 05:00:00+00:00,0.09245044761489016,0.09261711428155682,0.00016666666666666666,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-10 13:00:00+00:00,0.09084927341701214,0.09118260675034548,0.0003333333333333333,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-09 11:00:00+00:00,0.09052247004863215,0.09085580338196549,0.0003333333333333333,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-09 01:00:00+00:00,0.08762893659988884,0.0877956032665555,0.00016666666666666666,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2025-10-10 10:00:00+00:00,0.08660050347840531,0.08676717014507197,0.00016666666666666666,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-11-09 00:00:00+00:00,0.08572162282850417,0.08588828949517083,0.00016666666666666666,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-01-09 19:00:00+00:00,0.07981386419336789,0.07998053086003455,0.00016666666666666666,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2025-01-15 05:00:00+00:00,0.07958999132664704,0.07958999132664704,0.0,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-03-12 00:00:00+00:00,0.07698782344337386,0.07715449011004052,0.00016666666666666666,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2024-03-03 03:00:00+00:00,0.07651600207932177,0.07668266874598843,0.00016666666666666666,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2025-01-15 04:00:00+00:00,0.07608677304159442,0.07608677304159442,0.0,0.9999999999999999,top_gain
Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,2025-10-10 18:00:00+00:00,0.07538204736544578,0.07554871403211244,0.00016666666666666666,0.9999999999999999,top_gain
