variant,seed,fit_runtime_seconds,epochs,train_samples,valid_samples,development_holdout_samples,parameter_count,parameter_l2_change,initial_parameter_sha256,final_parameter_sha256,mean_gradient_l2_norm,min_gradient_l2_norm,max_gradient_l2_norm,first_batch_loss,last_batch_loss,min_batch_loss,eval_weight_variance,eval_cross_asset_weight_std_mean,eval_max_weight,eval_min_weight
CHALLENGER,1701,6.416032899986021,12,84,24,24,473,0.44879746437072754,5BB15EE7B253FDBAD4337B500F520B8A29D473209CEF2C0359A4F6F55E1A4E32,EEABDDDA605C3D7DE6C75D87888A736FD65074E482C3EFB4458C7569D5B585A0,0.1529199563794666,0.04256994277238846,0.37225404381752014,-0.16581866145133972,-0.5962597727775574,-0.5962597727775574,0.00014488330634776503,0.01201523095369339,0.1219748705625534,0.08258107304573059
CHALLENGER,1709,5.849961500032805,12,84,24,24,473,0.468872994184494,FB56153C1AE8C442EEDE7B1BC4261EBAB28224064BE4B5152EE5BAEA335F5C24,DDED0FCEF9B1AE93A67E10846B051F510011D5B8D1149836AA46A8FA204B27E0,0.11463727688209878,0.025849724188447,0.49174925684928894,-0.41446611285209656,-0.3012838363647461,-0.5501985549926758,2.7942915039602667e-05,0.005278863478451967,0.11296866089105606,0.09246870875358582
ASSET_ROTATED_CONTROL,1701,4.868580500013195,12,84,24,24,473,0.365836501121521,5BB15EE7B253FDBAD4337B500F520B8A29D473209CEF2C0359A4F6F55E1A4E32,F10CDC995CB84B09420FFF2BB30398FD42A9C1C4E3B12BED2D727DC02D3BBAD3,0.11191074586369926,0.02831684984266758,0.2399318963289261,-0.1588074415922165,-0.5765084028244019,-0.5765084028244019,6.152570131234825e-05,0.007783159147948027,0.11910714954137802,0.08809643983840942
ASSET_ROTATED_CONTROL,1709,4.850045999977738,12,84,24,24,473,0.3167330324649811,FB56153C1AE8C442EEDE7B1BC4261EBAB28224064BE4B5152EE5BAEA335F5C24,E222CE402015B678B6478BE3D0F27CFCBCA40A290C82AC6EEC1DDDA8E5E689E7,0.06714679618986945,0.012917871586978436,0.14670149981975555,-0.3973100781440735,-0.22985756397247314,-0.5379073023796082,6.908753675816115e-06,0.0025730363558977842,0.10682671517133713,0.09352988004684448
