symbol,aligned_rows,timestamp_min,timestamp_max,okx_funding_matched_rows,basis_spread_bps_mean,basis_spread_bps_abs_p95,mark_close_spread_bps_abs_p95,funding_spread_bps_mean
1INCHUSDT,105,2026-04-26 15:00:00+00:00,2026-04-30 23:00:00+00:00,13,2.0350037118181423,10.810455050128674,10.47118301179006,0.6066237476096153
ADAUSDT,85,2026-04-27 11:00:00+00:00,2026-04-30 23:00:00+00:00,10,-2.731911095292204,7.5314758385256475,8.215640568581817,0.05471738280300007
BTCUSDT,105,2026-04-26 15:00:00+00:00,2026-04-30 23:00:00+00:00,13,-0.3439938230337444,1.9824772244756428,1.8525979239729644,-0.10606097843092312
CHZUSDT,105,2026-04-26 15:00:00+00:00,2026-04-30 23:00:00+00:00,0,-1.282364851890948,7.623308457110677,7.089082975453519,
CRVUSDT,105,2026-04-26 15:00:00+00:00,2026-04-30 23:00:00+00:00,13,-3.569791322837042,18.404669053838195,17.743955637303575,-0.20937283707023074
EGLDUSDT,85,2026-04-27 11:00:00+00:00,2026-04-30 23:00:00+00:00,10,-1.207586442799835,12.272407815470343,9.228951934149299,-0.5988698651371
ENJUSDT,105,2026-04-26 15:00:00+00:00,2026-04-30 23:00:00+00:00,26,8.24413374589614,15.924951599907585,12.656103841499178,1.3210395963478077
GRTUSDT,105,2026-04-26 15:00:00+00:00,2026-04-30 23:00:00+00:00,13,-5.445414637654504,13.196490708911487,11.979884799857787,-0.8711616977506154
ICXUSDT,105,2026-04-26 15:00:00+00:00,2026-04-30 23:00:00+00:00,26,1.5014861793404224,18.748190535995853,15.811075011493475,-0.6154184101817693
KSMUSDT,105,2026-04-26 15:00:00+00:00,2026-04-30 23:00:00+00:00,13,4.784018871449245,15.802154590019988,8.358758122125831,0.04095441084430772
LTCUSDT,105,2026-04-26 15:00:00+00:00,2026-04-30 23:00:00+00:00,13,-1.7289826746371695,3.97844177146478,5.003386984767655,-0.0488145083613077
RSRUSDT,105,2026-04-26 15:00:00+00:00,2026-04-30 23:00:00+00:00,13,-7.231644865016125,19.169429337379643,18.277601708237114,-0.19119460211984612
SNXUSDT,105,2026-04-26 15:00:00+00:00,2026-04-30 23:00:00+00:00,13,-0.5890837537980064,16.404450975221916,8.99229844866678,-0.40784450899015384
XRPUSDT,105,2026-04-26 15:00:00+00:00,2026-04-30 23:00:00+00:00,13,-6.968514251643713,10.629383110925206,10.814749287705538,0.18998738882284613
ZRXUSDT,105,2026-04-26 15:00:00+00:00,2026-04-30 23:00:00+00:00,26,6.830410796342877,23.036363117676647,12.637361185142026,-0.4871397929028462
