blueprint_id,level,candidate_role,generation_priority,semantic_pair,motif,primary_field,secondary_field,primary_semantic,secondary_semantic,primary_route,secondary_route,primary_transform,secondary_transform,modifier_guard_required,skeleton_key,production_key,in_materialization_queue,in_company_numeric_wave_queue,company_shard,expression
a7ff24r_f9df88296716359b,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,zmean_8h,delta_4h,True,skel_857699c27821c9ad,prod_77e873f8693d9877,False,False,,"Mul(Neg(ZScore(ZScore(Mean(funding_rate,8)))),Sign(Delta(global_long_short_account_ratio_last,4)))"
a7ff24r_ff8724e35b3346c2,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,zmean_12h,mean_4h,True,skel_857699c27821c9ad,prod_9d0cd5cb52d82fa2,False,False,,"Mul(Neg(ZScore(ZScore(Mean(funding_rate,12)))),Sign(Mean(global_long_short_account_ratio_mean,4)))"
a7ff24r_0de258fb55b87d92,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,zmean_8h,level,True,skel_9bf9b7aa7b80877e,prod_bc3999e4d09b4306,True,False,,"Mul(Neg(ZScore(ZScore(Mean(funding_rate,8)))),Sign(global_long_short_account_ratio_mean))"
a7ff24r_275fc9f573975a1c,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,zmean_12h,level,True,skel_9bf9b7aa7b80877e,prod_765436579215ef54,True,False,,"Mul(Neg(ZScore(ZScore(Mean(funding_rate,12)))),Sign(global_long_short_account_ratio_last))"
a7ff24r_40a981e91cbc7baf,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,zmean_1h,level,True,skel_9bf9b7aa7b80877e,prod_dd176ae6a00ad899,True,False,,"Mul(Neg(ZScore(ZScore(Mean(funding_rate,1)))),Sign(global_long_short_account_ratio_last))"
a7ff24r_437f2b00b88d8b2d,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,zmean_2h,level,True,skel_9bf9b7aa7b80877e,prod_d44efb960f446980,True,False,,"Mul(Neg(ZScore(ZScore(Mean(funding_rate,2)))),Sign(global_long_short_account_ratio_mean))"
a7ff24r_6ad472ddd9c35f67,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,zmean_2h,level,True,skel_9bf9b7aa7b80877e,prod_6aaa2bbdad0637b5,True,False,,"Mul(Neg(ZScore(ZScore(Mean(funding_rate,2)))),Sign(global_long_short_account_ratio_last))"
a7ff24r_7197be2a5a50860b,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,zmean_4h,level,True,skel_9bf9b7aa7b80877e,prod_35846c260a08c6b6,True,False,,"Mul(Neg(ZScore(ZScore(Mean(funding_rate,4)))),Sign(global_long_short_account_ratio_last))"
a7ff24r_9c912361404ac0ee,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,zmean_12h,level,True,skel_9bf9b7aa7b80877e,prod_451cb49e11c6a41c,True,False,,"Mul(Neg(ZScore(ZScore(Mean(funding_rate,12)))),Sign(global_long_short_account_ratio_mean))"
a7ff24r_9db5be839fec00fc,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,zmean_1h,level,True,skel_9bf9b7aa7b80877e,prod_db79c40234f9d491,True,False,,"Mul(Neg(ZScore(ZScore(Mean(funding_rate,1)))),Sign(global_long_short_account_ratio_mean))"
a7ff24r_dc70f960d129e210,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,zmean_8h,level,True,skel_9bf9b7aa7b80877e,prod_4b0b1a0f104d5e4a,True,False,,"Mul(Neg(ZScore(ZScore(Mean(funding_rate,8)))),Sign(global_long_short_account_ratio_last))"
a7ff24r_e66ebc3b945e809c,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,zmean_4h,level,True,skel_9bf9b7aa7b80877e,prod_d90d8a1c02fe4369,True,False,,"Mul(Neg(ZScore(ZScore(Mean(funding_rate,4)))),Sign(global_long_short_account_ratio_mean))"
a7ff24r_2f49bfab0817073d,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,delta_1h,True,skel_ac3a45a1120f7842,prod_8ef0e02a56a0f7ba,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(Delta(global_long_short_account_ratio_mean,1)))"
a7ff24r_32f7e3c6c83a0eb0,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,delta_1h,True,skel_ac3a45a1120f7842,prod_ec652db38966f037,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(Delta(global_long_short_account_ratio_last,1)))"
a7ff24r_36227b1d9e980f7c,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,delta_4h,True,skel_ac3a45a1120f7842,prod_c2ce6b2a14770526,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(Delta(global_long_short_account_ratio_last,4)))"
a7ff24r_4a240c118ba5212b,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,mean_4h,True,skel_ac3a45a1120f7842,prod_c566cfcb0e1c2b23,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(Mean(global_long_short_account_ratio_mean,4)))"
a7ff24r_5ac23f400b74522d,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,mean_4h,True,skel_ac3a45a1120f7842,prod_582b1d7d4b6dac5d,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(Mean(global_long_short_account_ratio_last,4)))"
a7ff24r_5bf7282d50589a83,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,delta_4h,True,skel_ac3a45a1120f7842,prod_719b8c6d872177c7,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(Delta(global_long_short_account_ratio_mean,4)))"
a7ff24r_5cdd29a6b5363f36,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,delta_2h,True,skel_ac3a45a1120f7842,prod_9be19b69855e0bc4,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(Delta(global_long_short_account_ratio_mean,2)))"
a7ff24r_6f097b85e1ce4c88,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,mean_1h,True,skel_ac3a45a1120f7842,prod_d630cae457680644,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(Mean(global_long_short_account_ratio_mean,1)))"
a7ff24r_88db7bd558e6e676,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,mean_8h,True,skel_ac3a45a1120f7842,prod_3447010cf788576d,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(Mean(global_long_short_account_ratio_mean,8)))"
a7ff24r_9fc35507b2796580,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,mean_12h,True,skel_ac3a45a1120f7842,prod_be67858b95d9897c,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(Mean(global_long_short_account_ratio_mean,12)))"
a7ff24r_bfe3a325586c8a17,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,mean_8h,True,skel_ac3a45a1120f7842,prod_db3c3d757bfc58a6,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(Mean(global_long_short_account_ratio_last,8)))"
a7ff24r_d1d5f6751162fff1,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,delta_2h,True,skel_ac3a45a1120f7842,prod_6f0d68a633f67d82,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(Delta(global_long_short_account_ratio_last,2)))"
a7ff24r_d4e2088b79721824,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,mean_1h,True,skel_ac3a45a1120f7842,prod_980c40165b683bed,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(Mean(global_long_short_account_ratio_last,1)))"
a7ff24r_d7539e3a3676e921,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,delta_8h,True,skel_ac3a45a1120f7842,prod_416445c02863e45b,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(Delta(global_long_short_account_ratio_mean,8)))"
a7ff24r_d757f60b72cc22aa,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,delta_8h,True,skel_ac3a45a1120f7842,prod_6f00ea1312cbb851,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(Delta(global_long_short_account_ratio_last,8)))"
a7ff24r_dffe6394a6af4a46,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,mean_12h,True,skel_ac3a45a1120f7842,prod_f7cf34b2a80c0385,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(Mean(global_long_short_account_ratio_last,12)))"
a7ff24r_e9150af0ce48da1e,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,delta_12h,True,skel_ac3a45a1120f7842,prod_ea381c7dc60c6cc9,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(Delta(global_long_short_account_ratio_last,12)))"
a7ff24r_e9882267cfc851bb,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,delta_12h,True,skel_ac3a45a1120f7842,prod_29d08ef0671cc095,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(Delta(global_long_short_account_ratio_mean,12)))"
a7ff24r_ebe0e196c534b9df,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,mean_2h,True,skel_ac3a45a1120f7842,prod_cfcc1b489e80d714,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(Mean(global_long_short_account_ratio_mean,2)))"
a7ff24r_f505fdc2bf454cae,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,mean_2h,True,skel_ac3a45a1120f7842,prod_735fd51d836f96f2,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(Mean(global_long_short_account_ratio_last,2)))"
a7ff24r_0bf4acc0d319c510,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,zmean_12h,True,skel_bee202f15f6c9956,prod_a974a3d8b48b4d96,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(ZScore(Mean(global_long_short_account_ratio_last,12))))"
a7ff24r_22621eb5a2b15e75,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,zmean_2h,True,skel_bee202f15f6c9956,prod_61ea65c5a6bbe146,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(ZScore(Mean(global_long_short_account_ratio_last,2))))"
a7ff24r_54c566de7205c067,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,zmean_1h,True,skel_bee202f15f6c9956,prod_fce85c9735d84ff8,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(ZScore(Mean(global_long_short_account_ratio_last,1))))"
a7ff24r_84fa7ed6c6b09f8e,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,zmean_4h,True,skel_bee202f15f6c9956,prod_0745e05ef1a522ed,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(ZScore(Mean(global_long_short_account_ratio_last,4))))"
a7ff24r_8bb18be2acd30a51,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,zmean_8h,True,skel_bee202f15f6c9956,prod_4e3573bbc55f0a89,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(ZScore(Mean(global_long_short_account_ratio_mean,8))))"
a7ff24r_9141da741a1333e4,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,zmean_8h,True,skel_bee202f15f6c9956,prod_42435950c4fb11d8,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(ZScore(Mean(global_long_short_account_ratio_last,8))))"
a7ff24r_b178a7a8ddea5a1f,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,zmean_4h,True,skel_bee202f15f6c9956,prod_9b614a4db25b39a7,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(ZScore(Mean(global_long_short_account_ratio_mean,4))))"
a7ff24r_c728a1ff1ecd8cfd,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,zmean_2h,True,skel_bee202f15f6c9956,prod_378a91a40f6d2c03,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(ZScore(Mean(global_long_short_account_ratio_mean,2))))"
a7ff24r_e868c40a249f90e2,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,zmean_1h,True,skel_bee202f15f6c9956,prod_cc3204c8d628470d,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(ZScore(Mean(global_long_short_account_ratio_mean,1))))"
a7ff24r_fadd87955e2474f7,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,zmean_12h,True,skel_bee202f15f6c9956,prod_6dc522fec165bb61,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(ZScore(Mean(global_long_short_account_ratio_mean,12))))"
a7ff24r_157d3f3fd3b23f04,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,level,True,skel_ea6cf56ff46594b4,prod_829c484e3a8d4657,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(global_long_short_account_ratio_last))"
a7ff24r_18b8eaa75cba8564,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,level,level,True,skel_ea6cf56ff46594b4,prod_ebb75796534d742f,True,False,,"Mul(Neg(ZScore(funding_rate)),Sign(global_long_short_account_ratio_mean))"
a7ff24r_011d1a2e11100c1c,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,delta_1h,zmean_4h,True,skel_f4061a64df347a31,prod_13a7ccf2dde3ae83,False,False,,"Mul(Neg(ZScore(Delta(funding_rate,1))),Sign(ZScore(Mean(global_long_short_account_ratio_last,4))))"
a7ff24r_0906b78c58ada9d0,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,delta_8h,zmean_8h,True,skel_f4061a64df347a31,prod_94f0cfd7ec0d404e,False,False,,"Mul(Neg(ZScore(Delta(funding_rate,8))),Sign(ZScore(Mean(global_long_short_account_ratio_last,8))))"
a7ff24r_0a1cbbefe3b254a4,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,delta_2h,zmean_12h,True,skel_f4061a64df347a31,prod_57161ce7e5f0f54c,False,False,,"Mul(Neg(ZScore(Delta(funding_rate,2))),Sign(ZScore(Mean(global_long_short_account_ratio_last,12))))"
a7ff24r_0aedc46b9bc528f2,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,mean_4h,zmean_4h,True,skel_f4061a64df347a31,prod_d5de887c0a8828ab,False,False,,"Mul(Neg(ZScore(Mean(funding_rate,4))),Sign(ZScore(Mean(global_long_short_account_ratio_last,4))))"
a7ff24r_0bf5d3625745dc19,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,mean_2h,zmean_12h,True,skel_f4061a64df347a31,prod_2506b6796ab86e86,False,False,,"Mul(Neg(ZScore(Mean(funding_rate,2))),Sign(ZScore(Mean(global_long_short_account_ratio_last,12))))"
a7ff24r_0d4195a1b2e2127d,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,mean_12h,zmean_8h,True,skel_f4061a64df347a31,prod_1cbe62dfb31b96a4,False,False,,"Mul(Neg(ZScore(Mean(funding_rate,12))),Sign(ZScore(Mean(global_long_short_account_ratio_last,8))))"
a7ff24r_0dfea1676be2400a,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,mean_8h,zmean_12h,True,skel_f4061a64df347a31,prod_c42e381549a51343,False,False,,"Mul(Neg(ZScore(Mean(funding_rate,8))),Sign(ZScore(Mean(global_long_short_account_ratio_last,12))))"
a7ff24r_11c8f90702292c3b,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,mean_1h,zmean_1h,True,skel_f4061a64df347a31,prod_28830b9f947631d2,False,False,,"Mul(Neg(ZScore(Mean(funding_rate,1))),Sign(ZScore(Mean(global_long_short_account_ratio_last,1))))"
a7ff24r_14475f0f4746b6f1,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,mean_1h,zmean_2h,True,skel_f4061a64df347a31,prod_bedefddf7fd817d8,False,False,,"Mul(Neg(ZScore(Mean(funding_rate,1))),Sign(ZScore(Mean(global_long_short_account_ratio_last,2))))"
a7ff24r_1626c72dc7ce57f2,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,mean_2h,zmean_8h,True,skel_f4061a64df347a31,prod_957571ebad37fb9a,False,False,,"Mul(Neg(ZScore(Mean(funding_rate,2))),Sign(ZScore(Mean(global_long_short_account_ratio_mean,8))))"
a7ff24r_1b90a10cbc2b626d,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,delta_1h,zmean_8h,True,skel_f4061a64df347a31,prod_99842d4b0a71c7ea,False,False,,"Mul(Neg(ZScore(Delta(funding_rate,1))),Sign(ZScore(Mean(global_long_short_account_ratio_last,8))))"
a7ff24r_1e89ec5a68bd2b3f,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,delta_2h,zmean_1h,True,skel_f4061a64df347a31,prod_8096ea66053c61c5,False,False,,"Mul(Neg(ZScore(Delta(funding_rate,2))),Sign(ZScore(Mean(global_long_short_account_ratio_last,1))))"
a7ff24r_1ebebd2477c6bdfa,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,mean_1h,zmean_8h,True,skel_f4061a64df347a31,prod_a8e7c2e426388a49,False,False,,"Mul(Neg(ZScore(Mean(funding_rate,1))),Sign(ZScore(Mean(global_long_short_account_ratio_mean,8))))"
a7ff24r_210f2036b5a33233,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,delta_1h,zmean_8h,True,skel_f4061a64df347a31,prod_4aa7e46a0ae95ae8,False,False,,"Mul(Neg(ZScore(Delta(funding_rate,1))),Sign(ZScore(Mean(global_long_short_account_ratio_mean,8))))"
a7ff24r_22ceac0e8f6a4d1c,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,delta_12h,zmean_1h,True,skel_f4061a64df347a31,prod_52fdafbdbe65c397,False,False,,"Mul(Neg(ZScore(Delta(funding_rate,12))),Sign(ZScore(Mean(global_long_short_account_ratio_mean,1))))"
a7ff24r_251006dccdcf9f2f,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,delta_4h,zmean_4h,True,skel_f4061a64df347a31,prod_80efc5abda652cc3,False,False,,"Mul(Neg(ZScore(Delta(funding_rate,4))),Sign(ZScore(Mean(global_long_short_account_ratio_last,4))))"
a7ff24r_29f6107e530fd5c4,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,delta_8h,zmean_2h,True,skel_f4061a64df347a31,prod_b22f59689109a191,False,False,,"Mul(Neg(ZScore(Delta(funding_rate,8))),Sign(ZScore(Mean(global_long_short_account_ratio_last,2))))"
a7ff24r_2a70b224344478b8,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_mean,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,mean_4h,zmean_12h,True,skel_f4061a64df347a31,prod_8fb449ef174a4fc0,False,False,,"Mul(Neg(ZScore(Mean(funding_rate,4))),Sign(ZScore(Mean(global_long_short_account_ratio_mean,12))))"
a7ff24r_2bba85b1f9e507ad,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,delta_1h,zmean_1h,True,skel_f4061a64df347a31,prod_bda3802bc45cc849,False,False,,"Mul(Neg(ZScore(Delta(funding_rate,1))),Sign(ZScore(Mean(global_long_short_account_ratio_last,1))))"
a7ff24r_2c4787e55acd3d4d,L3_state_conditioned_feature,role_mixed_allowed,P1,funding_like|positioning_like,mean_reversion_gate,funding_rate,global_long_short_account_ratio_last,funding_like,positioning_like,modifier_only_seed,modifier_only_seed,mean_4h,zmean_12h,True,skel_f4061a64df347a31,prod_37c2870d53bf96ac,False,False,,"Mul(Neg(ZScore(Mean(funding_rate,4))),Sign(ZScore(Mean(global_long_short_account_ratio_last,12))))"
