base_field,semantic_type,seed_route,transform_name,formula_count,materialization_count,company_wave_count,levels,motifs,semantic_pairs,side
funding_rate,funding_like,modifier_only_seed,level,2000,106,38,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;funding_like|positioning_like,primary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,level,1220,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|positioning_like,primary
funding_rate,funding_like,modifier_only_seed,zmean_1h,869,134,89,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;funding_like|positioning_like,primary
funding_rate,funding_like,modifier_only_seed,zmean_2h,815,144,97,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;funding_like|positioning_like,primary
funding_rate,funding_like,modifier_only_seed,zmean_4h,813,135,88,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;funding_like|positioning_like,primary
funding_rate,funding_like,modifier_only_seed,zmean_8h,768,130,92,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;funding_like|positioning_like,primary
funding_rate,funding_like,modifier_only_seed,zmean_12h,723,79,46,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;funding_like|positioning_like,primary
mark_index_basis_bps,basis_premium_like,primary_signal_seed,level,625,290,290,L1_single_field_transform;L2_typed_two_field_interaction;L4_factor_candidate_probe,gated_sign;mul;safe_div_abs;signed_spread;single;smooth_mul;spread_rank;sub,basis_premium_like;basis_premium_like|basis_premium_like;basis_premium_like|generic_numeric;basis_premium_like|liquidity_like;basis_premium_like|positioning_like;basis_premium_like|price_like;basis_premium_like|state_or_taxonomy;basis_premium_like|volatility_like,primary
global_long_short_account_ratio_mean,positioning_like,modifier_only_seed,level,608,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|positioning_like,primary
funding_rate,funding_like,modifier_only_seed,delta_1h,556,75,38,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;funding_like|positioning_like,primary
funding_rate,funding_like,modifier_only_seed,mean_1h,552,80,42,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;funding_like|positioning_like,primary
funding_rate,funding_like,modifier_only_seed,zmean_24h,538,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;funding_like|positioning_like,primary
funding_rate,funding_like,modifier_only_seed,delta_2h,535,81,43,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;funding_like|positioning_like,primary
funding_rate,funding_like,modifier_only_seed,mean_2h,504,80,45,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;funding_like|positioning_like,primary
funding_rate,funding_like,modifier_only_seed,mean_4h,502,73,41,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;funding_like|positioning_like,primary
funding_rate,funding_like,modifier_only_seed,delta_4h,499,65,41,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;funding_like|positioning_like,primary
funding_rate,funding_like,modifier_only_seed,delta_8h,488,70,39,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;funding_like|positioning_like,primary
funding_rate,funding_like,modifier_only_seed,mean_8h,478,63,29,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;funding_like|positioning_like,primary
funding_rate,funding_like,modifier_only_seed,delta_12h,468,55,27,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;funding_like|positioning_like,primary
trade_return_1h,price_like,exploratory_signal_seed,level,442,244,244,L2_typed_two_field_interaction;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|price_like;price_like|volatility_like,secondary
funding_rate,funding_like,modifier_only_seed,mean_12h,424,43,18,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;funding_like|positioning_like,primary
realized_vol_24h,volatility_like,exploratory_signal_seed,level,354,117,117,L2_typed_two_field_interaction;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|volatility_like;liquidity_like|volatility_like;volatility_like|volatility_like,secondary
index_close,basis_premium_like,modifier_only_seed,level,348,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|positioning_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
premium_close_bps,basis_premium_like,exploratory_signal_seed,level,345,194,194,L1_single_field_transform;L2_typed_two_field_interaction;L4_factor_candidate_probe,gated_sign;mul;safe_div_abs;signed_spread;single;smooth_mul;spread_rank;sub,basis_premium_like;basis_premium_like|basis_premium_like;basis_premium_like|generic_numeric;basis_premium_like|liquidity_like;basis_premium_like|positioning_like;basis_premium_like|price_like;basis_premium_like|state_or_taxonomy;basis_premium_like|volatility_like,primary
premium_close_bps,basis_premium_like,exploratory_signal_seed,level,326,96,96,L2_typed_two_field_interaction;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|basis_premium_like;basis_premium_like|funding_like;basis_premium_like|positioning_like;basis_premium_like|volatility_like,secondary
index_close,basis_premium_like,modifier_only_seed,level,318,49,39,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like;basis_premium_like|volatility_like,secondary
mark_close,basis_premium_like,modifier_only_seed,level,318,46,36,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like;basis_premium_like|volatility_like,secondary
mark_high,basis_premium_like,modifier_only_seed,level,314,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like;basis_premium_like|volatility_like,secondary
mark_low,basis_premium_like,modifier_only_seed,level,305,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|basis_premium_like;basis_premium_like|funding_like;basis_premium_like|positioning_like;basis_premium_like|volatility_like,secondary
mark_index_basis_bps,basis_premium_like,primary_signal_seed,level,299,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like;basis_premium_like|volatility_like,secondary
mark_trade_basis_bps,basis_premium_like,modifier_only_seed,level,281,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|basis_premium_like;basis_premium_like|funding_like;basis_premium_like|positioning_like;basis_premium_like|volatility_like,secondary
realized_vol_168h,volatility_like,exploratory_signal_seed,level,258,103,103,L2_typed_two_field_interaction;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|volatility_like;liquidity_like|volatility_like,secondary
premium_close,basis_premium_like,modifier_only_seed,level,243,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|basis_premium_like;basis_premium_like|funding_like;basis_premium_like|positioning_like;basis_premium_like|volatility_like,secondary
index_count,basis_premium_like,modifier_only_seed,level,208,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like;basis_premium_like|volatility_like,secondary
open_interest_last,positioning_like,modifier_only_seed,level,194,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|positioning_like;funding_like|positioning_like,secondary
open_interest_mean,positioning_like,modifier_only_seed,level,194,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|positioning_like;funding_like|positioning_like,secondary
open_interest_value_last,positioning_like,modifier_only_seed,level,194,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|positioning_like;funding_like|positioning_like,secondary
open_interest_value_mean,positioning_like,modifier_only_seed,level,194,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|positioning_like;funding_like|positioning_like,secondary
realized_vol_168h,volatility_like,exploratory_signal_seed,level,193,48,48,L1_single_field_transform;L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;single;smooth_mul;spread_rank;sub,price_like|volatility_like;volatility_like;volatility_like|volatility_like,primary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,level,184,31,0,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|positioning_like;funding_like|positioning_like,secondary
global_long_short_account_ratio_mean,positioning_like,modifier_only_seed,level,184,32,0,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|positioning_like;funding_like|positioning_like,secondary
mark_close,basis_premium_like,modifier_only_seed,level,168,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|positioning_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
mark_high,basis_premium_like,modifier_only_seed,level,168,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|positioning_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
mark_low,basis_premium_like,modifier_only_seed,level,168,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|positioning_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
funding_rate,funding_like,modifier_only_seed,delta_24h,156,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;funding_like|positioning_like,primary
funding_rate,funding_like,modifier_only_seed,delta_48h,156,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;funding_like|positioning_like,primary
funding_rate,funding_like,modifier_only_seed,mean_24h,156,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;funding_like|positioning_like,primary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,zmean_12h,153,8,0,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,zmean_1h,153,9,0,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,zmean_2h,153,10,0,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,zmean_4h,153,9,0,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,zmean_8h,153,8,0,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
index_high,basis_premium_like,modifier_only_seed,level,149,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like;basis_premium_like|volatility_like,secondary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,delta_12h,147,17,2,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,delta_1h,147,17,2,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,delta_2h,147,18,0,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,delta_4h,147,17,1,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,delta_8h,147,13,0,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,mean_12h,147,17,1,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,mean_1h,147,20,0,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,mean_2h,147,18,1,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,mean_4h,147,16,2,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,mean_8h,147,18,0,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_mean,positioning_like,modifier_only_seed,zmean_1h,136,9,0,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_mean,positioning_like,modifier_only_seed,zmean_2h,136,6,0,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_mean,positioning_like,modifier_only_seed,zmean_4h,136,6,0,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_mean,positioning_like,modifier_only_seed,zmean_8h,136,9,0,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_mean,positioning_like,modifier_only_seed,zmean_12h,134,6,0,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
index_close,basis_premium_like,modifier_only_seed,zmean_12h,134,51,38,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
index_close,basis_premium_like,modifier_only_seed,zmean_1h,134,52,36,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
index_close,basis_premium_like,modifier_only_seed,zmean_2h,134,49,38,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
index_close,basis_premium_like,modifier_only_seed,zmean_4h,134,51,38,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
index_close,basis_premium_like,modifier_only_seed,zmean_8h,134,51,38,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_index_basis_bps,basis_premium_like,primary_signal_seed,zmean_1h,130,85,85,L1_single_field_transform;L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;single;smooth_mul;spread_rank;sub,basis_premium_like;basis_premium_like|basis_premium_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
mark_trade_basis_bps,basis_premium_like,modifier_only_seed,level,130,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|positioning_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
global_long_short_account_ratio_mean,positioning_like,modifier_only_seed,delta_1h,125,11,0,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_mean,positioning_like,modifier_only_seed,delta_2h,125,7,0,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_mean,positioning_like,modifier_only_seed,delta_4h,125,12,0,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_mean,positioning_like,modifier_only_seed,delta_8h,125,8,0,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_mean,positioning_like,modifier_only_seed,mean_1h,125,13,1,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_mean,positioning_like,modifier_only_seed,mean_2h,125,8,0,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_mean,positioning_like,modifier_only_seed,mean_4h,125,9,2,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_mean,positioning_like,modifier_only_seed,mean_8h,125,9,0,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_mean,positioning_like,modifier_only_seed,delta_12h,124,13,1,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
mark_close,basis_premium_like,modifier_only_seed,zmean_12h,124,44,31,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_close,basis_premium_like,modifier_only_seed,zmean_1h,124,41,27,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_close,basis_premium_like,modifier_only_seed,zmean_2h,124,41,31,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_close,basis_premium_like,modifier_only_seed,zmean_4h,124,39,28,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_close,basis_premium_like,modifier_only_seed,zmean_8h,124,41,30,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
global_long_short_account_ratio_mean,positioning_like,modifier_only_seed,mean_12h,123,9,0,L3_state_conditioned_feature;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
age_x_volatility,volatility_like,modifier_only_seed,level,120,0,0,L4_factor_candidate_probe,mean_reversion_gate;signed_spread;smooth_mul;spread_rank,basis_premium_like|volatility_like;liquidity_like|volatility_like,primary
taker_buy_sell_volume_ratio_last,positioning_like,modifier_only_seed,level,118,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|positioning_like;funding_like|positioning_like,secondary
premium_abs_168h,basis_premium_like,modifier_only_seed,level,116,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|basis_premium_like;basis_premium_like|positioning_like;basis_premium_like|volatility_like,secondary
mark_index_basis_bps,basis_premium_like,primary_signal_seed,zmean_12h,105,66,66,L1_single_field_transform;L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;single;smooth_mul;spread_rank;sub,basis_premium_like;basis_premium_like|basis_premium_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
mark_index_basis_bps,basis_premium_like,primary_signal_seed,zmean_2h,105,67,67,L1_single_field_transform;L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;single;smooth_mul;spread_rank;sub,basis_premium_like;basis_premium_like|basis_premium_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
mark_index_basis_bps,basis_premium_like,primary_signal_seed,zmean_4h,105,63,63,L1_single_field_transform;L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;single;smooth_mul;spread_rank;sub,basis_premium_like;basis_premium_like|basis_premium_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
mark_index_basis_bps,basis_premium_like,primary_signal_seed,zmean_8h,105,65,65,L1_single_field_transform;L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;single;smooth_mul;spread_rank;sub,basis_premium_like;basis_premium_like|basis_premium_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
trade_high,volatility_like,modifier_only_seed,level,104,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|volatility_like;liquidity_like|volatility_like,secondary
