base_field,semantic_type,seed_route,transform_name,formula_count,materialization_count,company_wave_count,levels,motifs,semantic_pairs,side
mark_high,basis_premium_like,modifier_only_seed,zmean_4h,61,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_high,basis_premium_like,modifier_only_seed,zmean_8h,61,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
oi_x_price_move_24h,positioning_like,modifier_only_seed,level,60,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|positioning_like,secondary
open_interest_change_24h,positioning_like,modifier_only_seed,level,60,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|positioning_like,secondary
mark_index_basis_bps,basis_premium_like,primary_signal_seed,delta_1h,59,41,41,L1_single_field_transform;L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;single;smooth_mul;spread_rank;sub,basis_premium_like;basis_premium_like|basis_premium_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
trade_return_1h,price_like,exploratory_signal_seed,zmean_1h,59,35,35,L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;smooth_mul;spread_rank;sub,basis_premium_like|price_like;price_like|volatility_like,secondary
trade_return_1h,price_like,exploratory_signal_seed,zmean_12h,57,38,38,L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;smooth_mul;spread_rank;sub,basis_premium_like|price_like;price_like|volatility_like,secondary
trade_return_1h,price_like,exploratory_signal_seed,zmean_2h,57,37,37,L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;smooth_mul;spread_rank;sub,basis_premium_like|price_like;price_like|volatility_like,secondary
trade_return_1h,price_like,exploratory_signal_seed,zmean_4h,57,36,36,L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;smooth_mul;spread_rank;sub,basis_premium_like|price_like;price_like|volatility_like,secondary
trade_return_1h,price_like,exploratory_signal_seed,zmean_8h,57,39,39,L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;smooth_mul;spread_rank;sub,basis_premium_like|price_like;price_like|volatility_like,secondary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,zmean_24h,56,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,funding_like|positioning_like,secondary
global_long_short_account_ratio_mean,positioning_like,modifier_only_seed,zmean_24h,56,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,funding_like|positioning_like,secondary
premium_close,basis_premium_like,modifier_only_seed,level,56,0,0,L4_factor_candidate_probe,mean_reversion_gate;signed_spread;smooth_mul;spread_rank,basis_premium_like|positioning_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
mark_index_basis_bps,basis_premium_like,primary_signal_seed,mean_1h,50,31,31,L1_single_field_transform;L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;single;smooth_mul;spread_rank;sub,basis_premium_like;basis_premium_like|basis_premium_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
premium_close_bps,basis_premium_like,exploratory_signal_seed,zmean_1h,49,25,25,L1_single_field_transform;L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;single;smooth_mul;spread_rank;sub,basis_premium_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
realized_vol_24h,volatility_like,exploratory_signal_seed,zmean_12h,48,13,13,L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;smooth_mul;spread_rank;sub,basis_premium_like|volatility_like;volatility_like|volatility_like,secondary
realized_vol_24h,volatility_like,exploratory_signal_seed,zmean_1h,48,12,12,L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;smooth_mul;spread_rank;sub,basis_premium_like|volatility_like;volatility_like|volatility_like,secondary
realized_vol_24h,volatility_like,exploratory_signal_seed,zmean_2h,48,12,12,L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;smooth_mul;spread_rank;sub,basis_premium_like|volatility_like;volatility_like|volatility_like,secondary
realized_vol_24h,volatility_like,exploratory_signal_seed,zmean_4h,48,12,12,L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;smooth_mul;spread_rank;sub,basis_premium_like|volatility_like;volatility_like|volatility_like,secondary
realized_vol_24h,volatility_like,exploratory_signal_seed,zmean_8h,48,13,13,L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;smooth_mul;spread_rank;sub,basis_premium_like|volatility_like;volatility_like|volatility_like,secondary
index_close,basis_premium_like,modifier_only_seed,zmean_1h,46,0,0,L4_factor_candidate_probe,mean_reversion_gate;relative_shock;signed_spread;smooth_mul,basis_premium_like|positioning_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
premium_close_bps,basis_premium_like,exploratory_signal_seed,zmean_1h,46,30,30,L2_typed_two_field_interaction;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|basis_premium_like;basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
premium_close_bps,basis_premium_like,exploratory_signal_seed,zmean_2h,46,30,30,L2_typed_two_field_interaction;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|basis_premium_like;basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
index_close,basis_premium_like,modifier_only_seed,zmean_2h,45,0,0,L4_factor_candidate_probe,mean_reversion_gate;relative_shock;signed_spread;smooth_mul,basis_premium_like|positioning_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
mark_index_basis_bps,basis_premium_like,primary_signal_seed,delta_12h,45,25,25,L1_single_field_transform;L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;single;smooth_mul;spread_rank;sub,basis_premium_like;basis_premium_like|basis_premium_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
mark_index_basis_bps,basis_premium_like,primary_signal_seed,delta_2h,45,24,24,L1_single_field_transform;L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;single;smooth_mul;spread_rank;sub,basis_premium_like;basis_premium_like|basis_premium_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
mark_index_basis_bps,basis_premium_like,primary_signal_seed,delta_4h,45,26,26,L1_single_field_transform;L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;single;smooth_mul;spread_rank;sub,basis_premium_like;basis_premium_like|basis_premium_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
mark_index_basis_bps,basis_premium_like,primary_signal_seed,delta_8h,45,24,24,L1_single_field_transform;L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;single;smooth_mul;spread_rank;sub,basis_premium_like;basis_premium_like|basis_premium_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
mark_index_basis_bps,basis_premium_like,primary_signal_seed,mean_12h,45,24,24,L1_single_field_transform;L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;single;smooth_mul;spread_rank;sub,basis_premium_like;basis_premium_like|basis_premium_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
mark_index_basis_bps,basis_premium_like,primary_signal_seed,mean_2h,45,26,26,L1_single_field_transform;L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;single;smooth_mul;spread_rank;sub,basis_premium_like;basis_premium_like|basis_premium_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
mark_index_basis_bps,basis_premium_like,primary_signal_seed,mean_4h,45,22,22,L1_single_field_transform;L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;single;smooth_mul;spread_rank;sub,basis_premium_like;basis_premium_like|basis_premium_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
mark_index_basis_bps,basis_premium_like,primary_signal_seed,mean_8h,45,26,26,L1_single_field_transform;L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;single;smooth_mul;spread_rank;sub,basis_premium_like;basis_premium_like|basis_premium_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
premium_close_bps,basis_premium_like,exploratory_signal_seed,zmean_4h,45,29,29,L2_typed_two_field_interaction;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|basis_premium_like;basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
index_close,basis_premium_like,modifier_only_seed,zmean_4h,44,0,0,L4_factor_candidate_probe,mean_reversion_gate;relative_shock;signed_spread;smooth_mul,basis_premium_like|positioning_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
index_close,basis_premium_like,modifier_only_seed,zmean_8h,44,0,0,L4_factor_candidate_probe,mean_reversion_gate;relative_shock;signed_spread;smooth_mul,basis_premium_like|positioning_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
premium_close_bps,basis_premium_like,exploratory_signal_seed,zmean_12h,44,28,28,L2_typed_two_field_interaction;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|basis_premium_like;basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
premium_close_bps,basis_premium_like,exploratory_signal_seed,zmean_8h,44,28,28,L2_typed_two_field_interaction;L4_factor_candidate_probe,gated_sign;mean_reversion_gate;mul;safe_div_abs;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|basis_premium_like;basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,delta_1h,43,0,0,L4_factor_candidate_probe,mean_reversion_gate;relative_shock;signed_spread;smooth_mul,basis_premium_like|positioning_like,primary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,mean_1h,43,0,0,L4_factor_candidate_probe,mean_reversion_gate;relative_shock;signed_spread;smooth_mul,basis_premium_like|positioning_like,primary
index_close,basis_premium_like,modifier_only_seed,zmean_12h,43,0,0,L4_factor_candidate_probe,mean_reversion_gate;relative_shock;signed_spread;smooth_mul,basis_premium_like|positioning_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
index_close,basis_premium_like,modifier_only_seed,zmean_24h,43,0,0,L4_factor_candidate_probe,mean_reversion_gate;relative_shock;signed_spread;smooth_mul,basis_premium_like|positioning_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
index_open,basis_premium_like,modifier_only_seed,level,42,0,0,L4_factor_candidate_probe,mean_reversion_gate;signed_spread,basis_premium_like|positioning_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
mark_count,basis_premium_like,modifier_only_seed,level,42,0,0,L4_factor_candidate_probe,mean_reversion_gate;signed_spread,basis_premium_like|positioning_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,delta_2h,41,0,0,L4_factor_candidate_probe,mean_reversion_gate;relative_shock;signed_spread;smooth_mul,basis_premium_like|positioning_like,primary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,delta_4h,41,0,0,L4_factor_candidate_probe,mean_reversion_gate;relative_shock;signed_spread;smooth_mul,basis_premium_like|positioning_like,primary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,mean_2h,41,0,0,L4_factor_candidate_probe,mean_reversion_gate;relative_shock;signed_spread;smooth_mul,basis_premium_like|positioning_like,primary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,mean_4h,41,0,0,L4_factor_candidate_probe,mean_reversion_gate;relative_shock;signed_spread;smooth_mul,basis_premium_like|positioning_like,primary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,delta_12h,40,0,0,L4_factor_candidate_probe,mean_reversion_gate;relative_shock;signed_spread;smooth_mul,basis_premium_like|positioning_like,primary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,delta_8h,40,0,0,L4_factor_candidate_probe,mean_reversion_gate;relative_shock;signed_spread;smooth_mul,basis_premium_like|positioning_like,primary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,mean_12h,40,0,0,L4_factor_candidate_probe,mean_reversion_gate;relative_shock;signed_spread;smooth_mul,basis_premium_like|positioning_like,primary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,mean_8h,40,0,0,L4_factor_candidate_probe,mean_reversion_gate;relative_shock;signed_spread;smooth_mul,basis_premium_like|positioning_like,primary
realized_vol_168h,volatility_like,exploratory_signal_seed,zmean_12h,40,12,12,L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;smooth_mul;spread_rank;sub,basis_premium_like|volatility_like,secondary
realized_vol_168h,volatility_like,exploratory_signal_seed,zmean_1h,40,13,13,L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;smooth_mul;spread_rank;sub,basis_premium_like|volatility_like,secondary
realized_vol_168h,volatility_like,exploratory_signal_seed,zmean_2h,40,12,12,L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;smooth_mul;spread_rank;sub,basis_premium_like|volatility_like,secondary
realized_vol_168h,volatility_like,exploratory_signal_seed,zmean_4h,40,13,13,L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;smooth_mul;spread_rank;sub,basis_premium_like|volatility_like,secondary
realized_vol_168h,volatility_like,exploratory_signal_seed,zmean_8h,40,13,13,L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;smooth_mul;spread_rank;sub,basis_premium_like|volatility_like,secondary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,delta_24h,39,0,0,L4_factor_candidate_probe,mean_reversion_gate;relative_shock;signed_spread;smooth_mul,basis_premium_like|positioning_like,primary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,delta_48h,39,0,0,L4_factor_candidate_probe,mean_reversion_gate;relative_shock;signed_spread;smooth_mul,basis_premium_like|positioning_like,primary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,mean_24h,39,0,0,L4_factor_candidate_probe,mean_reversion_gate;relative_shock;signed_spread;smooth_mul,basis_premium_like|positioning_like,primary
premium_close_bps,basis_premium_like,exploratory_signal_seed,zmean_2h,39,26,26,L1_single_field_transform;L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;single;smooth_mul;spread_rank;sub,basis_premium_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
mark_index_basis_bps,basis_premium_like,primary_signal_seed,zmean_1h,38,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_index_basis_bps,basis_premium_like,primary_signal_seed,zmean_2h,38,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_index_basis_bps,basis_premium_like,primary_signal_seed,zmean_4h,38,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_index_basis_bps,basis_premium_like,primary_signal_seed,zmean_8h,38,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_index_basis_bps,basis_premium_like,primary_signal_seed,zmean_12h,36,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_index_basis_bps,basis_premium_like,primary_signal_seed,zmean_24h,36,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_low,basis_premium_like,modifier_only_seed,zmean_12h,34,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_low,basis_premium_like,modifier_only_seed,zmean_1h,34,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_low,basis_premium_like,modifier_only_seed,zmean_24h,34,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_low,basis_premium_like,modifier_only_seed,zmean_2h,34,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_low,basis_premium_like,modifier_only_seed,zmean_4h,34,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_low,basis_premium_like,modifier_only_seed,zmean_8h,34,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_trade_basis_bps,basis_premium_like,modifier_only_seed,zmean_12h,34,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_trade_basis_bps,basis_premium_like,modifier_only_seed,zmean_1h,34,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_trade_basis_bps,basis_premium_like,modifier_only_seed,zmean_24h,34,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_trade_basis_bps,basis_premium_like,modifier_only_seed,zmean_2h,34,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_trade_basis_bps,basis_premium_like,modifier_only_seed,zmean_4h,34,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_trade_basis_bps,basis_premium_like,modifier_only_seed,zmean_8h,34,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
premium_close_bps,basis_premium_like,exploratory_signal_seed,zmean_12h,34,23,23,L1_single_field_transform;L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;single;smooth_mul;spread_rank;sub,basis_premium_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
premium_close_bps,basis_premium_like,exploratory_signal_seed,zmean_4h,34,23,23,L1_single_field_transform;L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;single;smooth_mul;spread_rank;sub,basis_premium_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
premium_close_bps,basis_premium_like,exploratory_signal_seed,zmean_8h,34,22,22,L1_single_field_transform;L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;single;smooth_mul;spread_rank;sub,basis_premium_like;basis_premium_like|price_like;basis_premium_like|volatility_like,primary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,delta_24h,30,0,0,L4_factor_candidate_probe,mean_reversion_gate;mul;relative_shock;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,delta_48h,30,0,0,L4_factor_candidate_probe,mean_reversion_gate;mul;relative_shock;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
global_long_short_account_ratio_last,positioning_like,modifier_only_seed,mean_24h,30,0,0,L4_factor_candidate_probe,mean_reversion_gate;mul;relative_shock;signed_spread;smooth_mul;spread_rank;sub,funding_like|positioning_like,secondary
trade_return_1h,price_like,exploratory_signal_seed,delta_1h,29,18,18,L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;smooth_mul;spread_rank;sub,basis_premium_like|price_like;price_like|volatility_like,secondary
trade_return_1h,price_like,exploratory_signal_seed,delta_2h,29,18,18,L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;smooth_mul;spread_rank;sub,basis_premium_like|price_like;price_like|volatility_like,secondary
trade_return_1h,price_like,exploratory_signal_seed,mean_1h,29,19,19,L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;smooth_mul;spread_rank;sub,basis_premium_like|price_like;price_like|volatility_like,secondary
trade_return_1h,price_like,exploratory_signal_seed,mean_2h,29,17,17,L2_typed_two_field_interaction,gated_sign;mul;safe_div_abs;smooth_mul;spread_rank;sub,basis_premium_like|price_like;price_like|volatility_like,secondary
index_close,basis_premium_like,modifier_only_seed,delta_24h,28,0,0,L4_factor_candidate_probe,mean_reversion_gate;mul;relative_shock;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
index_close,basis_premium_like,modifier_only_seed,delta_48h,28,0,0,L4_factor_candidate_probe,mean_reversion_gate;mul;relative_shock;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
index_close,basis_premium_like,modifier_only_seed,mean_24h,28,0,0,L4_factor_candidate_probe,mean_reversion_gate;mul;relative_shock;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_close,basis_premium_like,modifier_only_seed,delta_24h,28,0,0,L4_factor_candidate_probe,mean_reversion_gate;mul;relative_shock;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_close,basis_premium_like,modifier_only_seed,delta_48h,28,0,0,L4_factor_candidate_probe,mean_reversion_gate;mul;relative_shock;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_close,basis_premium_like,modifier_only_seed,mean_24h,28,0,0,L4_factor_candidate_probe,mean_reversion_gate;mul;relative_shock;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_high,basis_premium_like,modifier_only_seed,delta_12h,28,0,0,L4_factor_candidate_probe,mean_reversion_gate;mul;relative_shock;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_high,basis_premium_like,modifier_only_seed,delta_1h,28,0,0,L4_factor_candidate_probe,mean_reversion_gate;mul;relative_shock;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_high,basis_premium_like,modifier_only_seed,delta_24h,28,0,0,L4_factor_candidate_probe,mean_reversion_gate;mul;relative_shock;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_high,basis_premium_like,modifier_only_seed,delta_2h,28,0,0,L4_factor_candidate_probe,mean_reversion_gate;mul;relative_shock;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_high,basis_premium_like,modifier_only_seed,delta_48h,28,0,0,L4_factor_candidate_probe,mean_reversion_gate;mul;relative_shock;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_high,basis_premium_like,modifier_only_seed,delta_4h,28,0,0,L4_factor_candidate_probe,mean_reversion_gate;mul;relative_shock;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_high,basis_premium_like,modifier_only_seed,delta_8h,28,0,0,L4_factor_candidate_probe,mean_reversion_gate;mul;relative_shock;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_high,basis_premium_like,modifier_only_seed,mean_12h,28,0,0,L4_factor_candidate_probe,mean_reversion_gate;mul;relative_shock;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_high,basis_premium_like,modifier_only_seed,mean_1h,28,0,0,L4_factor_candidate_probe,mean_reversion_gate;mul;relative_shock;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_high,basis_premium_like,modifier_only_seed,mean_24h,28,0,0,L4_factor_candidate_probe,mean_reversion_gate;mul;relative_shock;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_high,basis_premium_like,modifier_only_seed,mean_2h,28,0,0,L4_factor_candidate_probe,mean_reversion_gate;mul;relative_shock;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_high,basis_premium_like,modifier_only_seed,mean_4h,28,0,0,L4_factor_candidate_probe,mean_reversion_gate;mul;relative_shock;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
mark_high,basis_premium_like,modifier_only_seed,mean_8h,28,0,0,L4_factor_candidate_probe,mean_reversion_gate;mul;relative_shock;signed_spread;smooth_mul;spread_rank;sub,basis_premium_like|funding_like;basis_premium_like|positioning_like,secondary
open_interest_last,positioning_like,modifier_only_seed,level,28,0,0,L4_factor_candidate_probe,mean_reversion_gate;signed_spread;smooth_mul;spread_rank,basis_premium_like|positioning_like,primary
open_interest_last,positioning_like,modifier_only_seed,zmean_12h,28,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|positioning_like;funding_like|positioning_like,secondary
open_interest_last,positioning_like,modifier_only_seed,zmean_1h,28,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|positioning_like;funding_like|positioning_like,secondary
open_interest_last,positioning_like,modifier_only_seed,zmean_24h,28,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|positioning_like;funding_like|positioning_like,secondary
open_interest_last,positioning_like,modifier_only_seed,zmean_2h,28,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|positioning_like;funding_like|positioning_like,secondary
open_interest_last,positioning_like,modifier_only_seed,zmean_4h,28,0,0,L4_factor_candidate_probe,gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;smooth_mul;spread_rank,basis_premium_like|positioning_like;funding_like|positioning_like,secondary
