candidate_id,semantic_bucket,motif_bucket,label_id,horizon,split,cost_bps,spread,cost_adjusted_spread,tstat,hours,max_control_spread,control_ratio,wrong_lag_future_spread,wrong_lag_stale_spread,time_shuffle_spread,symbol_shuffle_spread,same_family_placebo_spread,status,shard_id
a7ffcore11e_2a2d48956a572ac1ab,liquidity_like|volatility_like,liquidity_shock,L5_vol_adjusted_return,8,train,0,0.0372133290896158,0.0372133290896158,0.9436560271383772,509.0,0.0291263253591634,0.7826852923860284,0.015754196625447,-0.0116063145830713,-0.0235507155735179,-0.0085929174228415,-0.0291263253591634,ok,0
a7ffcore11e_2a2d48956a572ac1ab,liquidity_like|volatility_like,liquidity_shock,L5_vol_adjusted_return,8,train,2,0.0372133290896158,0.0368133290896158,0.9436560271383772,509.0,0.0291263253591634,0.7826852923860284,0.015754196625447,-0.0116063145830713,-0.0235507155735179,-0.0085929174228415,-0.0291263253591634,ok,0
a7ffcore11e_2a2d48956a572ac1ab,liquidity_like|volatility_like,liquidity_shock,L5_vol_adjusted_return,8,train,5,0.0372133290896158,0.0362133290896157,0.9436560271383772,509.0,0.0291263253591634,0.7826852923860284,0.015754196625447,-0.0116063145830713,-0.0235507155735179,-0.0085929174228415,-0.0291263253591634,ok,0
a7ffcore11e_2a2d48956a572ac1ab,liquidity_like|volatility_like,liquidity_shock,L5_vol_adjusted_return,8,train,10,0.0372133290896158,0.0352133290896157,0.9436560271383772,509.0,0.0291263253591634,0.7826852923860284,0.015754196625447,-0.0116063145830713,-0.0235507155735179,-0.0085929174228415,-0.0291263253591634,ok,0
a7ffcore11e_2a2d48956a572ac1ab,liquidity_like|volatility_like,liquidity_shock,L5_vol_adjusted_return,8,validation,0,0.0204448283000621,0.0204448283000621,0.5391117795359434,512.0,0.0484196238181961,2.368306698767878,-0.0021684728710284,-0.0304915663111278,-0.0484196238181961,0.0078151551950578,-0.0116854530825673,ok,0
a7ffcore11e_2a2d48956a572ac1ab,liquidity_like|volatility_like,liquidity_shock,L5_vol_adjusted_return,8,validation,2,0.0204448283000621,0.0200448283000621,0.5391117795359434,512.0,0.0484196238181961,2.368306698767878,-0.0021684728710284,-0.0304915663111278,-0.0484196238181961,0.0078151551950578,-0.0116854530825673,ok,0
a7ffcore11e_2a2d48956a572ac1ab,liquidity_like|volatility_like,liquidity_shock,L5_vol_adjusted_return,8,validation,5,0.0204448283000621,0.0194448283000621,0.5391117795359434,512.0,0.0484196238181961,2.368306698767878,-0.0021684728710284,-0.0304915663111278,-0.0484196238181961,0.0078151551950578,-0.0116854530825673,ok,0
a7ffcore11e_2a2d48956a572ac1ab,liquidity_like|volatility_like,liquidity_shock,L5_vol_adjusted_return,8,validation,10,0.0204448283000621,0.0184448283000621,0.5391117795359434,512.0,0.0484196238181961,2.368306698767878,-0.0021684728710284,-0.0304915663111278,-0.0484196238181961,0.0078151551950578,-0.0116854530825673,ok,0
a7ffcore11e_2a2d48956a572ac1ab,liquidity_like|volatility_like,liquidity_shock,L5_vol_adjusted_return,8,recent,0,0.0527535427087122,0.0527535427087122,1.185130174432863,512.0,0.0493324672029516,0.9351498434019762,0.0152925350214619,0.034734950741976,-0.0493324672029516,-0.0055363895361821,-0.0452792031543673,ok,0
a7ffcore11e_2a2d48956a572ac1ab,liquidity_like|volatility_like,liquidity_shock,L5_vol_adjusted_return,8,recent,2,0.0527535427087122,0.0523535427087122,1.185130174432863,512.0,0.0493324672029516,0.9351498434019762,0.0152925350214619,0.034734950741976,-0.0493324672029516,-0.0055363895361821,-0.0452792031543673,ok,0
