core64_shard,rows,semantic_pair_count,motif_count,min_repair_score,max_repair_score
core64a_s00,6,4,4,0.7403741126010427,0.8350098526904841
core64a_s01,6,4,5,0.736203322367436,0.8389210161003284
core64a_s02,6,3,3,0.7346556735472313,0.8764701493218843
core64a_s03,6,3,3,0.7343022372110355,0.8396956135637049
