admission_policy,exact_identity,activation_identity,full_behaviour_cluster,panel_id,lane_id,seed,ordinal,parent_row_id,repair_action,mechanism_id,primitive,hypothesis,canonical,legal,sketch_exact,behaviour_cluster,quality,near_score,early_gate_pass,gate_reasons,sketch_net_lcb,sketch_worst_block,sketch_positive_block_fraction,sketch_turnover_mean,sketch_benchmark_increment_lcb,coordinate_coverage,observations,ic_mean,ic_lcb,gross_mean,net_mean,net_lcb,return_risk,worst_horizon_net_mean,time_block_positive_fraction,time_block_stability,turnover_mean,cost_drag_mean,max_weight_mean,concentration_hhi_mean,complexity,behaviour_novelty,benchmark_incremental_mean,benchmark_incremental_lcb,placebo_ic_abs,wrong_lag_ic_abs,hard_gate_pass,hard_gate_reasons,lane_scalar,development_scalar,feedback_stability_lcb,feedback_positive_block_fraction,survivor,near_miss,failed_gates,proposal_id,epoch,gross_lcb_proxy,gate_positive_gross,gate_positive_gross_lcb_proxy,gate_positive_ic_lcb,gate_positive_net,gate_positive_net_lcb,gate_stable_worst_block,gate_benchmark_increment,gate_hard,gate_survivor,failed_gate_count,failed_gates_audit,replay_source,replay_rank
GLOBAL_QUALITY,exact-signal:851aabed1612a461fe74ba7d,activation:d12ac38f98fb8ab26c7031bb,behaviour-cluster:a663e9cbf0186b9559fd4fbb,bbo_micro,local_mcts_repair,5201,1577,GLOBAL_TOP_K_CONTROL|epoch-candidate:aa2c053e13973a9e563e2a7d,mcts_two_step:orthogonalize_benchmark:interaction=residual->orthogonalize_benchmark:interaction=residual,liquidity_top_level,MultiScaleRelation,bbo_spread_state,"{""direction"":-1,""economic_hypothesis"":""bbo_spread_state"",""field_a"":""spread"",""field_b"":""quote_imbalance"",""interaction"":""residual"",""long_window"":168,""maturity_rule"":""max(source_maturity,completed_past_window)"",""mechanism_id"":""liquidity_top_level"",""observable_time_rule"":""completed_bucket_plus_source_lag"",""pit_rule"":""usable_time_lte_decision_time"",""primitive"":""MultiScaleRelation"",""secondary_primitive"":""Persistence"",""threshold"":1.0,""window"":48}",True,exact-signal:dca6420d1d3a8c85d170ee91,behaviour-cluster:3c5708b8a372058e1b6b0ae0,-1.4116214348060807,0.8,False,COVERAGE,-3.486203680868875e-05,3.432993740777487e-05,1.0,0.0728685466604256,-0.0001098111805805,0.9263888888888888,1334,0.0230784621119158,0.0056732658041567,3.915115824707016e-05,9.59899630283218e-06,-7.744454847219495e-05,0.2161450662674394,9.598996302832178e-06,1.0,1.0,0.0591043238884759,2.9552161944237986e-05,0.1661674414893393,0.1186140810169204,3,0.0,-4.55606832974877e-06,-0.0001265859816284,0.0085659009338267,0.0223485658696638,True,,0.9147663720204826,0.7964639559686189,5.870563150308316e-06,1.0,False,False,NET_LCB|BENCHMARK_INCREMENT,epoch-candidate:cf74cc1cfc70ad883bdc4698,EPOCH2,-4.789238652795696e-05,True,False,True,True,False,True,False,True,False,2,NET_LCB|BENCHMARK_INCREMENT,QUALITY,0
GLOBAL_QUALITY,exact-signal:f0eb18cc8157eb9ad34db171,activation:118fb2cdd70067979e92b8e8,behaviour-cluster:a4458bac79db7e2e15bc78ac,bbo_micro,local_mcts_repair,5209,1909,GLOBAL_TOP_K_CONTROL|epoch-candidate:aa2c053e13973a9e563e2a7d,mcts_two_step:orthogonalize_benchmark:interaction=residual->orthogonalize_benchmark:interaction=residual,liquidity_top_level,MultiScaleRelation,bbo_quote_imbalance,"{""direction"":-1,""economic_hypothesis"":""bbo_quote_imbalance"",""field_a"":""top_of_book_liquidity"",""field_b"":""spread"",""interaction"":""residual"",""long_window"":168,""maturity_rule"":""max(source_maturity,completed_past_window)"",""mechanism_id"":""liquidity_top_level"",""observable_time_rule"":""completed_bucket_plus_source_lag"",""pit_rule"":""usable_time_lte_decision_time"",""primitive"":""MultiScaleRelation"",""secondary_primitive"":""Persistence"",""threshold"":0.0,""window"":48}",True,exact-signal:87844108d7c81bd3592b8fae,behaviour-cluster:754c66ddaa8ef05b9628ab77,-2.7236239787280354,0.8,False,COVERAGE,-9.967089565730733e-05,-2.5145112838366405e-05,0.5,0.0614731549990514,-0.0001619928786586,0.91875,1323,0.0191562621507221,0.0013665105246352,6.396859061339064e-06,-2.2239065228031843e-05,-0.0001172698705396,-0.4586782959905382,-2.223906522803184e-05,0.0,1.0,0.0572718485787417,2.863592428937088e-05,0.1658425627746689,0.1205805066623345,3,0.0,-3.635823434399902e-05,-0.0001595707558122,0.0063479998153898,0.0199628943715373,True,,-0.202836135741683,-0.518410212017944,-0.0001020093964085,0.5,False,False,NET_LCB|BENCHMARK_INCREMENT,epoch-candidate:78be86b4cba9b646e3a5f3fe,EPOCH2,-8.863394625022912e-05,True,False,True,False,False,True,False,True,False,2,NET_LCB|BENCHMARK_INCREMENT,QUALITY,1
GLOBAL_QUALITY,exact-signal:567b76648beeb467fb4227b7,activation:724713af374d76641e246fe6,behaviour-cluster:a604c99e6dd095435950341c,bbo_micro,evolutionary_repair,5209,1411,GLOBAL_TOP_K_CONTROL|epoch-candidate:aa2c053e13973a9e563e2a7d,orthogonalize_benchmark:interaction=residual,liquidity_top_level,Duration,bbo_quote_imbalance,"{""direction"":-1,""economic_hypothesis"":""bbo_quote_imbalance"",""field_a"":""spread"",""field_b"":""spread"",""interaction"":""residual"",""long_window"":24,""maturity_rule"":""max(source_maturity,completed_past_window)"",""mechanism_id"":""liquidity_top_level"",""observable_time_rule"":""completed_bucket_plus_source_lag"",""pit_rule"":""usable_time_lte_decision_time"",""primitive"":""Duration"",""secondary_primitive"":""Persistence"",""threshold"":0.0,""window"":12}",True,exact-signal:3b49689600237d61db4d625d,behaviour-cluster:332a3854e7fea6188e2690a4,-0.2574052755649108,0.6,True,,-0.0001073286565248,-1.6408136953146675e-05,0.5,0.217871218143857,-0.0001610850979704,0.99375,1431,0.018621922085979,0.0020775822665757,2.7431151556195967e-05,-8.878653289239735e-05,-0.0001802165529495,-1.9033311417884544,-8.878653289239735e-05,0.0,1.0,0.2324353688971866,0.0001162176844485,0.1664048197337219,0.1211432032860295,3,0.0,-0.0001376761930371,-0.0002402758784908,0.0056564547268075,0.0219400715829828,True,,-0.4339204320482889,-4.282546244567008,-0.0001104336176317,0.0,False,False,NET_LCB|BENCHMARK_INCREMENT,epoch-candidate:073886c107cb7ac48a95121b,EPOCH2,-6.399886850099999e-05,True,False,True,False,False,True,False,True,False,2,NET_LCB|BENCHMARK_INCREMENT,QUALITY,2
GLOBAL_QUALITY,exact-signal:3ba02d502308160cfce42fbb,activation:5f4e4f47b9a493ba88d5cdc1,behaviour-cluster:93640a5dac7864898f668397,bbo_micro,evolutionary_repair,5209,1328,GLOBAL_TOP_K_CONTROL|epoch-candidate:aa2c053e13973a9e563e2a7d,orthogonalize_benchmark:interaction=residual,liquidity_top_level,Transition,bbo_quote_imbalance,"{""direction"":-1,""economic_hypothesis"":""bbo_quote_imbalance"",""field_a"":""spread"",""field_b"":""spread"",""interaction"":""residual"",""long_window"":168,""maturity_rule"":""max(source_maturity,completed_past_window)"",""mechanism_id"":""liquidity_top_level"",""observable_time_rule"":""completed_bucket_plus_source_lag"",""pit_rule"":""usable_time_lte_decision_time"",""primitive"":""Transition"",""secondary_primitive"":""Persistence"",""threshold"":0.0,""window"":48}",True,exact-signal:eda40607495c3ae2661ca618,behaviour-cluster:b97c109cbc9dd9f91ac49a55,-0.2940221554463786,0.6,True,,-0.0001330324645674,-4.29366929850302e-05,0.5,0.0577664399092971,-0.0001163588793521,0.9833333333333332,1416,0.0314134857197134,0.0151310275575698,8.466957024161152e-05,5.84740496604977e-05,-2.9779860689084e-05,1.298629566447519,5.84740496604977e-05,1.0,1.0,0.0523910411622276,2.619552058111383e-05,0.1642714218455744,0.1202574360723574,3,0.0,1.7522798869108712e-05,-4.219012846698232e-05,0.003866926871689,0.0311264298708372,True,,1.1455773863499374,1.2989047302351535,3.870447110472603e-05,1.0,False,False,NET_LCB|BENCHMARK_INCREMENT,epoch-candidate:009674dec5efa5fb95bf58c3,EPOCH2,-3.58434010797017e-06,True,False,True,True,False,True,False,True,False,2,NET_LCB|BENCHMARK_INCREMENT,QUALITY,3
GLOBAL_QUALITY,exact-signal:b56bcbd6550a8a7fb00b16d3,activation:25ab6b7d7452f51c412665cd,behaviour-cluster:d3eeaa4ba5c409719c4c221d,bbo_micro,local_mcts_random_control,5201,0,GLOBAL_TOP_K_CONTROL|epoch-candidate:aa2c053e13973a9e563e2a7d,random_mutation_control,liquidity_top_level,Duration,bbo_quote_imbalance,"{""direction"":-1,""economic_hypothesis"":""bbo_quote_imbalance"",""field_a"":""quote_imbalance"",""field_b"":""spread"",""interaction"":""residual"",""long_window"":168,""maturity_rule"":""max(source_maturity,completed_past_window)"",""mechanism_id"":""liquidity_top_level"",""observable_time_rule"":""completed_bucket_plus_source_lag"",""pit_rule"":""usable_time_lte_decision_time"",""primitive"":""Duration"",""secondary_primitive"":""Persistence"",""threshold"":0.0,""window"":48}",True,exact-signal:07c65f23ce458b157e32d5bc,behaviour-cluster:234d10ca7a17bdc726f10e9b,-0.3386917774121248,0.6,True,,-0.0001110109909125,-4.090296931930573e-05,0.5,0.1329766393139647,-0.0001647209308437,0.9819444444444444,1414,0.0266113647604419,0.0098121316848228,7.710472912698395e-05,2.030375930149736e-05,-6.986734151980789e-05,0.4413317334319616,2.030375930149734e-05,1.0,1.0,0.1136019396509732,5.68009698254866e-05,0.166246283682095,0.1211817518005887,3,0.0,-1.8886357470158954e-05,-0.0001162058125498,0.0027239029670018,0.026157151616525,True,,0.9614957905500942,-0.063979652593212,-4.60507417893754e-05,0.5,False,False,NET_LCB|BENCHMARK_INCREMENT,epoch-candidate:11b92a03734e780bd2120c06,EPOCH2,-1.306637169432129e-05,True,False,True,True,False,True,False,True,False,2,NET_LCB|BENCHMARK_INCREMENT,QUALITY,4
GLOBAL_QUALITY,exact-signal:27ee12f9ab9e766275c3a7e8,activation:1ba1b8e1bb5a6e58e8aff8a8,behaviour-cluster:0f7f096ad59f99c90244353c,bbo_micro,evolutionary_repair,5201,2988,GLOBAL_TOP_K_CONTROL|epoch-candidate:aa2c053e13973a9e563e2a7d,orthogonalize_benchmark:interaction=residual,liquidity_top_level,Slope,bbo_spread_state,"{""direction"":-1,""economic_hypothesis"":""bbo_spread_state"",""field_a"":""spread"",""field_b"":""bid_qty"",""interaction"":""residual"",""long_window"":168,""maturity_rule"":""max(source_maturity,completed_past_window)"",""mechanism_id"":""liquidity_top_level"",""observable_time_rule"":""completed_bucket_plus_source_lag"",""pit_rule"":""usable_time_lte_decision_time"",""primitive"":""Slope"",""secondary_primitive"":""Persistence"",""threshold"":0.0,""window"":48}",True,exact-signal:48e8a9073de36a964cc2fedb,behaviour-cluster:c20a232b15ea708156f107b2,-0.3819098578227042,0.6,True,,-0.0001079627159775,-3.926699443780992e-05,0.5,0.0613566774446404,-0.0001940506665166,0.9506944444444444,1369,0.0312407403529824,0.0143728570928749,0.0001403449376832,0.0001097429714957,2.006819233415774e-05,2.398625635242188,0.0001097429714957,1.0,1.0,0.0612039323751036,3.06019661875518e-05,0.166486950270734,0.1211081346509632,3,0.0,8.591561917180865e-05,-3.9609750827623565e-05,0.0031049102109468,0.0303936550176851,True,,1.25468404444934,1.5841965143759595,6.614412790625831e-05,1.0,False,True,BENCHMARK_INCREMENT,epoch-candidate:318e1832019ea1a907b8b55c,EPOCH2,5.067015852170954e-05,True,True,True,True,True,True,False,True,False,1,BENCHMARK_INCREMENT,QUALITY,5
GLOBAL_QUALITY,exact-signal:f407d2b5642ed195c8648646,activation:3ae38d8880ca24c7bc8f3acd,behaviour-cluster:42a6670a5a1cdea1c33cc1b9,bbo_micro,local_mcts_repair,5209,1328,GLOBAL_TOP_K_CONTROL|epoch-candidate:aa2c053e13973a9e563e2a7d,mcts_two_step:orthogonalize_benchmark:interaction=residual->orthogonalize_benchmark:interaction=residual,liquidity_top_level,Transition,bbo_quote_imbalance,"{""direction"":-1,""economic_hypothesis"":""bbo_quote_imbalance"",""field_a"":""ask_qty"",""field_b"":""spread"",""interaction"":""residual"",""long_window"":168,""maturity_rule"":""max(source_maturity,completed_past_window)"",""mechanism_id"":""liquidity_top_level"",""observable_time_rule"":""completed_bucket_plus_source_lag"",""pit_rule"":""usable_time_lte_decision_time"",""primitive"":""Transition"",""secondary_primitive"":""Persistence"",""threshold"":0.0,""window"":48}",True,exact-signal:2c8c722010a8974e8d0d3844,behaviour-cluster:e817b899dd15dc49f74a32d4,-0.3939824539915615,0.6,True,,-0.0001520522885585,-3.299018229374729e-05,0.5,0.0788205299682346,-0.0001354910822806,0.9826388888888888,1415,0.0282963319727414,0.0122081472304652,4.216403928952984e-05,1.063492941236338e-05,-7.554886038065638e-05,0.2418605830434306,1.0634929412363384e-05,1.0,1.0,0.0630582197543329,3.152910987716645e-05,0.1649154467440686,0.1207822408115189,3,0.0,-2.963743918029496e-05,-9.295932406344362e-05,0.0030972837049484,0.0279832178030004,True,,0.9769064121750436,0.0873073520239815,-1.1009842990627657e-05,0.5,False,False,NET_LCB|BENCHMARK_INCREMENT,epoch-candidate:a8d5d831dadaa52ca5f1174d,EPOCH2,-4.4019750503489934e-05,True,False,True,True,False,True,False,True,False,2,NET_LCB|BENCHMARK_INCREMENT,QUALITY,6
GLOBAL_QUALITY,exact-signal:e4716e11d5554e0036fa6e98,activation:c01c54c02f72ca07a6457cdd,behaviour-cluster:7116d73173fb88b8ee55ce07,bbo_micro,evolutionary_repair,5209,2905,GLOBAL_TOP_K_CONTROL|epoch-candidate:aa2c053e13973a9e563e2a7d,orthogonalize_benchmark:interaction=residual,liquidity_top_level,Slope,bbo_top_level_liquidity,"{""direction"":-1,""economic_hypothesis"":""bbo_top_level_liquidity"",""field_a"":""spread"",""field_b"":""ask_qty"",""interaction"":""residual"",""long_window"":168,""maturity_rule"":""max(source_maturity,completed_past_window)"",""mechanism_id"":""liquidity_top_level"",""observable_time_rule"":""completed_bucket_plus_source_lag"",""pit_rule"":""usable_time_lte_decision_time"",""primitive"":""Slope"",""secondary_primitive"":""Persistence"",""threshold"":0.0,""window"":48}",True,exact-signal:04660d71a5f6f3a014c07776,behaviour-cluster:b30966813457659f23e2f36b,-0.397133432516109,0.6,True,,-0.0001102830291656,-3.926699443780992e-05,0.5,0.0607779737409367,-0.0001964507434412,0.9506944444444444,1369,0.0308621575750786,0.0140483460508843,0.0001372651503514,0.0001065944861221,1.464714411825578e-05,2.2722265619223205,0.0001065944861221,1.0,1.0,0.0613413284584456,3.0670664229222815e-05,0.1663060744141825,0.1209685355924452,3,0.0,8.276713379825588e-05,-4.502099046682131e-05,0.003323793666608,0.0296494199968129,True,,1.2353279835060258,1.5230050298848874,5.746341082589932e-05,1.0,False,True,BENCHMARK_INCREMENT,epoch-candidate:14ec7b645fabeca3497af2d3,EPOCH2,4.5317808347478594e-05,True,True,True,True,True,True,False,True,False,1,BENCHMARK_INCREMENT,QUALITY,7
GLOBAL_QUALITY,exact-signal:bc13991615be9150f3aa40df,activation:51b8bc469ec35cfe96f43adb,behaviour-cluster:8f281614506033c1188b1c2f,bbo_micro,local_mcts_repair,5201,1992,GLOBAL_TOP_K_CONTROL|epoch-candidate:aa2c053e13973a9e563e2a7d,mcts_two_step:orthogonalize_benchmark:interaction=residual->orthogonalize_benchmark:interaction=residual,liquidity_top_level,Duration,bbo_quote_imbalance,"{""direction"":-1,""economic_hypothesis"":""bbo_quote_imbalance"",""field_a"":""spread"",""field_b"":""top_of_book_liquidity"",""interaction"":""residual"",""long_window"":168,""maturity_rule"":""max(source_maturity,completed_past_window)"",""mechanism_id"":""liquidity_top_level"",""observable_time_rule"":""completed_bucket_plus_source_lag"",""pit_rule"":""usable_time_lte_decision_time"",""primitive"":""Duration"",""secondary_primitive"":""Persistence"",""threshold"":0.0,""window"":48}",True,exact-signal:afa04d82972669742ece1fa9,behaviour-cluster:d90d5c7ababb4608dc681d4b,-0.4517784741553801,0.6,True,,-0.0001322259184409,-1.9687869003984304e-05,0.5,0.0795409181636727,-0.0002061258460429,0.9763888888888888,1406,0.0294232951812839,0.0130375584990873,0.0001119742327452,7.26910585936928e-05,-8.667878809734528e-06,1.751184066443277,7.26910585936928e-05,1.0,1.0,0.0785663483031904,3.9283174151595234e-05,0.1663638381914474,0.1212382096189842,3,0.0,3.57781114242039e-05,-8.037324221540005e-05,0.0088727190037813,0.0290007669604526,True,,1.1429670810101176,1.3624257653080996,6.564185828063317e-05,1.0,False,False,NET_LCB|BENCHMARK_INCREMENT,epoch-candidate:b7cfad50645ca2d3b1f45df1,EPOCH2,3.0615295341860706e-05,True,True,True,True,False,True,False,True,False,2,NET_LCB|BENCHMARK_INCREMENT,QUALITY,8
GLOBAL_QUALITY,exact-signal:2138026195300e5263554abc,activation:67abf253d72031ede33706bc,behaviour-cluster:e1fe6a3be4be6581f20feb11,bbo_micro,local_mcts_repair,5209,1494,GLOBAL_TOP_K_CONTROL|epoch-candidate:aa2c053e13973a9e563e2a7d,mcts_two_step:orthogonalize_benchmark:interaction=residual->orthogonalize_benchmark:interaction=residual,liquidity_top_level,Duration,bbo_quote_imbalance,"{""direction"":-1,""economic_hypothesis"":""bbo_quote_imbalance"",""field_a"":""spread"",""field_b"":""quote_imbalance"",""interaction"":""residual"",""long_window"":168,""maturity_rule"":""max(source_maturity,completed_past_window)"",""mechanism_id"":""liquidity_top_level"",""observable_time_rule"":""completed_bucket_plus_source_lag"",""pit_rule"":""usable_time_lte_decision_time"",""primitive"":""Duration"",""secondary_primitive"":""Persistence"",""threshold"":0.0,""window"":72}",True,exact-signal:f8f2e3c40ec1e3081555a18c,behaviour-cluster:ae48ea3a411bd4613e771ec9,-0.4662352865943793,0.6,True,,-0.00014004312128,-1.178739094603437e-05,0.5,0.0638608058608059,-0.0002099332917475,0.9756944444444444,1405,0.0163113297472974,-0.0004406272681156,4.20635251282779e-05,7.948414847687156e-06,-7.382466410598712e-05,0.1905137155260169,7.948414847687162e-06,1.0,1.0,0.0682302205611814,3.411511028059073e-05,0.1668288449039967,0.1211973966686498,3,0.0,-2.8551244043159147e-05,-0.0001457383036997,0.0056854976235465,0.015463590502338,True,,0.8681390477523758,-0.0097555682954746,-1.0168953526769145e-06,0.5,False,False,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,epoch-candidate:9ee84bc0648cab0963d75977,EPOCH2,-3.9709553825396393e-05,True,False,False,True,False,True,False,True,False,3,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,QUALITY,9
