generator,production_family,derived_feature_id,expression,horizon,source_fields,source_field_families,transform,window_hours,availability_mask,cross_symbol_scope,feature_available_lag_bars,feature_timestamp_rule,execution_rule,requires_residual_baselines,required_negative_controls,paired_ablation_plan,decision,reject_reasons,control_id,base_candidate_id,control_mode,control_class,promotable,allowed_in_a7x3_replay
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_large_notional_sum_24h,12,48)",48,agg_large_notional_sum_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_48_923970023469__ctrl_row_shuffle_200fc2969e91,a7x3_F0_slow_aggtrades_horizon_48_923970023469,row_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_large_notional_sum_24h,12,48)",48,agg_large_notional_sum_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_48_923970023469__ctrl_time_shuffle_0a0727345610,a7x3_F0_slow_aggtrades_horizon_48_923970023469,time_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_large_notional_sum_24h,12,48)",48,agg_large_notional_sum_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_48_923970023469__ctrl_wrong_lag_fae5def250b9,a7x3_F0_slow_aggtrades_horizon_48_923970023469,wrong_lag,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_large_notional_sum_24h,12,48)",48,agg_large_notional_sum_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_48_923970023469__ctrl_sign_flip_cbbae3c3425b,a7x3_F0_slow_aggtrades_horizon_48_923970023469,sign_flip,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_notional_sum_24h,12,48)",24,agg_notional_sum_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_24_4777f848567d__ctrl_row_shuffle_4185ad934b89,a7x3_F0_slow_aggtrades_horizon_24_4777f848567d,row_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_notional_sum_24h,12,48)",24,agg_notional_sum_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_24_4777f848567d__ctrl_time_shuffle_d618a5909cd0,a7x3_F0_slow_aggtrades_horizon_24_4777f848567d,time_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_notional_sum_24h,12,48)",24,agg_notional_sum_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_24_4777f848567d__ctrl_wrong_lag_0d80305680b8,a7x3_F0_slow_aggtrades_horizon_24_4777f848567d,wrong_lag,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_notional_sum_24h,12,48)",24,agg_notional_sum_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_24_4777f848567d__ctrl_sign_flip_5a1a887c74f8,a7x3_F0_slow_aggtrades_horizon_24_4777f848567d,sign_flip,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_notional_sum_24h,12,48)",48,agg_notional_sum_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_48_50c526838e42__ctrl_row_shuffle_020564e9ebe6,a7x3_F0_slow_aggtrades_horizon_48_50c526838e42,row_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_notional_sum_24h,12,48)",48,agg_notional_sum_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_48_50c526838e42__ctrl_time_shuffle_24a70c118e00,a7x3_F0_slow_aggtrades_horizon_48_50c526838e42,time_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_notional_sum_24h,12,48)",48,agg_notional_sum_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_48_50c526838e42__ctrl_wrong_lag_582c5afd3a1c,a7x3_F0_slow_aggtrades_horizon_48_50c526838e42,wrong_lag,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_notional_sum_24h,12,48)",48,agg_notional_sum_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_48_50c526838e42__ctrl_sign_flip_892537208b93,a7x3_F0_slow_aggtrades_horizon_48_50c526838e42,sign_flip,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,12)),Rank(mark_index_ratio))",24,agg_buy_notional_share;mark_index_ratio,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_e34c785b8caa__ctrl_row_shuffle_4c2ba8a160cf,a7x3_F1_aggtrades_basis_interaction_24_e34c785b8caa,row_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,12)),Rank(mark_index_ratio))",24,agg_buy_notional_share;mark_index_ratio,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_e34c785b8caa__ctrl_time_shuffle_5f5b53a23b9c,a7x3_F1_aggtrades_basis_interaction_24_e34c785b8caa,time_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,12)),Rank(mark_index_ratio))",24,agg_buy_notional_share;mark_index_ratio,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_e34c785b8caa__ctrl_wrong_lag_4956558bfe4e,a7x3_F1_aggtrades_basis_interaction_24_e34c785b8caa,wrong_lag,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,12)),Rank(mark_index_ratio))",24,agg_buy_notional_share;mark_index_ratio,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_e34c785b8caa__ctrl_sign_flip_63c7052d1bd0,a7x3_F1_aggtrades_basis_interaction_24_e34c785b8caa,sign_flip,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,12)),Rank(premium_index))",24,agg_buy_notional_share;premium_index,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_d69a4f8b9fdb__ctrl_row_shuffle_9e13f8d1b2e2,a7x3_F1_aggtrades_basis_interaction_24_d69a4f8b9fdb,row_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,12)),Rank(premium_index))",24,agg_buy_notional_share;premium_index,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_d69a4f8b9fdb__ctrl_time_shuffle_31e4e58cce04,a7x3_F1_aggtrades_basis_interaction_24_d69a4f8b9fdb,time_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,12)),Rank(premium_index))",24,agg_buy_notional_share;premium_index,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_d69a4f8b9fdb__ctrl_wrong_lag_328b2fc08ffb,a7x3_F1_aggtrades_basis_interaction_24_d69a4f8b9fdb,wrong_lag,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,12)),Rank(premium_index))",24,agg_buy_notional_share;premium_index,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_d69a4f8b9fdb__ctrl_sign_flip_11cc35d7f021,a7x3_F1_aggtrades_basis_interaction_24_d69a4f8b9fdb,sign_flip,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,24)),Rank(mark_index_ratio))",24,agg_buy_notional_share;mark_index_ratio,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_25abae7ad24e__ctrl_row_shuffle_0774a0a586f0,a7x3_F1_aggtrades_basis_interaction_24_25abae7ad24e,row_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,24)),Rank(mark_index_ratio))",24,agg_buy_notional_share;mark_index_ratio,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_25abae7ad24e__ctrl_time_shuffle_c8dceff888fd,a7x3_F1_aggtrades_basis_interaction_24_25abae7ad24e,time_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,24)),Rank(mark_index_ratio))",24,agg_buy_notional_share;mark_index_ratio,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_25abae7ad24e__ctrl_wrong_lag_b26b982d34c4,a7x3_F1_aggtrades_basis_interaction_24_25abae7ad24e,wrong_lag,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,24)),Rank(mark_index_ratio))",24,agg_buy_notional_share;mark_index_ratio,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_25abae7ad24e__ctrl_sign_flip_1ff2fb79ebcb,a7x3_F1_aggtrades_basis_interaction_24_25abae7ad24e,sign_flip,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,24)),Rank(premium_index))",24,agg_buy_notional_share;premium_index,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_e19fe349bc53__ctrl_row_shuffle_935301498f5b,a7x3_F1_aggtrades_basis_interaction_24_e19fe349bc53,row_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,24)),Rank(premium_index))",24,agg_buy_notional_share;premium_index,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_e19fe349bc53__ctrl_time_shuffle_7718a49cf133,a7x3_F1_aggtrades_basis_interaction_24_e19fe349bc53,time_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,24)),Rank(premium_index))",24,agg_buy_notional_share;premium_index,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_e19fe349bc53__ctrl_wrong_lag_5d4bd8132d3a,a7x3_F1_aggtrades_basis_interaction_24_e19fe349bc53,wrong_lag,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,24)),Rank(premium_index))",24,agg_buy_notional_share;premium_index,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_e19fe349bc53__ctrl_sign_flip_c5c509f9e71f,a7x3_F1_aggtrades_basis_interaction_24_e19fe349bc53,sign_flip,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,48)),Rank(mark_index_ratio))",24,agg_buy_notional_share;mark_index_ratio,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_94da6e9f3c12__ctrl_row_shuffle_e4bc1c42bb78,a7x3_F1_aggtrades_basis_interaction_24_94da6e9f3c12,row_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,48)),Rank(mark_index_ratio))",24,agg_buy_notional_share;mark_index_ratio,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_94da6e9f3c12__ctrl_time_shuffle_7ea549670b44,a7x3_F1_aggtrades_basis_interaction_24_94da6e9f3c12,time_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,48)),Rank(mark_index_ratio))",24,agg_buy_notional_share;mark_index_ratio,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_94da6e9f3c12__ctrl_wrong_lag_ce7e6d67ca13,a7x3_F1_aggtrades_basis_interaction_24_94da6e9f3c12,wrong_lag,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,48)),Rank(mark_index_ratio))",24,agg_buy_notional_share;mark_index_ratio,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_94da6e9f3c12__ctrl_sign_flip_a6175623426c,a7x3_F1_aggtrades_basis_interaction_24_94da6e9f3c12,sign_flip,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,48)),Rank(premium_index))",24,agg_buy_notional_share;premium_index,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_30729d5d8f44__ctrl_row_shuffle_02e15d503479,a7x3_F1_aggtrades_basis_interaction_24_30729d5d8f44,row_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,48)),Rank(premium_index))",24,agg_buy_notional_share;premium_index,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_30729d5d8f44__ctrl_time_shuffle_f7e034da58ac,a7x3_F1_aggtrades_basis_interaction_24_30729d5d8f44,time_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,48)),Rank(premium_index))",24,agg_buy_notional_share;premium_index,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_30729d5d8f44__ctrl_wrong_lag_fce1549bf171,a7x3_F1_aggtrades_basis_interaction_24_30729d5d8f44,wrong_lag,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,48)),Rank(premium_index))",24,agg_buy_notional_share;premium_index,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_30729d5d8f44__ctrl_sign_flip_3c4c603f117e,a7x3_F1_aggtrades_basis_interaction_24_30729d5d8f44,sign_flip,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_cross_symbol_signed_flow_share,12)),Rank(mark_index_ratio))",24,agg_cross_symbol_signed_flow_share;mark_index_ratio,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F1_aggtrades_basis_interaction_24_611fae9dc772__ctrl_row_shuffle_63f3dfb740d0,a7x3_F1_aggtrades_basis_interaction_24_611fae9dc772,row_shuffle,a7x3_replay_negative_control,False,True
