candidate_id,generator,production_family,derived_feature_id,expression,horizon,source_fields,source_field_families,transform,window_hours,availability_mask,cross_symbol_scope,feature_available_lag_bars,feature_timestamp_rule,execution_rule,requires_residual_baselines,required_negative_controls,paired_ablation_plan,decision,reject_reasons
a7x3_F2_aggtrades_vol_compression_interaction_24_a64267115b90,crypto_a7x3_small_controlled_diagnostic,F2_aggtrades_vol_compression_interaction,agg_x_vol_compression,"Mul(ZScore(TSMean(agg_buy_notional_share,12)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,agg_buy_notional_share;realized_vol_12;realized_vol_24,aggtrades_reset_interaction,agg_x_vol_compression,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F2_aggtrades_vol_compression_interaction_24_0dd7d0c768e4,crypto_a7x3_small_controlled_diagnostic,F2_aggtrades_vol_compression_interaction,agg_x_vol_compression,"Mul(ZScore(TSMean(agg_buy_notional_share,12)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,agg_buy_notional_share;realized_vol_12;realized_vol_24,aggtrades_reset_interaction,agg_x_vol_compression,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F2_aggtrades_vol_compression_interaction_24_a087c8060c8b,crypto_a7x3_small_controlled_diagnostic,F2_aggtrades_vol_compression_interaction,agg_x_vol_compression,"Mul(ZScore(TSMean(agg_buy_notional_share,24)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,agg_buy_notional_share;realized_vol_12;realized_vol_24,aggtrades_reset_interaction,agg_x_vol_compression,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F2_aggtrades_vol_compression_interaction_24_a1f0e18b9a23,crypto_a7x3_small_controlled_diagnostic,F2_aggtrades_vol_compression_interaction,agg_x_vol_compression,"Mul(ZScore(TSMean(agg_buy_notional_share,24)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,agg_buy_notional_share;realized_vol_12;realized_vol_24,aggtrades_reset_interaction,agg_x_vol_compression,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F2_aggtrades_vol_compression_interaction_24_17722c9b5d97,crypto_a7x3_small_controlled_diagnostic,F2_aggtrades_vol_compression_interaction,agg_x_vol_compression,"Mul(ZScore(TSMean(agg_cross_symbol_signed_flow_share,12)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,agg_cross_symbol_signed_flow_share;realized_vol_12;realized_vol_24,aggtrades_reset_interaction,agg_x_vol_compression,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F2_aggtrades_vol_compression_interaction_24_e5027a0a3cc7,crypto_a7x3_small_controlled_diagnostic,F2_aggtrades_vol_compression_interaction,agg_x_vol_compression,"Mul(ZScore(TSMean(agg_cross_symbol_signed_flow_share,12)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,agg_cross_symbol_signed_flow_share;realized_vol_12;realized_vol_24,aggtrades_reset_interaction,agg_x_vol_compression,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F2_aggtrades_vol_compression_interaction_24_55dd111c86a1,crypto_a7x3_small_controlled_diagnostic,F2_aggtrades_vol_compression_interaction,agg_x_vol_compression,"Mul(ZScore(TSMean(agg_cross_symbol_signed_flow_share,24)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,agg_cross_symbol_signed_flow_share;realized_vol_12;realized_vol_24,aggtrades_reset_interaction,agg_x_vol_compression,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F2_aggtrades_vol_compression_interaction_24_0558ba6ae943,crypto_a7x3_small_controlled_diagnostic,F2_aggtrades_vol_compression_interaction,agg_x_vol_compression,"Mul(ZScore(TSMean(agg_cross_symbol_signed_flow_share,24)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,agg_cross_symbol_signed_flow_share;realized_vol_12;realized_vol_24,aggtrades_reset_interaction,agg_x_vol_compression,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F2_aggtrades_vol_compression_interaction_24_e3bf5c174d20,crypto_a7x3_small_controlled_diagnostic,F2_aggtrades_vol_compression_interaction,agg_x_vol_compression,"Mul(ZScore(TSMean(agg_flow_accel_4h_vs_24h,12)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,agg_flow_accel_4h_vs_24h;realized_vol_12;realized_vol_24,aggtrades_reset_interaction,agg_x_vol_compression,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F2_aggtrades_vol_compression_interaction_24_c57923efa163,crypto_a7x3_small_controlled_diagnostic,F2_aggtrades_vol_compression_interaction,agg_x_vol_compression,"Mul(ZScore(TSMean(agg_flow_accel_4h_vs_24h,12)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,agg_flow_accel_4h_vs_24h;realized_vol_12;realized_vol_24,aggtrades_reset_interaction,agg_x_vol_compression,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F2_aggtrades_vol_compression_interaction_24_f6559a0e2a7e,crypto_a7x3_small_controlled_diagnostic,F2_aggtrades_vol_compression_interaction,agg_x_vol_compression,"Mul(ZScore(TSMean(agg_flow_accel_4h_vs_24h,24)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,agg_flow_accel_4h_vs_24h;realized_vol_12;realized_vol_24,aggtrades_reset_interaction,agg_x_vol_compression,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F2_aggtrades_vol_compression_interaction_24_871ec7af4ccd,crypto_a7x3_small_controlled_diagnostic,F2_aggtrades_vol_compression_interaction,agg_x_vol_compression,"Mul(ZScore(TSMean(agg_flow_accel_4h_vs_24h,24)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,agg_flow_accel_4h_vs_24h;realized_vol_12;realized_vol_24,aggtrades_reset_interaction,agg_x_vol_compression,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F2_aggtrades_vol_compression_interaction_24_fb934eb37195,crypto_a7x3_small_controlled_diagnostic,F2_aggtrades_vol_compression_interaction,agg_x_vol_compression,"Mul(ZScore(TSMean(agg_flow_imbalance_notional,12)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,agg_flow_imbalance_notional;realized_vol_12;realized_vol_24,aggtrades_reset_interaction,agg_x_vol_compression,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F2_aggtrades_vol_compression_interaction_24_149ce4e76515,crypto_a7x3_small_controlled_diagnostic,F2_aggtrades_vol_compression_interaction,agg_x_vol_compression,"Mul(ZScore(TSMean(agg_flow_imbalance_notional,12)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,agg_flow_imbalance_notional;realized_vol_12;realized_vol_24,aggtrades_reset_interaction,agg_x_vol_compression,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F2_aggtrades_vol_compression_interaction_24_ff91205578b5,crypto_a7x3_small_controlled_diagnostic,F2_aggtrades_vol_compression_interaction,agg_x_vol_compression,"Mul(ZScore(TSMean(agg_flow_imbalance_notional,24)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,agg_flow_imbalance_notional;realized_vol_12;realized_vol_24,aggtrades_reset_interaction,agg_x_vol_compression,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F2_aggtrades_vol_compression_interaction_24_e3ca172e31dc,crypto_a7x3_small_controlled_diagnostic,F2_aggtrades_vol_compression_interaction,agg_x_vol_compression,"Mul(ZScore(TSMean(agg_flow_imbalance_notional,24)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,agg_flow_imbalance_notional;realized_vol_12;realized_vol_24,aggtrades_reset_interaction,agg_x_vol_compression,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F3_aggtrades_cross_symbol_dispersion_24_45254b0ec0ae,crypto_a7x3_small_controlled_diagnostic,F3_aggtrades_cross_symbol_dispersion,agg_x_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_cross_symbol_notional_share),ZScore(HorizonSpread(ret_6,12,48)))",24,agg_cross_symbol_notional_share;mark_index_ratio;ret_12;ret_6,aggtrades_reset_interaction,agg_x_cross_symbol_dispersion,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F3_aggtrades_cross_symbol_dispersion_24_2542907666b5,crypto_a7x3_small_controlled_diagnostic,F3_aggtrades_cross_symbol_dispersion,agg_x_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_cross_symbol_notional_share),ZScore(Sub(ret_6,ret_12)))",24,agg_cross_symbol_notional_share;mark_index_ratio;ret_12;ret_6,aggtrades_reset_interaction,agg_x_cross_symbol_dispersion,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F3_aggtrades_cross_symbol_dispersion_24_5054b6baaa99,crypto_a7x3_small_controlled_diagnostic,F3_aggtrades_cross_symbol_dispersion,agg_x_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_cross_symbol_notional_share),ZScore(mark_index_ratio))",24,agg_cross_symbol_notional_share;mark_index_ratio;ret_12;ret_6,aggtrades_reset_interaction,agg_x_cross_symbol_dispersion,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F3_aggtrades_cross_symbol_dispersion_24_384e17c86c83,crypto_a7x3_small_controlled_diagnostic,F3_aggtrades_cross_symbol_dispersion,agg_x_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_cross_symbol_signed_flow_share),ZScore(HorizonSpread(ret_6,12,48)))",24,agg_cross_symbol_signed_flow_share;mark_index_ratio;ret_12;ret_6,aggtrades_reset_interaction,agg_x_cross_symbol_dispersion,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F3_aggtrades_cross_symbol_dispersion_24_181fb836beea,crypto_a7x3_small_controlled_diagnostic,F3_aggtrades_cross_symbol_dispersion,agg_x_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_cross_symbol_signed_flow_share),ZScore(Sub(ret_6,ret_12)))",24,agg_cross_symbol_signed_flow_share;mark_index_ratio;ret_12;ret_6,aggtrades_reset_interaction,agg_x_cross_symbol_dispersion,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F3_aggtrades_cross_symbol_dispersion_24_227121e4405d,crypto_a7x3_small_controlled_diagnostic,F3_aggtrades_cross_symbol_dispersion,agg_x_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_cross_symbol_signed_flow_share),ZScore(mark_index_ratio))",24,agg_cross_symbol_signed_flow_share;mark_index_ratio;ret_12;ret_6,aggtrades_reset_interaction,agg_x_cross_symbol_dispersion,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F3_aggtrades_cross_symbol_dispersion_24_7bb13ffb7905,crypto_a7x3_small_controlled_diagnostic,F3_aggtrades_cross_symbol_dispersion,agg_x_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_flow_minus_btcusdt_4h),ZScore(HorizonSpread(ret_6,12,48)))",24,agg_flow_minus_btcusdt_4h;mark_index_ratio;ret_12;ret_6,aggtrades_reset_interaction,agg_x_cross_symbol_dispersion,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F3_aggtrades_cross_symbol_dispersion_24_5f8ef74a9be4,crypto_a7x3_small_controlled_diagnostic,F3_aggtrades_cross_symbol_dispersion,agg_x_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_flow_minus_btcusdt_4h),ZScore(Sub(ret_6,ret_12)))",24,agg_flow_minus_btcusdt_4h;mark_index_ratio;ret_12;ret_6,aggtrades_reset_interaction,agg_x_cross_symbol_dispersion,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F3_aggtrades_cross_symbol_dispersion_24_5ff335131473,crypto_a7x3_small_controlled_diagnostic,F3_aggtrades_cross_symbol_dispersion,agg_x_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_flow_minus_btcusdt_4h),ZScore(mark_index_ratio))",24,agg_flow_minus_btcusdt_4h;mark_index_ratio;ret_12;ret_6,aggtrades_reset_interaction,agg_x_cross_symbol_dispersion,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F3_aggtrades_cross_symbol_dispersion_24_39915a007e7c,crypto_a7x3_small_controlled_diagnostic,F3_aggtrades_cross_symbol_dispersion,agg_x_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_flow_minus_ethusdt_4h),ZScore(HorizonSpread(ret_6,12,48)))",24,agg_flow_minus_ethusdt_4h;mark_index_ratio;ret_12;ret_6,aggtrades_reset_interaction,agg_x_cross_symbol_dispersion,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F3_aggtrades_cross_symbol_dispersion_24_35cd003432d5,crypto_a7x3_small_controlled_diagnostic,F3_aggtrades_cross_symbol_dispersion,agg_x_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_flow_minus_ethusdt_4h),ZScore(Sub(ret_6,ret_12)))",24,agg_flow_minus_ethusdt_4h;mark_index_ratio;ret_12;ret_6,aggtrades_reset_interaction,agg_x_cross_symbol_dispersion,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F3_aggtrades_cross_symbol_dispersion_24_f2b56fd363e5,crypto_a7x3_small_controlled_diagnostic,F3_aggtrades_cross_symbol_dispersion,agg_x_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_flow_minus_ethusdt_4h),ZScore(mark_index_ratio))",24,agg_flow_minus_ethusdt_4h;mark_index_ratio;ret_12;ret_6,aggtrades_reset_interaction,agg_x_cross_symbol_dispersion,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F4_symbol_tier_neutralized_aggtrades_24_0c5ae757097f,crypto_a7x3_small_controlled_diagnostic,F4_symbol_tier_neutralized_aggtrades,symbol_tier_neutralized,"Mul(ZScore(RelativeToBTC(agg_buy_notional_share)),Rank(premium_index))",24,agg_buy_notional_share;premium_index,aggtrades_reset_interaction,symbol_tier_neutralized,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F4_symbol_tier_neutralized_aggtrades_24_ea0ee0805462,crypto_a7x3_small_controlled_diagnostic,F4_symbol_tier_neutralized_aggtrades,symbol_tier_neutralized,"Mul(ZScore(RelativeToBTC(agg_buy_notional_share)),Rank(ret_12))",24,agg_buy_notional_share;ret_12,aggtrades_reset_interaction,symbol_tier_neutralized,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F4_symbol_tier_neutralized_aggtrades_24_036a07fd2342,crypto_a7x3_small_controlled_diagnostic,F4_symbol_tier_neutralized_aggtrades,symbol_tier_neutralized,"Mul(ZScore(RelativeToBTC(agg_cross_symbol_signed_flow_share)),Rank(premium_index))",24,agg_cross_symbol_signed_flow_share;premium_index,aggtrades_reset_interaction,symbol_tier_neutralized,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F4_symbol_tier_neutralized_aggtrades_24_d3d406059c7e,crypto_a7x3_small_controlled_diagnostic,F4_symbol_tier_neutralized_aggtrades,symbol_tier_neutralized,"Mul(ZScore(RelativeToBTC(agg_cross_symbol_signed_flow_share)),Rank(ret_12))",24,agg_cross_symbol_signed_flow_share;ret_12,aggtrades_reset_interaction,symbol_tier_neutralized,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F4_symbol_tier_neutralized_aggtrades_24_d91ba7ac96aa,crypto_a7x3_small_controlled_diagnostic,F4_symbol_tier_neutralized_aggtrades,symbol_tier_neutralized,"Mul(ZScore(RelativeToBTC(agg_flow_accel_4h_vs_24h)),Rank(premium_index))",24,agg_flow_accel_4h_vs_24h;premium_index,aggtrades_reset_interaction,symbol_tier_neutralized,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F4_symbol_tier_neutralized_aggtrades_24_d59fe4c71459,crypto_a7x3_small_controlled_diagnostic,F4_symbol_tier_neutralized_aggtrades,symbol_tier_neutralized,"Mul(ZScore(RelativeToBTC(agg_flow_accel_4h_vs_24h)),Rank(ret_12))",24,agg_flow_accel_4h_vs_24h;ret_12,aggtrades_reset_interaction,symbol_tier_neutralized,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F4_symbol_tier_neutralized_aggtrades_24_9fce1a978df9,crypto_a7x3_small_controlled_diagnostic,F4_symbol_tier_neutralized_aggtrades,symbol_tier_neutralized,"Mul(ZScore(RelativeToBTC(agg_flow_imbalance_notional)),Rank(premium_index))",24,agg_flow_imbalance_notional;premium_index,aggtrades_reset_interaction,symbol_tier_neutralized,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F4_symbol_tier_neutralized_aggtrades_24_a965630af774,crypto_a7x3_small_controlled_diagnostic,F4_symbol_tier_neutralized_aggtrades,symbol_tier_neutralized,"Mul(ZScore(RelativeToBTC(agg_flow_imbalance_notional)),Rank(ret_12))",24,agg_flow_imbalance_notional;ret_12,aggtrades_reset_interaction,symbol_tier_neutralized,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F4_symbol_tier_neutralized_aggtrades_24_7d0a87607ee4,crypto_a7x3_small_controlled_diagnostic,F4_symbol_tier_neutralized_aggtrades,symbol_tier_neutralized,"Mul(ZScore(RelativeToBTC(agg_flow_minus_btcusdt_4h)),Rank(premium_index))",24,agg_flow_minus_btcusdt_4h;premium_index,aggtrades_reset_interaction,symbol_tier_neutralized,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F4_symbol_tier_neutralized_aggtrades_24_022780a961bc,crypto_a7x3_small_controlled_diagnostic,F4_symbol_tier_neutralized_aggtrades,symbol_tier_neutralized,"Mul(ZScore(RelativeToBTC(agg_flow_minus_btcusdt_4h)),Rank(ret_12))",24,agg_flow_minus_btcusdt_4h;ret_12,aggtrades_reset_interaction,symbol_tier_neutralized,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F4_symbol_tier_neutralized_aggtrades_24_4331d79d08a0,crypto_a7x3_small_controlled_diagnostic,F4_symbol_tier_neutralized_aggtrades,symbol_tier_neutralized,"Mul(ZScore(RelativeToBTC(agg_flow_minus_ethusdt_4h)),Rank(premium_index))",24,agg_flow_minus_ethusdt_4h;premium_index,aggtrades_reset_interaction,symbol_tier_neutralized,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
