candidate_id,production_family,expression,horizon,validation_net10,recent_net10,recent_net20,may_net10,max_control_validation_net10,max_control_recent_net10,dominates_controls,control_val_recent_positive_count,a7x3_label,derived_feature_id,source_fields,transform,paired_ablation_plan
a7x3_F0_slow_aggtrades_horizon_48_015c318d69cd,F0_slow_aggtrades_horizon,"HorizonSpread(agg_large_notional_share_4h,12,48)",48,-0.23830376207119874,-2.9483541396585307,-3.5633541396585313,-1.3565702933261328,5.155950434645858,1.7183541396585298,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,horizon_spread,agg_large_notional_share_4h,horizon_spread,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F0_slow_aggtrades_horizon_48_1c2c7eed8cfc,F0_slow_aggtrades_horizon,"HorizonSpread(agg_avg_trade_notional_24h,12,48)",48,-2.8239925027193387,-1.1593587124188047,-1.457358712418804,-0.5020605607111441,2.4689925027193365,2.5602309427029315,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,horizon_spread,agg_avg_trade_notional_24h,horizon_spread,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F0_slow_aggtrades_horizon_48_50c526838e42,F0_slow_aggtrades_horizon,"HorizonSpread(agg_notional_sum_24h,12,48)",48,-0.009732833589947587,5.562449782636741,5.283449782636742,-0.10853033315357358,3.8338946839424177,5.57805328189289,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,horizon_spread,agg_notional_sum_24h,horizon_spread,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F0_slow_aggtrades_horizon_48_75dc2ca72e3f,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_accel_4h_vs_24h,12,48)",48,2.235067165877447,2.3499658689116067,1.523465868911606,-0.08618053589311075,2.9753713089419076,3.425573205150024,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,horizon_spread,agg_flow_accel_4h_vs_24h,horizon_spread,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F0_slow_aggtrades_horizon_48_923970023469,F0_slow_aggtrades_horizon,"HorizonSpread(agg_large_notional_sum_24h,12,48)",48,5.300638091836323,2.5719271779783597,2.282927177978359,-0.30124078578337365,7.921351844517581,5.677574805905177,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,horizon_spread,agg_large_notional_sum_24h,horizon_spread,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F0_slow_aggtrades_horizon_48_b5311d81eaf8,F0_slow_aggtrades_horizon,"HorizonSpread(agg_buy_notional_share,12,48)",48,-3.704947830455222,-6.038779072724878,-7.458279072724879,-0.3636677076892123,1.9539478304552198,3.199779072724875,0,2,A7X3_HOLD_CONTROL_CONTAMINATED,horizon_spread,agg_buy_notional_share,horizon_spread,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F0_slow_aggtrades_horizon_48_d1bcf0b3e65a,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_minus_ethusdt_4h,12,48)",48,-4.951267406407329,-6.044143167456385,-6.856643167456387,-0.6367711100049179,3.9912674064073297,4.419143167456385,0,2,A7X3_HOLD_CONTROL_CONTAMINATED,horizon_spread,agg_flow_minus_ethusdt_4h,horizon_spread,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F0_slow_aggtrades_horizon_48_ece175f3b91d,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_minus_btcusdt_4h,12,48)",48,-4.951267406407329,-6.044143167456385,-6.856643167456387,-0.6367711100049179,3.9912674064073297,4.419143167456385,0,2,A7X3_HOLD_CONTROL_CONTAMINATED,horizon_spread,agg_flow_minus_btcusdt_4h,horizon_spread,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F0_slow_aggtrades_horizon_48_f22f5a1e2343,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_imbalance_notional,12,48)",48,-3.704947830455222,-6.038779072724878,-7.458279072724879,-0.3636677076892123,1.9539478304552198,3.199779072724875,0,2,A7X3_HOLD_CONTROL_CONTAMINATED,horizon_spread,agg_flow_imbalance_notional,horizon_spread,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F0_slow_aggtrades_horizon_48_f99a5c2b74a2,F0_slow_aggtrades_horizon,"HorizonSpread(agg_cross_symbol_signed_flow_share,12,48)",48,6.560877268893918,1.9319590996549016,1.0544590996549008,0.1276447539800823,1.7067751406425316,2.1295550057207553,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,horizon_spread,agg_cross_symbol_signed_flow_share,horizon_spread,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F1_aggtrades_basis_interaction_24_0d9068bfa3ec,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,24)),Rank(mark_index_ratio))",24,-2.204100127692416,-4.757758979611993,-5.812258979611994,0.3509928539690436,0.8901001276924143,2.648758979611992,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_basis,agg_flow_accel_4h_vs_24h;mark_index_ratio,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F1_aggtrades_basis_interaction_24_12028162f8f2,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_cross_symbol_signed_flow_share,48)),Rank(mark_index_ratio))",24,-7.3498406485396295,2.1265142773644943,1.3585142773644936,-0.012697679981553411,6.443840648539628,-1.6065168003544705,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_basis,agg_cross_symbol_signed_flow_share;mark_index_ratio,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F1_aggtrades_basis_interaction_24_25abae7ad24e,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_buy_notional_share,24)),Rank(mark_index_ratio))",24,-3.8562630758704666,-0.8367402876787766,-2.243240287678778,0.16461070844674902,2.065263075870465,-1.9762597123212258,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_basis,agg_buy_notional_share;mark_index_ratio,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F1_aggtrades_basis_interaction_24_30729d5d8f44,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_buy_notional_share,48)),Rank(premium_index))",24,-4.408342047322687,-2.6163773450788783,-3.729377345078879,0.2158862286149999,3.024342047322686,0.39037734507887634,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_basis,agg_buy_notional_share;premium_index,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F1_aggtrades_basis_interaction_24_45e99316b43d,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_cross_symbol_signed_flow_share,48)),Rank(premium_index))",24,-7.266568376519963,2.599793903916576,1.8032939039165758,0.09437990625664838,6.2645683765199625,-1.1274301050761162,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_basis,agg_cross_symbol_signed_flow_share;premium_index,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F1_aggtrades_basis_interaction_24_535713451cb5,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,12)),Rank(premium_index))",24,-1.6934337917213977,-4.564326059167838,-5.825826059167839,0.3954853491984524,0.19543379172139663,2.0413260591678357,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_basis,agg_flow_accel_4h_vs_24h;premium_index,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F1_aggtrades_basis_interaction_24_589b58dee954,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_flow_imbalance_notional,12)),Rank(premium_index))",24,-2.5918339335362646,0.29994688676737846,-1.609053113232623,0.13463945294680352,0.24283393353626193,-3.1404724318233734,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_basis,agg_flow_imbalance_notional;premium_index,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F1_aggtrades_basis_interaction_24_5c0d8a906d08,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_cross_symbol_signed_flow_share,24)),Rank(mark_index_ratio))",24,-4.210752652826125,1.7290390570918333,0.7285390570918324,-0.17718802168561715,3.057752652826124,-2.8353615249893176,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_basis,agg_cross_symbol_signed_flow_share;mark_index_ratio,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F1_aggtrades_basis_interaction_24_611fae9dc772,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_cross_symbol_signed_flow_share,12)),Rank(mark_index_ratio))",24,-1.046802339905288,1.0135261557405602,-0.2954738442594409,-0.15593578359618637,-0.607197660094714,-1.6510633564605954,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_basis,agg_cross_symbol_signed_flow_share;mark_index_ratio,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F1_aggtrades_basis_interaction_24_6f7555ece84a,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,48)),Rank(mark_index_ratio))",24,-3.7992718645622237,-4.42566686118252,-5.41916686118252,0.22034924656078297,2.6342718645622227,2.438666861182518,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_basis,agg_flow_accel_4h_vs_24h;mark_index_ratio,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F1_aggtrades_basis_interaction_24_7409225ca6eb,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_cross_symbol_signed_flow_share,12)),Rank(premium_index))",24,-1.411120130026793,0.6882534345519191,-0.673746565448082,-0.06557036732304422,-0.3228798699732085,-1.6075394878840812,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_basis,agg_cross_symbol_signed_flow_share;premium_index,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F1_aggtrades_basis_interaction_24_94da6e9f3c12,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_buy_notional_share,48)),Rank(mark_index_ratio))",24,-4.68149405118496,-3.0986492845304423,-4.2081492845304425,0.21134382440367933,3.3614940511849576,0.8796492845304396,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_basis,agg_buy_notional_share;mark_index_ratio,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F1_aggtrades_basis_interaction_24_99097c53809b,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_flow_imbalance_notional,12)),Rank(mark_index_ratio))",24,-2.089894218293784,0.4113360191322267,-1.4696639808677745,0.14479479328632977,-0.24410578170621755,-3.055713975468689,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_basis,agg_flow_imbalance_notional;mark_index_ratio,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F1_aggtrades_basis_interaction_24_ae7e6511450b,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,48)),Rank(premium_index))",24,-3.463499898399609,-4.398628118478303,-5.400628118478304,0.2034230212800598,2.2564998983996074,2.394628118478301,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_basis,agg_flow_accel_4h_vs_24h;premium_index,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F1_aggtrades_basis_interaction_24_d69a4f8b9fdb,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_buy_notional_share,12)),Rank(premium_index))",24,-2.5918339335362646,0.29994688676737846,-1.609053113232623,0.13463945294680352,0.24283393353626193,-3.1404724318233734,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_basis,agg_buy_notional_share;premium_index,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F1_aggtrades_basis_interaction_24_d9801523c462,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_cross_symbol_signed_flow_share,24)),Rank(premium_index))",24,-4.4616790271201845,1.8206086738069642,0.7726086738069633,-0.11276564068987299,3.232679027120184,-2.8115437550247817,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_basis,agg_cross_symbol_signed_flow_share;premium_index,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F1_aggtrades_basis_interaction_24_e19fe349bc53,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_buy_notional_share,24)),Rank(premium_index))",24,-3.6049748081575688,-0.13986353359823428,-1.5398635335982351,0.1634682114745849,1.7859748081575662,-2.6601364664017684,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_basis,agg_buy_notional_share;premium_index,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F1_aggtrades_basis_interaction_24_e34c785b8caa,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_buy_notional_share,12)),Rank(mark_index_ratio))",24,-2.089894218293784,0.4113360191322267,-1.4696639808677745,0.14479479328632977,-0.24410578170621755,-3.055713975468689,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_basis,agg_buy_notional_share;mark_index_ratio,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F1_aggtrades_basis_interaction_24_e50980a94af3,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,12)),Rank(mark_index_ratio))",24,-1.684669957274899,-4.606685809927523,-5.845185809927524,0.49661625289426886,0.16266995727489753,2.1296858099275218,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_basis,agg_flow_accel_4h_vs_24h;mark_index_ratio,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F1_aggtrades_basis_interaction_24_eae76c1c903b,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,24)),Rank(premium_index))",24,-2.702573505852924,-4.637884349817711,-5.706884349817711,0.31412468039201225,1.3305735058529218,2.4998843498177092,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_basis,agg_flow_accel_4h_vs_24h;premium_index,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F2_aggtrades_vol_compression_interaction_24_0558ba6ae943,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_cross_symbol_signed_flow_share,24)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,-2.8997292707206914,3.5963899940372612,2.8408899940372603,0.032434909618272834,1.9727292707206907,-2.432825164552172,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_cross_symbol_signed_flow_share;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F2_aggtrades_vol_compression_interaction_24_0dd7d0c768e4,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_buy_notional_share,12)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,-1.04536429732378,1.6285310877693298,0.24153108776932886,0.17130254393368854,-0.6746357026762214,-2.8007458085075174,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_buy_notional_share;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F2_aggtrades_vol_compression_interaction_24_149ce4e76515,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_flow_imbalance_notional,12)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,-1.04536429732378,1.6285310877693298,0.24153108776932886,0.17130254393368854,-0.6746357026762214,-2.8007458085075174,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_flow_imbalance_notional;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F2_aggtrades_vol_compression_interaction_24_17722c9b5d97,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_cross_symbol_signed_flow_share,12)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,-2.418954370254015,1.4567042804273056,0.31620428042730486,-0.15937507157320752,0.9809543702540133,-1.4190000380570085,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_cross_symbol_signed_flow_share;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F2_aggtrades_vol_compression_interaction_24_2067953c2d57,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_avg_trade_notional_24h,24)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,4.886769066201218,-0.6924380553033342,-1.0194380553033342,-0.6492384252559358,6.1440556511002775,0.03843805530333233,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_avg_trade_notional_24h;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F2_aggtrades_vol_compression_interaction_24_29b1281c2852,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_avg_trade_notional_24h,12)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,5.732019690629531,-1.486056035405101,-1.7790560354051022,-0.7004644206418622,5.937216410799849,0.9000560354051004,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_avg_trade_notional_24h;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F2_aggtrades_vol_compression_interaction_24_55dd111c86a1,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_cross_symbol_signed_flow_share,24)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,-2.5824014168430023,3.6934463116158915,2.920446311615891,0.012079685144447516,1.6484014168430008,-1.782817703742428,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_cross_symbol_signed_flow_share;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F2_aggtrades_vol_compression_interaction_24_871ec7af4ccd,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_flow_accel_4h_vs_24h,24)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,-2.310137263764443,-6.609983146051393,-7.355483146051394,0.07059745900731562,1.452137263764441,5.1189831460513915,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_vol_compression,agg_flow_accel_4h_vs_24h;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F2_aggtrades_vol_compression_interaction_24_a087c8060c8b,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_buy_notional_share,24)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,-1.9829596343202962,0.3166235115465865,-0.6583764884534151,0.4410774782783525,0.7339596343202954,-2.266623511546587,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_buy_notional_share;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F2_aggtrades_vol_compression_interaction_24_a1f0e18b9a23,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_buy_notional_share,24)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,-1.7465063453864436,-0.15558469963589094,-1.109084699635893,0.3865380548485726,0.551506345386443,-1.7514153003641098,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_buy_notional_share;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F2_aggtrades_vol_compression_interaction_24_a64267115b90,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_buy_notional_share,12)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,-1.1996646004324933,1.7855023605301559,0.3855023605301553,0.17912501052148727,-0.5383353995675082,-2.437801763336894,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_buy_notional_share;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F2_aggtrades_vol_compression_interaction_24_c57923efa163,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_flow_accel_4h_vs_24h,12)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,-1.9110271177917726,-5.0118919011742085,-5.96589190117421,0.31727442835486996,0.827027117791772,3.1038919011742063,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_vol_compression,agg_flow_accel_4h_vs_24h;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F2_aggtrades_vol_compression_interaction_24_d2ba983daac5,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_avg_trade_notional_24h,24)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,5.309078125503463,-0.8040651639154188,-1.1170651639154192,-0.6795483415397077,5.777206718614277,0.1780651639154187,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_avg_trade_notional_24h;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F2_aggtrades_vol_compression_interaction_24_e3bf5c174d20,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_flow_accel_4h_vs_24h,12)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,-2.3291508367287355,-5.679910623658767,-6.622410623658768,0.2680701251811421,1.2001508367287341,3.794910623658765,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_vol_compression,agg_flow_accel_4h_vs_24h;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F2_aggtrades_vol_compression_interaction_24_e3ca172e31dc,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_flow_imbalance_notional,24)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,-1.7465063453864436,-0.15558469963589094,-1.109084699635893,0.3865380548485726,0.551506345386443,-1.7514153003641098,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_flow_imbalance_notional;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F2_aggtrades_vol_compression_interaction_24_e5027a0a3cc7,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_cross_symbol_signed_flow_share,12)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,-2.2132797271982447,1.061599290806112,-0.07740070919388886,-0.2462971301597215,0.8012797271982444,-1.4646090517846964,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_cross_symbol_signed_flow_share;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls
