control_id,base_candidate_id,family,control_mode,raw_validation_2025H1_ann_10bps_lag0,raw_validation_2025H1_sharpe_10bps_lag0,raw_validation_2025H1_sum_10bps_lag0,raw_validation_2025H1_active_hours_10bps_lag0,raw_recent_2025H2_2026Apr_ann_10bps_lag0,raw_recent_2025H2_2026Apr_sharpe_10bps_lag0,raw_recent_2025H2_2026Apr_sum_10bps_lag0,raw_recent_2025H2_2026Apr_active_hours_10bps_lag0,raw_may_2026_stress_ann_10bps_lag0,raw_may_2026_stress_sharpe_10bps_lag0,raw_may_2026_stress_sum_10bps_lag0,raw_may_2026_stress_active_hours_10bps_lag0,control_research_like,expression,source_fields,horizon,decision,reject_reasons,raw_validation_2025H1_ann_10bps_lag0_base,raw_recent_2025H2_2026Apr_ann_10bps_lag0_base,raw_may_2026_stress_ann_10bps_lag0_base,residual_funding_recent_2025H2_2026Apr_ann_10bps_lag0,residual_funding_may_2026_stress_ann_10bps_lag0
a7ag1_H2_flow_x_crowding_48_d7e6bbc6972e__sign_flip,a7ag1_H2_flow_x_crowding_48_d7e6bbc6972e,H2_flow_x_crowding,sign_flip,5.45702672644675,3.1244694984567687,2.706087225991402,4344,0.218791246764263,0.1686428383355702,0.1822261342913314,7296,41.26162191272612,33.66341060018244,2.2609107897384173,480,True,"Mul(Rank(agg_signed_flow_z_24h),Neg(ZScore(top_long_short_position_ratio_zscore_168h)))",agg_signed_flow_z_24h;top_long_short_position_ratio_zscore_168h,48,A7AG1_REJECTED,cost20_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;negative_control_not_dominated;raw_recent_nonpositive;raw_validation_nonpositive;residual_funding_recent_nonpositive,-11.378484021484184,-5.584344907414069,-45.45311779392065,-5.012729296173933,-20.807051224641054
a7ag1_H2_flow_x_crowding_48_96e374aa3750__sign_flip,a7ag1_H2_flow_x_crowding_48_96e374aa3750,H2_flow_x_crowding,sign_flip,7.179412282479111,4.193795493517242,3.56020170720197,4344,2.063298243946072,1.6020977085257808,1.7184730579715226,7296,43.79179284689432,35.43288026432926,2.3995502929805106,480,True,"Mul(Rank(agg_flow_imbalance_notional_24h),Neg(ZScore(top_long_short_position_ratio_zscore_168h)))",agg_flow_imbalance_notional_24h;top_long_short_position_ratio_zscore_168h,48,A7AG1_REJECTED,cost20_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;negative_control_not_dominated;raw_recent_nonpositive;raw_validation_nonpositive;residual_funding_recent_nonpositive,-11.18015515781422,-5.574010963658223,-45.95506221748596,-7.500596693008544,-20.740001145577917
a7ag1_H2_flow_x_crowding_48_cea05bc1ebb3__sign_flip,a7ag1_H2_flow_x_crowding_48_cea05bc1ebb3,H2_flow_x_crowding,sign_flip,6.55874797604205,3.775970749239546,3.2524202292153728,4344,0.7742101372206911,0.5984065550155372,0.6448215937399728,7296,42.833091499337336,34.892168002539265,2.347018712292457,480,True,"Mul(Rank(agg_flow_accel_4h_vs_24h),Neg(ZScore(top_long_short_position_ratio_zscore_168h)))",agg_flow_accel_4h_vs_24h;top_long_short_position_ratio_zscore_168h,48,A7AG1_REJECTED,cost20_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;negative_control_not_dominated;raw_recent_nonpositive;raw_validation_nonpositive;residual_funding_recent_nonpositive,-11.244037409810804,-5.019533592339777,-46.16856758867651,-4.163878207399937,-19.83280877089613
