field_id,rows,valid_rows,non_null_ratio,mean,variance,minimum,maximum,assets_with_time_variation,gate_pass
account_position_divergence,2549139,2546299,0.9988858983366541,-0.9410808523247998,0.9445342813517948,-12.60622825,4.593874359999999,276,True
global_long_short_account_ratio_last,2549139,2546299,0.9988858983366541,2.4581795581054497,1.0214900386827481,0.18748605,17.9700816,276,True
mark_trade_basis_bps,2549139,2546931,0.9991338251856804,0.22924868807949755,23.785977192433652,-819.3119155354456,1624.0056285178239,276,True
open_interest_value_last,2549139,2546299,0.9988858983366541,63609335.743603535,1.655892736626762e+17,0.0,10396895616.227676,276,True
open_interest_value_mean,2549139,2546299,0.9988858983366541,63611872.24067268,1.6538801800825578e+17,0.0,10412214738.268875,276,True
top_global_account_divergence,2549139,2546299,0.9988858983366541,0.07516719505770382,0.16391466680987093,-5.042459660000002,3.6718246599999995,276,True
top_long_short_account_ratio_last,2549139,2546299,0.9988858983366541,2.533346753163153,1.0844573843616394,0.1624939,14.51958225,276,True
top_long_short_position_ratio_last,2549139,2546299,0.9988858983366541,1.5922659008383544,0.5008074780623192,0.337311,11.394081,276,True
trade_close,2549139,2549139,1.0,344.4988969571664,17735062.23653692,0.0001173,108220.3,276,True
trade_quote_volume,2549139,2549139,1.0,9773004.922721487,6136223887989915.0,0.0,14348725952.15978,276,True
