field_id,rows,valid_rows,non_null_ratio,mean,variance,minimum,maximum,assets_with_time_variation
label_return_1h,2549139,2548863,0.99989172814821,8.944445296615767e-05,0.00015582614110501878,-0.6223423618634887,1.1727035405449504,276
label_return_4h,2549139,2548035,0.9995669125928401,0.00034366157679358397,0.0006023108381612306,-0.5872091007583966,2.2422222222222223,276
label_return_8h,2549139,2546931,0.9991338251856804,0.0006784047345672627,0.0011827452883655383,-0.6499782069146185,2.208944281524927,276
label_return_24h,2549139,2542515,0.9974014755570411,0.0019928127664308208,0.003581715339510743,-0.6103861038610385,4.0884215690647165,276
