candidate_id,family_id,label_family,horizon_h,variant,split,n_dates,avg_n_obs,mean_spread,spread_tstat,nonoverlap_median_tstat,nonoverlap_min_tstat,positive_rate
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,1,symbol_shuffle,known_may2026_stress,598,96.0,-0.00010517868553801542,-0.795836539259687,-0.795836539259687,-0.795836539259687,0.4765886287625418
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,1,same_family_random,train_2024,719,96.0,8.837191763917173e-05,0.628882764440097,0.628882764440097,0.628882764440097,0.49791376912378305
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,1,same_family_random,validation_2025H1,719,96.0,1.5250775912101291e-05,0.12928477234977123,0.12928477234977123,0.12928477234977123,0.502086230876217
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,1,same_family_random,test_2025H2,719,96.0,5.508710226678864e-05,0.5423953842612677,0.5423953842612677,0.5423953842612677,0.5146036161335188
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,1,same_family_random,recent_oos_2026JanApr,719,96.0,-0.00023537321214661943,-1.2479555866264276,-1.2479555866264276,-1.2479555866264276,0.4937413073713491
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,1,same_family_random,known_may2026_stress,599,96.0,-0.0003111434330364746,-2.3828754315838334,-2.3828754315838334,-2.3828754315838334,0.44908180300500833
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,original,train_2024,716,96.0,-0.0019572482194887032,-4.023343256537129,-1.8183974304530155,-3.6195294862104217,0.4106145251396648
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,original,validation_2025H1,716,96.0,-0.0007897954303678021,-2.534563769978183,-1.2417442572320285,-1.846775676227019,0.43854748603351956
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,original,test_2025H2,716,96.0,-0.0013636789372808936,-3.8522535299758425,-2.080918068542174,-2.5185636901609376,0.4036312849162011
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,original,recent_oos_2026JanApr,716,96.0,-0.0009483870120120138,-1.4020516877216755,-0.7152602765399185,-2.0044262577692207,0.43575418994413406
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,original,known_may2026_stress,595,96.0,-0.0005228220231953075,-1.215948246181494,-0.3100880088265129,-1.6439681710118765,0.4588235294117647
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,one_bar_lag,train_2024,715,96.0,-0.0010403170659251048,-2.2022166483993133,-0.8621683158085365,-2.349621892973704,0.44755244755244755
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,one_bar_lag,validation_2025H1,716,96.0,-0.0005992775477319075,-1.9746267281249055,-1.2521376017122916,-1.453169822818812,0.4594972067039106
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,one_bar_lag,test_2025H2,716,96.0,-0.0007382875690302289,-2.1571536843944514,-1.0038091301384835,-1.8481239834255954,0.4622905027932961
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,one_bar_lag,recent_oos_2026JanApr,716,96.0,-0.00018127355005887158,-0.28081293705211474,-0.2809597879582948,-1.1850404220414705,0.47067039106145253
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,one_bar_lag,known_may2026_stress,595,96.0,0.00011206811224163732,0.2618792052868611,0.17558755488644165,-0.7803371165433521,0.492436974789916
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,wrong_lag_future_1h,train_2024,716,96.0,0.023934991785830837,40.18932380610738,19.977296181433218,19.3605100616467,0.9776536312849162
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,wrong_lag_future_1h,validation_2025H1,716,96.0,0.015827677468483587,48.93927925262143,25.397150874623705,22.140134991861608,0.9902234636871509
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,wrong_lag_future_1h,test_2025H2,716,96.0,0.018000197497725058,47.31662436273706,23.572693132983783,21.709578208960693,0.9874301675977654
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,wrong_lag_future_1h,recent_oos_2026JanApr,716,96.0,0.027202297628170162,38.30027761417816,18.972857149023138,18.135170443485183,0.9678770949720671
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,wrong_lag_future_1h,known_may2026_stress,596,96.0,0.022132927129487747,47.37241189574541,23.512878536887907,22.039844368853352,0.9949664429530202
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,wrong_lag_stale_24h,train_2024,692,96.0,-0.0005002760711114315,-1.2030975204437735,-0.5010787989415673,-1.8282425216809324,0.4884393063583815
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,wrong_lag_stale_24h,validation_2025H1,716,96.0,0.0005046189278304835,1.9224703180973493,0.7322602956601258,0.25450248082613397,0.520949720670391
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,wrong_lag_stale_24h,test_2025H2,716,96.0,0.0004034086768426766,1.346617114170338,0.9038532285823235,-0.19847666820397655,0.5111731843575419
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,wrong_lag_stale_24h,recent_oos_2026JanApr,716,96.0,0.00021833398875937375,0.4609280939804742,0.5534664140792599,-0.9620153663660951,0.5167597765363129
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,wrong_lag_stale_24h,known_may2026_stress,595,96.0,0.00015352951449577073,0.38163137720017937,0.21617647887508795,-0.06454515203342386,0.5378151260504201
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,time_shuffle,train_2024,716,95.93296089385476,-0.00030888840972735426,-1.1852017971738125,-0.8329795034915113,-1.4713975698185506,0.4790502793296089
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,time_shuffle,validation_2025H1,716,95.94413407821229,-0.00023503616947846454,-1.311715562491245,-0.5195121771292046,-2.4108440970034657,0.48324022346368717
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,time_shuffle,test_2025H2,716,95.94972067039106,8.614793863594168e-06,0.04262769463995393,0.049996999470419634,-1.2153000630508295,0.49860335195530725
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,time_shuffle,recent_oos_2026JanApr,716,95.93715083798882,-0.0007535571277889076,-2.0588229526492854,-0.9548832850779919,-2.1352298813389337,0.4762569832402235
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,time_shuffle,known_may2026_stress,596,95.96140939597315,0.00010648376236449742,0.4190115199173223,0.39959298350122835,-0.6751800254787244,0.49161073825503354
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,symbol_shuffle,train_2024,716,96.0,-0.00020143037744527878,-0.7797929353232896,-0.52230636055973,-1.2792455666120222,0.4972067039106145
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,symbol_shuffle,validation_2025H1,716,96.0,-0.0004962977142252418,-2.704336350910775,-1.4563291634229678,-2.4210219815170553,0.4511173184357542
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,symbol_shuffle,test_2025H2,716,96.0,0.000335933392781607,1.6805865113660106,1.1576582749094992,-1.0890391395875252,0.526536312849162
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,symbol_shuffle,recent_oos_2026JanApr,716,96.0,0.0007585594818745344,2.099497928194322,0.7559908896065527,-0.05597943249491716,0.5502793296089385
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,symbol_shuffle,known_may2026_stress,595,96.0,9.292791258299273e-05,0.3521672557705652,0.1354632848654632,-0.5534937364836962,0.5025210084033613
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,same_family_random,train_2024,716,96.0,0.00033186048392559286,1.1855844981495622,0.5832793126951129,-0.6063168465833997,0.5125698324022346
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,same_family_random,validation_2025H1,716,96.0,4.4091362875281095e-05,0.2419051686905458,0.029382483414065394,-0.1811294206135364,0.5195530726256983
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,same_family_random,test_2025H2,716,96.0,0.00014389794869296786,0.6922398310661629,0.4195461576573771,-0.38568359206122554,0.5139664804469274
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,same_family_random,recent_oos_2026JanApr,716,96.0,-0.0004522939202766236,-1.3651737622457671,-0.5453934159349084,-1.4312931378662497,0.49860335195530725
a7ab3_3b8e498a22c42cbc,G0_price_return_reversal,L0_raw_forward_return,4,same_family_random,known_may2026_stress,596,96.0,-0.00022528896590054428,-0.8918968892616042,-0.42136360577208243,-1.6446787849764806,0.4949664429530201
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,original,train_2024,719,96.0,-0.07269508512337093,-9.424357982121402,-9.424357982121402,-9.424357982121402,0.3588317107093185
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,original,validation_2025H1,719,96.0,-0.04138855925680073,-5.828584491638501,-5.828584491638501,-5.828584491638501,0.3810848400556328
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,original,test_2025H2,719,96.0,-0.061590888040383866,-9.313300191045903,-9.313300191045903,-9.313300191045903,0.34492350486787204
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,original,recent_oos_2026JanApr,719,96.0,-0.07081091170972952,-10.603270120559912,-10.603270120559912,-10.603270120559912,0.3337969401947149
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,original,known_may2026_stress,598,96.0,-0.046730829933954936,-6.1392921839638275,-6.1392921839638275,-6.1392921839638275,0.4230769230769231
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,one_bar_lag,train_2024,718,96.0,-0.028432164319612086,-3.859859918151232,-3.859859918151232,-3.859859918151232,0.4415041782729805
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,one_bar_lag,validation_2025H1,719,96.0,-0.0186534957245145,-2.7805694035302455,-2.7805694035302455,-2.7805694035302455,0.4575799721835883
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,one_bar_lag,test_2025H2,719,96.0,-0.02213077789236082,-3.3458766118055623,-3.3458766118055623,-3.3458766118055623,0.4422809457579972
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,one_bar_lag,recent_oos_2026JanApr,719,96.0,-0.02162746974442906,-3.352961053997589,-3.352961053997589,-3.352961053997589,0.4631432545201669
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,one_bar_lag,known_may2026_stress,598,96.0,-0.011547465844340842,-1.7091370082500623,-1.7091370082500623,-1.7091370082500623,0.45819397993311034
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,wrong_lag_future_1h,train_2024,719,96.0,0.9010344228094576,124385.99999999916,124385.99999999916,124385.99999999916,1.0
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,wrong_lag_future_1h,validation_2025H1,719,96.0,0.900976471951785,23969.964893232976,23969.964893232976,23969.964893232976,1.0
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,wrong_lag_future_1h,test_2025H2,719,96.0,0.9008967895224851,11566.923667520019,11566.923667520019,11566.923667520019,1.0
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,wrong_lag_future_1h,recent_oos_2026JanApr,719,96.0,0.900895340751043,17669.341073113144,17669.341073113144,17669.341073113144,1.0
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,wrong_lag_future_1h,known_may2026_stress,599,96.0,0.9009981914301615,34592.12392672927,34592.12392672927,34592.12392672927,1.0
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,wrong_lag_stale_24h,train_2024,695,96.0,-0.008715027977617907,-1.2424569675244017,-1.2424569675244017,-1.2424569675244017,0.46618705035971225
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,wrong_lag_stale_24h,validation_2025H1,719,96.0,0.014555689603499063,2.2538905552822266,2.2538905552822266,2.2538905552822266,0.5201668984700973
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,wrong_lag_stale_24h,test_2025H2,719,96.0,-0.005781093299021843,-0.9561345855954063,-0.9561345855954063,-0.9561345855954063,0.47983310152990266
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,wrong_lag_stale_24h,recent_oos_2026JanApr,719,96.0,0.0033319543832191593,0.5391289148584671,0.5391289148584671,0.5391289148584671,0.5229485396383866
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,wrong_lag_stale_24h,known_may2026_stress,598,96.0,-0.0007882616578268798,-0.11469163811308736,-0.11469163811308736,-0.11469163811308736,0.5
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,time_shuffle,train_2024,719,95.94436717663422,-0.0012265810173059841,-0.24924883973270265,-0.24924883973270265,-0.24924883973270265,0.5062586926286509
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,time_shuffle,validation_2025H1,719,95.95688456189151,-0.0006667906838499684,-0.1376831633211934,-0.1376831633211934,-0.1376831633211934,0.5104311543810849
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,time_shuffle,test_2025H2,719,95.95271210013908,-0.0035290305783177807,-0.745396959353889,-0.745396959353889,-0.745396959353889,0.4812239221140473
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,time_shuffle,recent_oos_2026JanApr,719,95.94297635605007,-0.005382315783589254,-1.087853632250255,-1.087853632250255,-1.087853632250255,0.4937413073713491
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,time_shuffle,known_may2026_stress,599,95.92320534223707,-0.0020439019839061582,-0.390891198762572,-0.390891198762572,-0.390891198762572,0.4974958263772955
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,symbol_shuffle,train_2024,719,96.0,0.00044944109617266724,0.08911872226019855,0.08911872226019855,0.08911872226019855,0.4993045897079277
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,symbol_shuffle,validation_2025H1,719,96.0,0.007210142175697634,1.3936042941882374,1.3936042941882374,1.3936042941882374,0.5243393602225312
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,symbol_shuffle,test_2025H2,719,96.0,0.003226626958589754,0.6576686537487084,0.6576686537487084,0.6576686537487084,0.4937413073713491
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,symbol_shuffle,recent_oos_2026JanApr,719,96.0,-0.0001541890466394997,-0.03232268390562931,-0.03232268390562931,-0.03232268390562931,0.5048678720445062
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,symbol_shuffle,known_may2026_stress,598,96.0,0.0021591903215544502,0.42155704045790726,0.42155704045790726,0.42155704045790726,0.5
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,same_family_random,train_2024,719,96.0,-0.007484272781126048,-1.4473467983632358,-1.4473467983632358,-1.4473467983632358,0.4506258692628651
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,same_family_random,validation_2025H1,719,96.0,0.008516683408025551,1.7057662341343822,1.7057662341343822,1.7057662341343822,0.5173852573018081
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,same_family_random,test_2025H2,719,96.0,0.0011275466182455055,0.21049212039241336,0.21049212039241336,0.21049212039241336,0.5104311543810849
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,same_family_random,recent_oos_2026JanApr,719,96.0,-0.0039060487817441933,-0.7977497586577484,-0.7977497586577484,-0.7977497586577484,0.4937413073713491
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,1,same_family_random,known_may2026_stress,599,96.0,-0.0038788606010016708,-0.7142100808342432,-0.7142100808342432,-0.7142100808342432,0.4741235392320534
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,original,train_2024,716,96.0,-0.06394578936478378,-8.253004860821566,-4.031310083728995,-5.926566131835422,0.38687150837988826
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,original,validation_2025H1,716,96.0,-0.04961885167727085,-6.952524750367033,-3.4962535296663195,-4.024514820438065,0.40083798882681565
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,original,test_2025H2,716,96.0,-0.05845430431400666,-8.916281280980192,-4.2744993923599015,-5.6971821105432605,0.3840782122905028
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,original,recent_oos_2026JanApr,716,96.0,-0.05493701807096535,-8.356521793521543,-4.50085539419676,-4.942908043883266,0.3854748603351955
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,original,known_may2026_stress,595,96.0,-0.043278332166199814,-6.135422130340564,-3.0448778593524457,-3.39334817609954,0.38823529411764707
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,one_bar_lag,train_2024,715,96.0,-0.02914481351981352,-3.7417639045950093,-1.843723693193065,-3.0083947066085313,0.45034965034965035
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,one_bar_lag,validation_2025H1,716,96.0,-0.033460687090880875,-4.7856824384729935,-2.4745553503601068,-2.824919317202864,0.4259776536312849
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,one_bar_lag,test_2025H2,716,96.0,-0.02358675674350866,-3.5710137256524916,-1.5582398382065201,-2.6650407965331615,0.4594972067039106
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,one_bar_lag,recent_oos_2026JanApr,716,96.0,-0.020828723791145226,-3.049805793932666,-1.6708253128850745,-2.039747644687139,0.4650837988826816
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,one_bar_lag,known_may2026_stress,595,96.0,-0.01913946228744023,-2.787108910786177,-1.197405189218216,-2.485653803599337,0.43025210084033616
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,wrong_lag_future_1h,train_2024,716,96.0,0.4572390498913718,69.23609044798447,33.37723560553175,32.645150101264996,0.9860335195530726
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,wrong_lag_future_1h,validation_2025H1,716,96.0,0.45603425358684613,75.61448627843804,38.26918019947546,34.86589638242944,0.9902234636871509
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,wrong_lag_future_1h,test_2025H2,716,96.0,0.457479409758783,79.9441166836458,39.83572507032643,37.43974519304645,0.9972067039106145
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,wrong_lag_future_1h,recent_oos_2026JanApr,716,96.0,0.45459987800355295,79.04180479497958,39.01741092069679,37.188196981273485,0.9958100558659218
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,wrong_lag_future_1h,known_may2026_stress,596,96.0,0.4616137959573363,75.9451759499178,38.54720420139493,35.44121570988303,0.9966442953020134
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,wrong_lag_stale_24h,train_2024,692,96.0,-0.004283076429030184,-0.5988532242081663,-0.14058810861587628,-1.1705832527840867,0.49421965317919075
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,wrong_lag_stale_24h,validation_2025H1,716,96.0,0.00656639317111995,1.007174849201142,0.7164572295446168,-0.6918522558508107,0.49860335195530725
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,wrong_lag_stale_24h,test_2025H2,716,96.0,-0.0007898616689861437,-0.1300959140997702,-0.09438829077820363,-0.7930635265415324,0.49860335195530725
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,wrong_lag_stale_24h,recent_oos_2026JanApr,716,96.0,0.0010663481072000645,0.1706590614120696,0.33232198197416296,-1.371232868330904,0.49441340782122906
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,wrong_lag_stale_24h,known_may2026_stress,595,96.0,0.006090363544407662,0.8719781423993095,0.4784506606003278,0.15122070479247715,0.5310924369747899
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,time_shuffle,train_2024,716,95.94413407821229,0.001893942280530096,0.3774670039681217,0.29187396722672637,-0.41811848497274795,0.5167597765363129
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,time_shuffle,validation_2025H1,716,95.95670391061452,0.008780374043664024,1.6816600780661526,1.4655073503805578,-1.6416107742039685,0.526536312849162
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,time_shuffle,test_2025H2,716,95.95251396648045,-0.0006820769777953783,-0.14288692873405393,0.31498995497879917,-1.9820762574940234,0.4930167597765363
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,time_shuffle,recent_oos_2026JanApr,716,95.9427374301676,-0.006990299249813914,-1.4932980144973873,-0.735600641184891,-1.2981882528705726,0.4650837988826816
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,time_shuffle,known_may2026_stress,596,95.92281879194631,-0.012285411983267477,-2.27335110093569,-1.0400480737558053,-2.1571171231487307,0.47315436241610737
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,symbol_shuffle,train_2024,716,96.0,0.0014153993378853704,0.2883418262368567,-0.012889395774473622,-0.7979981008128251,0.5041899441340782
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,symbol_shuffle,validation_2025H1,716,96.0,0.00045838351802475637,0.08989601751349184,-0.11426000312488455,-0.9624334082869702,0.4972067039106145
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,symbol_shuffle,test_2025H2,716,96.0,0.004806284196450922,1.0036747723662154,0.6480246930254796,-0.9713148782154433,0.5097765363128491
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,symbol_shuffle,recent_oos_2026JanApr,716,96.0,0.0031863876508604148,0.6452583763741812,0.20660360420837634,-1.11031457175544,0.505586592178771
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,symbol_shuffle,known_may2026_stress,595,96.0,0.0016180847338935584,0.3010642089355845,0.16662920659450092,-0.2283947512849883,0.4991596638655462
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,same_family_random,train_2024,716,96.0,-0.012515922434305812,-2.4965533517028233,-1.4857437885312827,-3.0176723478334453,0.4581005586592179
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,same_family_random,validation_2025H1,716,96.0,0.005184570918684048,1.0198790679638234,0.4434369988837581,0.0018616221782782711,0.5083798882681564
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,same_family_random,test_2025H2,716,96.0,0.005193542442582247,1.028679929076885,0.8441951785620846,-1.5745668333476923,0.5111731843575419
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,same_family_random,recent_oos_2026JanApr,716,96.0,-0.0024986906424581006,-0.4775745480724948,-0.12213380555960016,-1.470948334436607,0.4972067039106145
a7ab3_711cade90871327e,G0_price_return_reversal,L7_ranked_future_return,4,same_family_random,known_may2026_stress,596,96.0,-0.00014001522495649905,-0.02510100198825935,0.013546081032872359,-0.9131986263783484,0.5067114093959731
a7ab3_711cade90871327e,G0_price_return_reversal,L1_cross_sectional_relative_return,1,original,train_2024,719,96.0,-0.0010457143100433381,-3.768750277926125,-3.768750277926125,-3.768750277926125,0.41307371349095967
a7ab3_711cade90871327e,G0_price_return_reversal,L1_cross_sectional_relative_return,1,original,validation_2025H1,719,96.0,-0.00021927797767041783,-1.2404979935905247,-1.2404979935905247,-1.2404979935905247,0.43532684283727396
a7ab3_711cade90871327e,G0_price_return_reversal,L1_cross_sectional_relative_return,1,original,test_2025H2,719,96.0,-0.0006485066100570735,-3.2456523365081433,-3.2456523365081433,-3.2456523365081433,0.3810848400556328
a7ab3_711cade90871327e,G0_price_return_reversal,L1_cross_sectional_relative_return,1,original,recent_oos_2026JanApr,719,96.0,-0.0008754738809387902,-2.35321879779842,-2.35321879779842,-2.35321879779842,0.3852573018080668
a7ab3_711cade90871327e,G0_price_return_reversal,L1_cross_sectional_relative_return,1,original,known_may2026_stress,598,96.0,-0.0005749712627922545,-2.470372193638995,-2.470372193638995,-2.470372193638995,0.45819397993311034
a7ab3_711cade90871327e,G0_price_return_reversal,L1_cross_sectional_relative_return,1,one_bar_lag,train_2024,718,96.0,-0.00038788902621118935,-1.5260822442616209,-1.5260822442616209,-1.5260822442616209,0.45125348189415043
a7ab3_711cade90871327e,G0_price_return_reversal,L1_cross_sectional_relative_return,1,one_bar_lag,validation_2025H1,719,96.0,-0.00024951863608290483,-1.7374988086356529,-1.7374988086356529,-1.7374988086356529,0.4520166898470097
a7ab3_711cade90871327e,G0_price_return_reversal,L1_cross_sectional_relative_return,1,one_bar_lag,test_2025H2,719,96.0,-0.0005860836104603321,-3.321328015148503,-3.321328015148503,-3.321328015148503,0.44923504867872044
a7ab3_711cade90871327e,G0_price_return_reversal,L1_cross_sectional_relative_return,1,one_bar_lag,recent_oos_2026JanApr,719,96.0,-0.0008342330340096805,-2.3856871024930073,-2.3856871024930073,-2.3856871024930073,0.4853963838664812
a7ab3_711cade90871327e,G0_price_return_reversal,L1_cross_sectional_relative_return,1,one_bar_lag,known_may2026_stress,598,96.0,1.156165417366571e-05,0.055049311178263595,0.055049311178263595,0.055049311178263595,0.48494983277591974
a7ab3_711cade90871327e,G0_price_return_reversal,L1_cross_sectional_relative_return,1,wrong_lag_future_1h,train_2024,719,96.0,0.025731554616261924,61.376769047600135,61.376769047600135,61.376769047600135,1.0
a7ab3_711cade90871327e,G0_price_return_reversal,L1_cross_sectional_relative_return,1,wrong_lag_future_1h,validation_2025H1,719,96.0,0.01658983755557906,81.07889703489795,81.07889703489795,81.07889703489795,1.0
a7ab3_711cade90871327e,G0_price_return_reversal,L1_cross_sectional_relative_return,1,wrong_lag_future_1h,test_2025H2,719,96.0,0.019305659956418024,87.99762141625743,87.99762141625743,87.99762141625743,1.0
a7ab3_711cade90871327e,G0_price_return_reversal,L1_cross_sectional_relative_return,1,wrong_lag_future_1h,recent_oos_2026JanApr,719,96.0,0.028838397429334875,65.64175477454941,65.64175477454941,65.64175477454941,1.0
a7ab3_711cade90871327e,G0_price_return_reversal,L1_cross_sectional_relative_return,1,wrong_lag_future_1h,known_may2026_stress,599,96.0,0.022516970599338455,83.6363072136984,83.6363072136984,83.6363072136984,1.0
a7ab3_711cade90871327e,G0_price_return_reversal,L1_cross_sectional_relative_return,1,wrong_lag_stale_24h,train_2024,695,96.0,-0.0005062906030950477,-2.3872232666968705,-2.3872232666968705,-2.3872232666968705,0.46474820143884893
