replay_candidate_id,family_id,split,positive_count,control_clean_count,median_repaired_net_spread,median_control_ratio,row_count
a7ffcore33_001,F1b_taker_flow_market_panel,recent_2026JanApr,2,5,-0.0003453803227997,0.3765751128585462,9
a7ffcore33_001,F1b_taker_flow_market_panel,test_2025H2,9,5,0.0201698666714469,0.9679783298445984,9
a7ffcore33_001,F1b_taker_flow_market_panel,train_2024,4,3,-6.098992901788859e-06,2.8645366722086227,9
a7ffcore33_001,F1b_taker_flow_market_panel,validation_2025H1,0,4,-0.0023440910594426,1.0107805479091383,9
a7ffcore33_002,F2a_basis_funding_independent,recent_2026JanApr,2,5,-0.0005348077170947,0.3810396989962055,9
a7ffcore33_002,F2a_basis_funding_independent,test_2025H2,9,5,0.0199619769838558,0.973872186967094,9
a7ffcore33_002,F2a_basis_funding_independent,train_2024,4,2,-1.7494944143821425e-06,5.171526460565894,9
a7ffcore33_002,F2a_basis_funding_independent,validation_2025H1,0,5,-0.0024301817995506,0.8829185857426777,9
a7ffcore33_005,F2a_basis_funding_independent,recent_2026JanApr,7,3,0.0002460757414752,1.553050758325362,9
a7ffcore33_005,F2a_basis_funding_independent,test_2025H2,3,3,-7.883894012858717e-06,4.780329016679556,9
a7ffcore33_005,F2a_basis_funding_independent,train_2024,3,3,-7.346227418590103e-05,6.16547483638551,9
a7ffcore33_005,F2a_basis_funding_independent,validation_2025H1,3,3,-8.15941505445289e-05,9.23130579480878,9
a7ffcore33_006,F1b_taker_flow_market_panel,recent_2026JanApr,7,3,0.0002371922689801,1.902213622420427,9
a7ffcore33_006,F1b_taker_flow_market_panel,test_2025H2,3,3,-9.531225050442719e-06,6.657684866362254,9
a7ffcore33_006,F1b_taker_flow_market_panel,train_2024,5,3,2.103532450662638e-06,3.3629367788117404,9
a7ffcore33_006,F1b_taker_flow_market_panel,validation_2025H1,3,3,-4.764318794848454e-05,14.068564138576235,9
a7ffcore33_008,F1a_aggtrades_flow_microstructure,recent_2026JanApr,0,6,-0.0003005070411996,0.4994159102654452,9
a7ffcore33_008,F1a_aggtrades_flow_microstructure,test_2025H2,2,5,-0.0001827334417806,0.5851808430119035,9
a7ffcore33_008,F1a_aggtrades_flow_microstructure,train_2024,4,4,-0.00010813008905030001,1.2686861542711287,9
a7ffcore33_008,F1a_aggtrades_flow_microstructure,validation_2025H1,2,7,-0.0001443639761594,0.800323711076933,9
a7ffcore33_010,F2a_basis_funding_independent,recent_2026JanApr,4,5,-0.0013151398485632,0.4085993741036557,9
a7ffcore33_010,F2a_basis_funding_independent,test_2025H2,9,3,0.0195987852746109,1.0402004222866603,9
a7ffcore33_010,F2a_basis_funding_independent,train_2024,3,3,-6.293314730626369e-05,4.5600403983391935,9
a7ffcore33_010,F2a_basis_funding_independent,validation_2025H1,0,6,-0.0023967528647235,0.9350539735435802,9
a7ffcore33_011,F2a_basis_funding_independent,recent_2026JanApr,5,3,8.862977387329401e-05,2.9447124826705173,9
a7ffcore33_011,F2a_basis_funding_independent,test_2025H2,3,3,-7.269757939015404e-05,3.323092542856739,9
a7ffcore33_011,F2a_basis_funding_independent,train_2024,3,3,-3.9262382239585244e-05,2.830507576498864,9
a7ffcore33_011,F2a_basis_funding_independent,validation_2025H1,3,3,-6.392927583042467e-05,8.589510536204479,9
a7ffcore33_012,F1b_taker_flow_market_panel,recent_2026JanApr,5,3,1.787482659633844e-05,3.5469863197675062,9
a7ffcore33_012,F1b_taker_flow_market_panel,test_2025H2,3,3,-9.438695540772296e-05,3.6873304528435313,9
a7ffcore33_012,F1b_taker_flow_market_panel,train_2024,3,3,-5.733686585347749e-05,4.132610318956727,9
a7ffcore33_012,F1b_taker_flow_market_panel,validation_2025H1,3,3,-7.541325472446494e-05,9.56148696594664,9
a7ffcore33_013,F2a_basis_funding_independent,recent_2026JanApr,5,3,2.583489124401061e-05,4.567378377398318,9
a7ffcore33_013,F2a_basis_funding_independent,test_2025H2,3,3,-0.0001245767971647,11.985903966199384,9
a7ffcore33_013,F2a_basis_funding_independent,train_2024,3,3,-0.00010308889747400001,9.468723466914398,9
a7ffcore33_013,F2a_basis_funding_independent,validation_2025H1,3,3,-7.656242614053623e-05,5.603615565777685,9
a7ffcore33_015,F1a_aggtrades_flow_microstructure,recent_2026JanApr,0,8,-0.0002509558838127,0.1056511838421924,9
a7ffcore33_015,F1a_aggtrades_flow_microstructure,test_2025H2,1,3,-0.0002483929531487,1.6256433144641729,9
a7ffcore33_015,F1a_aggtrades_flow_microstructure,train_2024,4,4,-9.689052246017411e-05,1.5246769244170233,9
a7ffcore33_015,F1a_aggtrades_flow_microstructure,validation_2025H1,0,5,-0.000263083549305,0.2916740995403555,9
a7ffcore33_016,F1a_aggtrades_flow_microstructure,recent_2026JanApr,0,4,-0.0002317021926106,2.431604762721874,9
a7ffcore33_016,F1a_aggtrades_flow_microstructure,test_2025H2,0,4,-0.0002108572333273,1.5828385000403475,9
a7ffcore33_016,F1a_aggtrades_flow_microstructure,train_2024,5,7,1.2334780715567004e-05,0.6155552342901189,9
a7ffcore33_016,F1a_aggtrades_flow_microstructure,validation_2025H1,4,7,-7.269431475523248e-05,0.5863249478048816,9
a7ffcore33_017,F1a_aggtrades_flow_microstructure,recent_2026JanApr,0,6,-0.0003072093029469,0.4290337291300689,9
a7ffcore33_017,F1a_aggtrades_flow_microstructure,test_2025H2,2,4,-0.0001796972525548,1.3771665057714324,9
a7ffcore33_017,F1a_aggtrades_flow_microstructure,train_2024,4,4,-0.0001139706243641,1.2996842405879618,9
a7ffcore33_017,F1a_aggtrades_flow_microstructure,validation_2025H1,1,5,-0.0001740719132418,0.4071885241665818,9
a7ffcore33_018,F1a_aggtrades_flow_microstructure,recent_2026JanApr,0,3,-0.0002168189131373,1.4017591873438826,9
a7ffcore33_018,F1a_aggtrades_flow_microstructure,test_2025H2,1,4,-0.0001866999289233,1.3306099392728992,9
a7ffcore33_018,F1a_aggtrades_flow_microstructure,train_2024,4,3,-8.030911001065212e-05,1.6316643251864582,9
a7ffcore33_018,F1a_aggtrades_flow_microstructure,validation_2025H1,2,8,-0.000139403991527,0.2192088742177361,9
a7ffcore33_020,F1a_aggtrades_flow_microstructure,recent_2026JanApr,0,5,-0.0002489953727506,0.5294698017997476,9
a7ffcore33_020,F1a_aggtrades_flow_microstructure,test_2025H2,1,3,-0.0001987420493693,2.4713073143648674,9
a7ffcore33_020,F1a_aggtrades_flow_microstructure,train_2024,3,3,-0.0001654380391479,3.7019857106928176,9
a7ffcore33_020,F1a_aggtrades_flow_microstructure,validation_2025H1,4,9,-0.00010284945127549999,0.3196833778153925,9
