merged_latent_state_id,raw_state_count,train_rows,train_symbols_max,age_lt30_train_share,avg_response_similarity_seed_members,mean_fwd_ret_24h,mean_lag1_ret_24h,mean_btc_corr,merge_group_rank
mg_0001_0b7c677f,1,75248,89,0.0,1,-4.178047094498141e-05,-4.6499777530114176e-05,0.7319997773608068,1
mg_0002_0c005aca,1,50183,86,0.0,1,-0.00623813652313816,-0.0061066475859940525,0.7351384613446916,2
mg_0003_d752775d,1,39244,83,0.0,1,0.001031177511811684,0.0010600441162210588,0.7064509803857668,3
mg_0004_96248f5f,1,38696,59,0.0,1,-0.002649937772825049,-0.0026075161724037677,0.7201537429771069,4
mg_0005_67965d33,1,36698,75,0.0,1,0.0008824529343562659,0.0007975492041526641,0.5559245408547538,5
mg_0006_f88e613e,1,34617,38,0.0,1,-0.0020962104919483603,-0.002039860426410456,0.716742993452038,6
mg_0007_ef279fda,1,34468,62,0.0,1,-0.003893011633408399,-0.0038073920092417286,0.6981433834732518,7
mg_0008_5bd4ee1a,1,32527,77,0.0,1,-0.0066633488680990305,-0.006767046802065431,0.5506589231972859,8
mg_0009_b6daa62f,1,29828,90,0.0,1,0.0104356478036586,0.010263975725686382,0.4451833972938281,9
mg_0010_b05cd297,1,29541,86,0.0,1,-0.00455341315427633,-0.004477335136984331,0.6938280592665602,10
mg_0011_79eb5e71,1,27678,64,0.0,1,0.004203575260810961,0.0041903234557943425,0.7573969720664865,11
mg_0012_ed2e77f4,1,26036,80,0.0,1,0.010353554923292832,0.0103359621779916,0.5280681193347317,12
mg_0013_67595e32,1,25490,74,0.0,1,0.015243529218053331,0.015032213923911398,0.3450434882010649,13
mg_0014_665c1b9d,1,25124,80,0.0,1,0.0005564919952266871,0.0005320184921365191,0.6946482318918641,14
mg_0015_ecbc228c,1,24730,70,0.0,1,-0.003746695228490933,-0.0037467139057429147,0.6272033901063698,15
mg_0016_b638cf34,1,24394,60,0.0,1,-0.006475911583447711,-0.006504721684968529,0.6372042306387361,16
mg_0017_5b6aabcc,1,23916,83,0.0,1,0.009064499897530175,0.008824986022591704,0.35492817744907235,17
mg_0018_afc82a27,1,23615,74,0.0,1,-0.0037786176311035407,-0.003873485408947934,0.6395188096619271,18
mg_0019_01ad4e0c,1,20088,53,0.0,1,-0.005353914843825903,-0.005204059120989194,0.7238484125665656,19
mg_0020_f8f5849a,1,19417,96,0.0,1,0.011202676327080625,0.011093153793601256,0.4143068601432335,20
mg_0021_cabe34ae,1,18799,65,0.0,1,0.0085524187662859,0.008721613544831431,0.4126997234100169,21
mg_0022_8a21b71f,1,18438,85,0.0,1,-0.004380784933435572,-0.00439992161155434,0.5371780497021444,22
mg_0023_1c19c468,1,18340,37,0.0,1,-0.004599588658606824,-0.004616325719560257,0.6428818776110252,23
mg_0024_c6a096f7,1,18198,87,0.0,1,-0.0036872226161657547,-0.003910027146354056,0.5628746531789264,24
mg_0025_e6a1b35a,1,18066,54,0.0,1,-0.006458694353810987,-0.006473035193514503,0.5998208408981542,25
mg_0026_446a8fec,1,17895,63,0.0,1,0.006065590271273744,0.006060995274663865,0.45694246549015943,26
mg_0027_16cfd892,1,17598,71,0.0,1,0.006791698407525132,0.006927755115424091,0.5807588245753298,27
mg_0028_256caff0,1,16720,5,0.0,1,0.00032925765636200897,0.00035092181341823904,0.8032825946601369,28
mg_0029_c4f5a08e,1,16518,37,0.0,1,-0.005277016837981333,-0.005166505704294351,0.7297822184607402,29
mg_0030_3c780a4f,1,16283,45,0.0,1,-0.0031301940535863105,-0.0029559890619184027,0.7788498675349325,30
mg_0031_9e953cd9,1,16124,63,0.0,1,-0.004278202322079563,-0.004132348053576946,0.5131401266387416,31
mg_0032_1e039763,1,16052,84,0.0,1,0.005962276462262296,0.0061764968125635695,0.6048275594958483,32
mg_0033_847107fd,1,15481,46,0.0,1,0.012215783546849216,0.012090858076639425,0.3756322490749343,33
mg_0034_e0afe49b,1,14612,84,0.0,1,0.0014937731540512014,0.0015234276747293275,0.5355750027564377,34
mg_0035_484fbc50,1,14309,36,0.0,1,-0.0038438688791941566,-0.003908064737659073,0.6195170634401029,35
mg_0036_bc6ac7b9,1,14297,37,0.0,1,0.00035756133318799044,0.00045688204430072117,0.5375214462524929,36
mg_0037_419a594e,1,14169,64,0.0,1,-0.0032889788833413073,-0.0033013343335831224,0.5908150208981453,37
mg_0038_18d057eb,1,13892,81,0.0,1,-0.01002151575019461,-0.00992396642629939,0.49760019891349305,38
mg_0039_32b18df8,1,13613,34,0.0,1,0.005045896193007238,0.005083695483614538,0.6844882785732712,39
mg_0040_d1bca2f7,1,13460,51,0.0,1,-0.007267801624088735,-0.007404295742946954,0.5884458501716936,40
mg_0041_8ad01c30,1,12591,45,0.0,1,0.003183698789188552,0.003109891046676163,0.4108002115405688,41
mg_0042_0675d3cf,1,12408,62,0.0,1,0.009187850714231309,0.009246183150788009,0.40574581334688753,42
mg_0043_fe20f7d1,1,12263,73,0.0,1,-0.01727713727122136,-0.01740588583413847,0.6623126317071971,43
mg_0044_c67ab240,1,12034,48,0.0,1,-0.0031879615268715217,-0.003216295918941727,0.5906495098635425,44
mg_0045_9f2dfe49,1,11907,24,0.0,1,-0.007167045988853412,-0.0071392940544590605,0.7720640198598085,45
mg_0046_f6978f87,1,11851,82,0.0,1,-0.009550424764605412,-0.00957911596952822,0.6006858641382182,46
mg_0047_8499fd76,1,11612,40,0.0,1,0.0016544884090439831,0.001728701970179222,0.4636713487553347,47
mg_0048_d40990aa,1,11398,39,0.0,1,0.0038753934954458666,0.0038248334637045944,0.7008564285464725,48
mg_0049_46bed323,1,11286,39,0.0,1,-0.003683016222631395,-0.0037019418023020527,0.6522150791702775,49
mg_0050_1cb8f3e8,1,11035,67,0.0,1,0.0061798650105451295,0.00609006357439186,0.6021758939678923,50
mg_0051_6c9ab6bb,1,10958,61,1.0,1,-0.002917096979770641,-0.002893824592936521,0.4928896400516686,51
mg_0052_b91bed87,1,10717,58,0.0,1,0.015150854653212628,0.015019421219437275,0.42512195570849726,52
mg_0053_6c4eed90,1,10501,46,0.0,1,-0.006415053404755693,-0.006541433563834761,0.5926672645620467,53
mg_0054_57ac9529,1,10329,47,0.0,1,3.967686930505044e-05,1.9409325525058525e-05,0.7441292599739495,54
mg_0055_4efb31fc,1,9939,65,1.0,1,0.003742957635537879,0.003556836244598019,0.35801918229887664,55
mg_0056_ce06289c,1,9718,53,1.0,1,0.0005687866266482144,0.00044860457658180684,0.45115822374044245,56
mg_0057_96753587,1,9717,88,0.0,1,0.0005416240532577374,0.000644658893800195,0.7244271379227943,57
mg_0058_89a16059,1,9601,65,0.0,1,-0.004435267944737932,-0.004137408392936602,0.5150444986650943,58
mg_0059_16982b10,1,9541,44,0.0,1,-0.006216138749582452,-0.006028734081937482,0.5653684897890241,59
mg_0060_0e8c1352,1,9463,53,1.0,1,-0.005440156737801051,-0.005512583443817573,0.23212069009166786,60
mg_0061_9beecfd7,1,9413,66,1.0,1,0.00205641052647355,0.001786153603419431,0.6191433497171527,61
mg_0062_b465ae1d,1,9174,47,0.0,1,0.0037986801449672956,0.0037908249006525434,0.5014284134687433,62
mg_0063_dbbb5837,1,9006,53,0.0,1,0.0035246044477668234,0.0036318328458631805,0.5648556165771588,63
mg_0064_5264753a,1,8981,48,1.0,1,-0.0020905316623401962,-0.0021235951296188597,0.6043399046053197,64
mg_0065_9f3fb4b4,1,8859,37,0.0,1,0.008395617868138942,0.008474650762374997,0.5797678389074,65
mg_0066_a77bfec0,1,8856,34,0.0,1,-0.007496812056225328,-0.0074825422935257185,0.6265210025998619,66
mg_0067_5c649df9,1,8728,56,0.0,1,-0.0068572783116457245,-0.006973478676858017,0.5680242109257786,67
mg_0068_9557c827,1,8320,69,0.0,1,-0.010790688355030303,-0.010591003808615964,0.6775027731269677,68
mg_0069_39144c8d,1,8066,51,0.0,1,-0.008847919555231886,-0.008747030280458739,0.42972772369297907,69
mg_0070_9d47e3b4,1,8049,70,1.0,1,-0.005080337477897523,-0.00499643426959864,0.3463016505033657,70
mg_0071_f019138e,1,7917,47,0.0,1,0.010420572023164746,0.010730433417197574,0.48500208604815864,71
mg_0072_f230a385,1,7803,51,1.0,1,-0.006214775617324875,-0.006329481614046305,0.7349249996277917,72
mg_0073_303ca4fa,1,7783,64,1.0,1,0.0007233259282307292,0.0009389263976440056,0.4249214822669606,73
mg_0074_b909a569,1,7738,55,1.0,1,0.00288702756686804,0.0023602230807787824,0.5877557687226752,74
mg_0075_39eca211,1,7692,67,0.0,1,0.014474117617595856,0.014413801396939721,0.48672949579608343,75
mg_0076_2eab7a94,1,7572,39,0.0,1,-0.0004926879435759627,-0.0006633276772784972,0.5097566559665954,76
mg_0077_3ca2b43a,1,7512,5,0.0,1,-0.001982584854561749,-0.0019796543437287178,0.7621439830783463,77
mg_0078_cfb5bcd5,1,7499,41,0.0,1,-0.007113386797863656,-0.007031345801311867,0.6522352390044331,78
mg_0079_17a1b77d,1,7288,68,0.0,1,-0.0075440870603309135,-0.007600303590280287,0.5826167629387707,79
mg_0080_58b59845,1,7234,63,0.0,1,0.008611792065495397,0.008786244187002535,0.5581526042627509,80
mg_0081_015f6319,1,7228,32,0.0,1,0.0076505857014427135,0.007558080632607516,0.5658358326426477,81
mg_0082_b9466c58,1,7149,33,0.0,1,-0.0018671775017188852,-0.0018868431740209396,0.4721133004508791,82
mg_0083_fc5e4a64,1,6820,54,0.0,1,0.006505717947894682,0.006481618679982693,0.3903296368134082,83
mg_0084_e6deaf55,1,6750,41,0.0,1,0.00918599144906895,0.009426080301317585,0.5369514432562356,84
mg_0085_379b5db7,1,6640,37,0.0,1,0.009093372095491341,0.008839976304198563,0.3234035304501551,85
mg_0086_84f241cb,1,6636,50,0.0,1,-0.022664844463013683,-0.022860355885359084,0.7765886870379973,86
mg_0087_7d6cfff0,1,6385,61,0.0,1,0.017744530759808946,0.01830303623599987,0.3134307691225209,87
mg_0088_ea2bd40d,1,6356,40,0.0,1,-0.02045182514371732,-0.020538393685668174,0.7496208808352987,88
mg_0089_d06860b8,1,6233,271,1.0,1,0.024041430998426,0.022683464036586137,0.30702041287175286,89
mg_0090_cad1002b,1,5965,30,0.0,1,0.006329142257244215,0.0064753266706875775,0.510385739280727,90
mg_0091_6b9cc626,1,5942,30,0.0,1,-0.0018472066130295881,-0.0018951028048613016,0.7492903643251606,91
mg_0092_773dc5d7,1,5712,49,0.0,1,0.007710770037552111,0.0074973362942776225,0.4878868206144055,92
mg_0093_f20e5f68,1,5650,44,0.0,1,0.0018089366107383413,0.0017337641880322853,0.5995350122269966,93
mg_0094_44e2e2ee,1,5594,51,0.0,1,0.008362180939554098,0.008436746488010075,0.4359361730980657,94
mg_0095_388d0caf,1,5503,56,1.0,1,0.009438756198911213,0.00973004465182282,0.4865806990882557,95
mg_0096_a4527d7e,1,5339,26,0.0,1,0.0057046807653138125,0.005583636868150516,0.6716966651453786,96
mg_0097_c29794e2,1,5242,52,0.0,1,-0.026908374114210834,-0.027439018089838504,0.7368304338586551,97
mg_0098_1bcd1159,1,5119,33,0.0,1,-0.015500580465194966,-0.015783502910467238,0.45942068921411044,98
mg_0099_77b289a2,1,5099,30,0.0,1,-0.003978061762047305,-0.004196456173310431,0.6053543068121457,99
mg_0100_dfe4b15d,1,5077,46,0.0,1,-0.03223652136483051,-0.03284832127428895,0.7129443848002348,100
