blueprint_id,layer,primary_field,secondary_field,primary_transform,secondary_transform,motif,expression,semantic_pair,pair_policy,candidate_role,requires_controls,numeric_probe_priority,pair_policy_reason,skeleton_key,production_key,selected_for_a7ff8_numeric_probe
a7ff7e_32ea5f565535d09a,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,abs_zscore,winsor_zscore,relative_shock,"Mul(Delta(Abs(ZScore(mark_index_basis_bps)),4),ZScore(Clip(ZScore(mark_trade_basis_bps),-3,3)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_10326b271bea1be9,prod_356881e924f44716,True
a7ff7e_37ded40ac0cd3ab8,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_1h,delta_1h,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,1),4),ZScore(Delta(mark_trade_basis_bps,1)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_effc632350c0cac6,prod_04da4a8c5092983e,True
a7ff7e_3b8b7808ba2a4f5b,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_4h,zscore,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,4),4),ZScore(ZScore(mark_trade_basis_bps)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_3a90084955c27d13,prod_1d7a0c52cf8c7cfc,True
a7ff7e_3c9e93d31e7a2cea,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,csrank,delta_48h,relative_shock,"Mul(Delta(CSRank(mark_index_basis_bps),4),ZScore(Delta(mark_trade_basis_bps,48)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_bef769163788fd41,prod_36a560d906f2cd50,True
a7ff7e_422777146e70f41c,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_4h,delta_24h,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,4),4),ZScore(Delta(mark_trade_basis_bps,24)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_effc632350c0cac6,prod_5754b860d0f406d1,True
a7ff7e_42679684e9d0f961,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,zscore,delta_4h,relative_shock,"Mul(Delta(ZScore(mark_index_basis_bps),4),ZScore(Delta(mark_trade_basis_bps,4)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_bef769163788fd41,prod_7e38736329af697c,True
a7ff7e_43a758b24f602d50,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,zscore,zscore,relative_shock,"Mul(Delta(ZScore(mark_index_basis_bps),4),ZScore(ZScore(mark_trade_basis_bps)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_5eef41169f093385,prod_2ebe2da66752c731,True
a7ff7e_5b0ccb3d598b54e2,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,winsor_zscore,abs_zscore,relative_shock,"Mul(Delta(Clip(ZScore(mark_index_basis_bps),-3,3),4),ZScore(Abs(ZScore(mark_trade_basis_bps))))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_f4bab95847f60af5,prod_622da742fd3d68f8,True
a7ff7e_5b11b4be4665c45d,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,abs_zscore,delta_1h,relative_shock,"Mul(Delta(Abs(ZScore(mark_index_basis_bps)),4),ZScore(Delta(mark_trade_basis_bps,1)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_819a1cb51db83107,prod_3c452ebb3c3861d2,True
a7ff7e_5c4c93f5a85cca58,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,zscore,winsor_zscore,relative_shock,"Mul(Delta(ZScore(mark_index_basis_bps),4),ZScore(Clip(ZScore(mark_trade_basis_bps),-3,3)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_6188e0e83422b9aa,prod_81462440dd2835bf,True
a7ff7e_5ddc3324f05c4f3d,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_12h,winsor_zscore,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,12),4),ZScore(Clip(ZScore(mark_trade_basis_bps),-3,3)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_8ecf54ad6cee17d8,prod_dcd16c3f3fa4b7b5,True
a7ff7e_72496901720f66be,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_12h,level,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,12),4),ZScore(mark_trade_basis_bps))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_7d94a0d0fbd53a81,prod_8439ea39c794815f,True
a7ff7e_7437036a431a674e,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_48h,abs_zscore,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,48),4),ZScore(Abs(ZScore(mark_trade_basis_bps))))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_dd660997d608c4f9,prod_f2d2955a622e505e,True
a7ff7e_76131218b9f62de6,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_24h,winsor_zscore,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,24),4),ZScore(Clip(ZScore(mark_trade_basis_bps),-3,3)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_8ecf54ad6cee17d8,prod_6929959106dda1e8,True
a7ff7e_7811d0aafa05c66c,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,abs_zscore,delta_12h,relative_shock,"Mul(Delta(Abs(ZScore(mark_index_basis_bps)),4),ZScore(Delta(mark_trade_basis_bps,12)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_819a1cb51db83107,prod_8dd9a2c6f5887176,True
a7ff7e_7c30b4ddfacd0f66,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,winsor_zscore,delta_1h,relative_shock,"Mul(Delta(Clip(ZScore(mark_index_basis_bps),-3,3),4),ZScore(Delta(mark_trade_basis_bps,1)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_89c9a5648756465b,prod_73d4a7583b34b5c4,True
a7ff7e_7e83241b0a5962df,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_1h,abs_zscore,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,1),4),ZScore(Abs(ZScore(mark_trade_basis_bps))))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_dd660997d608c4f9,prod_2170835c179e0248,True
a7ff7e_848e57dbe83300af,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,csrank,csrank,relative_shock,"Mul(Delta(CSRank(mark_index_basis_bps),4),ZScore(CSRank(mark_trade_basis_bps)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_5eef41169f093385,prod_dd1dcdd5e40d7a38,True
a7ff7e_853b836f1f86083d,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_12h,zscore,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,12),4),ZScore(ZScore(mark_trade_basis_bps)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_3a90084955c27d13,prod_38eb588178c6f6b2,True
a7ff7e_92a044dd1722e490,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_4h,level,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,4),4),ZScore(mark_trade_basis_bps))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_7d94a0d0fbd53a81,prod_1e53427db18572ac,True
a7ff7e_9cb06c68f6e394c4,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,csrank,winsor_zscore,relative_shock,"Mul(Delta(CSRank(mark_index_basis_bps),4),ZScore(Clip(ZScore(mark_trade_basis_bps),-3,3)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_6188e0e83422b9aa,prod_ade3ad6f1cb77ab0,True
a7ff7e_9d3fb5db7e267fc9,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,level,winsor_zscore,relative_shock,"Mul(Delta(mark_index_basis_bps,4),ZScore(Clip(ZScore(mark_trade_basis_bps),-3,3)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_6a3533b4d89c4d45,prod_14784c7f4fc02373,True
a7ff7e_9e6c0c7cdb05971e,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_1h,csrank,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,1),4),ZScore(CSRank(mark_trade_basis_bps)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_3a90084955c27d13,prod_4b3b6b85a91de982,True
a7ff7e_a78596cc5a84fba1,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_1h,zscore,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,1),4),ZScore(ZScore(mark_trade_basis_bps)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_3a90084955c27d13,prod_2ea7187dea3ca75e,True
a7ff7e_a797f577f278999b,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_1h,winsor_zscore,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,1),4),ZScore(Clip(ZScore(mark_trade_basis_bps),-3,3)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_8ecf54ad6cee17d8,prod_34c87a5249cdb01c,True
a7ff7e_aa2a0f0c2b3d8201,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,abs_zscore,delta_48h,relative_shock,"Mul(Delta(Abs(ZScore(mark_index_basis_bps)),4),ZScore(Delta(mark_trade_basis_bps,48)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_819a1cb51db83107,prod_bb8f529bdc2499e9,True
a7ff7e_ac1c02ac1345e6bb,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,zscore,delta_1h,relative_shock,"Mul(Delta(ZScore(mark_index_basis_bps),4),ZScore(Delta(mark_trade_basis_bps,1)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_bef769163788fd41,prod_4075dd987b020324,True
a7ff7e_b2b1c09bf248577f,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,zscore,delta_12h,relative_shock,"Mul(Delta(ZScore(mark_index_basis_bps),4),ZScore(Delta(mark_trade_basis_bps,12)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_bef769163788fd41,prod_3578a4cbff3d0c8f,True
a7ff7e_bc583338466b7e5e,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_12h,abs_zscore,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,12),4),ZScore(Abs(ZScore(mark_trade_basis_bps))))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_dd660997d608c4f9,prod_5d25ceb7ee71f5e9,True
a7ff7e_bd1df70075777a69,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_48h,zscore,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,48),4),ZScore(ZScore(mark_trade_basis_bps)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_3a90084955c27d13,prod_1b35a2f40060a94a,True
a7ff7e_be8344d08be58892,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_12h,csrank,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,12),4),ZScore(CSRank(mark_trade_basis_bps)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_3a90084955c27d13,prod_fc0baf1643d20239,True
a7ff7e_c31e09943e64997b,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,csrank,level,relative_shock,"Mul(Delta(CSRank(mark_index_basis_bps),4),ZScore(mark_trade_basis_bps))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_269f26e61faf9eeb,prod_c83057ddc52fd109,True
a7ff7e_c43229f2344bdc4e,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_4h,csrank,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,4),4),ZScore(CSRank(mark_trade_basis_bps)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_3a90084955c27d13,prod_cba94290c746b6f2,True
a7ff7e_c6120961bb8453c7,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,csrank,delta_4h,relative_shock,"Mul(Delta(CSRank(mark_index_basis_bps),4),ZScore(Delta(mark_trade_basis_bps,4)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_bef769163788fd41,prod_935285799b2c12a8,True
a7ff7e_c8cc9e28026d54ce,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,winsor_zscore,delta_48h,relative_shock,"Mul(Delta(Clip(ZScore(mark_index_basis_bps),-3,3),4),ZScore(Delta(mark_trade_basis_bps,48)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_89c9a5648756465b,prod_afbe450743fff8cb,True
a7ff7e_c8f255f69e7780c7,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,winsor_zscore,level,relative_shock,"Mul(Delta(Clip(ZScore(mark_index_basis_bps),-3,3),4),ZScore(mark_trade_basis_bps))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_c2fc48117523e62f,prod_ff0f3da36cabf33b,True
a7ff7e_c9e282694582d5da,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_24h,zscore,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,24),4),ZScore(ZScore(mark_trade_basis_bps)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_3a90084955c27d13,prod_87eeb2006adf2359,True
a7ff7e_cc00b6733f9dc5b8,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,csrank,abs_zscore,relative_shock,"Mul(Delta(CSRank(mark_index_basis_bps),4),ZScore(Abs(ZScore(mark_trade_basis_bps))))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_212ff8a4592ba496,prod_95fcc7475265393a,True
a7ff7e_cc69dd524249131e,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,abs_zscore,zscore,relative_shock,"Mul(Delta(Abs(ZScore(mark_index_basis_bps)),4),ZScore(ZScore(mark_trade_basis_bps)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_586f903a7f44955d,prod_3a74029724f84cdd,True
a7ff7e_d1a569193c20a234,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,winsor_zscore,delta_4h,relative_shock,"Mul(Delta(Clip(ZScore(mark_index_basis_bps),-3,3),4),ZScore(Delta(mark_trade_basis_bps,4)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_89c9a5648756465b,prod_d66ab8a7950cc680,True
a7ff7e_d1b6c07de5d97105,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,abs_zscore,delta_24h,relative_shock,"Mul(Delta(Abs(ZScore(mark_index_basis_bps)),4),ZScore(Delta(mark_trade_basis_bps,24)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_819a1cb51db83107,prod_9b958c92a358af53,True
a7ff7e_d786ed216183c7c0,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_24h,abs_zscore,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,24),4),ZScore(Abs(ZScore(mark_trade_basis_bps))))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_dd660997d608c4f9,prod_a82cca12fe6d852f,True
a7ff7e_df1a3e16363da724,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_24h,level,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,24),4),ZScore(mark_trade_basis_bps))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_7d94a0d0fbd53a81,prod_9347d7112c09b279,True
a7ff7e_df6c09aaa2662839,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,level,abs_zscore,relative_shock,"Mul(Delta(mark_index_basis_bps,4),ZScore(Abs(ZScore(mark_trade_basis_bps))))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_3d008dc9486239b2,prod_66da6f4d666658c8,True
a7ff7e_e0f775f52be95210,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,abs_zscore,csrank,relative_shock,"Mul(Delta(Abs(ZScore(mark_index_basis_bps)),4),ZScore(CSRank(mark_trade_basis_bps)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_586f903a7f44955d,prod_b7b65247e0085c6c,True
a7ff7e_e1d6ddf54c650093,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_4h,abs_zscore,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,4),4),ZScore(Abs(ZScore(mark_trade_basis_bps))))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_dd660997d608c4f9,prod_2b4651fe0049ed11,True
a7ff7e_e370e82ffd782a8c,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,csrank,zscore,relative_shock,"Mul(Delta(CSRank(mark_index_basis_bps),4),ZScore(ZScore(mark_trade_basis_bps)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_5eef41169f093385,prod_bcbef2b0d57030c9,True
a7ff7e_e8317df05a0b7595,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,abs_zscore,abs_zscore,relative_shock,"Mul(Delta(Abs(ZScore(mark_index_basis_bps)),4),ZScore(Abs(ZScore(mark_trade_basis_bps))))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_6ba7333dee2fc4c8,prod_96b26747dd6bac1f,True
a7ff7e_e982f0b4f1b461a7,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,csrank,delta_1h,relative_shock,"Mul(Delta(CSRank(mark_index_basis_bps),4),ZScore(Delta(mark_trade_basis_bps,1)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_bef769163788fd41,prod_060023c076467db0,True
a7ff7e_ea2022bca63716b0,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,winsor_zscore,delta_24h,relative_shock,"Mul(Delta(Clip(ZScore(mark_index_basis_bps),-3,3),4),ZScore(Delta(mark_trade_basis_bps,24)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_89c9a5648756465b,prod_06c2f2420572333e,True
a7ff7e_ec4b1cb640c54282,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,csrank,delta_24h,relative_shock,"Mul(Delta(CSRank(mark_index_basis_bps),4),ZScore(Delta(mark_trade_basis_bps,24)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_bef769163788fd41,prod_d2b519495e19c4fd,True
a7ff7e_ef3ddfa2e152e7e9,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,winsor_zscore,delta_12h,relative_shock,"Mul(Delta(Clip(ZScore(mark_index_basis_bps),-3,3),4),ZScore(Delta(mark_trade_basis_bps,12)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_89c9a5648756465b,prod_18bcb4b86e92243d,True
a7ff7e_f65116b6c38bc73b,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_48h,winsor_zscore,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,48),4),ZScore(Clip(ZScore(mark_trade_basis_bps),-3,3)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_8ecf54ad6cee17d8,prod_13abf168bf788e9e,True
a7ff7e_f6c3ddbcb3b20141,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,zscore,abs_zscore,relative_shock,"Mul(Delta(ZScore(mark_index_basis_bps),4),ZScore(Abs(ZScore(mark_trade_basis_bps))))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_212ff8a4592ba496,prod_6ebeab8d677f3f70,True
a7ff7e_f8ed41207021eeaa,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,abs_zscore,delta_4h,relative_shock,"Mul(Delta(Abs(ZScore(mark_index_basis_bps)),4),ZScore(Delta(mark_trade_basis_bps,4)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_819a1cb51db83107,prod_6a900a31a2c04538,True
a7ff7e_fd29a9f99c1505ed,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,csrank,delta_12h,relative_shock,"Mul(Delta(CSRank(mark_index_basis_bps),4),ZScore(Delta(mark_trade_basis_bps,12)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_bef769163788fd41,prod_21a6421bbca306be,True
a7ff7e_ff7c64006ad66af5,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_48h,csrank,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,48),4),ZScore(CSRank(mark_trade_basis_bps)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_3a90084955c27d13,prod_0536330830299074,True
a7ff7e_0611956ca126b26d,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,zscore,winsor_zscore,safe_div_abs,"SafeDiv(ZScore(mark_index_basis_bps),Abs(Clip(ZScore(mark_trade_basis_bps),-3,3)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_8ee95cdec48a7c8f,prod_f442e34e09fab3b0,True
a7ff7e_0ad079f9240daf3a,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,abs_zscore,delta_48h,safe_div_abs,"SafeDiv(Abs(ZScore(mark_index_basis_bps)),Abs(Delta(mark_trade_basis_bps,48)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_ac3a45a1120f7842,prod_5b94df1718c60471,True
a7ff7e_0c3fb2010e027e4d,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,zscore,delta_48h,safe_div_abs,"SafeDiv(ZScore(mark_index_basis_bps),Abs(Delta(mark_trade_basis_bps,48)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_1a1b3fb29dff7328,prod_d22e457f6e2df48c,True
a7ff7e_0ec103cdcc7785f9,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,csrank,delta_48h,safe_div_abs,"SafeDiv(CSRank(mark_index_basis_bps),Abs(Delta(mark_trade_basis_bps,48)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_1a1b3fb29dff7328,prod_614e42c49bf17401,True
a7ff7e_0ef86609422311b7,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_48h,winsor_zscore,safe_div_abs,"SafeDiv(Delta(mark_index_basis_bps,48),Abs(Clip(ZScore(mark_trade_basis_bps),-3,3)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_6a3533b4d89c4d45,prod_2ece10c08114df9e,True
a7ff7e_18a915f55caf51fd,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,level,abs_zscore,safe_div_abs,"SafeDiv(mark_index_basis_bps,Abs(Abs(ZScore(mark_trade_basis_bps))))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_6a4becaf6b891485,prod_f057cb605bd3bc8e,True
a7ff7e_18e03c24992e913e,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_24h,abs_zscore,safe_div_abs,"SafeDiv(Delta(mark_index_basis_bps,24),Abs(Abs(ZScore(mark_trade_basis_bps))))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_3d008dc9486239b2,prod_5a030d4443237fc3,True
a7ff7e_1eb3f548f136cb3c,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,abs_zscore,level,safe_div_abs,"SafeDiv(Abs(ZScore(mark_index_basis_bps)),Abs(mark_trade_basis_bps))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_ea6cf56ff46594b4,prod_3135e3813bc331d0,True
a7ff7e_32803a5795a0ca1d,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,winsor_zscore,delta_12h,safe_div_abs,"SafeDiv(Clip(ZScore(mark_index_basis_bps),-3,3),Abs(Delta(mark_trade_basis_bps,12)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_084c9fa0938eb532,prod_63c903b2bbb7e4b5,True
