blueprint_id,layer,primary_field,secondary_field,primary_transform,secondary_transform,motif,expression,semantic_pair,pair_policy,candidate_role,requires_controls,numeric_probe_priority,pair_policy_reason,skeleton_key,production_key,selected_for_a7ff8_numeric_probe
a7ff7e_64d366e028b2548e,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,winsor_zscore,delta_4h,mul,"Mul(Clip(ZScore(mark_index_basis_bps),-3,3),Delta(realized_vol_168h,4))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_b04640f9c6171dfc,prod_ff3280a6f76f2a87,True
a7ff7e_6a41a7577c84bcb4,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,level,tsrank_24h,mul,"Mul(mark_index_basis_bps,TSRank(realized_vol_168h,24))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_f8484b844efd270f,prod_3f6880477eb5301d,True
a7ff7e_6d013e20536da283,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,abs_zscore,decay_24h,mul,"Mul(Abs(ZScore(mark_index_basis_bps)),Decay(realized_vol_168h,24))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_7c564c472f890218,prod_dff4c61d6073835d,True
a7ff7e_71c256111f3f2324,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,csrank,winsor_zscore,mul,"Mul(CSRank(mark_index_basis_bps),Clip(ZScore(realized_vol_168h),-3,3))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_8831e50795566757,prod_2815c1b33cb19f5a,True
a7ff7e_7934d69ae1a0ed9d,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,zscore,abs_zscore,mul,"Mul(ZScore(mark_index_basis_bps),Abs(ZScore(realized_vol_168h)))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_897201905b87a210,prod_eeb0069c72861685,True
a7ff7e_8311d90eeec7b88e,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,abs_zscore,winsor_zscore,mul,"Mul(Abs(ZScore(mark_index_basis_bps)),Clip(ZScore(realized_vol_168h),-3,3))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_26519c5fcf83ddd8,prod_42eb24ed6ca75efb,True
a7ff7e_874d7bfb6c949fc1,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,winsor_zscore,csrank,mul,"Mul(Clip(ZScore(mark_index_basis_bps),-3,3),CSRank(realized_vol_168h))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_3363cfb4025bd87d,prod_da1ae5e8b6349649,True
a7ff7e_8832b06330f36591,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,level,zscore,mul,"Mul(mark_index_basis_bps,ZScore(realized_vol_168h))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_d9d4f69744bac825,prod_abfa134f63ac0694,True
a7ff7e_90b81801f2b29e97,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,winsor_zscore,winsor_zscore,mul,"Mul(Clip(ZScore(mark_index_basis_bps),-3,3),Clip(ZScore(realized_vol_168h),-3,3))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_912c5df9db94937c,prod_f06e21dea862ceab,True
a7ff7e_9290b5a367d78320,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,delta_48h,level,mul,"Mul(Delta(mark_index_basis_bps,48),realized_vol_168h)",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_0994b3a36a4d53ba,prod_90f87f2c996ce128,True
a7ff7e_97a51b99c99ffe9d,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,zscore,decay_24h,mul,"Mul(ZScore(mark_index_basis_bps),Decay(realized_vol_168h,24))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_e47b3d7310e98dd5,prod_8f3d821744648f22,True
a7ff7e_9d41b41ad89d0437,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,level,csrank,mul,"Mul(mark_index_basis_bps,CSRank(realized_vol_168h))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_d9d4f69744bac825,prod_685d8c454806d91c,True
a7ff7e_9faa8cb97ddedd0f,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,zscore,zscore,mul,"Mul(ZScore(mark_index_basis_bps),ZScore(realized_vol_168h))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_293cae94cfd91548,prod_cbd379f1b98c0538,True
a7ff7e_a88d2c050432e450,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,zscore,tsrank_24h,mul,"Mul(ZScore(mark_index_basis_bps),TSRank(realized_vol_168h,24))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_e47b3d7310e98dd5,prod_60de3d972e6505d4,True
a7ff7e_acad5f0be8070d04,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,delta_4h,level,mul,"Mul(Delta(mark_index_basis_bps,4),realized_vol_168h)",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_0994b3a36a4d53ba,prod_c76122b7ef747b2d,True
a7ff7e_af9ecc20dcfe5bdf,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,level,tsrank_168h,mul,"Mul(mark_index_basis_bps,TSRank(realized_vol_168h,168))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_f8484b844efd270f,prod_4dc169663b843ecf,True
a7ff7e_b1c7f75458ff1db4,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,csrank,csrank,mul,"Mul(CSRank(mark_index_basis_bps),CSRank(realized_vol_168h))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_293cae94cfd91548,prod_7eb79d89e9f8dea7,True
a7ff7e_b71226373c73f47e,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,delta_24h,level,mul,"Mul(Delta(mark_index_basis_bps,24),realized_vol_168h)",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_0994b3a36a4d53ba,prod_e0a0d94a0bfcb8c6,True
a7ff7e_c14c07ca8ab25589,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,delta_4h,winsor_zscore,mul,"Mul(Delta(mark_index_basis_bps,4),Clip(ZScore(realized_vol_168h),-3,3))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_fb9325ceddb1ac6f,prod_439bd5b709aa7b9f,True
a7ff7e_cfe8214843e1cc77,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,csrank,delta_24h,mul,"Mul(CSRank(mark_index_basis_bps),Delta(realized_vol_168h,24))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_e47b3d7310e98dd5,prod_725c9260b96b20ec,True
a7ff7e_d7b0ea8621ba0164,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,abs_zscore,delta_24h,mul,"Mul(Abs(ZScore(mark_index_basis_bps)),Delta(realized_vol_168h,24))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_7c564c472f890218,prod_20eaa1cbc0c5a9e6,True
a7ff7e_d9b8996b053734a7,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,winsor_zscore,abs_zscore,mul,"Mul(Clip(ZScore(mark_index_basis_bps),-3,3),Abs(ZScore(realized_vol_168h)))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_99250fb0b3bee329,prod_237d7d3877dd13b8,True
a7ff7e_dbde891548032719,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,winsor_zscore,tsrank_24h,mul,"Mul(Clip(ZScore(mark_index_basis_bps),-3,3),TSRank(realized_vol_168h,24))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_b04640f9c6171dfc,prod_2461ba16348d5c01,True
a7ff7e_e17ae90f51062203,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,csrank,tsrank_24h,mul,"Mul(CSRank(mark_index_basis_bps),TSRank(realized_vol_168h,24))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_e47b3d7310e98dd5,prod_91bab1e8071eb9d8,True
a7ff7e_e2d086358ce15b78,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,csrank,delta_4h,mul,"Mul(CSRank(mark_index_basis_bps),Delta(realized_vol_168h,4))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_e47b3d7310e98dd5,prod_0ab724da52d1004c,True
a7ff7e_e5f09c37a9bd251b,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,delta_48h,winsor_zscore,mul,"Mul(Delta(mark_index_basis_bps,48),Clip(ZScore(realized_vol_168h),-3,3))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_fb9325ceddb1ac6f,prod_085f17cb7d3f2e61,True
a7ff7e_f502dcb33ed6820d,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,winsor_zscore,delta_24h,mul,"Mul(Clip(ZScore(mark_index_basis_bps),-3,3),Delta(realized_vol_168h,24))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_b04640f9c6171dfc,prod_34a733f8a07cc5f5,True
a7ff7e_f58b58086125c9b1,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,delta_1h,winsor_zscore,mul,"Mul(Delta(mark_index_basis_bps,1),Clip(ZScore(realized_vol_168h),-3,3))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_fb9325ceddb1ac6f,prod_c90fbb148c2c5444,True
a7ff7e_f71b227f4aa02abe,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,abs_zscore,zscore,mul,"Mul(Abs(ZScore(mark_index_basis_bps)),ZScore(realized_vol_168h))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_ea6cf56ff46594b4,prod_cc3554e6380bf29f,True
a7ff7e_f780193dcd154226,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,level,abs_zscore,mul,"Mul(mark_index_basis_bps,Abs(ZScore(realized_vol_168h)))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_06aed53e0aa5366a,prod_a9c967964f358c4e,True
a7ff7e_fd4020ff2348c305,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,winsor_zscore,decay_24h,mul,"Mul(Clip(ZScore(mark_index_basis_bps),-3,3),Decay(realized_vol_168h,24))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_b04640f9c6171dfc,prod_946b610b4bde634d,True
a7ff7e_02778c1e3dcfd77b,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,zscore,delta_4h,relative_shock,"Mul(Delta(ZScore(mark_index_basis_bps),4),ZScore(Delta(realized_vol_168h,4)))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_bef769163788fd41,prod_3d75042fd6188213,True
a7ff7e_07a9b7be1505a7b0,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,delta_48h,decay_24h,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,48),4),ZScore(Decay(realized_vol_168h,24)))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_effc632350c0cac6,prod_716eab4ae998a178,True
a7ff7e_0ab2bdb342cc3c8a,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,delta_24h,decay_24h,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,24),4),ZScore(Decay(realized_vol_168h,24)))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_effc632350c0cac6,prod_ab46caf982fc76a2,True
a7ff7e_0ae7dc3a7c3833ce,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,delta_48h,level,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,48),4),ZScore(realized_vol_168h))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_7d94a0d0fbd53a81,prod_d3624911dc3fa4a1,True
a7ff7e_0b179b855279128e,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,abs_zscore,level,relative_shock,"Mul(Delta(Abs(ZScore(mark_index_basis_bps)),4),ZScore(realized_vol_168h))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_517bd21f9d5953ec,prod_dbaed4957005b0e3,True
a7ff7e_0d47912409c89bc0,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,delta_4h,level,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,4),4),ZScore(realized_vol_168h))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_7d94a0d0fbd53a81,prod_8d782b092e3e33da,True
a7ff7e_0e72183dcd09cbc3,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,delta_24h,tsrank_168h,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,24),4),ZScore(TSRank(realized_vol_168h,168)))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_effc632350c0cac6,prod_ea6cb9438150dda2,True
a7ff7e_104ae9b9e7d88bfd,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,zscore,csrank,relative_shock,"Mul(Delta(ZScore(mark_index_basis_bps),4),ZScore(CSRank(realized_vol_168h)))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_5eef41169f093385,prod_e367d520ff571845,True
a7ff7e_1095eb8368af50ab,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,delta_12h,tsrank_24h,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,12),4),ZScore(TSRank(realized_vol_168h,24)))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_effc632350c0cac6,prod_63400a4316669871,True
a7ff7e_1241b92a6f59f580,F2_expanded_typed_interaction,mark_index_basis_bps,realized_vol_168h,csrank,tsrank_24h,relative_shock,"Mul(Delta(CSRank(mark_index_basis_bps),4),ZScore(TSRank(realized_vol_168h,24)))",basis_premium_like|volatility_like,cross_cluster_high_prior_interaction,role_mixed_allowed,True,P0,semantic_high_prior_pair,skel_bef769163788fd41,prod_d45ca23ca442c2d4,True
a7ff7e_03bf4f4299f682ca,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_1h,winsor_zscore,mul,"Mul(Delta(mark_index_basis_bps,1),Clip(ZScore(mark_trade_basis_bps),-3,3))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_fb9325ceddb1ac6f,prod_8454e1b8b7237d2d,True
a7ff7e_0421b168ca3d2f27,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,winsor_zscore,delta_24h,mul,"Mul(Clip(ZScore(mark_index_basis_bps),-3,3),Delta(mark_trade_basis_bps,24))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_b04640f9c6171dfc,prod_f3802c55d6a5ff67,True
a7ff7e_075d1fd401f3973d,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_48h,winsor_zscore,mul,"Mul(Delta(mark_index_basis_bps,48),Clip(ZScore(mark_trade_basis_bps),-3,3))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_fb9325ceddb1ac6f,prod_b331002e2bee9c00,True
a7ff7e_086e57af7c1a74b3,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_4h,winsor_zscore,mul,"Mul(Delta(mark_index_basis_bps,4),Clip(ZScore(mark_trade_basis_bps),-3,3))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_fb9325ceddb1ac6f,prod_2ee15df87a31076e,True
a7ff7e_11c2a3317ccffb36,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,level,delta_24h,mul,"Mul(mark_index_basis_bps,Delta(mark_trade_basis_bps,24))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_f8484b844efd270f,prod_ae3b1a03734e5dd1,True
a7ff7e_1841a7ee9beb845a,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_12h,winsor_zscore,mul,"Mul(Delta(mark_index_basis_bps,12),Clip(ZScore(mark_trade_basis_bps),-3,3))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_fb9325ceddb1ac6f,prod_74aef5652d105d1a,True
a7ff7e_18c6e12ed1ffd3a5,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,csrank,csrank,mul,"Mul(CSRank(mark_index_basis_bps),CSRank(mark_trade_basis_bps))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_293cae94cfd91548,prod_f496f7dd8ce23754,True
a7ff7e_2150878b19ff1781,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,csrank,delta_4h,mul,"Mul(CSRank(mark_index_basis_bps),Delta(mark_trade_basis_bps,4))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_e47b3d7310e98dd5,prod_2cb973029af9875e,True
a7ff7e_218e4d173f1154b1,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,winsor_zscore,level,mul,"Mul(Clip(ZScore(mark_index_basis_bps),-3,3),mark_trade_basis_bps)",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_2ea572aa7aa431a9,prod_63979499215ab61a,True
a7ff7e_27926e7a4180147b,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,winsor_zscore,delta_1h,mul,"Mul(Clip(ZScore(mark_index_basis_bps),-3,3),Delta(mark_trade_basis_bps,1))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_b04640f9c6171dfc,prod_e8755812be6f2b1c,True
a7ff7e_024346f03f8971f2,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_24h,delta_1h,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,24),4),ZScore(Delta(mark_trade_basis_bps,1)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_effc632350c0cac6,prod_0674c0eae0b2f2e0,True
a7ff7e_024b2940f0ab302a,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_1h,level,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,1),4),ZScore(mark_trade_basis_bps))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_7d94a0d0fbd53a81,prod_768f749d74958a4e,True
a7ff7e_02c9f78e3d51a7fd,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_48h,level,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,48),4),ZScore(mark_trade_basis_bps))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_7d94a0d0fbd53a81,prod_28c17a8494329d4e,True
a7ff7e_0494d78b5b86b490,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,winsor_zscore,winsor_zscore,relative_shock,"Mul(Delta(Clip(ZScore(mark_index_basis_bps),-3,3),4),ZScore(Clip(ZScore(mark_trade_basis_bps),-3,3)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_aa3d13111ce1711c,prod_ec0164dab5bb6948,True
a7ff7e_0de3703af7e9e327,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,zscore,delta_24h,relative_shock,"Mul(Delta(ZScore(mark_index_basis_bps),4),ZScore(Delta(mark_trade_basis_bps,24)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_bef769163788fd41,prod_c9578bfb4692bd83,True
a7ff7e_105b2c070bb9970c,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,winsor_zscore,zscore,relative_shock,"Mul(Delta(Clip(ZScore(mark_index_basis_bps),-3,3),4),ZScore(ZScore(mark_trade_basis_bps)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_88124ea98bcf9f62,prod_76308a23d40af763,True
a7ff7e_12c8d0880256d03d,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,zscore,level,relative_shock,"Mul(Delta(ZScore(mark_index_basis_bps),4),ZScore(mark_trade_basis_bps))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_269f26e61faf9eeb,prod_be98b1b3076bae96,True
a7ff7e_199262e20a348212,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,winsor_zscore,csrank,relative_shock,"Mul(Delta(Clip(ZScore(mark_index_basis_bps),-3,3),4),ZScore(CSRank(mark_trade_basis_bps)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_88124ea98bcf9f62,prod_410c584b1734b3cf,True
a7ff7e_1a1e2abea3e11442,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_24h,csrank,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,24),4),ZScore(CSRank(mark_trade_basis_bps)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_3a90084955c27d13,prod_44d8f8f37c203afb,True
a7ff7e_1f35a57a0f642639,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_12h,delta_1h,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,12),4),ZScore(Delta(mark_trade_basis_bps,1)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_effc632350c0cac6,prod_d6e8d2af33784de9,True
a7ff7e_1f6b979e1037ce39,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_24h,delta_12h,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,24),4),ZScore(Delta(mark_trade_basis_bps,12)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_effc632350c0cac6,prod_6e0be6162534d655,True
a7ff7e_219e0f4bf37f89bd,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_12h,delta_12h,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,12),4),ZScore(Delta(mark_trade_basis_bps,12)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_effc632350c0cac6,prod_254b0e41e6202fbf,True
a7ff7e_24c6acf3112dbf93,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,zscore,csrank,relative_shock,"Mul(Delta(ZScore(mark_index_basis_bps),4),ZScore(CSRank(mark_trade_basis_bps)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_5eef41169f093385,prod_e244c858bcf3736d,True
a7ff7e_2a262817bbf72052,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_4h,winsor_zscore,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,4),4),ZScore(Clip(ZScore(mark_trade_basis_bps),-3,3)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_8ecf54ad6cee17d8,prod_e7dfe9dcbdbdf6c3,True
a7ff7e_2a96b565f90d21e9,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_12h,delta_48h,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,12),4),ZScore(Delta(mark_trade_basis_bps,48)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_effc632350c0cac6,prod_32583a87a24edac0,True
a7ff7e_2ae42f2bea89c6ab,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,delta_4h,delta_1h,relative_shock,"Mul(Delta(Delta(mark_index_basis_bps,4),4),ZScore(Delta(mark_trade_basis_bps,1)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_effc632350c0cac6,prod_8626d9347f751ec7,True
a7ff7e_2eaa02794fb667dc,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,zscore,delta_48h,relative_shock,"Mul(Delta(ZScore(mark_index_basis_bps),4),ZScore(Delta(mark_trade_basis_bps,48)))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_bef769163788fd41,prod_8ff3b65e36c8b269,True
a7ff7e_329e9d8a4e77af86,F2_expanded_typed_interaction,mark_index_basis_bps,mark_trade_basis_bps,abs_zscore,level,relative_shock,"Mul(Delta(Abs(ZScore(mark_index_basis_bps)),4),ZScore(mark_trade_basis_bps))",basis_premium_like|basis_premium_like,within_cluster_refinement,role_mixed_allowed,True,P1,same_semantic_response_similar,skel_517bd21f9d5953ec,prod_ada88649922f41ce,True
