blueprint_id,semantic_pair,skeleton_key,label_family,a7ls20_deep_score,max_selected_proxy_corr,decision,reason
a7ls15_89afcf1b006412d0,taker_flow_like|listing_age_like,skel_6ddb02cd3af23fe2,L5_vol_adjusted_return,1570.718918018196,0.9381326587021274,MARGINAL_REJECT,proxy_corr_cap
a7ls15_63413450465c681d,taker_flow_like|listing_age_like,skel_2674b9b28339672e,L5_vol_adjusted_return,1567.4340944886997,0.9435086133941982,MARGINAL_REJECT,proxy_corr_cap
a7ls15_8d5c9cb072d21cf6,basis_premium_like|listing_age_like,skel_3afee12eb6a9078f,L5_vol_adjusted_return,767.7805835850181,0.9323240107368927,MARGINAL_REJECT,proxy_corr_cap
a7ls15_d0b0d2d2c2231ec3,listing_age_like|basis_premium_like,skel_8727d93aac220fc6,L5_vol_adjusted_return,762.6580348203694,1.0,MARGINAL_REJECT,proxy_corr_cap
a7ls15_35bda245ef16a564,taker_flow_like,skel_8727d93aac220fc6,L5_vol_adjusted_return,669.1499835391314,0.9304432962129483,MARGINAL_REJECT,proxy_corr_cap
a7ls15_479fca919963cd92,liquidity_like,skel_4c01c5f178414693,L5_vol_adjusted_return,651.3639982821646,0.9797429771348181,MARGINAL_REJECT,proxy_corr_cap
a7ls15_b0801a2fcacafcc5,basis_premium_like,skel_8727d93aac220fc6,L5_vol_adjusted_return,582.7613921563144,0.0,MARGINAL_REJECT,semantic_pair_marginal_cap
a7ls15_36d989bd60108c96,basis_premium_like|positioning_like,skel_8727d93aac220fc6,L5_vol_adjusted_return,516.3789134169629,0.9212214583226787,MARGINAL_REJECT,proxy_corr_cap
a7ls15_3a47210fb17ce6d5,basis_premium_like|liquidity_like,skel_3afee12eb6a9078f,L5_vol_adjusted_return,507.9298976855601,0.9220686734582043,MARGINAL_REJECT,proxy_corr_cap
a7ls15_82c495acffbea470,basis_premium_like,skel_8727d93aac220fc6,L5_vol_adjusted_return,490.58071126518337,0.0,MARGINAL_REJECT,semantic_pair_marginal_cap
a7ls15_f8fbde80779ec39d,basis_premium_like,skel_bcb165b7818f5d85,L5_vol_adjusted_return,485.65986676745456,0.0,MARGINAL_REJECT,semantic_pair_marginal_cap
a7ls15_a8759f500e3f8d7f,basis_premium_like|liquidity_like,skel_437d739eeb4ca960,L5_vol_adjusted_return,457.05990300460115,0.0,MARGINAL_REJECT,semantic_pair_marginal_cap
a7ls15_01ea6cfe8374ef71,basis_premium_like|liquidity_like,skel_3afee12eb6a9078f,L5_vol_adjusted_return,454.6830877871646,0.0,MARGINAL_REJECT,semantic_pair_marginal_cap
a7ls15_17b0e237103a9ddc,basis_premium_like|volatility_like,skel_3afee12eb6a9078f,L5_vol_adjusted_return,454.6830877871646,0.0,MARGINAL_REJECT,skeleton_marginal_cap
a7ls15_a73dddb0b6cd8c67,basis_premium_like|price_like,skel_156d0fafafecde17,L5_vol_adjusted_return,452.64864555184556,0.9703570438278327,MARGINAL_REJECT,proxy_corr_cap
a7ls15_1f11dd5841119d82,basis_premium_like|liquidity_like,skel_f4061a64df347a31,L5_vol_adjusted_return,451.0732899178072,0.0,MARGINAL_REJECT,semantic_pair_marginal_cap
a7ls15_095154b4ae999c66,basis_premium_like|positioning_like,skel_bcb165b7818f5d85,L5_vol_adjusted_return,450.1130700631182,0.0,MARGINAL_REJECT,basis_premium_marginal_cap
a7ls15_9d7eeaa2477e27b0,basis_premium_like|positioning_like,skel_d2c2cd29eb5fbfcd,L5_vol_adjusted_return,446.91269434179287,0.0,MARGINAL_REJECT,basis_premium_marginal_cap
a7ls15_91ede28993794315,basis_premium_like|taker_flow_like,skel_effc632350c0cac6,L5_vol_adjusted_return,439.6952928176904,0.0,MARGINAL_REJECT,basis_premium_marginal_cap
a7ls15_aca5584888391c64,basis_premium_like,skel_3363cfb4025bd87d,L5_vol_adjusted_return,438.85609640544567,0.0,MARGINAL_REJECT,basis_premium_marginal_cap;semantic_pair_marginal_cap
a7ls15_47a3b99756cca427,basis_premium_like|listing_age_like,skel_b1251d7d11b756bc,L5_vol_adjusted_return,434.76219455989644,0.0,MARGINAL_REJECT,basis_premium_marginal_cap
a7ls15_cc15ab790f58765a,basis_premium_like|price_like,skel_437d739eeb4ca960,L5_vol_adjusted_return,434.23044842288675,0.0,MARGINAL_REJECT,basis_premium_marginal_cap
a7ls15_ba8e0125f781da77,price_like|basis_premium_like,skel_bcb165b7818f5d85,L5_vol_adjusted_return,433.0410388626038,0.0,MARGINAL_REJECT,basis_premium_marginal_cap
a7ls15_81466e21c9ddb4ba,basis_premium_like,skel_2674b9b28339672e,L5_vol_adjusted_return,425.09388183249246,0.0,MARGINAL_REJECT,basis_premium_marginal_cap;semantic_pair_marginal_cap
a7ls15_714da0f57e6aaedd,basis_premium_like|volatility_like,skel_437d739eeb4ca960,L5_vol_adjusted_return,424.5402677825949,0.0,MARGINAL_REJECT,basis_premium_marginal_cap
a7ls15_c5541bbe8921e72d,funding_state_like|basis_premium_like,skel_2674b9b28339672e,L5_vol_adjusted_return,424.5067175482531,0.0,MARGINAL_REJECT,basis_premium_marginal_cap
a7ls15_1c956271d627a0d1,basis_premium_like|positioning_like,skel_9022329aa351176d,L5_vol_adjusted_return,423.11398191878607,0.0,MARGINAL_REJECT,basis_premium_marginal_cap
a7ls15_6283001e7e8fdec4,funding_state_like|basis_premium_like,skel_d2c2cd29eb5fbfcd,L5_vol_adjusted_return,419.31045620552675,0.0,MARGINAL_REJECT,basis_premium_marginal_cap
a7ls15_d07470d7e6c54d70,basis_premium_like|price_like,skel_d2c2cd29eb5fbfcd,L5_vol_adjusted_return,414.44061374240124,0.0,MARGINAL_REJECT,basis_premium_marginal_cap
a7ls15_580ac3a9c7e4225f,basis_premium_like|price_like,skel_2674b9b28339672e,L5_vol_adjusted_return,403.2573609885951,0.0,MARGINAL_REJECT,basis_premium_marginal_cap
a7ls15_4330d08e5ab61db6,basis_premium_like|price_like,skel_f4061a64df347a31,L5_vol_adjusted_return,402.6109858790867,0.0,MARGINAL_REJECT,basis_premium_marginal_cap
a7ls15_e8fea1b602827334,basis_premium_like|liquidity_like,skel_bcb165b7818f5d85,L5_vol_adjusted_return,402.02854641535293,0.0,MARGINAL_REJECT,basis_premium_marginal_cap;semantic_pair_marginal_cap
a7ls15_c8b4abf58de1e85b,basis_premium_like|listing_age_like,skel_156d0fafafecde17,L5_vol_adjusted_return,401.11974243199603,0.0,MARGINAL_REJECT,basis_premium_marginal_cap
a7ls15_f7cdafb2140a05e3,positioning_like|basis_premium_like,skel_d2c2cd29eb5fbfcd,L5_vol_adjusted_return,400.6773765086521,0.0,MARGINAL_REJECT,basis_premium_marginal_cap
a7ls15_4d702fa7676edaa2,positioning_like|basis_premium_like,skel_2674b9b28339672e,L5_vol_adjusted_return,390.32051302670936,0.0,MARGINAL_REJECT,basis_premium_marginal_cap
a7ls15_584bd2b534d33ecb,positioning_like|basis_premium_like,skel_8a80c8785bbf365b,L5_vol_adjusted_return,383.49313223856205,0.0,MARGINAL_REJECT,basis_premium_marginal_cap
a7ls15_4d000620ecebce62,basis_premium_like,skel_b1251d7d11b756bc,L5_vol_adjusted_return,358.9031697303816,0.0,MARGINAL_REJECT,basis_premium_marginal_cap;l5_label_marginal_cap;semantic_pair_marginal_cap
a7ls15_8ee41666eb14296a,basis_premium_like|liquidity_like,skel_b1251d7d11b756bc,L5_vol_adjusted_return,358.9031697303816,0.0,MARGINAL_REJECT,basis_premium_marginal_cap;l5_label_marginal_cap;semantic_pair_marginal_cap
a7ls15_42172e573d89ac2b,basis_premium_like|positioning_like,skel_b1251d7d11b756bc,L5_vol_adjusted_return,358.9031697303816,0.0,MARGINAL_REJECT,basis_premium_marginal_cap;l5_label_marginal_cap
a7ls15_207f125afe07bad1,basis_premium_like|price_like,skel_b1251d7d11b756bc,L5_vol_adjusted_return,358.9031697303816,0.0,MARGINAL_REJECT,basis_premium_marginal_cap;l5_label_marginal_cap
