label_family,count,share
L5_vol_adjusted_return,104,0.8455284552845529
L3_liquidity_tier_relative_return,7,0.056910569105691054
L1_cross_sectional_relative_return,6,0.04878048780487805
L0_raw_forward_return,6,0.04878048780487805
