label_family,count,share
L5_vol_adjusted_return,32,0.6666666666666666
L3_liquidity_tier_relative_return,6,0.125
L1_cross_sectional_relative_return,5,0.10416666666666667
L0_raw_forward_return,5,0.10416666666666667
