skeleton_key,count,share
skel_3afee12eb6a9078f,4,0.08333333333333333
skel_977fab637a7d4823,3,0.0625
skel_eaa129218e1e1a2f,3,0.0625
skel_8727d93aac220fc6,3,0.0625
skel_bcb165b7818f5d85,2,0.041666666666666664
skel_9da5f904b499ace3,2,0.041666666666666664
skel_156d0fafafecde17,2,0.041666666666666664
skel_43237bd24e4079e9,2,0.041666666666666664
skel_4b7f5aabd80a7296,2,0.041666666666666664
skel_d2c2cd29eb5fbfcd,2,0.041666666666666664
skel_0502920317c04faa,1,0.020833333333333332
skel_293cae94cfd91548,1,0.020833333333333332
skel_2674b9b28339672e,1,0.020833333333333332
skel_1d39996e97d5ace0,1,0.020833333333333332
skel_069f2015163fa7ef,1,0.020833333333333332
skel_0994b3a36a4d53ba,1,0.020833333333333332
skel_1926552988410ac0,1,0.020833333333333332
skel_834ae9e41baf8417,1,0.020833333333333332
skel_7dd09b9431bdefe2,1,0.020833333333333332
skel_7ced7a1852c7e2ed,1,0.020833333333333332
skel_50fabfec06d9bf09,1,0.020833333333333332
skel_437d739eeb4ca960,1,0.020833333333333332
skel_2462e8a79b04eae3,1,0.020833333333333332
skel_9505754fb4b5368b,1,0.020833333333333332
skel_9429765ca9b3805e,1,0.020833333333333332
skel_a923757a8885923c,1,0.020833333333333332
skel_8a80c8785bbf365b,1,0.020833333333333332
skel_c614d64ff6a8da31,1,0.020833333333333332
skel_c017fb36d8da95ae,1,0.020833333333333332
skel_de24d62b59cd8e14,1,0.020833333333333332
skel_ea3ce7738ec5fb30,1,0.020833333333333332
skel_f5c01f6f6c088fd7,1,0.020833333333333332
skel_f89a6e67ef647a58,1,0.020833333333333332
