blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,source_file,shard,blocker_family,deep_followup_score
a7ls6_5a69ac2d3d0954dd,"Mul(ZScore(Mean(premium_close_bps,168)),Sign(ZScore(Mean(realized_vol_168h,168))))",basis_premium_like|realized_vol_168h,typed_gate,L3_liquidity_tier_relative_return,24,1.0,3,True,0.6974765473924163,0.0011488463238796,True,0.4830586640879855,-0.2558023446333112,True,0.0007484051877765,0.0001484051877765,-0.0008515948122234,94.93333333333334,A7LS6S003_NUMERIC_CLUE,2113,0.0011819665236381,2.6604574459306165,0.5314601828619204,-0.0523661868699665,0.5390440132513015,2136,0.0011185062303243,2.670677056088869,0.5463856202850624,-0.1095324323759232,0.525749063670412,2136,0.0061308810167885,13.64058443850169,2.761349756828552,2.302578705312268,0.6076779026217228,2136,0.0011484051877765,2.13842598868569,0.4830586640879855,-0.2558023446333112,0.550561797752809,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_003\a7ls6_s003_label_response_metrics.csv,s003,numeric_clue,31.401191584637974
a7ls6_8ba492d7173045bc,"Mul(ZScore(Mean(top_long_short_account_ratio_last,4)),Sign(ZScore(Mean(mark_index_basis_bps,4))))",open_interest_like|mark_index_basis_bps,typed_gate,L5_vol_adjusted_return,1,-1.0,3,True,0.9611176686340313,0.0070944492608774,True,1.823838457635158,1.823838457635158,True,0.0193500468494269,0.0187500468494269,0.0177500468494269,95.95555555555556,A7LS6S006_NUMERIC_CLUE,2156,-0.0120841336823108,-1.668824858721135,-1.668824858721135,-1.668824858721135,0.4846938775510204,2159,-0.0133262151067054,-2.0606830109486114,-2.0606830109486114,-2.0606830109486114,0.4821676702176933,2159,-0.0138037338246473,-1.823838457635158,-1.823838457635158,-1.823838457635158,0.4909680407596109,2159,-0.0197500468494269,-2.37801088486259,-2.37801088486259,-2.37801088486259,0.4729041222788328,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_006\a7ls6_s006_label_response_metrics.csv,s006,numeric_clue,30.55656770453633
a7ls6_cbc157eb34ecc74e,"Mul(ZScore(Mean(age_x_volatility,24)),Sign(ZScore(Mean(premium_abs_168h,24))))",listing_age_like|regime_state,typed_gate,L0_raw_forward_return,8,-1.0,3,True,0.7211340369939209,0.0007180549167622,True,0.868153684693143,1.3228288127197387,True,0.000408669218112,-0.0001913307818879,-0.0011913307818879,95.64444444444445,A7LS6S005_NUMERIC_CLUE,2129,-6.551127042127018e-05,-0.2007636964534837,-0.0783979586522566,-0.3123934622291893,0.4983560356975106,2152,-0.0015947247535778,-6.323469521487662,-2.285039090962482,-2.6694328245819645,0.4544609665427509,2152,-0.0022722499748612,-6.871643699682292,-2.418279249077508,-2.778091272751935,0.437267657992565,2152,-0.000808669218112,-2.443672008384811,-0.868153684693143,-1.3228288127197387,0.4758364312267658,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_005\a7ls6_s005_label_response_metrics.csv,s005,numeric_clue,29.92748003008985
a7ls6_cbc157eb34ecc74e,"Mul(ZScore(Mean(age_x_volatility,24)),Sign(ZScore(Mean(premium_abs_168h,24))))",listing_age_like|regime_state,typed_gate,L1_cross_sectional_relative_return,8,-1.0,3,True,0.7211340369939212,0.0007180549167622,True,0.868153684693143,1.322828812719739,True,0.000408669218112,-0.0001913307818879,-0.0011913307818879,95.64444444444445,A7LS6S005_NUMERIC_CLUE,2129,-6.551127042127038e-05,-0.2007636964534843,-0.0783979586522571,-0.3123934622291893,0.4983560356975106,2152,-0.0015947247535778,-6.323469521487662,-2.2850390909624814,-2.669432824581965,0.4544609665427509,2152,-0.0022722499748612,-6.871643699682292,-2.418279249077508,-2.7780912727519347,0.437267657992565,2152,-0.000808669218112,-2.443672008384812,-0.868153684693143,-1.322828812719739,0.4758364312267658,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_005\a7ls6_s005_label_response_metrics.csv,s005,numeric_clue,29.927480030089818
a7ls6_cbc157eb34ecc74e,"Mul(ZScore(Mean(age_x_volatility,24)),Sign(ZScore(Mean(premium_abs_168h,24))))",listing_age_like|regime_state,typed_gate,L3_liquidity_tier_relative_return,8,-1.0,3,True,0.7238531103949707,0.000632085196767,True,0.7924346479581317,1.202939904133553,True,0.0003155901423957,-0.0002844098576042,-0.0012844098576042,95.64444444444445,A7LS6S005_NUMERIC_CLUE,2129,-0.000297812533544,-0.9520210903112368,-0.3234366403234698,-0.5998560988402891,0.4941286989196806,2152,-0.0014316974533212,-6.117672833968063,-2.195632336942788,-2.6312830993412195,0.4618959107806691,2152,-0.0020272461486136,-6.358615392272233,-2.2114765140057,-2.5621615516328538,0.4479553903345725,2152,-0.0007155901423957,-2.1737742051214943,-0.7924346479581317,-1.202939904133553,0.4702602230483271,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_005\a7ls6_s005_label_response_metrics.csv,s005,numeric_clue,29.449714061403487
a7ls6_4ec71bffe30b07a9,"Mul(ZScore(Mean(volume_volatility_ratio_168h,168)),Sign(ZScore(Mean(premium_close_bps,168))))",volatility_like|premium_close_bps,typed_gate,L1_cross_sectional_relative_return,8,-1.0,3,True,0.7511211767834729,0.0006643761734222,True,0.6961112206784175,0.9050382579156172,True,0.0002004685789463,-0.0003995314210536,-0.0013995314210536,95.64444444444445,A7LS6S010_NUMERIC_CLUE,2129,-0.0008679386519219,-2.814000486410628,-1.0246953807667942,-1.1715395459131377,0.466416157820573,2152,-0.0003985035234061,-1.8965349886427845,-0.6961112206784175,-0.9050382579156172,0.4883828996282527,2152,-0.0018430111609506,-5.941627491044955,-2.0880442293427786,-2.3645838112567787,0.4549256505576208,2152,-0.0006004685789463,-2.3631502714020014,-0.8680056082130783,-1.1974866558010724,0.4962825278810409,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_010\a7ls6_s010_label_response_metrics.csv,s010,numeric_clue,26.45729675299053
a7ls6_21c0f89afdd37ca0,"ZScore(Mean(taker_buy_sell_volume_ratio_last,72))",open_interest_like|positioning_like,zmean,L3_liquidity_tier_relative_return,24,1.0,3,True,0.8038703024081506,0.0033364482947978,True,0.8081077975453385,-0.0718075881326274,True,0.0030022111488314,0.0024022111488314,0.0014022111488314,94.93333333333334,A7LS6S007_NUMERIC_CLUE,2113,0.0012441498505985,3.4337631625964757,0.8347009526503172,-0.1064820956104209,0.5570279223852342,2136,0.0015266433773659,4.902930717016408,0.973869970257637,0.1226301163608029,0.528558052434457,2136,0.0016417644921447,3.9099970503892334,0.8081077975453385,-0.0718075881326274,0.5603932584269663,2136,0.0034022111488314,7.753996915804155,1.5567541138457264,0.9597498465109596,0.5852059925093633,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_007\a7ls6_s007_label_response_metrics.csv,s007,numeric_clue,24.35162920281414
a7ls6_21c0f89afdd37ca0,"ZScore(Mean(taker_buy_sell_volume_ratio_last,72))",open_interest_like|positioning_like,zmean,L3_liquidity_tier_relative_return,8,1.0,3,True,0.7913474039760618,0.0012505341592252,True,0.9899332374018328,0.2756356649197783,True,0.0008411356155769,0.0002411356155769,-0.000758864384423,95.64444444444445,A7LS6S007_NUMERIC_CLUE,2129,0.0002899836229982,1.3763069030890884,0.3662865453157533,-0.0242793889153788,0.5406294034758102,2152,0.0005526345984394,3.1823752865889148,1.2602588605479077,0.2756356649197783,0.5325278810408922,2152,0.0006854834058113,2.749640762388099,0.9899332374018328,0.4844434599885666,0.5566914498141264,2152,0.0012411356155769,5.09490538015478,1.785156303021287,1.4569124026845073,0.5297397769516728,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_007\a7ls6_s007_label_response_metrics.csv,s007,numeric_clue,22.391429426538796
a7ls6_cbc157eb34ecc74e,"Mul(ZScore(Mean(age_x_volatility,24)),Sign(ZScore(Mean(premium_abs_168h,24))))",listing_age_like|regime_state,typed_gate,L0_raw_forward_return,4,-1.0,3,True,0.8020256179170243,0.0004080116662056,True,1.0687911043531813,1.1502041672911767,True,8.456047569421147e-05,-0.0005154395243057,-0.0015154395243057,95.82222222222222,A7LS6S005_NUMERIC_CLUE,2133,-0.0001206504958463,-0.5016284807329875,-0.2432483406443837,-0.3450891023341176,0.4964838255977497,2156,-0.0007061837447541,-3.89998091047768,-1.9747106384121,-2.151657642678221,0.4689239332096475,2156,-0.0011041942232085,-4.530450001649114,-2.268059114830208,-2.349676260484865,0.4485157699443414,2156,-0.0004845604756942,-2.03408544508147,-1.0687911043531813,-1.1502041672911767,0.4730983302411873,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_005\a7ls6_s005_label_response_metrics.csv,s005,numeric_clue,21.35565404179434
a7ls6_cbc157eb34ecc74e,"Mul(ZScore(Mean(age_x_volatility,24)),Sign(ZScore(Mean(premium_abs_168h,24))))",listing_age_like|regime_state,typed_gate,L1_cross_sectional_relative_return,4,-1.0,3,True,0.8020256179170245,0.0004080116662056,True,1.0687911043531817,1.150204167291177,True,8.456047569421147e-05,-0.0005154395243057,-0.0015154395243057,95.82222222222222,A7LS6S005_NUMERIC_CLUE,2133,-0.0001206504958463,-0.5016284807329868,-0.2432483406443837,-0.3450891023341175,0.4964838255977497,2156,-0.0007061837447541,-3.89998091047768,-1.9747106384121,-2.151657642678221,0.4689239332096475,2156,-0.0011041942232085,-4.530450001649112,-2.268059114830208,-2.349676260484864,0.4485157699443414,2156,-0.0004845604756942,-2.03408544508147,-1.0687911043531817,-1.150204167291177,0.4730983302411873,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_005\a7ls6_s005_label_response_metrics.csv,s005,numeric_clue,21.35565404179432
a7ls6_5cc8a20f941a59e2,"ZScore(Mean(volume_volatility_ratio_168h,72))",volatility_like,zmean,L0_raw_forward_return,8,1.0,3,True,0.81362484053638,0.0015651854140469,True,0.9490735390981776,0.7507467549810143,True,0.0012307186080811,0.0006307186080811,-0.0003692813919188,95.64444444444445,A7LS6S009_NUMERIC_CLUE,2129,0.0005091143221633,1.3029742916799247,0.4842019967112035,0.3008461938517555,0.5434476279943635,2152,0.0013513439060571,4.3023856108026655,1.556281936291453,1.2820341087331175,0.520910780669145,2152,0.0011758758562785,2.8815096593786915,0.9490735390981776,0.7507467549810143,0.5701672862453532,2152,0.0016307186080811,4.925911584769874,1.7593177286985695,1.6279515750987672,0.5678438661710037,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_009\a7ls6_s009_label_response_metrics.csv,s009,numeric_clue,20.95344811538992
a7ls6_5cc8a20f941a59e2,"ZScore(Mean(volume_volatility_ratio_168h,72))",volatility_like,zmean,L1_cross_sectional_relative_return,8,1.0,3,True,0.81362484053638,0.0015651854140469,True,0.9490735390981772,0.7507467549810145,True,0.0012307186080811,0.0006307186080811,-0.0003692813919188,95.64444444444445,A7LS6S009_NUMERIC_CLUE,2129,0.0005091143221633,1.3029742916799252,0.4842019967112036,0.3008461938517557,0.5434476279943635,2152,0.0013513439060571,4.302385610802666,1.5562819362914535,1.2820341087331175,0.520910780669145,2152,0.0011758758562785,2.8815096593786915,0.9490735390981772,0.7507467549810145,0.5701672862453532,2152,0.0016307186080811,4.925911584769874,1.7593177286985695,1.6279515750987674,0.5678438661710037,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_009\a7ls6_s009_label_response_metrics.csv,s009,numeric_clue,20.95344811538992
a7ls6_2f08b2d1eae777bb,"Mul(ZScore(Mean(volume_volatility_ratio_168h,72)),Sign(ZScore(Mean(age_percentile_active_universe,72))))",volatility_like|age_percentile_active_universe,typed_gate,L1_cross_sectional_relative_return,8,1.0,3,True,0.8376509017981864,0.0015605040745834,True,0.8683420062288065,0.6209302204267398,True,0.0012154132331135,0.0006154132331135,-0.0003845867668864,95.64444444444445,A7LS6S009_NUMERIC_CLUE,2129,0.0004785244459438,1.2530832925431985,0.4379415305285627,0.3431421722330807,0.5443870361672146,2152,0.0011049924988117,3.6060332312022,1.3074152233845693,1.0094261345314433,0.5148698884758365,2152,0.0010645427611742,2.5859700226000863,0.8683420062288065,0.6209302204267398,0.5673791821561338,2152,0.0016154132331135,4.880611781833095,1.7139521233226311,1.6415816869838142,0.5678438661710037,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_009\a7ls6_s009_label_response_metrics.csv,s009,numeric_clue,18.416344115191503
a7ls6_2f08b2d1eae777bb,"Mul(ZScore(Mean(volume_volatility_ratio_168h,72)),Sign(ZScore(Mean(age_percentile_active_universe,72))))",volatility_like|age_percentile_active_universe,typed_gate,L0_raw_forward_return,8,1.0,3,True,0.8376509017981866,0.0015605040745834,True,0.8683420062288065,0.6209302204267401,True,0.0012154132331135,0.0006154132331135,-0.0003845867668864,95.64444444444445,A7LS6S009_NUMERIC_CLUE,2129,0.0004785244459438,1.253083292543198,0.4379415305285626,0.3431421722330802,0.5443870361672146,2152,0.0011049924988117,3.606033231202199,1.3074152233845688,1.0094261345314437,0.5148698884758365,2152,0.0010645427611742,2.5859700226000863,0.8683420062288065,0.6209302204267401,0.5673791821561338,2152,0.0016154132331135,4.880611781833093,1.7139521233226307,1.6415816869838142,0.5678438661710037,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_009\a7ls6_s009_label_response_metrics.csv,s009,numeric_clue,18.41634411519148
a7ls6_c31b98e75e807c19,"Mul(ZScore(Mean(realized_vol_24h,168)),Sign(ZScore(Mean(premium_close_bps,168))))",volatility_like|premium_close_bps,typed_gate,L0_raw_forward_return,24,1.0,3,True,0.8526858507710042,0.0018168016155536,True,0.7944604549159893,0.0471130012571726,True,0.0014607612537683,0.0008607612537683,-0.0001392387462316,94.93333333333334,A7LS6S010_NUMERIC_CLUE,2113,0.0023456331439197,4.180596901603021,0.836293741323508,0.2906262300746984,0.5324183625177473,2136,0.0026702122624013,6.656785332976997,1.4064392155633592,0.8441368853910985,0.5402621722846442,2136,0.0116554292800644,18.41971578472161,3.7399017945876407,3.1898873359592805,0.6460674157303371,2136,0.0018607612537683,3.4290661794564024,0.7944604549159893,0.0471130012571726,0.5402621722846442,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_010\a7ls6_s010_label_response_metrics.csv,s010,numeric_clue,16.595329539710352
a7ls6_c31b98e75e807c19,"Mul(ZScore(Mean(realized_vol_24h,168)),Sign(ZScore(Mean(premium_close_bps,168))))",volatility_like|premium_close_bps,typed_gate,L1_cross_sectional_relative_return,24,1.0,3,True,0.8526858507710042,0.0018168016155536,True,0.7944604549159888,0.0471130012571722,True,0.0014607612537683,0.0008607612537683,-0.0001392387462316,94.93333333333334,A7LS6S010_NUMERIC_CLUE,2113,0.0023456331439197,4.180596901603019,0.8362937413235078,0.2906262300746983,0.5324183625177473,2136,0.0026702122624013,6.656785332976997,1.4064392155633594,0.8441368853910981,0.5402621722846442,2136,0.0116554292800644,18.41971578472161,3.7399017945876407,3.189887335959279,0.6460674157303371,2136,0.0018607612537683,3.4290661794564024,0.7944604549159888,0.0471130012571722,0.5402621722846442,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_010\a7ls6_s010_label_response_metrics.csv,s010,numeric_clue,16.59532953971035
a7ls6_5cc8a20f941a59e2,"ZScore(Mean(volume_volatility_ratio_168h,72))",volatility_like,zmean,L0_raw_forward_return,4,1.0,3,True,0.8600023173741247,0.0008414627050156,True,1.075826879683349,1.0213731212138886,True,0.000461126296801,-0.0001388737031989,-0.0011388737031989,95.82222222222222,A7LS6S009_NUMERIC_CLUE,2133,0.00025997875621,0.8880583070129423,0.4385346959570699,0.3945593210294203,0.5175808720112518,2156,0.0006311418876451,2.810002279828374,1.3968978223339867,1.3190631775772208,0.5264378478664193,2156,0.0006282930056132,2.1961135619265866,1.075826879683349,1.0213731212138886,0.5408163265306123,2156,0.000861126296801,3.6367752821197854,1.8169413821508968,1.6626057156855922,0.5551948051948052,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_009\a7ls6_s009_label_response_metrics.csv,s009,numeric_clue,15.862604088817019
