blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,source_file,shard,blocker_family,deep_followup_score
a7ls6_4ec71bffe30b07a9,"Mul(ZScore(Mean(volume_volatility_ratio_168h,168)),Sign(ZScore(Mean(premium_close_bps,168))))",volatility_like|premium_close_bps,typed_gate,L5_vol_adjusted_return,24,-1.0,3,True,0.6051777984967218,0.208264950954901,True,0.9841656345198476,1.3593226595565653,True,0.2002735766367741,0.1996735766367741,0.1986735766367741,94.93333333333334,A7LS6S010_NUMERIC_CLUE,2113,-0.0507924596904579,-1.438990317105889,-0.2854193877693785,-0.645448802914976,0.5044959772834832,2136,-0.1661503552222138,-5.170001368416553,-1.008165066027241,-1.484422878324858,0.450374531835206,2136,-0.3167269927707846,-8.246996019121216,-1.6781542074885856,-2.1755925048840665,0.4691011235955056,2136,-0.2006735766367741,-4.705995562603263,-0.9841656345198476,-1.3593226595565653,0.4939138576779026,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_010\a7ls6_s010_label_response_metrics.csv,s010,numeric_clue,447.7800704015595
a7ls6_28acead2e0f4e624,"Delta(mark_index_basis_bps,168)",basis_premium_like,delta,L5_vol_adjusted_return,1,-1.0,3,True,0.6478525726341747,0.0289322040940615,True,8.369750499514737,8.369750499514737,True,0.1150571217051447,0.1144571217051447,0.1134571217051447,95.95555555555556,A7LS6S000_NUMERIC_CLUE,1991,-0.0140433812756864,-1.8080598864818012,-1.8080598864818012,-1.8080598864818012,0.4706177800100452,2159,-0.0586786444244704,-8.369750499514737,-8.369750499514737,-8.369750499514737,0.3978693839740621,2159,-0.0702067812933845,-9.078395948640573,-9.078395948640573,-9.078395948640573,0.4066697545159796,2159,-0.1154571217051447,-11.47042509924484,-11.47042509924484,-11.47042509924484,0.3867531264474294,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_000\a7ls6_s000_label_response_metrics.csv,s000,numeric_clue,185.97381903530345
a7ls6_1588bade75e26e54,"Mul(ZScore(Mean(realized_vol_168h,168)),Sign(ZScore(Mean(premium_close_bps,168))))",volatility_like|premium_close_bps,typed_gate,L5_vol_adjusted_return,8,1.0,3,True,0.994964456899425,0.0646793568011008,True,1.0707630500999266,0.4783204654820152,True,0.0626940997749926,0.0620940997749926,0.0610940997749926,95.64444444444445,A7LS6S010_NUMERIC_CLUE,2129,0.046883133334673,2.4354745688291994,0.8805822609032867,0.6049334788515787,0.5227806481916393,2152,0.1085473417411808,6.075504840948449,2.122371949696822,1.888330549588468,0.5436802973977695,2152,0.1256152745993352,5.586004640357044,1.9223888625796124,1.8037835914194875,0.5394981412639405,2152,0.0630940997749926,2.781879452271125,1.0707630500999266,0.4783204654820152,0.520910780669145,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_010\a7ls6_s010_label_response_metrics.csv,s010,numeric_clue,126.75533135163292
a7ls6_c4f84c645720612a,"Mul(Delta(mark_index_basis_bps,24),ZScore(Mean(volume_volatility_ratio_168h,24)))",basis_premium_like|volume_volatility_ratio_168h,typed_interaction,L3_liquidity_tier_relative_return,1,1.0,3,True,0.3980793154037132,0.0002254938487453,True,3.903546161773364,3.903546161773364,True,0.0003824139971807,-0.0002175860028192,-0.0012175860028192,95.95555555555556,A7LS6S003_NUMERIC_CLUE,2135,9.682949482698942e-05,0.917297098346846,0.917297098346846,0.917297098346846,0.5011709601873536,2159,0.0003458182673766,3.903546161773364,3.903546161773364,3.903546161773364,0.5516442797591478,2159,0.000477393530281,4.169879522546725,4.169879522546725,4.169879522546725,0.5609078276980083,2159,0.0007824139971807,5.881370671692042,5.881370671692042,5.881370671692042,0.5734136174154701,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_003\a7ls6_s003_label_response_metrics.csv,s003,numeric_clue,64.32110847014735
a7ls6_704f70fa6c166248,"ZScore(Mean(volume_volatility_ratio_168h,24))",volatility_like,zmean,L0_raw_forward_return,24,1.0,3,True,0.5537660903430925,0.0055940057357788,True,0.8149667044066256,0.4737375311056348,True,0.0053343372503435,0.0047343372503435,0.0037343372503435,94.93333333333334,A7LS6S009_NUMERIC_CLUE,2113,0.0016531147331643,2.5521995632301326,0.519983098269563,0.3176594633401762,0.5958353052531945,2136,0.0048160883281037,8.650286429332208,1.7792066058080998,1.2771559453605317,0.5660112359550562,2136,0.0031771228095539,4.004120574386153,0.8149667044066256,0.4737375311056348,0.572565543071161,2136,0.0057343372503435,9.832025235927892,1.9680964492724184,1.618409055308498,0.6212546816479401,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_009\a7ls6_s009_label_response_metrics.csv,s009,numeric_clue,54.42547148291868
a7ls6_704f70fa6c166248,"ZScore(Mean(volume_volatility_ratio_168h,24))",volatility_like,zmean,L1_cross_sectional_relative_return,24,1.0,3,True,0.5537660903430927,0.0055940057357788,True,0.8149667044066256,0.4737375311056348,True,0.0053343372503435,0.0047343372503435,0.0037343372503435,94.93333333333334,A7LS6S009_NUMERIC_CLUE,2113,0.0016531147331643,2.5521995632301344,0.519983098269563,0.3176594633401761,0.5958353052531945,2136,0.0048160883281037,8.650286429332208,1.7792066058081,1.2771559453605317,0.5660112359550562,2136,0.0031771228095539,4.004120574386153,0.8149667044066256,0.4737375311056348,0.572565543071161,2136,0.0057343372503435,9.832025235927894,1.9680964492724184,1.618409055308498,0.6212546816479401,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_009\a7ls6_s009_label_response_metrics.csv,s009,numeric_clue,54.42547148291867
a7ls6_59f0c559993f8406,"Mul(ZScore(Mean(volume_volatility_ratio_168h,24)),Sign(ZScore(Mean(age_percentile_active_universe,24))))",volatility_like|age_percentile_active_universe,typed_gate,L1_cross_sectional_relative_return,24,1.0,3,True,0.5907894131552256,0.0056085670184118,True,0.720200446527075,0.565180066618297,True,0.0053415789576987,0.0047415789576987,0.0037415789576987,94.93333333333334,A7LS6S009_NUMERIC_CLUE,2113,0.0017078155027645,2.702023175526883,0.5670797498107978,0.2763376850322157,0.5896829152863228,2136,0.0041282733436512,7.589047420470697,1.5590393927794246,1.1243343012433629,0.5529026217228464,2136,0.0029586042854343,3.671385029746032,0.720200446527075,0.565180066618297,0.572565543071161,2136,0.0057415789576987,9.854270369856112,1.9687632381505693,1.62775148692852,0.6184456928838952,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_009\a7ls6_s009_label_response_metrics.csv,s009,numeric_clue,50.83638472720624
a7ls6_59f0c559993f8406,"Mul(ZScore(Mean(volume_volatility_ratio_168h,24)),Sign(ZScore(Mean(age_percentile_active_universe,24))))",volatility_like|age_percentile_active_universe,typed_gate,L0_raw_forward_return,24,1.0,3,True,0.6928706952194096,0.0056085670184118,True,0.720200446527075,0.565180066618297,True,0.0053415789576987,0.0047415789576987,0.0037415789576987,94.93333333333334,A7LS6S009_NUMERIC_CLUE,2113,0.0017078155027645,2.7020231755268838,0.567079749810798,0.2763376850322161,0.5896829152863228,2136,0.0041282733436512,7.589047420470697,1.5590393927794248,1.1243343012433629,0.5529026217228464,2136,0.0029586042854343,3.671385029746032,0.720200446527075,0.565180066618297,0.572565543071161,2136,0.0057415789576987,9.854270369856112,1.9687632381505693,1.62775148692852,0.6184456928838952,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_009\a7ls6_s009_label_response_metrics.csv,s009,numeric_clue,40.628256520787836
a7ls6_2bd140b190452ccd,"ZScore(Mean(volume_volatility_ratio_168h,12))",volatility_like,zmean,L1_cross_sectional_relative_return,24,1.0,3,True,0.7867220589960014,0.0067045895008394,True,0.864479639077957,0.6113212739451135,True,0.0064631417637418,0.0058631417637418,0.0048631417637418,94.93333333333334,A7LS6S008_NUMERIC_CLUE,2125,0.0018779997239323,2.850038110875763,0.5705601709403121,0.1995405001745508,0.5967058823529412,2136,0.0050567937014828,9.08842137886364,1.8593655777583389,1.3822402795686906,0.5678838951310862,2136,0.0034892241587531,4.260266737319782,0.864479639077957,0.6113212739451135,0.5800561797752809,2136,0.0068631417637418,11.704495235793267,2.477563801489927,1.7487209153468102,0.6395131086142322,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_008\a7ls6_s008_label_response_metrics.csv,s008,numeric_clue,33.50684663892617
a7ls6_2bd140b190452ccd,"ZScore(Mean(volume_volatility_ratio_168h,12))",volatility_like,zmean,L0_raw_forward_return,24,1.0,3,True,0.7867220589960017,0.0067045895008394,True,0.8644796390779572,0.6113212739451134,True,0.0064631417637418,0.0058631417637418,0.0048631417637418,94.93333333333334,A7LS6S008_NUMERIC_CLUE,2125,0.0018779997239323,2.850038110875763,0.5705601709403122,0.1995405001745511,0.5967058823529412,2136,0.0050567937014828,9.08842137886364,1.8593655777583384,1.3822402795686903,0.5678838951310862,2136,0.0034892241587531,4.260266737319782,0.8644796390779572,0.6113212739451134,0.5800561797752809,2136,0.0068631417637418,11.704495235793267,2.477563801489928,1.7487209153468102,0.6395131086142322,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_008\a7ls6_s008_label_response_metrics.csv,s008,numeric_clue,33.50684663892614
