blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,source_file,shard,blocker_family
a7ls6_03ac518415c21e87,"ZScore(Mean(premium_close_bps,8))",basis_premium_like,zmean,L7_ranked_future_return,4,1.0,3,True,0.8621588627329356,0.0148263631581443,True,1.762526800640792,1.1700584192754993,True,0.0135285591333473,0.0129285591333473,0.0119285591333473,95.82222222222222,A7LS6S000_RANK_LABEL_DIAGNOSTIC_CLUE,2149,0.0081053917882093,2.471867741087016,1.244164378101534,0.3549199733865292,0.5123313168915775,2156,0.0165200761690209,5.266013310349842,2.7738494728577203,2.15854059083687,0.5394248608534323,2156,0.0115459908196747,3.382828600189585,1.762526800640792,1.1700584192754993,0.537569573283859,2156,0.0139285591333473,4.031018907498016,1.9488754550075649,1.4410698106727864,0.5250463821892394,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_000\a7ls6_s000_label_response_metrics.csv,s000,rank_label_diagnostic_clue
a7ls6_03ac518415c21e87,"ZScore(Mean(premium_close_bps,8))",basis_premium_like,zmean,L7_ranked_future_return,8,1.0,3,True,0.913161475410286,0.0175505902514934,True,1.419875464207422,1.0793836735409907,True,0.0153120682642,0.0147120682642,0.0137120682642,95.64444444444445,A7LS6S000_RANK_LABEL_DIAGNOSTIC_CLUE,2145,0.0071742728371516,2.1826186775546152,0.5021460646933282,-0.1049973231669152,0.5305361305361306,2152,0.0226736361529214,6.976528092448143,2.5663722088231564,1.1902013666906923,0.5525092936802974,2152,0.0149049247731069,4.35382164172345,1.5519472813807462,1.0793836735409907,0.550185873605948,2152,0.0157120682642,4.555236851570514,1.419875464207422,1.1029634579160985,0.5339219330855018,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_000\a7ls6_s000_label_response_metrics.csv,s000,rank_label_diagnostic_clue
a7ls6_0b1dbff12a9e3b10,"ZScore(Mean(premium_abs_168h,12))",basis_premium_like,zmean,L7_ranked_future_return,1,-1.0,3,True,0.9450388492459676,0.0115531935652651,True,1.011360542428303,1.011360542428303,True,0.011039597164325,0.010439597164325,0.009439597164325,95.95555555555556,A7LS6S000_RANK_LABEL_DIAGNOSTIC_CLUE,2148,-0.0089337249551693,-2.9394834694295637,-2.9394834694295637,-2.9394834694295637,0.4725325884543762,2159,-0.0030716595474585,-1.011360542428303,-1.011360542428303,-1.011360542428303,0.4867994441871237,2159,-0.0116170948913248,-3.4390448922801813,-3.4390448922801813,-3.4390448922801813,0.4733672996757758,2159,-0.011439597164325,-3.378512448198844,-3.378512448198844,-3.378512448198844,0.4673459935155164,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_000\a7ls6_s000_label_response_metrics.csv,s000,rank_label_diagnostic_clue
a7ls6_13cae77c25210f48,"Delta(premium_abs_168h,72)",basis_premium_like,delta,L7_ranked_future_return,1,-1.0,3,True,0.4705198334581816,0.0094437260906112,True,1.9995968939325697,1.9995968939325697,True,0.0080881278626936,0.0074881278626936,0.0064881278626936,95.95555555555556,A7LS6S000_RANK_LABEL_DIAGNOSTIC_CLUE,2087,-0.0035217461711831,-1.1432890425738174,-1.1432890425738174,-1.1432890425738174,0.4916147580258744,2159,-0.0061545768788705,-1.9995968939325697,-1.9995968939325697,-1.9995968939325697,0.4983788791106994,2159,-0.0093424596435249,-2.8014013375120213,-2.8014013375120213,-2.8014013375120213,0.4858730893932376,2159,-0.0084881278626936,-2.5777584467107912,-2.5777584467107912,-2.5777584467107912,0.4807781380268643,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_000\a7ls6_s000_label_response_metrics.csv,s000,rank_label_diagnostic_clue
a7ls6_13cae77c25210f48,"Delta(premium_abs_168h,72)",basis_premium_like,delta,L7_ranked_future_return,8,-1.0,3,True,0.8556588719288442,0.0327720821716232,True,2.015885322588653,2.2828850199601027,True,0.032479594132934,0.031879594132934,0.030879594132934,95.64444444444445,A7LS6S000_RANK_LABEL_DIAGNOSTIC_CLUE,2080,-0.0021642962072649,-0.7226235850327302,-0.1196662352433455,-1.0206999588076238,0.4899038461538461,2152,-0.0164637438902657,-5.498482324129058,-2.015885322588653,-2.2828850199601027,0.45817843866171,2152,-0.0199694459503648,-6.044248854155053,-2.170559670636044,-2.8942087582533267,0.445631970260223,2152,-0.032879594132934,-9.559676641506536,-3.3029258254812834,-3.8767837380573806,0.4168215613382899,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_000\a7ls6_s000_label_response_metrics.csv,s000,rank_label_diagnostic_clue
a7ls6_233a74a27fee9239,"ZScore(Mean(premium_abs_168h,8))",basis_premium_like,zmean,L7_ranked_future_return,1,-1.0,3,True,0.8271549767336286,0.0116371712727085,True,1.014640847781294,1.014640847781294,True,0.0110583333333333,0.0104583333333333,0.0094583333333333,95.95555555555556,A7LS6S000_RANK_LABEL_DIAGNOSTIC_CLUE,2152,-0.0085960088806278,-2.8402676315918245,-2.8402676315918245,-2.8402676315918245,0.4809479553903346,2159,-0.0030852224966977,-1.014640847781294,-1.014640847781294,-1.014640847781294,0.4844835572024085,2159,-0.0116663879024925,-3.451248291513417,-3.451248291513417,-3.451248291513417,0.4705882352941176,2159,-0.0114583333333333,-3.371181123314236,-3.371181123314236,-3.371181123314236,0.4636405743399722,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_000\a7ls6_s000_label_response_metrics.csv,s000,rank_label_diagnostic_clue
a7ls6_2abb49b086d0b357,"Delta(premium_abs_168h,48)",basis_premium_like,delta,L7_ranked_future_return,1,-1.0,3,True,0.7586037946240012,0.0086594070042715,True,2.092522676198512,2.092522676198512,True,0.0071278120872145,0.0065278120872145,0.0055278120872145,95.95555555555556,A7LS6S000_RANK_LABEL_DIAGNOSTIC_CLUE,2111,-0.0038556579732266,-1.2661025056243091,-1.2661025056243091,-1.2661025056243091,0.4789199431549029,2159,-0.0063460664230696,-2.092522676198512,-2.092522676198512,-2.092522676198512,0.4821676702176933,2159,-0.0079494965090148,-2.4002160504369727,-2.4002160504369727,-2.4002160504369727,0.4844835572024085,2159,-0.0075278120872145,-2.303815143050121,-2.303815143050121,-2.303815143050121,0.4900416859657249,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_000\a7ls6_s000_label_response_metrics.csv,s000,rank_label_diagnostic_clue
a7ls6_2c9131d419912037,"ZScore(Mean(mark_index_basis_bps,8))",basis_premium_like,zmean,L7_ranked_future_return,8,1.0,3,True,0.9444162524891866,0.0169019667320666,True,1.2141814707397345,0.5580104146855916,True,0.0111672436493184,0.0105672436493184,0.0095672436493184,95.64444444444445,A7LS6S000_RANK_LABEL_DIAGNOSTIC_CLUE,2145,0.0123476754726754,3.793647038302592,1.3384596499217138,0.9446659275279556,0.5426573426573427,2152,0.0215232600165221,6.579012237794892,2.3434860165044515,0.9652637515079568,0.5497211895910781,2152,0.0146789861713479,4.0567413813172495,1.3880276110650682,0.6048069428965748,0.5422862453531598,2152,0.0115672436493184,3.391417192169195,1.2141814707397345,0.5580104146855916,0.5329925650557621,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_000\a7ls6_s000_label_response_metrics.csv,s000,rank_label_diagnostic_clue
a7ls6_2db6fb0b84bdea33,"Sub(Mean(premium_abs_168h,24),Mean(premium_abs_168h,336))",basis_premium_like,spread_short_long,L7_ranked_future_return,1,-1.0,3,True,0.9476832703452795,0.0117882668159127,True,1.6297223888192134,1.6297223888192134,True,0.0118164110613624,0.0112164110613624,0.0102164110613624,95.95555555555556,A7LS6S000_RANK_LABEL_DIAGNOSTIC_CLUE,2135,-0.0021539975279729,-0.7099109596944875,-0.7099109596944875,-0.7099109596944875,0.4960187353629977,2159,-0.0050420129775444,-1.6297223888192134,-1.6297223888192134,-1.6297223888192134,0.492820750347383,2159,-0.0064611906661177,-2.013426659906042,-2.013426659906042,-2.013426659906042,0.4821676702176933,2159,-0.0122164110613624,-3.918623280465035,-3.918623280465035,-3.918623280465035,0.4622510421491431,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_000\a7ls6_s000_label_response_metrics.csv,s000,rank_label_diagnostic_clue
a7ls6_2db6fb0b84bdea33,"Sub(Mean(premium_abs_168h,24),Mean(premium_abs_168h,336))",basis_premium_like,spread_short_long,L7_ranked_future_return,4,-1.0,3,True,0.9797810226007012,0.0256802184257541,True,1.3084526894305717,1.5723929902721836,True,0.0257158835377585,0.0251158835377585,0.0241158835377585,95.82222222222222,A7LS6S000_RANK_LABEL_DIAGNOSTIC_CLUE,2132,-0.0052213894534778,-1.7853824865358392,-0.9197936295366388,-1.2508154617670777,0.4821763602251407,2156,-0.0083621879938844,-2.7162748263536494,-1.3084526894305717,-1.5723929902721836,0.4805194805194805,2156,-0.0122806508967223,-3.805386776692371,-1.897283454760178,-2.2083841211882205,0.4721706864564007,2156,-0.0261158835377585,-8.017562755732548,-3.919719425186973,-4.330270023380939,0.4401669758812616,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_000\a7ls6_s000_label_response_metrics.csv,s000,rank_label_diagnostic_clue
