candidate_id,seed_lane,label_family,label_horizon_h,left_field,left_transform,operator,right_field,right_transform,split,cost_bps,orientation,sample_rows,corr_one_bar,one_bar_spread,one_bar_costed_spread,max_control_spread,control_ratio
core26de_S3_cross_family_bridge_013a4d8fc836a9,S3_cross_family_bridge,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,delta_8h,train_2024,2,1.0,15829,-0.004629005814647894,0.0003334981201132249,-6.65018798867751e-05,0.0017048445010326267,5.112006329912205
core26de_S3_cross_family_bridge_013a4d8fc836a9,S3_cross_family_bridge,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,delta_8h,train_2024,5,1.0,15829,-0.004629005814647894,0.0003334981201132249,-0.0006665018798867751,0.0017048445010326267,5.112006329912205
core26de_S3_cross_family_bridge_013a4d8fc836a9,S3_cross_family_bridge,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,delta_8h,validation_2025H1,2,1.0,24035,-0.00016919788206890547,-0.0003872113971707415,-0.0007872113971707415,0.0008255793149846873,2.1321152244406867
core26de_S3_cross_family_bridge_013a4d8fc836a9,S3_cross_family_bridge,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,delta_8h,validation_2025H1,5,1.0,24035,-0.00016919788206890547,-0.0003872113971707415,-0.0013872113971707416,0.0008255793149846873,2.1321152244406867
core26de_S3_cross_family_bridge_013a4d8fc836a9,S3_cross_family_bridge,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,delta_8h,test_2025H2,2,1.0,32073,0.0020051373147905536,-0.0006804026864335971,-0.001080402686433597,0.0011427696937940544,1.6795490620179692
core26de_S3_cross_family_bridge_013a4d8fc836a9,S3_cross_family_bridge,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,delta_8h,test_2025H2,5,1.0,32073,0.0020051373147905536,-0.0006804026864335971,-0.0016804026864335971,0.0011427696937940544,1.6795490620179692
core26de_S3_cross_family_bridge_013a4d8fc836a9,S3_cross_family_bridge,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,delta_8h,recent_oos_2026JanApr,2,1.0,35210,-0.005273066460697971,0.00012070761149963608,-0.00027929238850036393,0.0015639662776240383,12.956650025576502
core26de_S3_cross_family_bridge_013a4d8fc836a9,S3_cross_family_bridge,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,delta_8h,recent_oos_2026JanApr,5,1.0,35210,-0.005273066460697971,0.00012070761149963608,-0.000879292388500364,0.0015639662776240383,12.956650025576502
core26de_S3_cross_family_bridge_8ec7496841c02b,S3_cross_family_bridge,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,delta_8h,train_2024,2,1.0,15829,-0.003100413017885557,0.0011820878570592626,0.0007820878570592626,0.0032928248572513504,2.7856007805063414
core26de_S3_cross_family_bridge_8ec7496841c02b,S3_cross_family_bridge,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,delta_8h,train_2024,5,1.0,15829,-0.003100413017885557,0.0011820878570592626,0.00018208785705926258,0.0032928248572513504,2.7856007805063414
core26de_S3_cross_family_bridge_8ec7496841c02b,S3_cross_family_bridge,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,delta_8h,validation_2025H1,2,1.0,24035,0.0014629224931236356,-0.0002164976842575757,-0.0006164976842575757,0.0021781791051566405,10.060981079895415
core26de_S3_cross_family_bridge_8ec7496841c02b,S3_cross_family_bridge,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,delta_8h,validation_2025H1,5,1.0,24035,0.0014629224931236356,-0.0002164976842575757,-0.0012164976842575757,0.0021781791051566405,10.060981079895415
core26de_S3_cross_family_bridge_8ec7496841c02b,S3_cross_family_bridge,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,delta_8h,test_2025H2,2,1.0,32073,0.003256374276201157,-0.002624744396235291,-0.0030247443962352913,0.0026682752014887436,1.016584778813468
core26de_S3_cross_family_bridge_8ec7496841c02b,S3_cross_family_bridge,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,delta_8h,test_2025H2,5,1.0,32073,0.003256374276201157,-0.002624744396235291,-0.003624744396235291,0.0026682752014887436,1.016584778813468
core26de_S3_cross_family_bridge_8ec7496841c02b,S3_cross_family_bridge,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,delta_8h,recent_oos_2026JanApr,2,1.0,35210,-0.0011225029770456074,0.002989692192047964,0.0025896921920479637,0.0036855769763080846,1.2327613478441184
core26de_S3_cross_family_bridge_8ec7496841c02b,S3_cross_family_bridge,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,delta_8h,recent_oos_2026JanApr,5,1.0,35210,-0.0011225029770456074,0.002989692192047964,0.001989692192047964,0.0036855769763080846,1.2327613478441184
core26de_S3_cross_family_bridge_a5435d530c2d7f,S3_cross_family_bridge,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,delta_8h,train_2024,2,1.0,15829,0.0025479189059032636,0.0010078611569908566,0.0006078611569908566,0.0011372009099188678,1.1283309233924417
