candidate_id,label_family,horizon_h,orientation_from_train,premay_all_positive,one_bar_lag_ok,control_ratio_premay_max,oriented_validation_spread,oriented_test_spread,oriented_recent_spread,decision,family_id,primary_seed_field,skeleton_key,expression,turnover_proxy,top_symbol_abs_contribution_share,top_symbol,top_month_abs_contribution_share,top_month,clue_key,return_corr_cluster
a7ab3_4092255ee6888704,L7_ranked_future_return,4,-1.0,True,True,0.7422230314641165,0.0283688476360438,0.0204192692168425,0.0447428486447341,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE,G0_price_return_reversal,trade_return_1h,skeleton_e52f279333afdc9d,"ZScore(Mul(Mul(TSRank(trade_return_1h,168),ZScore(Mean(trade_return_1h,168))),Rank(Clip(ZScore(trade_return_1h),-3,3))))",1.17076162463233,0.029773735121679416,1000RATSUSDT,0.06526801164135804,2025-10,a7ab3_4092255ee6888704|L7_ranked_future_return|4,0
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,-1.0,True,True,0.981989858366847,0.0275100060780053,0.0198761283105731,0.0454216131284916,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE,G0_price_return_reversal,trade_return_1h,skeleton_e52f279333afdc9d,"ZScore(Mul(Mul(TSRank(trade_return_1h,72),ZScore(Mean(trade_return_1h,168))),Rank(Clip(ZScore(trade_return_1h),-3,3))))",1.1712823080292885,0.029703452177195243,1000RATSUSDT,0.06530075172797628,2025-10,a7ab3_ced6188c184ada50|L7_ranked_future_return|4,0
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,-1.0,True,True,0.9489624799404038,0.0245258493020141,0.0289143389738834,0.03615368889404,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE,G1_volatility_state_reversal,realized_vol_168h,skeleton_05854e1690e1ce55,"Winsor(Rank(Clip(ZScore(realized_vol_168h),-3,3)),3)",0.034164841354277484,0.050789672578798316,BTCUSDT,0.06689787429444338,2025-08,a7ab3_2af478d1ff284e21|L7_ranked_future_return|1,1
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,-1.0,True,True,0.9489624799404038,0.0245258493020141,0.0289143389738834,0.03615368889404,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE,G1_volatility_state_reversal,realized_vol_168h,skeleton_9f0d66272a0406f6,Rank(realized_vol_168h),0.034164841354277484,0.050789672578798316,BTCUSDT,0.06689787429444338,2025-08,a7ab3_3edc6f38cc9be3f3|L7_ranked_future_return|1,1
a7ab3_6e301587da1c1fa3,L7_ranked_future_return,1,-1.0,True,True,0.8825573169255974,0.0204831330809251,0.0265493805697213,0.0345866816051099,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE,G1_volatility_state_reversal,realized_vol_24h,skeleton_0f915c45eabbea19,Rank(ZScore(realized_vol_24h)),0.1590988171975718,0.04690472646624209,BTCUSDT,0.06637013415672495,2025-08,a7ab3_6e301587da1c1fa3|L7_ranked_future_return|1,1
a7ab3_6e301587da1c1fa3,L7_ranked_future_return,4,-1.0,True,True,0.9633075807159004,0.0290777596730808,0.0446459400217256,0.0598930044744465,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE,G1_volatility_state_reversal,realized_vol_24h,skeleton_0f915c45eabbea19,Rank(ZScore(realized_vol_24h)),0.15899367920395516,0.047683737744142786,BTCUSDT,0.06667561945956084,2025-08,a7ab3_6e301587da1c1fa3|L7_ranked_future_return|4,2
a7ab3_da7270f10c2caee8,L7_ranked_future_return,1,-1.0,True,True,0.9489624799404038,0.0245258493020141,0.0289143389738834,0.03615368889404,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE,G1_volatility_state_reversal,realized_vol_168h,skeleton_d4e122deedc31056,"Winsor(Clip(ZScore(realized_vol_168h),-3,3),3)",0.034164841354277484,0.050789672578798316,BTCUSDT,0.06689787429444338,2025-08,a7ab3_da7270f10c2caee8|L7_ranked_future_return|1,1
a7ab3_d4939ee84cb32793,L7_ranked_future_return,1,-1.0,True,True,0.9751233547536498,0.0195696021995569,0.0246782922526142,0.0324775118477309,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE,G1_volatility_state_reversal,realized_vol_24h,skeleton_5190274b100e392b,"Clip(Decay(realized_vol_24h,4),-3,3)",0.11296827085549783,0.047194653049052154,BTCUSDT,0.06630568822967563,2025-08,a7ab3_d4939ee84cb32793|L7_ranked_future_return|1,1
a7ab3_165c7d8966b27a17,L7_ranked_future_return,4,-1.0,True,True,0.6126478081923302,0.0168662224549968,0.0371154368404717,0.0381559719635836,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE,G1_volatility_state_reversal,realized_vol_168h,skeleton_631f433b0ee241f4,"Winsor(ZScore(Decay(Delta(realized_vol_168h,1),4)),3)",0.731920645847675,0.034190172353461605,1000RATSUSDT,0.06631182026738133,2025-10,a7ab3_165c7d8966b27a17|L7_ranked_future_return|4,3
a7ab3_6eb23cd8ce4aeef1,L7_ranked_future_return,1,1.0,True,True,0.935474085143198,0.0071636113686704,0.0224838864420748,0.0249090493483748,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE,G1_volatility_state_reversal,realized_vol_168h,skeleton_1bfeeed2faa0c752,"Winsor(Sub(Decay(realized_vol_168h,12),Decay(realized_vol_168h,4)),3)",0.33751799236497904,0.03444319690023838,1000RATSUSDT,0.06677694463483018,2025-10,a7ab3_6eb23cd8ce4aeef1|L7_ranked_future_return|1,4
a7ab3_f0f4c568b02b1b72,L7_ranked_future_return,1,-1.0,True,True,0.8774384826360727,0.0083342991809612,0.0218926267192087,0.0216955938031216,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE,G1_volatility_state_reversal,realized_vol_168h,skeleton_80be2e39216c5bd2,"ZScore(Sub(Decay(realized_vol_168h,4),Decay(realized_vol_168h,12)))",0.33835909631391203,0.034472895183835936,1000RATSUSDT,0.0667394752269499,2025-10,a7ab3_f0f4c568b02b1b72|L7_ranked_future_return|1,4
a7ab3_0bc78809db3a1428,L7_ranked_future_return,4,-1.0,True,True,0.8282358214464629,0.0170234261845644,0.0306543231429753,0.0455930419770329,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE,G1_volatility_state_reversal,realized_vol_168h,skeleton_631f433b0ee241f4,"Winsor(ZScore(Decay(Delta(realized_vol_168h,1),12)),3)",0.35581700982539577,0.034964692406333334,1000RATSUSDT,0.0666161409096751,2025-10,a7ab3_0bc78809db3a1428|L7_ranked_future_return|4,5
a7ab3_87c3ee594944936f,L7_ranked_future_return,1,1.0,True,True,0.7812134869928389,0.0365459816134581,0.0232496157804746,0.0188252872476838,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE,G2_basis_premium_dislocation,premium_close_bps,skeleton_6574be5f6db7bce2,"Rank(Sub(ZScore(Mean(premium_close_bps,4)),ZScore(premium_close_bps)))",1.5436783760200727,0.041992767691709176,1000RATSUSDT,0.06668674882209587,2026-01,a7ab3_87c3ee594944936f|L7_ranked_future_return|1,6
a7ab3_12f53c28ae64a7c9,L7_ranked_future_return,1,-1.0,True,True,0.6488493375046525,0.0174611732912106,0.0260325514796785,0.0141260904566059,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE,G2_basis_premium_dislocation,premium_close_bps,skeleton_0d0b63c5ed3bddab,"Rank(Sub(Rank(Decay(premium_close_bps,4)),Rank(Decay(premium_close_bps,12))))",0.9508300077790498,0.018234498358502604,GTCUSDT,0.06518931835641116,2026-03,a7ab3_12f53c28ae64a7c9|L7_ranked_future_return|1,7
a7ab3_db425196e6b15b0a,L7_ranked_future_return,1,1.0,True,True,0.6614931767069742,0.0189145562895997,0.0230662267084381,0.0152592236253354,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE,G2_basis_premium_dislocation,premium_close_bps,skeleton_0d0b63c5ed3bddab,"Rank(Sub(Rank(Decay(premium_close_bps,12)),Rank(Decay(premium_close_bps,4))))",0.9502848284145796,0.01845430035029882,GTCUSDT,0.06515425926146588,2026-03,a7ab3_db425196e6b15b0a|L7_ranked_future_return|1,7
a7ab3_0b7b3deaa9bdd1bc,L7_ranked_future_return,1,-1.0,True,True,0.7500914007120499,0.0213144791095938,0.0314139690981441,0.0237996654216012,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE,G2_basis_premium_dislocation,premium_close_bps,skeleton_0d0b63c5ed3bddab,"Rank(Sub(Rank(Decay(premium_close_bps,4)),Rank(Decay(premium_close_bps,24))))",0.8462667175759433,0.01985494572631989,GTCUSDT,0.0652768578891638,2026-03,a7ab3_0b7b3deaa9bdd1bc|L7_ranked_future_return|1,8
a7ab3_0b7b3deaa9bdd1bc,L1_cross_sectional_relative_return,1,-1.0,True,True,0.9586871305260204,0.0002131230371882,0.0003257607532463,0.0003300062996934,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE,G2_basis_premium_dislocation,premium_close_bps,skeleton_0d0b63c5ed3bddab,"Rank(Sub(Rank(Decay(premium_close_bps,4)),Rank(Decay(premium_close_bps,24))))",0.8462667175759433,0.022427159735222565,GTCUSDT,0.0760204679994791,2026-04,a7ab3_0b7b3deaa9bdd1bc|L1_cross_sectional_relative_return|1,9
a7ab3_0b7b3deaa9bdd1bc,L0_raw_forward_return,1,-1.0,True,True,0.9586871305260204,0.0002131230371882,0.0003257607532463,0.0003300062996934,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE,G2_basis_premium_dislocation,premium_close_bps,skeleton_0d0b63c5ed3bddab,"Rank(Sub(Rank(Decay(premium_close_bps,4)),Rank(Decay(premium_close_bps,24))))",0.8462667175759433,0.01824526017493283,ARKMUSDT,0.07644605094007298,2025-02,a7ab3_0b7b3deaa9bdd1bc|L0_raw_forward_return|1,9
